"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Germany (DE)","01.01.2018 03:45 - 01.01.2018 04:00 (CET/CEST)","4664","n/e","6716","464","2402","1671","187","n/e","n/e","25","51","3945","1610","41","n/e","4851","428","145","0","596","3174","31223"
"Germany (DE)","01.01.2018 04:00 - 01.01.2018 04:15 (CET/CEST)","4664","n/e","6685","464","2397","1668","187","n/e","n/e","25","56","5034","1610","44","n/e","4746","428","145","0","611","3215","31061"
"Germany (DE)","01.01.2018 04:15 - 01.01.2018 04:30 (CET/CEST)","4675","n/e","6711","496","2400","1680","187","n/e","n/e","25","55","5230","1607","44","n/e","4691","428","145","0","605","3206","31147"
"Germany (DE)","01.01.2018 04:30 - 01.01.2018 04:45 (CET/CEST)","4682","n/e","6738","496","2426","1685","188","n/e","n/e","25","55","5098","1609","43","n/e","4648","428","145","0","633","3188","31044"
"Germany (DE)","01.01.2018 04:45 - 01.01.2018 05:00 (CET/CEST)","4668","n/e","6705","496","2419","1677","187","n/e","n/e","25","59","5185","1605","42","n/e","4701","428","144","0","633","3229","30979"
"Germany (DE)","01.01.2018 05:00 - 01.01.2018 05:15 (CET/CEST)","4657","n/e","6714","496","2404","1680","187","n/e","n/e","25","62","5228","1602","45","n/e","4749","429","145","0","640","3282","31444"
"Germany (DE)","01.01.2018 05:15 - 01.01.2018 05:30 (CET/CEST)","4663","n/e","6736","485","2394","1674","188","n/e","n/e","25","62","5339","1602","43","n/e","4798","429","145","0","648","3284","31551"
"Germany (DE)","01.01.2018 05:30 - 01.01.2018 05:45 (CET/CEST)","4668","n/e","6717","485","2401","1685","187","n/e","n/e","25","60","5554","1601","44","n/e","4880","428","144","0","638","3272","31516"
"Germany (DE)","01.01.2018 05:45 - 01.01.2018 06:00 (CET/CEST)","4667","n/e","6743","485","2372","1689","188","n/e","n/e","25","60","5643","1598","44","n/e","4896","428","145","0","638","3276","31401"
"Germany (DE)","01.01.2018 06:00 - 01.01.2018 06:15 (CET/CEST)","4660","n/e","6613","485","2330","1687","187","n/e","n/e","25","60","5222","1596","41","n/e","4831","428","145","0","631","3291","31397"
"Germany (DE)","01.01.2018 06:15 - 01.01.2018 06:30 (CET/CEST)","4684","n/e","6638","462","2310","1682","188","n/e","n/e","26","60","5356","1597","39","n/e","4742","428","145","0","632","3289","31138"
"Germany (DE)","01.01.2018 06:30 - 01.01.2018 06:45 (CET/CEST)","4696","n/e","6701","462","2299","1712","188","n/e","n/e","26","57","5215","1594","43","n/e","4752","428","144","0","635","3284","30670"
"Germany (DE)","01.01.2018 06:45 - 01.01.2018 07:00 (CET/CEST)","4708","n/e","6713","462","2276","1675","188","n/e","n/e","26","57","5230","1591","41","n/e","4725","428","142","0","635","3289","30863"
"Germany (DE)","01.01.2018 07:00 - 01.01.2018 07:15 (CET/CEST)","4546","n/e","6510","462","2279","1682","187","n/e","n/e","26","52","5534","1582","42","n/e","4617","428","139","0","634","3278","30690"
"Germany (DE)","01.01.2018 07:15 - 01.01.2018 07:30 (CET/CEST)","4669","n/e","6528","368","2255","1696","188","n/e","n/e","26","54","5438","1584","41","n/e","4624","428","139","0","634","3279","30781"
"Germany (DE)","01.01.2018 07:30 - 01.01.2018 07:45 (CET/CEST)","4693","n/e","6659","368","2274","1692","188","n/e","n/e","26","55","5111","1578","43","n/e","4659","428","141","0","634","3283","30245"
"Germany (DE)","01.01.2018 07:45 - 01.01.2018 08:00 (CET/CEST)","4690","n/e","6621","368","2261","1645","188","n/e","n/e","26","56","5168","1574","38","n/e","4656","428","141","0","635","3275","30370"
"Germany (DE)","01.01.2018 08:00 - 01.01.2018 08:15 (CET/CEST)","4582","n/e","6475","368","2234","1512","188","n/e","n/e","26","51","5085","1571","41","n/e","4597","428","137","3","628","3279","30145"
"Germany (DE)","01.01.2018 08:15 - 01.01.2018 08:30 (CET/CEST)","4676","n/e","6485","311","2245","1508","187","n/e","n/e","26","56","5007","1573","37","n/e","4604","428","138","29","630","3285","30321"
"Germany (DE)","01.01.2018 08:30 - 01.01.2018 08:45 (CET/CEST)","4709","n/e","6488","311","2257","1502","188","n/e","n/e","26","54","4828","1572","43","n/e","4603","428","139","182","630","3284","30180"
"Germany (DE)","01.01.2018 08:45 - 01.01.2018 09:00 (CET/CEST)","4735","n/e","6578","311","2267","1510","188","n/e","n/e","26","55","4620","1565","42","n/e","4661","428","140","477","629","3280","30272"
"Germany (DE)","01.01.2018 09:00 - 01.01.2018 09:15 (CET/CEST)","4740","n/e","6575","311","2395","1512","188","n/e","n/e","25","59","4624","1566","38","n/e","4634","428","140","854","628","3281","30391"
"Germany (DE)","01.01.2018 09:15 - 01.01.2018 09:30 (CET/CEST)","4754","n/e","6478","313","2402","1517","187","n/e","n/e","25","58","4449","1562","41","n/e","4606","428","140","1240","624","3270","30775"
"Germany (DE)","01.01.2018 09:30 - 01.01.2018 09:45 (CET/CEST)","4783","n/e","6543","313","2439","1511","188","n/e","n/e","25","56","4121","1568","44","n/e","4651","428","141","1712","624","3270","30675"
"Germany (DE)","01.01.2018 09:45 - 01.01.2018 10:00 (CET/CEST)","4803","n/e","6553","313","2427","1524","188","n/e","n/e","25","55","3988","1570","43","n/e","4738","428","142","2258","624","3276","30638"
"Germany (DE)","01.01.2018 10:00 - 01.01.2018 10:15 (CET/CEST)","4801","n/e","6658","313","2462","1532","188","n/e","n/e","25","179","3009","1572","45","n/e","4845","428","142","2894","630","3192","31159"
"Germany (DE)","01.01.2018 10:15 - 01.01.2018 10:30 (CET/CEST)","4803","n/e","6584","311","2491","1539","188","n/e","n/e","25","140","2914","1579","42","n/e","4895","428","142","3640","630","3206","31489"
"Germany (DE)","01.01.2018 10:30 - 01.01.2018 10:45 (CET/CEST)","4788","n/e","6528","311","2528","1544","187","n/e","n/e","25","152","2734","1581","39","n/e","4866","428","140","4305","619","3183","31662"
"Germany (DE)","01.01.2018 10:45 - 01.01.2018 11:00 (CET/CEST)","4817","n/e","6509","311","2490","1560","187","n/e","n/e","25","74","2774","1582","42","n/e","4822","428","142","4913","621","3185","31654"
"Germany (DE)","01.01.2018 11:00 - 01.01.2018 11:15 (CET/CEST)","4802","n/e","6510","311","2509","1553","187","n/e","n/e","25","74","2492","1581","42","n/e","4790","428","141","5336","643","3249","32079"
"Germany (DE)","01.01.2018 11:15 - 01.01.2018 11:30 (CET/CEST)","4806","n/e","6525","307","2494","1562","187","n/e","n/e","25","58","2287","1578","42","n/e","4796","428","143","5847","625","3285","32236"
"Germany (DE)","01.01.2018 11:30 - 01.01.2018 11:45 (CET/CEST)","4805","n/e","6658","307","2517","1570","187","n/e","n/e","25","101","1939","1583","46","n/e","4846","428","146","6113","636","3258","31984"
"Germany (DE)","01.01.2018 11:45 - 01.01.2018 12:00 (CET/CEST)","4812","n/e","6686","307","2505","1571","187","n/e","n/e","25","130","1668","1588","46","n/e","4873","428","146","6207","634","3207","31770"
"Germany (DE)","01.01.2018 12:00 - 01.01.2018 12:15 (CET/CEST)","4786","n/e","6570","307","2503","1578","188","n/e","n/e","25","215","1074","1629","50","n/e","5007","428","146","6463","623","3283","31629"
"Germany (DE)","01.01.2018 12:15 - 01.01.2018 12:30 (CET/CEST)","4789","n/e","6432","316","2515","1593","187","n/e","n/e","25","398","1080","1678","52","n/e","5044","428","147","6337","629","3286","31376"
"Germany (DE)","01.01.2018 12:30 - 01.01.2018 12:45 (CET/CEST)","4790","n/e","6226","316","2536","1605","187","n/e","n/e","25","806","963","1688","54","n/e","5116","428","147","6196","628","3293","31317"
"Germany (DE)","01.01.2018 12:45 - 01.01.2018 13:00 (CET/CEST)","4791","n/e","6205","316","2526","1602","188","n/e","n/e","25","635","908","1692","55","n/e","5387","428","147","6154","634","3277","30792"
"Germany (DE)","01.01.2018 13:00 - 01.01.2018 13:15 (CET/CEST)","4785","n/e","6236","316","2525","1626","188","n/e","n/e","25","147","1002","1690","45","n/e","5708","428","147","5966","635","3281","30334"
"Germany (DE)","01.01.2018 13:15 - 01.01.2018 13:30 (CET/CEST)","4792","n/e","6403","312","2540","1634","187","n/e","n/e","25","127","1163","1692","49","n/e","6050","428","148","5813","635","3282","29421"
"Germany (DE)","01.01.2018 13:30 - 01.01.2018 13:45 (CET/CEST)","4795","n/e","6392","312","2553","1635","188","n/e","n/e","25","176","1327","1688","53","n/e","6487","428","149","5459","632","3285","28749"
"Germany (DE)","01.01.2018 13:45 - 01.01.2018 14:00 (CET/CEST)","4800","n/e","6358","312","2533","1630","188","n/e","n/e","25","173","1206","1688","48","n/e","6946","428","149","5174","632","3284","27685"
"Germany (DE)","01.01.2018 14:00 - 01.01.2018 14:15 (CET/CEST)","4747","n/e","6268","312","2536","1617","187","n/e","n/e","25","141","2820","1687","44","n/e","7161","428","148","4750","635","3287","26583"
"Germany (DE)","01.01.2018 14:15 - 01.01.2018 14:30 (CET/CEST)","4783","n/e","6361","304","2541","1633","188","n/e","n/e","25","63","2519","1687","47","n/e","7235","428","151","4262","635","3283","25942"
"Germany (DE)","01.01.2018 14:30 - 01.01.2018 14:45 (CET/CEST)","4793","n/e","6446","304","2567","1637","188","n/e","n/e","25","126","2074","1684","49","n/e","7324","428","150","3734","630","3269","25090"
"Germany (DE)","01.01.2018 14:45 - 01.01.2018 15:00 (CET/CEST)","4792","n/e","6389","304","2543","1644","188","n/e","n/e","25","328","1980","1679","58","n/e","7422","428","150","3156","632","3268","24113"
"Germany (DE)","01.01.2018 15:00 - 01.01.2018 15:15 (CET/CEST)","4793","n/e","6506","304","2540","1801","188","n/e","n/e","25","197","2354","1677","51","n/e","7582","428","151","2504","634","4038","23235"
"Germany (DE)","01.01.2018 15:15 - 01.01.2018 15:30 (CET/CEST)","4810","n/e","6608","315","2551","1808","188","n/e","n/e","25","384","1994","1676","53","n/e","7857","429","150","1850","628","4265","22559"
"Germany (DE)","01.01.2018 15:30 - 01.01.2018 15:45 (CET/CEST)","4811","n/e","6888","315","2567","1804","187","n/e","n/e","25","484","1146","1677","52","n/e","8106","429","151","1191","618","4313","21963"
"Germany (DE)","01.01.2018 15:45 - 01.01.2018 16:00 (CET/CEST)","4819","n/e","7585","315","2576","1813","187","n/e","n/e","26","820","819","1676","49","n/e","8319","431","151","571","636","4296","21103"
"Germany (DE)","01.01.2018 16:00 - 01.01.2018 16:15 (CET/CEST)","4819","n/e","8227","315","2780","1821","187","n/e","n/e","26","509","749","1676","51","n/e","8486","437","152","141","640","4198","20366"
"Germany (DE)","01.01.2018 16:15 - 01.01.2018 16:30 (CET/CEST)","4825","n/e","8992","347","2810","1789","187","n/e","n/e","26","627","632","1676","53","n/e","8571","450","155","13","640","4062","19809"
"Germany (DE)","01.01.2018 16:30 - 01.01.2018 16:45 (CET/CEST)","4827","n/e","9378","347","2864","1753","187","n/e","n/e","26","1843","20","1675","56","n/e","8629","457","159","1","640","3938","19176"
"Germany (DE)","01.01.2018 16:45 - 01.01.2018 17:00 (CET/CEST)","4833","n/e","9885","347","2869","1782","187","n/e","n/e","26","2498","11","1675","65","n/e","8692","457","164","5","640","3793","18869"
"Germany (DE)","01.01.2018 17:00 - 01.01.2018 17:15 (CET/CEST)","4832","n/e","10345","347","2910","1790","188","n/e","n/e","26","3890","285","1673","46","n/e","8757","459","164","0","640","3693","18673"
"Germany (DE)","01.01.2018 17:15 - 01.01.2018 17:30 (CET/CEST)","4846","n/e","10656","353","2950","1811","188","n/e","n/e","27","3760","204","1672","36","n/e","8914","467","165","0","640","3761","18577"
"Germany (DE)","01.01.2018 17:30 - 01.01.2018 17:45 (CET/CEST)","4853","n/e","10849","353","2964","1896","187","n/e","n/e","26","3777","166","1671","36","n/e","8977","465","169","0","640","3674","18245"
"Germany (DE)","01.01.2018 17:45 - 01.01.2018 18:00 (CET/CEST)","4855","n/e","10991","353","2947","1904","187","n/e","n/e","26","4055","0","1670","31","n/e","8973","464","168","0","640","3595","17977"
"Germany (DE)","01.01.2018 18:00 - 01.01.2018 18:15 (CET/CEST)","4850","n/e","11108","353","2962","1905","187","n/e","n/e","26","4736","228","1673","29","n/e","8957","471","166","0","639","3406","17821"
"Germany (DE)","01.01.2018 18:15 - 01.01.2018 18:30 (CET/CEST)","4860","n/e","11220","309","2964","1909","188","n/e","n/e","26","4977","308","1670","30","n/e","9007","471","167","0","639","3281","17944"
"Germany (DE)","01.01.2018 18:30 - 01.01.2018 18:45 (CET/CEST)","4864","n/e","11285","309","3007","1931","187","n/e","n/e","27","4948","313","1672","31","n/e","9051","483","168","0","639","3172","17810"
"Germany (DE)","01.01.2018 18:45 - 01.01.2018 19:00 (CET/CEST)","4873","n/e","11450","309","3082","1910","187","n/e","n/e","26","4349","323","1671","92","n/e","9062","516","174","0","635","3136","17630"
"Germany (DE)","01.01.2018 19:00 - 01.01.2018 19:15 (CET/CEST)","4866","n/e","11565","309","3108","1745","187","n/e","n/e","26","4908","231","1671","115","n/e","9086","527","189","0","635","3132","17623"
"Germany (DE)","01.01.2018 19:15 - 01.01.2018 19:30 (CET/CEST)","4874","n/e","11717","324","3179","1735","188","n/e","n/e","26","4494","286","1671","77","n/e","9088","527","194","0","637","3110","17572"
"Germany (DE)","01.01.2018 19:30 - 01.01.2018 19:45 (CET/CEST)","4872","n/e","11854","324","3256","1750","187","n/e","n/e","27","4061","299","1669","30","n/e","9090","527","194","0","639","3083","17491"
"Germany (DE)","01.01.2018 19:45 - 01.01.2018 20:00 (CET/CEST)","4869","n/e","11884","324","3277","1780","187","n/e","n/e","27","3452","329","1669","30","n/e","9092","527","192","0","633","3065","17300"
"Germany (DE)","01.01.2018 20:00 - 01.01.2018 20:15 (CET/CEST)","4837","n/e","11992","324","3287","1948","188","n/e","n/e","27","4502","328","1671","35","n/e","9107","527","193","0","630","3007","16852"
"Germany (DE)","01.01.2018 20:15 - 01.01.2018 20:30 (CET/CEST)","4837","n/e","12030","324","3301","1992","188","n/e","n/e","27","4013","370","1671","31","n/e","9100","527","193","0","632","2914","16637"
"Germany (DE)","01.01.2018 20:30 - 01.01.2018 20:45 (CET/CEST)","4835","n/e","12219","324","3296","1988","188","n/e","n/e","27","3353","252","1672","30","n/e","9103","527","193","0","641","2823","16508"
"Germany (DE)","01.01.2018 20:45 - 01.01.2018 21:00 (CET/CEST)","4839","n/e","12323","324","3289","2013","188","n/e","n/e","27","3006","253","1673","30","n/e","9108","527","195","0","639","2663","16267"
"Germany (DE)","01.01.2018 21:00 - 01.01.2018 21:15 (CET/CEST)","4824","n/e","12565","324","3303","2034","189","n/e","n/e","27","1664","105","1673","33","n/e","9125","527","191","0","642","2621","16282"
"Germany (DE)","01.01.2018 21:15 - 01.01.2018 21:30 (CET/CEST)","4818","n/e","12604","325","3312","2044","189","n/e","n/e","27","1194","62","1672","29","n/e","9119","527","191","0","642","2518","16361"
"Germany (DE)","01.01.2018 21:30 - 01.01.2018 21:45 (CET/CEST)","4814","n/e","12511","325","3310","2042","188","n/e","n/e","27","1404","139","1673","29","n/e","9106","527","191","0","642","2528","16423"
"Germany (DE)","01.01.2018 21:45 - 01.01.2018 22:00 (CET/CEST)","4815","n/e","12524","325","3316","2036","189","n/e","n/e","27","1060","199","1674","29","n/e","9098","527","190","0","642","2532","16295"
"Germany (DE)","01.01.2018 22:00 - 01.01.2018 22:15 (CET/CEST)","4791","n/e","12917","325","3292","2037","189","n/e","n/e","23","1170","1504","1671","36","n/e","9143","527","190","0","642","2448","16033"
"Germany (DE)","01.01.2018 22:15 - 01.01.2018 22:30 (CET/CEST)","4783","n/e","13024","312","3293","2029","189","n/e","n/e","22","764","1603","1671","29","n/e","9122","527","193","0","648","2383","15976"
"Germany (DE)","01.01.2018 22:30 - 01.01.2018 22:45 (CET/CEST)","4780","n/e","13076","312","3294","2001","189","n/e","n/e","22","601","1742","1670","29","n/e","9090","527","193","0","645","2258","16155"
"Germany (DE)","01.01.2018 22:45 - 01.01.2018 23:00 (CET/CEST)","4776","n/e","13060","312","3276","1973","189","n/e","n/e","22","219","2267","1669","30","n/e","9087","527","193","0","641","2272","16034"
"Germany (DE)","01.01.2018 23:00 - 01.01.2018 23:15 (CET/CEST)","4742","n/e","13107","312","3280","1961","188","n/e","n/e","22","598","1805","1667","42","n/e","9151","527","193","0","641","2220","15822"
"Germany (DE)","01.01.2018 23:15 - 01.01.2018 23:30 (CET/CEST)","4742","n/e","12923","282","3290","1940","188","n/e","n/e","22","556","2054","1663","29","n/e","9135","527","193","0","639","2027","15807"
"Germany (DE)","01.01.2018 23:30 - 01.01.2018 23:45 (CET/CEST)","4742","n/e","12855","282","3303","1922","189","n/e","n/e","22","147","1787","1659","32","n/e","9132","527","189","0","645","1852","15880"
"Germany (DE)","01.01.2018 23:45 - 02.01.2018 00:00 (CET/CEST)","4748","n/e","12769","282","3286","1932","189","n/e","n/e","23","141","2190","1660","35","n/e","9096","527","190","0","645","1652","15911"
"Germany (DE)","02.01.2018 00:00 - 02.01.2018 00:15 (CET/CEST)","4669","n/e","12756","373","3238","1946","189","n/e","n/e","24","44","4088","1656","42","n/e","9033","538","189","0","675","1495","15805"
"Germany (DE)","02.01.2018 00:15 - 02.01.2018 00:30 (CET/CEST)","4716","n/e","12682","323","3233","1939","188","n/e","n/e","25","48","5134","1658","39","n/e","9069","535","192","0","674","1488","15582"
"Germany (DE)","02.01.2018 00:30 - 02.01.2018 00:45 (CET/CEST)","4710","n/e","12379","323","3201","1928","189","n/e","n/e","25","50","5516","1656","39","n/e","9040","520","190","0","681","1535","15352"
"Germany (DE)","02.01.2018 00:45 - 02.01.2018 01:00 (CET/CEST)","4713","n/e","11944","323","3191","1853","188","n/e","n/e","25","46","5233","1656","39","n/e","8963","516","181","0","681","1539","15271"
"Germany (DE)","02.01.2018 01:00 - 02.01.2018 01:15 (CET/CEST)","4704","n/e","11645","323","3236","1855","189","n/e","n/e","26","22","5546","1653","47","n/e","9055","516","181","0","676","1600","15314"
"Germany (DE)","02.01.2018 01:15 - 02.01.2018 01:30 (CET/CEST)","4711","n/e","11362","373","3236","1874","190","n/e","n/e","26","23","5836","1647","39","n/e","9037","517","182","0","671","1604","15261"
"Germany (DE)","02.01.2018 01:30 - 02.01.2018 01:45 (CET/CEST)","4719","n/e","11250","373","3256","1874","190","n/e","n/e","26","23","6013","1641","39","n/e","9054","517","182","0","671","1624","15241"
"Germany (DE)","02.01.2018 01:45 - 02.01.2018 02:00 (CET/CEST)","4724","n/e","11044","373","3238","1867","190","n/e","n/e","26","23","6034","1639","38","n/e","9017","515","181","0","667","1607","15100"
"Germany (DE)","02.01.2018 02:00 - 02.01.2018 02:15 (CET/CEST)","4716","n/e","10949","373","3228","1862","190","n/e","n/e","26","23","5829","1638","46","n/e","9094","511","180","0","668","1541","14944"
"Germany (DE)","02.01.2018 02:15 - 02.01.2018 02:30 (CET/CEST)","4717","n/e","10817","341","3233","1858","190","n/e","n/e","26","23","5810","1638","43","n/e","9106","511","178","0","655","1512","14578"
"Germany (DE)","02.01.2018 02:30 - 02.01.2018 02:45 (CET/CEST)","4718","n/e","10823","341","3250","1852","190","n/e","n/e","26","30","5731","1639","43","n/e","9109","511","178","0","664","1503","14514"
"Germany (DE)","02.01.2018 02:45 - 02.01.2018 03:00 (CET/CEST)","4712","n/e","10177","341","3274","1854","190","n/e","n/e","26","31","5134","1639","45","n/e","9129","511","175","0","665","1564","14418"
"Germany (DE)","02.01.2018 03:00 - 02.01.2018 03:15 (CET/CEST)","4710","n/e","9771","341","3346","1830","190","n/e","n/e","26","44","3733","1638","49","n/e","9173","511","178","0","661","1633","14306"
"Germany (DE)","02.01.2018 03:15 - 02.01.2018 03:30 (CET/CEST)","4727","n/e","9845","329","3368","1806","190","n/e","n/e","26","21","4374","1639","37","n/e","9172","511","178","0","658","1704","14442"
"Germany (DE)","02.01.2018 03:30 - 02.01.2018 03:45 (CET/CEST)","4715","n/e","10094","329","3409","1832","190","n/e","n/e","26","14","5033","1640","41","n/e","9187","511","178","0","658","1710","14689"
"Germany (DE)","02.01.2018 03:45 - 02.01.2018 04:00 (CET/CEST)","4710","n/e","10286","329","3527","1833","191","n/e","n/e","26","14","5245","1640","41","n/e","9180","513","178","0","650","1743","14631"
"Germany (DE)","02.01.2018 04:00 - 02.01.2018 04:15 (CET/CEST)","4702","n/e","10775","329","3598","1904","191","n/e","n/e","26","22","4342","1646","40","n/e","9191","528","180","0","647","1760","14869"
"Germany (DE)","02.01.2018 04:15 - 02.01.2018 04:30 (CET/CEST)","4714","n/e","11017","330","3739","1901","191","n/e","n/e","26","66","4896","1647","37","n/e","9196","529","187","0","653","1834","15238"
"Germany (DE)","02.01.2018 04:30 - 02.01.2018 04:45 (CET/CEST)","4725","n/e","11151","330","3756","1935","191","n/e","n/e","26","72","4405","1648","40","n/e","9157","529","187","0","657","1811","15411"
"Germany (DE)","02.01.2018 04:45 - 02.01.2018 05:00 (CET/CEST)","4726","n/e","11224","330","3753","1931","191","n/e","n/e","26","108","3546","1649","39","n/e","9099","529","187","0","662","1823","15433"
"Germany (DE)","02.01.2018 05:00 - 02.01.2018 05:15 (CET/CEST)","4726","n/e","11559","330","3875","1971","191","n/e","n/e","25","53","3410","1647","45","n/e","9136","533","186","0","664","1891","15485"
"Germany (DE)","02.01.2018 05:15 - 02.01.2018 05:30 (CET/CEST)","4737","n/e","11978","312","3907","2141","191","n/e","n/e","25","101","3339","1647","40","n/e","9176","537","187","0","664","1913","15531"
"Germany (DE)","02.01.2018 05:30 - 02.01.2018 05:45 (CET/CEST)","4740","n/e","12500","312","3948","2407","191","n/e","n/e","25","101","3358","1649","44","n/e","9217","537","189","0","654","1911","15583"
"Germany (DE)","02.01.2018 05:45 - 02.01.2018 06:00 (CET/CEST)","4729","n/e","13235","312","4047","2639","191","n/e","n/e","25","152","3290","1647","47","n/e","9222","558","188","0","659","2007","15773"
"Germany (DE)","02.01.2018 06:00 - 02.01.2018 06:15 (CET/CEST)","4686","n/e","13882","312","4302","2695","191","n/e","n/e","25","874","2711","1648","40","n/e","9176","572","196","0","644","2060","16216"
"Germany (DE)","02.01.2018 06:15 - 02.01.2018 06:30 (CET/CEST)","4757","n/e","14410","392","4343","2819","191","n/e","n/e","25","940","2015","1653","47","n/e","9211","575","204","0","642","2025","16343"
"Germany (DE)","02.01.2018 06:30 - 02.01.2018 06:45 (CET/CEST)","4758","n/e","14571","392","4406","2902","191","n/e","n/e","25","1384","885","1653","46","n/e","9222","574","204","0","645","2137","16366"
"Germany (DE)","02.01.2018 06:45 - 02.01.2018 07:00 (CET/CEST)","4773","n/e","14690","392","4444","3133","191","n/e","n/e","25","1675","706","1657","41","n/e","9185","574","203","0","653","2419","16455"
"Germany (DE)","02.01.2018 07:00 - 02.01.2018 07:15 (CET/CEST)","4813","n/e","14878","392","4936","3291","191","n/e","n/e","25","1421","373","1660","45","n/e","9193","617","201","0","654","2215","16589"
