"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Germany (DE)","26.03.2021 02:30 - 26.03.2021 02:45 (CET/CEST)","3963","n/e","11962","n/e","7211","3447","383","n/e","n/e","29","201","2487","1331","101","n/e","6555","363","149","1","836","5520","7449"
"Germany (DE)","26.03.2021 02:45 - 26.03.2021 03:00 (CET/CEST)","3979","n/e","11949","n/e","7215","3528","383","n/e","n/e","29","80","2711","1333","114","n/e","6555","363","145","1","838","5484","7805"
"Germany (DE)","26.03.2021 03:00 - 26.03.2021 03:15 (CET/CEST)","3994","n/e","11848","n/e","7285","3522","383","n/e","n/e","30","64","2080","1339","125","n/e","6539","363","145","1","835","5488","8178"
"Germany (DE)","26.03.2021 03:15 - 26.03.2021 03:30 (CET/CEST)","4000","n/e","11760","n/e","7228","3505","384","n/e","n/e","30","47","2066","1337","108","n/e","6514","363","145","1","836","5664","8313"
"Germany (DE)","26.03.2021 03:30 - 26.03.2021 03:45 (CET/CEST)","3998","n/e","11793","n/e","7248","3466","383","n/e","n/e","30","14","2130","1337","109","n/e","6517","363","143","1","837","5881","8482"
"Germany (DE)","26.03.2021 03:45 - 26.03.2021 04:00 (CET/CEST)","4023","n/e","11829","n/e","7214","3444","383","n/e","n/e","30","15","2179","1341","80","n/e","6519","363","143","1","845","5977","8574"
"Germany (DE)","26.03.2021 04:00 - 26.03.2021 04:15 (CET/CEST)","4041","n/e","12035","n/e","6690","3400","384","n/e","n/e","30","69","1436","1343","142","n/e","6520","363","143","1","847","5964","8605"
"Germany (DE)","26.03.2021 04:15 - 26.03.2021 04:30 (CET/CEST)","4047","n/e","12089","n/e","6705","3387","384","n/e","n/e","30","166","1473","1342","130","n/e","6520","363","143","1","846","5913","8690"
"Germany (DE)","26.03.2021 04:30 - 26.03.2021 04:45 (CET/CEST)","4048","n/e","12024","n/e","6785","3504","386","n/e","n/e","30","231","1201","1341","172","n/e","6520","363","143","1","848","5947","8714"
"Germany (DE)","26.03.2021 04:45 - 26.03.2021 05:00 (CET/CEST)","4069","n/e","12247","n/e","6866","3708","386","n/e","n/e","30","120","1229","1341","132","n/e","6540","363","144","1","847","6095","8872"
"Germany (DE)","26.03.2021 05:00 - 26.03.2021 05:15 (CET/CEST)","4196","n/e","12539","n/e","6984","3780","386","n/e","n/e","29","712","1300","1352","108","n/e","6550","363","144","1","839","6141","9137"
"Germany (DE)","26.03.2021 05:15 - 26.03.2021 05:30 (CET/CEST)","4331","n/e","12700","n/e","7005","3978","387","n/e","n/e","29","738","938","1362","143","n/e","6561","363","144","1","841","6119","9458"
"Germany (DE)","26.03.2021 05:30 - 26.03.2021 05:45 (CET/CEST)","4410","n/e","12756","n/e","7162","4236","387","n/e","n/e","29","1029","630","1370","180","n/e","6584","363","143","2","844","6119","9519"
"Germany (DE)","26.03.2021 05:45 - 26.03.2021 06:00 (CET/CEST)","4458","n/e","12804","n/e","7232","4558","386","n/e","n/e","29","1550","364","1367","153","n/e","6689","363","143","6","845","6122","9597"
"Germany (DE)","26.03.2021 06:00 - 26.03.2021 06:15 (CET/CEST)","4557","n/e","12786","n/e","7316","4889","386","n/e","n/e","29","1521","659","1362","101","n/e","6713","362","143","87","830","6164","9945"
"Germany (DE)","26.03.2021 06:15 - 26.03.2021 06:30 (CET/CEST)","4614","n/e","12905","n/e","7237","5231","386","n/e","n/e","29","2274","319","1360","261","n/e","6714","362","143","308","829","6098","10081"
"Germany (DE)","26.03.2021 06:30 - 26.03.2021 06:45 (CET/CEST)","4609","n/e","12988","n/e","7335","5441","386","n/e","n/e","29","2627","257","1349","426","n/e","6716","362","143","898","831","6178","10063"
"Germany (DE)","26.03.2021 06:45 - 26.03.2021 07:00 (CET/CEST)","4648","n/e","12975","n/e","7323","5505","386","n/e","n/e","28","2964","256","1346","375","n/e","6714","362","143","1806","833","6139","9679"
"Germany (DE)","26.03.2021 07:00 - 26.03.2021 07:15 (CET/CEST)","4714","n/e","12934","n/e","7306","5568","449","n/e","n/e","28","2858","16","1346","167","n/e","6714","360","142","2940","834","6044","9581"
"Germany (DE)","26.03.2021 07:15 - 26.03.2021 07:30 (CET/CEST)","4733","n/e","12952","n/e","7204","5671","489","n/e","n/e","28","2987","8","1344","147","n/e","6701","360","142","4288","830","5999","9417"
"Germany (DE)","26.03.2021 07:30 - 26.03.2021 07:45 (CET/CEST)","4753","n/e","13009","n/e","7224","5748","525","n/e","n/e","28","2848","121","1345","182","n/e","6681","360","140","5808","831","5917","9277"
"Germany (DE)","26.03.2021 07:45 - 26.03.2021 08:00 (CET/CEST)","4739","n/e","12979","n/e","7306","5812","554","n/e","n/e","27","2485","7","1351","71","n/e","6643","383","149","7503","828","5830","8836"
"Germany (DE)","26.03.2021 08:00 - 26.03.2021 08:15 (CET/CEST)","4750","n/e","12923","n/e","7982","5890","578","n/e","n/e","27","2697","6","1354","155","n/e","6640","402","158","9345","835","5817","8299"
"Germany (DE)","26.03.2021 08:15 - 26.03.2021 08:30 (CET/CEST)","4766","n/e","12880","n/e","8000","5874","619","n/e","n/e","27","1931","17","1357","71","n/e","6638","401","159","11302","841","5847","7670"
"Germany (DE)","26.03.2021 08:30 - 26.03.2021 08:45 (CET/CEST)","4767","n/e","12882","n/e","7951","5729","658","n/e","n/e","27","1166","18","1370","50","n/e","6589","402","157","13099","843","5883","7199"
"Germany (DE)","26.03.2021 08:45 - 26.03.2021 09:00 (CET/CEST)","4735","n/e","12703","n/e","7942","5430","701","n/e","n/e","26","574","41","1366","46","n/e","6567","401","159","14919","835","5911","6750"
"Germany (DE)","26.03.2021 09:00 - 26.03.2021 09:15 (CET/CEST)","4700","n/e","12376","n/e","7822","5094","704","n/e","n/e","26","803","34","1367","97","n/e","6566","402","161","16798","840","5968","6514"
"Germany (DE)","26.03.2021 09:15 - 26.03.2021 09:30 (CET/CEST)","4673","n/e","11942","n/e","7634","4855","672","n/e","n/e","26","102","125","1363","105","n/e","6565","397","160","18663","844","5998","6523"
"Germany (DE)","26.03.2021 09:30 - 26.03.2021 09:45 (CET/CEST)","4674","n/e","11268","n/e","7728","4097","670","n/e","n/e","26","119","689","1361","51","n/e","6558","397","161","20175","840","6042","6851"
"Germany (DE)","26.03.2021 09:45 - 26.03.2021 10:00 (CET/CEST)","4652","n/e","10701","n/e","7341","3577","670","n/e","n/e","25","14","1223","1358","39","n/e","6555","396","161","21646","834","6060","7268"
"Germany (DE)","26.03.2021 10:00 - 26.03.2021 10:15 (CET/CEST)","4608","n/e","9927","n/e","6533","3290","671","n/e","n/e","25","426","1118","1357","44","n/e","6551","379","153","23223","835","6080","7947"
"Germany (DE)","26.03.2021 10:15 - 26.03.2021 10:30 (CET/CEST)","4579","n/e","9250","n/e","6231","3166","671","n/e","n/e","25","59","1522","1355","42","n/e","6541","377","151","24477","838","6074","8553"
"Germany (DE)","26.03.2021 10:30 - 26.03.2021 10:45 (CET/CEST)","4564","n/e","8800","n/e","6218","3082","673","n/e","n/e","25","41","2473","1352","51","n/e","6522","377","153","25403","839","6077","9171"
"Germany (DE)","26.03.2021 10:45 - 26.03.2021 11:00 (CET/CEST)","4556","n/e","8045","n/e","6364","3018","670","n/e","n/e","25","11","3009","1352","47","n/e","6519","372","154","26339","830","6056","9757"
"Germany (DE)","26.03.2021 11:00 - 26.03.2021 11:15 (CET/CEST)","4511","n/e","7330","n/e","5998","2951","704","n/e","n/e","24","73","3903","1351","53","n/e","6504","358","147","26932","837","5986","10342"
"Germany (DE)","26.03.2021 11:15 - 26.03.2021 11:30 (CET/CEST)","4486","n/e","6793","n/e","5958","2942","739","n/e","n/e","24","82","3926","1345","43","n/e","6494","358","147","27340","836","5887","10690"
"Germany (DE)","26.03.2021 11:30 - 26.03.2021 11:45 (CET/CEST)","4504","n/e","6448","n/e","5953","2955","771","n/e","n/e","24","94","4009","1342","49","n/e","6501","358","148","27643","839","5844","11073"
"Germany (DE)","26.03.2021 11:45 - 26.03.2021 12:00 (CET/CEST)","4523","n/e","6301","n/e","5861","2953","806","n/e","n/e","24","95","4455","1341","48","n/e","6505","349","144","27609","835","5780","11416"
"Germany (DE)","26.03.2021 12:00 - 26.03.2021 12:15 (CET/CEST)","4452","n/e","6121","n/e","5562","2954","815","n/e","n/e","24","61","4291","1335","67","n/e","6487","330","141","27489","843","5750","11749"
"Germany (DE)","26.03.2021 12:15 - 26.03.2021 12:30 (CET/CEST)","4424","n/e","6054","n/e","5541","2950","815","n/e","n/e","24","69","4600","1331","121","n/e","6494","330","141","27445","849","5662","11958"
"Germany (DE)","26.03.2021 12:30 - 26.03.2021 12:45 (CET/CEST)","4413","n/e","6044","n/e","5517","2936","814","n/e","n/e","24","33","4720","1330","91","n/e","6549","330","139","27149","841","5588","12041"
"Germany (DE)","26.03.2021 12:45 - 26.03.2021 13:00 (CET/CEST)","4415","n/e","6022","n/e","5601","2927","816","n/e","n/e","24","33","4676","1329","92","n/e","6549","330","140","26770","838","5531","11949"
"Germany (DE)","26.03.2021 13:00 - 26.03.2021 13:15 (CET/CEST)","4403","n/e","6081","n/e","5616","2894","815","n/e","n/e","24","38","3290","1332","103","n/e","6550","330","141","26299","845","5529","12154"
"Germany (DE)","26.03.2021 13:15 - 26.03.2021 13:30 (CET/CEST)","4402","n/e","6075","n/e","5657","2832","816","n/e","n/e","24","53","3217","1335","95","n/e","6556","330","140","25646","841","5494","12334"
"Germany (DE)","26.03.2021 13:30 - 26.03.2021 13:45 (CET/CEST)","4421","n/e","6296","n/e","5668","2857","814","n/e","n/e","24","64","3173","1337","140","n/e","6570","330","141","24623","844","5470","12185"
"Germany (DE)","26.03.2021 13:45 - 26.03.2021 14:00 (CET/CEST)","4416","n/e","6363","n/e","5616","2870","814","n/e","n/e","23","66","3519","1335","98","n/e","6570","330","141","23848","845","5436","12131"
"Germany (DE)","26.03.2021 14:00 - 26.03.2021 14:15 (CET/CEST)","4380","n/e","6525","n/e","5602","2864","814","n/e","n/e","23","60","4726","1336","95","n/e","6565","330","141","22853","841","5381","12040"
"Germany (DE)","26.03.2021 14:15 - 26.03.2021 14:30 (CET/CEST)","4402","n/e","6568","n/e","5640","2890","815","n/e","n/e","23","104","4902","1333","96","n/e","6537","330","140","21908","846","5287","12371"
"Germany (DE)","26.03.2021 14:30 - 26.03.2021 14:45 (CET/CEST)","4375","n/e","6682","n/e","5646","2911","815","n/e","n/e","23","176","3413","1333","111","n/e","6555","330","140","20878","842","5004","12406"
"Germany (DE)","26.03.2021 14:45 - 26.03.2021 15:00 (CET/CEST)","4398","n/e","6957","n/e","5694","2880","815","n/e","n/e","23","299","2842","1337","110","n/e","6551","330","139","19776","835","4886","12297"
"Germany (DE)","26.03.2021 15:00 - 26.03.2021 15:15 (CET/CEST)","4406","n/e","7477","n/e","5711","2875","814","n/e","n/e","23","166","1892","1337","73","n/e","6565","330","139","18599","836","4845","12470"
"Germany (DE)","26.03.2021 15:15 - 26.03.2021 15:30 (CET/CEST)","4413","n/e","7996","n/e","5785","2828","815","n/e","n/e","23","157","1646","1338","83","n/e","6572","330","138","17219","838","4812","12319"
"Germany (DE)","26.03.2021 15:30 - 26.03.2021 15:45 (CET/CEST)","4403","n/e","8402","n/e","5845","2894","812","n/e","n/e","23","405","1202","1335","120","n/e","6571","329","138","15779","837","4859","12423"
"Germany (DE)","26.03.2021 15:45 - 26.03.2021 16:00 (CET/CEST)","4414","n/e","8736","n/e","5921","2996","810","n/e","n/e","23","336","797","1332","92","n/e","6567","329","140","14011","836","4968","12207"
"Germany (DE)","26.03.2021 16:00 - 26.03.2021 16:15 (CET/CEST)","4456","n/e","9009","n/e","6103","3099","809","n/e","n/e","23","303","1396","1329","74","n/e","6555","330","140","12252","836","5063","12026"
"Germany (DE)","26.03.2021 16:15 - 26.03.2021 16:30 (CET/CEST)","4486","n/e","9379","n/e","6171","3334","810","n/e","n/e","23","789","486","1329","118","n/e","6573","328","139","10384","844","5103","11794"
"Germany (DE)","26.03.2021 16:30 - 26.03.2021 16:45 (CET/CEST)","4488","n/e","9695","n/e","6223","3667","810","n/e","n/e","23","1223","224","1328","82","n/e","6576","322","136","8667","834","5188","11495"
"Germany (DE)","26.03.2021 16:45 - 26.03.2021 17:00 (CET/CEST)","4522","n/e","9976","n/e","6345","3939","808","n/e","n/e","23","2501","75","1329","63","n/e","6607","322","136","6994","833","5301","10933"
"Germany (DE)","26.03.2021 17:00 - 26.03.2021 17:15 (CET/CEST)","4623","n/e","10171","n/e","6547","4474","733","n/e","n/e","23","2243","150","1336","70","n/e","6612","323","135","5514","831","5283","10518"
"Germany (DE)","26.03.2021 17:15 - 26.03.2021 17:30 (CET/CEST)","4661","n/e","10278","n/e","6701","4961","626","n/e","n/e","23","2989","140","1339","84","n/e","6612","323","136","4151","835","5608","10057"
"Germany (DE)","26.03.2021 17:30 - 26.03.2021 17:45 (CET/CEST)","4678","n/e","10404","n/e","6767","5172","518","n/e","n/e","23","3705","75","1340","134","n/e","6613","323","137","2861","812","5535","9481"
"Germany (DE)","26.03.2021 17:45 - 26.03.2021 18:00 (CET/CEST)","4696","n/e","10384","n/e","6744","5370","463","n/e","n/e","24","4211","64","1332","339","n/e","6639","322","137","1808","826","5482","9169"
"Germany (DE)","26.03.2021 18:00 - 26.03.2021 18:15 (CET/CEST)","4695","n/e","10322","n/e","6890","5563","378","n/e","n/e","24","4177","5","1330","282","n/e","6686","323","137","982","814","5480","8960"
"Germany (DE)","26.03.2021 18:15 - 26.03.2021 18:30 (CET/CEST)","4692","n/e","10360","n/e","6906","5622","378","n/e","n/e","25","4522","4","1331","228","n/e","6710","323","137","389","816","5485","9093"
"Germany (DE)","26.03.2021 18:30 - 26.03.2021 18:45 (CET/CEST)","4717","n/e","10359","n/e","6881","5666","378","n/e","n/e","25","4880","3","1333","308","n/e","6710","323","137","90","829","5587","9456"
"Germany (DE)","26.03.2021 18:45 - 26.03.2021 19:00 (CET/CEST)","4712","n/e","10395","n/e","6960","5738","378","n/e","n/e","26","5067","2","1336","348","n/e","6712","338","145","8","831","5698","9852"
"Germany (DE)","26.03.2021 19:00 - 26.03.2021 19:15 (CET/CEST)","4725","n/e","10315","n/e","7125","5837","378","n/e","n/e","26","4969","3","1342","102","n/e","6713","341","146","1","824","5798","10079"
"Germany (DE)","26.03.2021 19:15 - 26.03.2021 19:30 (CET/CEST)","4716","n/e","10385","n/e","7093","5823","379","n/e","n/e","26","4557","2","1345","77","n/e","6717","341","146","1","836","5862","10335"
"Germany (DE)","26.03.2021 19:30 - 26.03.2021 19:45 (CET/CEST)","4709","n/e","10383","n/e","7139","5795","379","n/e","n/e","26","4557","2","1345","81","n/e","6718","341","144","1","826","5905","10800"
"Germany (DE)","26.03.2021 19:45 - 26.03.2021 20:00 (CET/CEST)","4702","n/e","10394","n/e","7098","5497","379","n/e","n/e","27","4018","2","1344","88","n/e","6719","341","144","1","827","5880","11307"
"Germany (DE)","26.03.2021 20:00 - 26.03.2021 20:15 (CET/CEST)","4677","n/e","10242","n/e","7089","5329","379","n/e","n/e","27","4342","1","1349","170","n/e","6720","338","144","1","818","5951","11599"
"Germany (DE)","26.03.2021 20:15 - 26.03.2021 20:30 (CET/CEST)","4660","n/e","10218","n/e","7061","5175","378","n/e","n/e","27","3061","2","1350","95","n/e","6722","338","144","1","797","5892","12025"
"Germany (DE)","26.03.2021 20:30 - 26.03.2021 20:45 (CET/CEST)","4657","n/e","10193","n/e","6956","5155","379","n/e","n/e","27","2385","24","1353","119","n/e","6723","338","146","1","799","6008","12707"
"Germany (DE)","26.03.2021 20:45 - 26.03.2021 21:00 (CET/CEST)","4632","n/e","10133","n/e","6910","5007","378","n/e","n/e","27","1533","111","1355","55","n/e","6711","338","145","1","825","6071","13075"
"Germany (DE)","26.03.2021 21:00 - 26.03.2021 21:15 (CET/CEST)","4590","n/e","10171","n/e","6752","4599","378","n/e","n/e","28","1553","27","1362","82","n/e","6712","338","146","1","844","5918","13837"
"Germany (DE)","26.03.2021 21:15 - 26.03.2021 21:30 (CET/CEST)","4563","n/e","10152","n/e","6393","4328","379","n/e","n/e","28","1130","18","1357","88","n/e","6723","338","146","0","847","5787","14337"
"Germany (DE)","26.03.2021 21:30 - 26.03.2021 21:45 (CET/CEST)","4518","n/e","10059","n/e","6193","4154","378","n/e","n/e","28","762","171","1351","77","n/e","6723","338","146","1","841","5777","14930"
"Germany (DE)","26.03.2021 21:45 - 26.03.2021 22:00 (CET/CEST)","4524","n/e","9915","n/e","6058","3917","379","n/e","n/e","28","395","379","1357","36","n/e","6718","338","145","1","849","5501","15693"
"Germany (DE)","26.03.2021 22:00 - 26.03.2021 22:15 (CET/CEST)","4477","n/e","9833","n/e","5863","3607","378","n/e","n/e","28","1219","82","1358","81","n/e","6717","338","144","0","851","5361","16051"
"Germany (DE)","26.03.2021 22:15 - 26.03.2021 22:30 (CET/CEST)","4453","n/e","9648","n/e","5859","3405","379","n/e","n/e","28","467","254","1361","36","n/e","6718","338","144","0","825","5314","16715"
"Germany (DE)","26.03.2021 22:30 - 26.03.2021 22:45 (CET/CEST)","4448","n/e","9582","n/e","5818","3364","378","n/e","n/e","28","326","247","1368","51","n/e","6712","338","144","0","803","5225","17325"
"Germany (DE)","26.03.2021 22:45 - 26.03.2021 23:00 (CET/CEST)","4440","n/e","9489","n/e","5669","3343","378","n/e","n/e","28","46","1159","1376","31","n/e","6661","333","143","0","846","5031","17835"
"Germany (DE)","26.03.2021 23:00 - 26.03.2021 23:15 (CET/CEST)","4414","n/e","9293","n/e","5517","3245","378","n/e","n/e","28","520","1094","1382","220","n/e","6693","327","141","0","822","4902","18113"
"Germany (DE)","26.03.2021 23:15 - 26.03.2021 23:30 (CET/CEST)","4404","n/e","9142","n/e","5434","2749","378","n/e","n/e","28","439","1347","1383","110","n/e","6718","327","141","1","827","4549","18581"
"Germany (DE)","26.03.2021 23:30 - 26.03.2021 23:45 (CET/CEST)","4397","n/e","8693","n/e","5423","2665","378","n/e","n/e","28","132","555","1388","34","n/e","6685","327","141","1","831","4001","19116"
"Germany (DE)","26.03.2021 23:45 - 27.03.2021 00:00 (CET/CEST)","4391","n/e","8336","n/e","5378","2445","377","n/e","n/e","28","108","829","1389","26","n/e","6677","327","141","0","835","3613","19789"
"Germany (DE)","27.03.2021 00:00 - 27.03.2021 00:15 (CET/CEST)","4383","n/e","8049","n/e","5133","1786","376","n/e","n/e","28","500","208","1394","67","n/e","6672","284","141","0","810","3501","20617"
"Germany (DE)","27.03.2021 00:15 - 27.03.2021 00:30 (CET/CEST)","4394","n/e","7667","n/e","5158","1674","376","n/e","n/e","28","310","246","1397","44","n/e","6618","284","141","1","822","3336","21132"
"Germany (DE)","27.03.2021 00:30 - 27.03.2021 00:45 (CET/CEST)","4385","n/e","7397","n/e","5136","1521","376","n/e","n/e","28","288","293","1399","45","n/e","6569","284","141","1","837","3002","21676"
"Germany (DE)","27.03.2021 00:45 - 27.03.2021 01:00 (CET/CEST)","4373","n/e","6946","n/e","5138","1401","377","n/e","n/e","28","128","443","1402","29","n/e","6531","289","144","1","851","2906","22143"
"Germany (DE)","27.03.2021 01:00 - 27.03.2021 01:15 (CET/CEST)","4353","n/e","6422","n/e","4823","1268","376","n/e","n/e","28","168","305","1405","30","n/e","6500","291","145","1","842","2822","22528"
"Germany (DE)","27.03.2021 01:15 - 27.03.2021 01:30 (CET/CEST)","4346","n/e","6055","n/e","4812","1265","376","n/e","n/e","28","115","621","1409","16","n/e","6440","291","145","0","848","2550","22943"
"Germany (DE)","27.03.2021 01:30 - 27.03.2021 01:45 (CET/CEST)","4351","n/e","5867","n/e","4832","1244","376","n/e","n/e","28","79","550","1410","20","n/e","6414","292","145","1","857","2409","23641"
"Germany (DE)","27.03.2021 01:45 - 27.03.2021 02:00 (CET/CEST)","4355","n/e","5437","n/e","4834","1258","375","n/e","n/e","28","79","563","1407","17","n/e","6420","292","145","1","856","2179","24009"
"Germany (DE)","27.03.2021 02:00 - 27.03.2021 02:15 (CET/CEST)","4346","n/e","5084","n/e","4784","1301","376","n/e","n/e","28","345","497","1406","21","n/e","6429","299","148","1","825","1915","24109"
"Germany (DE)","27.03.2021 02:15 - 27.03.2021 02:30 (CET/CEST)","4347","n/e","5024","n/e","4704","1309","376","n/e","n/e","28","128","870","1407","12","n/e","6389","299","148","1","815","1966","24266"
"Germany (DE)","27.03.2021 02:30 - 27.03.2021 02:45 (CET/CEST)","4322","n/e","4984","n/e","4657","1322","376","n/e","n/e","28","81","766","1409","22","n/e","6403","299","148","1","820","1870","24600"
"Germany (DE)","27.03.2021 02:45 - 27.03.2021 03:00 (CET/CEST)","4312","n/e","4590","n/e","4705","1308","376","n/e","n/e","28","137","1038","1407","17","n/e","6410","299","148","1","817","1919","24823"
"Germany (DE)","27.03.2021 03:00 - 27.03.2021 03:15 (CET/CEST)","4318","n/e","4098","n/e","4751","1284","377","n/e","n/e","28","253","982","1410","29","n/e","6422","299","148","1","789","2100","25010"
"Germany (DE)","27.03.2021 03:15 - 27.03.2021 03:30 (CET/CEST)","4326","n/e","4068","n/e","4726","1275","377","n/e","n/e","28","115","1017","1405","16","n/e","6418","299","148","1","792","2208","25407"
"Germany (DE)","27.03.2021 03:30 - 27.03.2021 03:45 (CET/CEST)","4333","n/e","4076","n/e","4725","1272","376","n/e","n/e","28","24","1790","1407","17","n/e","6392","299","148","1","787","2378","26011"
"Germany (DE)","27.03.2021 03:45 - 27.03.2021 04:00 (CET/CEST)","4331","n/e","4103","n/e","4758","1261","377","n/e","n/e","28","1","2008","1410","16","n/e","6359","298","147","1","794","2480","26650"
"Germany (DE)","27.03.2021 04:00 - 27.03.2021 04:15 (CET/CEST)","4358","n/e","4095","n/e","4630","1266","375","n/e","n/e","28","66","2027","1416","14","n/e","6351","285","141","1","794","2846","26909"
"Germany (DE)","27.03.2021 04:15 - 27.03.2021 04:30 (CET/CEST)","4300","n/e","4120","n/e","4537","1259","376","n/e","n/e","28","4","2387","1420","9","n/e","6321","284","141","1","798","3172","27339"
"Germany (DE)","27.03.2021 04:30 - 27.03.2021 04:45 (CET/CEST)","4315","n/e","4095","n/e","4537","1255","376","n/e","n/e","28","0","2360","1420","56","n/e","6275","284","141","1","795","3687","27819"
"Germany (DE)","27.03.2021 04:45 - 27.03.2021 05:00 (CET/CEST)","4261","n/e","3963","n/e","4548","1255","376","n/e","n/e","28","0","2416","1415","11","n/e","6247","280","139","1","793","4461","27996"
"Germany (DE)","27.03.2021 05:00 - 27.03.2021 05:15 (CET/CEST)","4355","n/e","3903","n/e","4409","1253","376","n/e","n/e","28","56","1595","1419","122","n/e","6279","273","135","1","788","5073","27762"
"Germany (DE)","27.03.2021 05:15 - 27.03.2021 05:30 (CET/CEST)","4362","n/e","3810","n/e","4367","1248","376","n/e","n/e","28","3","1479","1421","43","n/e","6212","273","135","1","789","5436","27527"
"Germany (DE)","27.03.2021 05:30 - 27.03.2021 05:45 (CET/CEST)","4365","n/e","3798","n/e","4373","1233","377","n/e","n/e","28","86","1592","1423","33","n/e","6247","273","135","3","792","5531","27319"
"Germany (DE)","27.03.2021 05:45 - 27.03.2021 06:00 (CET/CEST)","4358","n/e","3782","n/e","4404","1216","376","n/e","n/e","28","5","1885","1426","13","n/e","6177","273","135","13","794","5556","28339"
"Germany (DE)","27.03.2021 06:00 - 27.03.2021 06:15 (CET/CEST)","4418","n/e","3823","n/e","4368","1226","378","n/e","n/e","28","74","1189","1425","55","n/e","6170","273","135","103","786","5356","28928"
"Germany (DE)","27.03.2021 06:15 - 27.03.2021 06:30 (CET/CEST)","4442","n/e","3973","n/e","4340","1243","378","n/e","n/e","28","192","1010","1426","26","n/e","6265","273","135","220","780","5084","29376"
"Germany (DE)","27.03.2021 06:30 - 27.03.2021 06:45 (CET/CEST)","4456","n/e","4000","n/e","4356","1254","378","n/e","n/e","27","118","1357","1432","46","n/e","6277","273","135","412","787","5123","29870"
"Germany (DE)","27.03.2021 06:45 - 27.03.2021 07:00 (CET/CEST)","4445","n/e","4082","n/e","4339","1252","378","n/e","n/e","27","190","1263","1431","37","n/e","6272","273","134","830","789","5133","30311"
"Germany (DE)","27.03.2021 07:00 - 27.03.2021 07:15 (CET/CEST)","4510","n/e","4088","n/e","4139","1271","378","n/e","n/e","27","273","1075","1436","42","n/e","6253","273","134","1402","774","4844","30683"
"Germany (DE)","27.03.2021 07:15 - 27.03.2021 07:30 (CET/CEST)","4554","n/e","4116","n/e","4164","1276","378","n/e","n/e","27","449","768","1444","77","n/e","6282","273","134","2081","776","4502","31030"
"Germany (DE)","27.03.2021 07:30 - 27.03.2021 07:45 (CET/CEST)","4561","n/e","4101","n/e","4173","1288","378","n/e","n/e","27","462","566","1448","78","n/e","6316","273","134","2835","780","4370","31309"
"Germany (DE)","27.03.2021 07:45 - 27.03.2021 08:00 (CET/CEST)","4589","n/e","4135","n/e","4170","1277","378","n/e","n/e","27","819","613","1455","43","n/e","6417","273","134","3702","780","4468","31166"
"Germany (DE)","27.03.2021 08:00 - 27.03.2021 08:15 (CET/CEST)","4587","n/e","4122","n/e","4080","1301","378","n/e","n/e","26","517","1137","1457","37","n/e","6425","273","133","4663","751","4642","31246"
"Germany (DE)","27.03.2021 08:15 - 27.03.2021 08:30 (CET/CEST)","4603","n/e","4122","n/e","4048","1304","378","n/e","n/e","26","540","1221","1462","33","n/e","6417","273","133","5625","750","4505","31739"
"Germany (DE)","27.03.2021 08:30 - 27.03.2021 08:45 (CET/CEST)","4599","n/e","4111","n/e","4001","1317","380","n/e","n/e","26","230","1402","1466","26","n/e","6315","273","134","6561","746","5106","32260"
"Germany (DE)","27.03.2021 08:45 - 27.03.2021 09:00 (CET/CEST)","4565","n/e","4132","n/e","3975","1327","379","n/e","n/e","27","39","2610","1468","56","n/e","6279","273","135","7540","745","5289","32644"
"Germany (DE)","27.03.2021 09:00 - 27.03.2021 09:15 (CET/CEST)","4567","n/e","4134","n/e","4004","1320","379","n/e","n/e","27","19","3071","1473","38","n/e","6244","273","135","8565","747","5639","32976"
"Germany (DE)","27.03.2021 09:15 - 27.03.2021 09:30 (CET/CEST)","4550","n/e","4137","n/e","4005","1309","378","n/e","n/e","27","0","3521","1451","14","n/e","6130","273","134","9539","747","5805","32959"
"Germany (DE)","27.03.2021 09:30 - 27.03.2021 09:45 (CET/CEST)","4533","n/e","4117","n/e","3990","1307","376","n/e","n/e","27","3","4076","1396","28","n/e","5964","273","133","10583","754","5898","33283"
"Germany (DE)","27.03.2021 09:45 - 27.03.2021 10:00 (CET/CEST)","4533","n/e","4099","n/e","4004","1297","376","n/e","n/e","28","160","4059","1393","73","n/e","5809","272","134","11758","754","6038","33083"
"Germany (DE)","27.03.2021 10:00 - 27.03.2021 10:15 (CET/CEST)","4512","n/e","4082","n/e","3985","1329","379","n/e","n/e","28","166","4461","1393","53","n/e","5714","272","134","12990","757","6332","33359"
