"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Germany (DE)","11.02.2020 00:30 - 11.02.2020 00:45 (CET/CEST)","4643","n/e","4331","n/e","3992","2308","436","n/e","n/e","27","2386","1347","1739","48","n/e","7100","313","151","0","431","6013","34156"
"Germany (DE)","11.02.2020 00:45 - 11.02.2020 01:00 (CET/CEST)","4617","n/e","4275","n/e","4001","2273","436","n/e","n/e","27","2419","1474","1738","46","n/e","6979","313","150","0","433","6060","34485"
"Germany (DE)","11.02.2020 01:00 - 11.02.2020 01:15 (CET/CEST)","4616","n/e","4412","n/e","3961","2276","436","n/e","n/e","27","2861","1127","1738","51","n/e","6875","313","150","0","429","6076","34776"
"Germany (DE)","11.02.2020 01:15 - 11.02.2020 01:30 (CET/CEST)","4597","n/e","4522","n/e","3966","2305","436","n/e","n/e","27","2623","1053","1735","59","n/e","6837","312","150","0","434","6071","34966"
"Germany (DE)","11.02.2020 01:30 - 11.02.2020 01:45 (CET/CEST)","4586","n/e","4467","n/e","3997","2314","437","n/e","n/e","27","2422","1150","1733","34","n/e","6768","309","148","0","431","6062","35276"
"Germany (DE)","11.02.2020 01:45 - 11.02.2020 02:00 (CET/CEST)","4588","n/e","4459","n/e","3976","2300","437","n/e","n/e","27","2333","1384","1734","15","n/e","6755","309","148","0","431","5884","35543"
"Germany (DE)","11.02.2020 02:00 - 11.02.2020 02:15 (CET/CEST)","4563","n/e","4347","n/e","3939","2298","437","n/e","n/e","27","2123","1576","1735","16","n/e","6808","309","148","0","431","5756","35846"
"Germany (DE)","11.02.2020 02:15 - 11.02.2020 02:30 (CET/CEST)","4581","n/e","4281","n/e","3948","2285","437","n/e","n/e","27","2072","2254","1740","15","n/e","6813","309","148","0","422","5750","36173"
"Germany (DE)","11.02.2020 02:30 - 11.02.2020 02:45 (CET/CEST)","4553","n/e","4258","n/e","3942","2308","436","n/e","n/e","29","2066","2369","1746","16","n/e","6769","319","148","0","423","5731","36697"
"Germany (DE)","11.02.2020 02:45 - 11.02.2020 03:00 (CET/CEST)","4570","n/e","4250","n/e","3905","2326","436","n/e","n/e","29","2063","2363","1751","18","n/e","6790","319","148","0","422","5700","37171"
"Germany (DE)","11.02.2020 03:00 - 11.02.2020 03:15 (CET/CEST)","4549","n/e","4304","n/e","3875","2324","436","n/e","n/e","29","2073","2772","1750","42","n/e","6785","321","149","0","424","5586","37345"
"Germany (DE)","11.02.2020 03:15 - 11.02.2020 03:30 (CET/CEST)","4553","n/e","4361","n/e","3943","2333","436","n/e","n/e","29","2004","3015","1748","40","n/e","6858","325","151","0","427","5596","37296"
"Germany (DE)","11.02.2020 03:30 - 11.02.2020 03:45 (CET/CEST)","4562","n/e","4302","n/e","3907","2339","437","n/e","n/e","29","2038","3059","1748","41","n/e","6834","324","151","0","438","5495","37392"
"Germany (DE)","11.02.2020 03:45 - 11.02.2020 04:00 (CET/CEST)","4549","n/e","4301","n/e","3975","2340","438","n/e","n/e","29","2056","3068","1748","34","n/e","6877","324","151","0","433","5479","37494"
"Germany (DE)","11.02.2020 04:00 - 11.02.2020 04:15 (CET/CEST)","4562","n/e","4292","n/e","3993","2335","436","n/e","n/e","29","2005","3199","1748","23","n/e","6891","325","152","0","435","5481","37645"
"Germany (DE)","11.02.2020 04:15 - 11.02.2020 04:30 (CET/CEST)","4560","n/e","4310","n/e","4048","2325","436","n/e","n/e","28","1834","2789","1754","27","n/e","6903","325","153","0","441","5387","37436"
"Germany (DE)","11.02.2020 04:30 - 11.02.2020 04:45 (CET/CEST)","4576","n/e","4304","n/e","4035","2359","436","n/e","n/e","28","1903","2486","1764","55","n/e","7009","325","153","0","435","5412","37241"
"Germany (DE)","11.02.2020 04:45 - 11.02.2020 05:00 (CET/CEST)","4577","n/e","4347","n/e","4203","2376","436","n/e","n/e","28","1885","2528","1769","44","n/e","7022","331","156","0","439","5382","37249"
"Germany (DE)","11.02.2020 05:00 - 11.02.2020 05:15 (CET/CEST)","4587","n/e","4374","n/e","4348","2381","436","n/e","n/e","28","1439","2408","1772","38","n/e","7115","359","169","0","442","5407","37067"
"Germany (DE)","11.02.2020 05:15 - 11.02.2020 05:30 (CET/CEST)","4611","n/e","4402","n/e","4512","2395","436","n/e","n/e","28","1543","2288","1774","37","n/e","7227","366","173","0","433","5372","37282"
"Germany (DE)","11.02.2020 05:30 - 11.02.2020 05:45 (CET/CEST)","4611","n/e","4416","n/e","4723","2441","436","n/e","n/e","28","1538","2297","1772","76","n/e","7287","365","173","0","438","5493","37308"
"Germany (DE)","11.02.2020 05:45 - 11.02.2020 06:00 (CET/CEST)","4613","n/e","4450","n/e","4837","2676","436","n/e","n/e","28","1595","1846","1776","47","n/e","7256","375","177","0","435","5404","37438"
"Germany (DE)","11.02.2020 06:00 - 11.02.2020 06:15 (CET/CEST)","4599","n/e","4655","n/e","5087","2962","436","n/e","n/e","28","808","2750","1780","103","n/e","7099","391","184","0","453","5456","38760"
"Germany (DE)","11.02.2020 06:15 - 11.02.2020 06:30 (CET/CEST)","4644","n/e","4736","n/e","5325","3219","436","n/e","n/e","27","873","1280","1780","145","n/e","7250","391","184","0","460","5184","39011"
"Germany (DE)","11.02.2020 06:30 - 11.02.2020 06:45 (CET/CEST)","4674","n/e","4723","n/e","5461","3300","436","n/e","n/e","27","1109","567","1782","226","n/e","7321","391","184","0","460","5133","39216"
"Germany (DE)","11.02.2020 06:45 - 11.02.2020 07:00 (CET/CEST)","4689","n/e","4785","n/e","5757","3287","436","n/e","n/e","27","668","581","1783","162","n/e","7305","399","188","0","454","5248","39124"
"Germany (DE)","11.02.2020 07:00 - 11.02.2020 07:15 (CET/CEST)","4792","n/e","5015","n/e","5976","3378","436","n/e","n/e","27","1059","2852","1792","201","n/e","7306","417","201","0","467","5103","38986"
"Germany (DE)","11.02.2020 07:15 - 11.02.2020 07:30 (CET/CEST)","4814","n/e","5102","n/e","6253","3432","436","n/e","n/e","27","1496","2668","1798","212","n/e","7361","429","206","6","472","4743","39164"
"Germany (DE)","11.02.2020 07:30 - 11.02.2020 07:45 (CET/CEST)","4826","n/e","5280","n/e","6296","3436","436","n/e","n/e","27","1856","2551","1803","192","n/e","7362","430","206","20","473","4404","39211"
"Germany (DE)","11.02.2020 07:45 - 11.02.2020 08:00 (CET/CEST)","4830","n/e","5516","n/e","6329","3476","436","n/e","n/e","27","1741","2367","1811","149","n/e","7363","430","206","154","473","4235","39440"
"Germany (DE)","11.02.2020 08:00 - 11.02.2020 08:15 (CET/CEST)","4862","n/e","5531","n/e","6388","3536","436","n/e","n/e","27","1768","2607","1818","107","n/e","7358","430","207","442","463","4023","39526"
"Germany (DE)","11.02.2020 08:15 - 11.02.2020 08:30 (CET/CEST)","4879","n/e","5528","n/e","6397","3654","436","n/e","n/e","28","1768","2587","1817","114","n/e","7363","431","206","911","468","4028","39266"
"Germany (DE)","11.02.2020 08:30 - 11.02.2020 08:45 (CET/CEST)","4881","n/e","5528","n/e","6427","3821","436","n/e","n/e","28","1558","2587","1819","43","n/e","7357","431","206","1464","476","4041","39236"
"Germany (DE)","11.02.2020 08:45 - 11.02.2020 09:00 (CET/CEST)","4864","n/e","5491","n/e","6419","3885","436","n/e","n/e","28","1800","2586","1819","31","n/e","7361","431","206","2034","474","3756","39169"
"Germany (DE)","11.02.2020 09:00 - 11.02.2020 09:15 (CET/CEST)","4857","n/e","5199","n/e","6475","3966","436","n/e","n/e","28","1033","2363","1820","93","n/e","7371","431","207","2691","471","3718","39361"
"Germany (DE)","11.02.2020 09:15 - 11.02.2020 09:30 (CET/CEST)","4827","n/e","5038","n/e","6441","4085","434","n/e","n/e","28","1101","2395","1818","110","n/e","7359","431","204","3230","467","3788","39435"
"Germany (DE)","11.02.2020 09:30 - 11.02.2020 09:45 (CET/CEST)","4836","n/e","5063","n/e","6384","4162","439","n/e","n/e","28","776","2512","1817","32","n/e","7357","431","203","3829","469","3761","39385"
"Germany (DE)","11.02.2020 09:45 - 11.02.2020 10:00 (CET/CEST)","4854","n/e","5178","n/e","6386","4172","457","n/e","n/e","28","526","2686","1819","28","n/e","7355","430","201","4407","471","3754","39517"
"Germany (DE)","11.02.2020 10:00 - 11.02.2020 10:15 (CET/CEST)","4814","n/e","5452","n/e","6188","4087","457","n/e","n/e","28","1305","196","1822","124","n/e","7368","432","200","5163","472","3777","39301"
"Germany (DE)","11.02.2020 10:15 - 11.02.2020 10:30 (CET/CEST)","4813","n/e","5371","n/e","6072","4111","459","n/e","n/e","28","875","130","1826","67","n/e","7358","432","203","5916","472","3831","39368"
"Germany (DE)","11.02.2020 10:30 - 11.02.2020 10:45 (CET/CEST)","4781","n/e","5281","n/e","5858","4125","443","n/e","n/e","21","817","161","1825","78","n/e","7359","432","204","6374","466","3836","39399"
"Germany (DE)","11.02.2020 10:45 - 11.02.2020 11:00 (CET/CEST)","4799","n/e","5293","n/e","5771","4006","436","n/e","n/e","21","714","204","1833","75","n/e","7350","431","205","6937","462","3844","39239"
"Germany (DE)","11.02.2020 11:00 - 11.02.2020 11:15 (CET/CEST)","4768","n/e","5452","n/e","5633","3942","450","n/e","n/e","21","1315","95","1823","138","n/e","7362","452","204","7598","472","3905","39171"
"Germany (DE)","11.02.2020 11:15 - 11.02.2020 11:30 (CET/CEST)","4776","n/e","5526","n/e","5618","3828","458","n/e","n/e","20","1040","127","1834","56","n/e","7350","452","205","8113","475","4214","39066"
"Germany (DE)","11.02.2020 11:30 - 11.02.2020 11:45 (CET/CEST)","4780","n/e","5554","n/e","5602","3723","459","n/e","n/e","20","835","133","1841","37","n/e","7360","452","205","8519","474","4200","39015"
"Germany (DE)","11.02.2020 11:45 - 11.02.2020 12:00 (CET/CEST)","4747","n/e","5439","n/e","5582","3582","453","n/e","n/e","20","826","226","1834","36","n/e","7299","452","206","8990","479","4188","39309"
"Germany (DE)","11.02.2020 12:00 - 11.02.2020 12:15 (CET/CEST)","4685","n/e","5303","n/e","5473","3376","430","n/e","n/e","21","1289","547","1827","152","n/e","7279","453","206","9314","474","4191","39167"
"Germany (DE)","11.02.2020 12:15 - 11.02.2020 12:30 (CET/CEST)","4664","n/e","5157","n/e","5463","3369","429","n/e","n/e","23","1338","831","1824","46","n/e","7247","452","206","9042","478","4172","39098"
"Germany (DE)","11.02.2020 12:30 - 11.02.2020 12:45 (CET/CEST)","4667","n/e","5069","n/e","5430","3364","430","n/e","n/e","23","1239","728","1827","110","n/e","7270","452","207","9158","475","4136","39021"
"Germany (DE)","11.02.2020 12:45 - 11.02.2020 13:00 (CET/CEST)","4672","n/e","4939","n/e","5419","3324","431","n/e","n/e","23","1237","925","1822","103","n/e","7225","452","207","9102","470","4087","39140"
"Germany (DE)","11.02.2020 13:00 - 11.02.2020 13:15 (CET/CEST)","4672","n/e","4656","n/e","5387","3275","431","n/e","n/e","26","1400","1002","1817","140","n/e","7218","447","204","8887","468","4101","39305"
"Germany (DE)","11.02.2020 13:15 - 11.02.2020 13:30 (CET/CEST)","4685","n/e","4618","n/e","5333","3225","446","n/e","n/e","26","1535","1031","1822","136","n/e","7221","433","196","8913","452","4282","39105"
"Germany (DE)","11.02.2020 13:30 - 11.02.2020 13:45 (CET/CEST)","4700","n/e","4591","n/e","5346","3218","452","n/e","n/e","27","1450","1038","1829","108","n/e","7226","433","195","8810","455","4412","39015"
"Germany (DE)","11.02.2020 13:45 - 11.02.2020 14:00 (CET/CEST)","4688","n/e","4557","n/e","5321","3200","448","n/e","n/e","27","1362","1076","1831","102","n/e","7240","433","195","8654","476","4321","38966"
"Germany (DE)","11.02.2020 14:00 - 11.02.2020 14:15 (CET/CEST)","4678","n/e","4593","n/e","5369","3302","446","n/e","n/e","28","1500","765","1831","101","n/e","7248","433","196","8289","473","4728","38964"
"Germany (DE)","11.02.2020 14:15 - 11.02.2020 14:30 (CET/CEST)","4682","n/e","4628","n/e","5373","3535","432","n/e","n/e","28","1358","727","1832","101","n/e","7240","433","195","8127","461","5237","38942"
"Germany (DE)","11.02.2020 14:30 - 11.02.2020 14:45 (CET/CEST)","4688","n/e","4617","n/e","5385","3578","434","n/e","n/e","28","1365","618","1831","91","n/e","7228","433","196","7475","460","5175","38867"
"Germany (DE)","11.02.2020 14:45 - 11.02.2020 15:00 (CET/CEST)","4700","n/e","4628","n/e","5341","3612","434","n/e","n/e","28","1374","519","1831","86","n/e","7218","433","197","6973","448","5186","38982"
"Germany (DE)","11.02.2020 15:00 - 11.02.2020 15:15 (CET/CEST)","4696","n/e","4582","n/e","5357","3679","432","n/e","n/e","28","239","1254","1833","72","n/e","7236","433","198","6481","450","5178","38803"
"Germany (DE)","11.02.2020 15:15 - 11.02.2020 15:30 (CET/CEST)","4701","n/e","4572","n/e","5383","3677","431","n/e","n/e","28","211","1073","1827","71","n/e","7235","433","195","5836","458","5249","38705"
"Germany (DE)","11.02.2020 15:30 - 11.02.2020 15:45 (CET/CEST)","4723","n/e","4639","n/e","5413","3704","431","n/e","n/e","28","210","857","1829","68","n/e","7255","433","196","5130","460","5226","38632"
"Germany (DE)","11.02.2020 15:45 - 11.02.2020 16:00 (CET/CEST)","4729","n/e","4600","n/e","5408","3697","431","n/e","n/e","28","189","1230","1831","71","n/e","7267","433","196","4201","456","5226","38620"
"Germany (DE)","11.02.2020 16:00 - 11.02.2020 16:15 (CET/CEST)","4767","n/e","4697","n/e","5445","3713","431","n/e","n/e","28","260","1475","1834","58","n/e","7238","433","196","3249","454","5263","38516"
"Germany (DE)","11.02.2020 16:15 - 11.02.2020 16:30 (CET/CEST)","4772","n/e","4783","n/e","5437","3698","431","n/e","n/e","28","622","1255","1822","71","n/e","7308","433","197","2401","453","5295","38470"
"Germany (DE)","11.02.2020 16:30 - 11.02.2020 16:45 (CET/CEST)","4778","n/e","4963","n/e","5481","3691","431","n/e","n/e","28","918","1165","1798","118","n/e","7361","433","200","1550","469","5235","38182"
"Germany (DE)","11.02.2020 16:45 - 11.02.2020 17:00 (CET/CEST)","4780","n/e","5152","n/e","5577","3872","431","n/e","n/e","28","1008","1101","1794","246","n/e","7362","433","201","831","467","5253","38285"
"Germany (DE)","11.02.2020 17:00 - 11.02.2020 17:15 (CET/CEST)","4793","n/e","5338","n/e","5870","3965","431","n/e","n/e","28","359","3200","1790","69","n/e","7317","435","202","358","471","5356","38350"
"Germany (DE)","11.02.2020 17:15 - 11.02.2020 17:30 (CET/CEST)","4800","n/e","5497","n/e","5937","4108","431","n/e","n/e","28","745","3178","1797","90","n/e","7305","450","212","118","481","5312","38404"
"Germany (DE)","11.02.2020 17:30 - 11.02.2020 17:45 (CET/CEST)","4842","n/e","5584","n/e","5963","4255","431","n/e","n/e","28","1056","3284","1831","145","n/e","7324","451","212","28","469","5366","38324"
"Germany (DE)","11.02.2020 17:45 - 11.02.2020 18:00 (CET/CEST)","4846","n/e","5711","n/e","5971","4305","430","n/e","n/e","28","1407","3017","1835","253","n/e","7361","452","209","7","464","5387","38123"
"Germany (DE)","11.02.2020 18:00 - 11.02.2020 18:15 (CET/CEST)","4847","n/e","5773","n/e","6257","4343","429","n/e","n/e","28","1680","2805","1833","219","n/e","7329","452","207","0","467","5515","38069"
"Germany (DE)","11.02.2020 18:15 - 11.02.2020 18:30 (CET/CEST)","4855","n/e","5825","n/e","6258","4345","429","n/e","n/e","28","2271","2817","1828","241","n/e","7364","452","207","0","469","5536","37965"
"Germany (DE)","11.02.2020 18:30 - 11.02.2020 18:45 (CET/CEST)","4834","n/e","5858","n/e","6230","4359","429","n/e","n/e","28","2362","2787","1825","172","n/e","7358","451","206","0","468","5538","37458"
"Germany (DE)","11.02.2020 18:45 - 11.02.2020 19:00 (CET/CEST)","4857","n/e","5870","n/e","6220","4338","429","n/e","n/e","28","2290","2693","1830","105","n/e","7358","451","207","0","468","5536","37687"
"Germany (DE)","11.02.2020 19:00 - 11.02.2020 19:15 (CET/CEST)","4850","n/e","5866","n/e","6257","4376","429","n/e","n/e","28","1696","2668","1831","48","n/e","7359","451","207","0","468","5508","37770"
"Germany (DE)","11.02.2020 19:15 - 11.02.2020 19:30 (CET/CEST)","4879","n/e","5703","n/e","6244","4382","429","n/e","n/e","28","1432","2743","1833","60","n/e","7351","451","207","0","468","5485","37658"
"Germany (DE)","11.02.2020 19:30 - 11.02.2020 19:45 (CET/CEST)","4857","n/e","5566","n/e","6256","4357","429","n/e","n/e","28","1229","2811","1833","126","n/e","7330","451","206","0","468","5333","37666"
"Germany (DE)","11.02.2020 19:45 - 11.02.2020 20:00 (CET/CEST)","4855","n/e","5438","n/e","6243","4252","429","n/e","n/e","28","838","2868","1831","90","n/e","7333","451","206","0","468","5363","37485"
"Germany (DE)","11.02.2020 20:00 - 11.02.2020 20:15 (CET/CEST)","4805","n/e","5109","n/e","5881","3932","429","n/e","n/e","28","1128","2886","1831","142","n/e","7323","452","207","0","467","5385","37508"
"Germany (DE)","11.02.2020 20:15 - 11.02.2020 20:30 (CET/CEST)","4802","n/e","4818","n/e","5915","3754","428","n/e","n/e","28","980","2771","1832","60","n/e","7288","452","207","0","467","5363","37590"
"Germany (DE)","11.02.2020 20:30 - 11.02.2020 20:45 (CET/CEST)","4786","n/e","4752","n/e","5903","3701","426","n/e","n/e","28","628","2935","1834","130","n/e","7272","452","207","0","467","5073","37493"
"Germany (DE)","11.02.2020 20:45 - 11.02.2020 21:00 (CET/CEST)","4775","n/e","4705","n/e","5818","3664","426","n/e","n/e","28","645","2199","1836","107","n/e","7263","444","204","0","467","5040","37556"
"Germany (DE)","11.02.2020 21:00 - 11.02.2020 21:15 (CET/CEST)","4736","n/e","4655","n/e","5497","3618","426","n/e","n/e","28","1092","1395","1840","159","n/e","7263","420","193","0","467","4908","37537"
"Germany (DE)","11.02.2020 21:15 - 11.02.2020 21:30 (CET/CEST)","4726","n/e","4619","n/e","5424","3590","426","n/e","n/e","28","970","1413","1836","99","n/e","7247","416","190","0","467","4911","37319"
"Germany (DE)","11.02.2020 21:30 - 11.02.2020 21:45 (CET/CEST)","4713","n/e","4611","n/e","5314","3429","426","n/e","n/e","28","468","1764","1838","56","n/e","7247","416","191","0","467","4943","37204"
"Germany (DE)","11.02.2020 21:45 - 11.02.2020 22:00 (CET/CEST)","4702","n/e","4561","n/e","5254","3298","427","n/e","n/e","28","244","1765","1838","79","n/e","7243","413","190","0","467","4906","36778"
"Germany (DE)","11.02.2020 22:00 - 11.02.2020 22:15 (CET/CEST)","4663","n/e","4627","n/e","4924","3255","429","n/e","n/e","28","2023","422","1837","219","n/e","7268","388","178","0","463","4827","35306"
"Germany (DE)","11.02.2020 22:15 - 11.02.2020 22:30 (CET/CEST)","4650","n/e","4597","n/e","4700","3151","429","n/e","n/e","28","2056","203","1838","126","n/e","7258","368","167","0","463","4806","35458"
"Germany (DE)","11.02.2020 22:30 - 11.02.2020 22:45 (CET/CEST)","4645","n/e","4710","n/e","4405","3029","429","n/e","n/e","29","1530","311","1839","80","n/e","7253","374","166","0","463","4692","35232"
"Germany (DE)","11.02.2020 22:45 - 11.02.2020 23:00 (CET/CEST)","4657","n/e","4801","n/e","4146","2929","429","n/e","n/e","28","1061","471","1840","87","n/e","7304","373","165","0","463","4836","35209"
"Germany (DE)","11.02.2020 23:00 - 11.02.2020 23:15 (CET/CEST)","4621","n/e","4797","n/e","4025","2779","429","n/e","n/e","28","2191","147","1840","142","n/e","7298","374","165","0","414","4815","35280"
"Germany (DE)","11.02.2020 23:15 - 11.02.2020 23:30 (CET/CEST)","4616","n/e","4822","n/e","3995","2714","429","n/e","n/e","29","1799","287","1841","99","n/e","7279","374","166","0","414","4792","35551"
"Germany (DE)","11.02.2020 23:30 - 11.02.2020 23:45 (CET/CEST)","4622","n/e","4825","n/e","3987","2643","431","n/e","n/e","29","1346","702","1840","43","n/e","7282","374","166","0","414","4770","35498"
"Germany (DE)","11.02.2020 23:45 - 12.02.2020 00:00 (CET/CEST)","4600","n/e","4824","n/e","3986","2563","431","n/e","n/e","29","1043","1225","1834","37","n/e","7262","374","166","0","414","4712","35662"
"Germany (DE)","12.02.2020 00:00 - 12.02.2020 00:15 (CET/CEST)","4557","n/e","4732","n/e","4193","2409","431","n/e","n/e","29","1342","1643","1829","61","n/e","7334","344","166","0","428","4761","35948"
"Germany (DE)","12.02.2020 00:15 - 12.02.2020 00:30 (CET/CEST)","4585","n/e","4402","n/e","4390","2354","431","n/e","n/e","29","1311","2363","1832","47","n/e","7357","345","166","0","428","4758","36068"
"Germany (DE)","12.02.2020 00:30 - 12.02.2020 00:45 (CET/CEST)","4561","n/e","4291","n/e","4373","2360","431","n/e","n/e","29","1312","2607","1827","70","n/e","7340","345","166","0","428","4813","36072"
"Germany (DE)","12.02.2020 00:45 - 12.02.2020 01:00 (CET/CEST)","4560","n/e","4256","n/e","4357","2351","431","n/e","n/e","29","1304","2662","1828","62","n/e","7268","339","163","0","428","4870","36031"
"Germany (DE)","12.02.2020 01:00 - 12.02.2020 01:15 (CET/CEST)","4570","n/e","4304","n/e","4207","2337","431","n/e","n/e","29","2096","2328","1830","60","n/e","7269","322","154","0","428","4847","35993"
"Germany (DE)","12.02.2020 01:15 - 12.02.2020 01:30 (CET/CEST)","4550","n/e","4261","n/e","4147","2321","430","n/e","n/e","29","2012","2807","1820","30","n/e","7252","325","155","0","428","4886","36189"
"Germany (DE)","12.02.2020 01:30 - 12.02.2020 01:45 (CET/CEST)","4536","n/e","4296","n/e","4101","2333","431","n/e","n/e","29","2003","3358","1815","66","n/e","7256","328","156","0","428","4819","36089"
"Germany (DE)","12.02.2020 01:45 - 12.02.2020 02:00 (CET/CEST)","4556","n/e","4258","n/e","4053","2318","432","n/e","n/e","29","1983","3462","1817","67","n/e","7243","328","156","0","428","4660","35995"
"Germany (DE)","12.02.2020 02:00 - 12.02.2020 02:15 (CET/CEST)","4559","n/e","4299","n/e","3957","2301","432","n/e","n/e","29","1916","3401","1816","49","n/e","7261","328","156","0","428","4542","36101"
"Germany (DE)","12.02.2020 02:15 - 12.02.2020 02:30 (CET/CEST)","4549","n/e","4290","n/e","3939","2310","431","n/e","n/e","29","1904","3500","1811","40","n/e","7258","328","156","0","428","4513","36045"
"Germany (DE)","12.02.2020 02:30 - 12.02.2020 02:45 (CET/CEST)","4570","n/e","4294","n/e","3932","2324","431","n/e","n/e","29","1933","3484","1815","89","n/e","7267","328","156","0","428","4639","36015"
"Germany (DE)","12.02.2020 02:45 - 12.02.2020 03:00 (CET/CEST)","4563","n/e","4280","n/e","3953","2338","431","n/e","n/e","29","1896","3484","1810","34","n/e","7258","328","156","0","428","4719","36012"
"Germany (DE)","12.02.2020 03:00 - 12.02.2020 03:15 (CET/CEST)","4575","n/e","4300","n/e","3927","2347","431","n/e","n/e","29","1877","3525","1813","44","n/e","7267","328","155","0","428","4712","36078"
"Germany (DE)","12.02.2020 03:15 - 12.02.2020 03:30 (CET/CEST)","4580","n/e","4275","n/e","3934","2343","431","n/e","n/e","29","1886","3525","1815","50","n/e","7257","328","155","0","428","4625","36111"
"Germany (DE)","12.02.2020 03:30 - 12.02.2020 03:45 (CET/CEST)","4591","n/e","4292","n/e","3980","2329","431","n/e","n/e","29","1920","3516","1815","66","n/e","7268","328","156","0","428","4701","36238"
"Germany (DE)","12.02.2020 03:45 - 12.02.2020 04:00 (CET/CEST)","4565","n/e","4268","n/e","3991","2337","433","n/e","n/e","29","1934","3524","1811","63","n/e","7282","328","157","0","425","4733","36227"
"Germany (DE)","12.02.2020 04:00 - 12.02.2020 04:15 (CET/CEST)","4583","n/e","4327","n/e","3992","2366","431","n/e","n/e","29","1906","2857","1817","90","n/e","7276","328","157","0","431","4721","36365"
"Germany (DE)","12.02.2020 04:15 - 12.02.2020 04:30 (CET/CEST)","4591","n/e","4362","n/e","4024","2381","431","n/e","n/e","29","1903","2736","1818","111","n/e","7306","328","157","0","433","4711","36372"
"Germany (DE)","12.02.2020 04:30 - 12.02.2020 04:45 (CET/CEST)","4582","n/e","4389","n/e","4036","2433","431","n/e","n/e","29","1908","2236","1819","132","n/e","7302","328","156","0","430","4757","36308"
"Germany (DE)","12.02.2020 04:45 - 12.02.2020 05:00 (CET/CEST)","4589","n/e","4443","n/e","4121","2584","431","n/e","n/e","29","1847","2068","1818","67","n/e","7295","331","157","0","437","4810","36265"
"Germany (DE)","12.02.2020 05:00 - 12.02.2020 05:15 (CET/CEST)","4622","n/e","4630","n/e","4250","2786","431","n/e","n/e","29","1922","2326","1819","47","n/e","7297","351","166","0","442","4813","36261"
"Germany (DE)","12.02.2020 05:15 - 12.02.2020 05:30 (CET/CEST)","4637","n/e","4678","n/e","4397","3158","431","n/e","n/e","28","1903","2145","1820","32","n/e","7291","363","172","0","434","4819","36324"
"Germany (DE)","12.02.2020 05:30 - 12.02.2020 05:45 (CET/CEST)","4640","n/e","4692","n/e","4700","3301","431","n/e","n/e","29","1969","1741","1818","88","n/e","7291","398","186","0","432","4834","36305"
"Germany (DE)","12.02.2020 05:45 - 12.02.2020 06:00 (CET/CEST)","4625","n/e","4681","n/e","4948","3382","431","n/e","n/e","28","2213","1193","1816","69","n/e","7287","425","198","0","438","4915","36287"
"Germany (DE)","12.02.2020 06:00 - 12.02.2020 06:15 (CET/CEST)","4658","n/e","4904","n/e","5562","3428","431","n/e","n/e","28","1042","1749","1812","173","n/e","7279","427","201","0","471","5000","37150"
"Germany (DE)","12.02.2020 06:15 - 12.02.2020 06:30 (CET/CEST)","4640","n/e","5359","n/e","5672","3443","431","n/e","n/e","28","1181","283","1813","150","n/e","7321","428","200","0","468","4588","36823"
"Germany (DE)","12.02.2020 06:30 - 12.02.2020 06:45 (CET/CEST)","4642","n/e","5932","n/e","5739","3483","431","n/e","n/e","28","1629","142","1813","169","n/e","7375","428","201","0","467","4291","37052"
"Germany (DE)","12.02.2020 06:45 - 12.02.2020 07:00 (CET/CEST)","4643","n/e","6488","n/e","5824","3559","431","n/e","n/e","28","2527","219","1810","199","n/e","7413","429","201","0","453","4293","36917"
"Germany (DE)","12.02.2020 07:00 - 12.02.2020 07:15 (CET/CEST)","4707","n/e","6868","n/e","6202","3738","431","n/e","n/e","28","1542","793","1809","112","n/e","7400","436","200","0","456","4311","36861"
"Germany (DE)","12.02.2020 07:15 - 12.02.2020 07:30 (CET/CEST)","4718","n/e","7091","n/e","6235","3769","431","n/e","n/e","28","2007","764","1805","192","n/e","7406","436","199","5","479","4337","36950"
"Germany (DE)","12.02.2020 07:30 - 12.02.2020 07:45 (CET/CEST)","4715","n/e","7153","n/e","6301","3794","432","n/e","n/e","28","2328","722","1803","192","n/e","7407","436","199","36","479","4346","37038"
"Germany (DE)","12.02.2020 07:45 - 12.02.2020 08:00 (CET/CEST)","4734","n/e","7126","n/e","6299","3901","433","n/e","n/e","28","2162","675","1802","221","n/e","7410","435","198","198","472","4349","37038"
