"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Germany (DE)","01.01.2020 05:00 - 01.01.2020 05:15 (CET/CEST)","4777","n/e","9486","n/e","5416","1962","454","n/e","n/e","31","2254","1661","1293","28","n/e","8070","460","198","0","828","2254","5510"
"Germany (DE)","01.01.2020 05:15 - 01.01.2020 05:30 (CET/CEST)","4788","n/e","9461","n/e","5410","1987","454","n/e","n/e","31","2226","1424","1294","26","n/e","8068","460","198","0","827","2203","5510"
"Germany (DE)","01.01.2020 05:30 - 01.01.2020 05:45 (CET/CEST)","4780","n/e","9478","n/e","5441","1994","454","n/e","n/e","31","2252","1616","1291","29","n/e","8072","460","197","0","831","2132","5622"
"Germany (DE)","01.01.2020 05:45 - 01.01.2020 06:00 (CET/CEST)","4776","n/e","9442","n/e","5424","1991","454","n/e","n/e","31","2297","1918","1289","33","n/e","8071","460","194","0","827","2049","5625"
"Germany (DE)","01.01.2020 06:00 - 01.01.2020 06:15 (CET/CEST)","4801","n/e","9452","n/e","5410","1990","454","n/e","n/e","31","1416","1568","1290","45","n/e","8075","459","192","0","819","1933","5708"
"Germany (DE)","01.01.2020 06:15 - 01.01.2020 06:30 (CET/CEST)","4784","n/e","9400","n/e","5432","2002","454","n/e","n/e","31","1346","1566","1289","41","n/e","8072","459","192","0","825","1884","5620"
"Germany (DE)","01.01.2020 06:30 - 01.01.2020 06:45 (CET/CEST)","4803","n/e","9302","n/e","5414","2007","454","n/e","n/e","31","1419","1403","1293","41","n/e","8073","459","192","0","823","1948","5520"
"Germany (DE)","01.01.2020 06:45 - 01.01.2020 07:00 (CET/CEST)","4802","n/e","9199","n/e","5455","2029","454","n/e","n/e","31","1444","888","1295","39","n/e","8085","459","191","0","825","2007","5414"
"Germany (DE)","01.01.2020 07:00 - 01.01.2020 07:15 (CET/CEST)","4837","n/e","9208","n/e","5595","2014","454","n/e","n/e","31","470","782","1298","36","n/e","8096","459","192","0","828","2089","5347"
"Germany (DE)","01.01.2020 07:15 - 01.01.2020 07:30 (CET/CEST)","4842","n/e","9237","n/e","5576","2015","454","n/e","n/e","31","545","954","1299","45","n/e","8099","459","192","0","823","2130","5342"
"Germany (DE)","01.01.2020 07:30 - 01.01.2020 07:45 (CET/CEST)","4848","n/e","9279","n/e","5620","2009","454","n/e","n/e","31","495","699","1299","28","n/e","8085","459","193","0","828","2167","5216"
"Germany (DE)","01.01.2020 07:45 - 01.01.2020 08:00 (CET/CEST)","4842","n/e","9569","n/e","5646","2012","454","n/e","n/e","31","457","659","1295","17","n/e","8092","459","192","1","832","2232","5097"
"Germany (DE)","01.01.2020 08:00 - 01.01.2020 08:15 (CET/CEST)","4869","n/e","9759","n/e","5642","2038","454","n/e","n/e","31","308","1272","1297","14","n/e","8096","459","192","9","832","2243","5057"
"Germany (DE)","01.01.2020 08:15 - 01.01.2020 08:30 (CET/CEST)","4886","n/e","9812","n/e","5698","2049","455","n/e","n/e","31","95","1708","1298","11","n/e","8098","459","193","104","829","2265","5067"
"Germany (DE)","01.01.2020 08:30 - 01.01.2020 08:45 (CET/CEST)","4892","n/e","9807","n/e","5731","2054","454","n/e","n/e","31","278","1710","1302","19","n/e","8098","461","192","411","829","2309","5069"
"Germany (DE)","01.01.2020 08:45 - 01.01.2020 09:00 (CET/CEST)","4900","n/e","9828","n/e","5760","2059","454","n/e","n/e","31","128","1650","1305","28","n/e","8097","461","192","943","828","2316","5001"
"Germany (DE)","01.01.2020 09:00 - 01.01.2020 09:15 (CET/CEST)","4882","n/e","9887","n/e","5785","2066","454","n/e","n/e","30","237","1437","1307","49","n/e","8095","461","193","1684","802","2324","5064"
"Germany (DE)","01.01.2020 09:15 - 01.01.2020 09:30 (CET/CEST)","4883","n/e","9940","n/e","5766","2067","454","n/e","n/e","30","152","1418","1304","25","n/e","8102","461","192","2570","812","2302","5045"
"Germany (DE)","01.01.2020 09:30 - 01.01.2020 09:45 (CET/CEST)","4882","n/e","10005","n/e","5777","2064","454","n/e","n/e","30","129","1523","1305","22","n/e","8100","459","192","3453","824","2330","5008"
"Germany (DE)","01.01.2020 09:45 - 01.01.2020 10:00 (CET/CEST)","4915","n/e","10015","n/e","5789","2067","454","n/e","n/e","30","205","2014","1312","20","n/e","8095","462","191","4407","821","2409","5038"
"Germany (DE)","01.01.2020 10:00 - 01.01.2020 10:15 (CET/CEST)","4884","n/e","10070","n/e","5792","2046","454","n/e","n/e","30","392","2271","1311","20","n/e","8084","461","190","5322","822","2515","4925"
"Germany (DE)","01.01.2020 10:15 - 01.01.2020 10:30 (CET/CEST)","4841","n/e","10130","n/e","5802","2039","454","n/e","n/e","30","370","2545","1310","19","n/e","8080","461","191","6181","814","2528","4847"
"Germany (DE)","01.01.2020 10:30 - 01.01.2020 10:45 (CET/CEST)","4800","n/e","10210","n/e","5759","2052","454","n/e","n/e","30","365","2770","1312","86","n/e","8057","461","192","7029","824","2573","4701"
"Germany (DE)","01.01.2020 10:45 - 01.01.2020 11:00 (CET/CEST)","4884","n/e","10306","n/e","5772","2044","454","n/e","n/e","30","685","2858","1313","105","n/e","7982","462","194","7918","824","2570","4630"
"Germany (DE)","01.01.2020 11:00 - 01.01.2020 11:15 (CET/CEST)","4813","n/e","10252","n/e","5800","2047","454","n/e","n/e","30","360","3086","1317","56","n/e","7939","461","194","8663","823","2602","4644"
"Germany (DE)","01.01.2020 11:15 - 01.01.2020 11:30 (CET/CEST)","4855","n/e","10220","n/e","5815","2041","454","n/e","n/e","30","758","2900","1316","88","n/e","7796","461","194","9322","827","2663","4565"
"Germany (DE)","01.01.2020 11:30 - 01.01.2020 11:45 (CET/CEST)","4837","n/e","10075","n/e","5796","2031","454","n/e","n/e","30","700","2642","1317","19","n/e","7800","461","194","9895","840","2786","4556"
"Germany (DE)","01.01.2020 11:45 - 01.01.2020 12:00 (CET/CEST)","4798","n/e","10136","n/e","5754","2032","454","n/e","n/e","30","752","2815","1318","12","n/e","7731","461","194","10321","830","2957","4441"
"Germany (DE)","01.01.2020 12:00 - 01.01.2020 12:15 (CET/CEST)","4776","n/e","10342","n/e","5738","2025","454","n/e","n/e","30","625","2524","1323","72","n/e","7646","461","194","10726","826","3128","4149"
"Germany (DE)","01.01.2020 12:15 - 01.01.2020 12:30 (CET/CEST)","4734","n/e","10317","n/e","5742","2040","454","n/e","n/e","29","549","2216","1324","22","n/e","7685","461","195","10873","827","3313","4193"
"Germany (DE)","01.01.2020 12:30 - 01.01.2020 12:45 (CET/CEST)","4775","n/e","10323","n/e","5739","2039","454","n/e","n/e","29","638","2732","1329","29","n/e","7722","461","195","11042","827","3426","4129"
"Germany (DE)","01.01.2020 12:45 - 01.01.2020 13:00 (CET/CEST)","4794","n/e","10307","n/e","5733","2037","454","n/e","n/e","29","510","2566","1332","29","n/e","7675","461","197","10892","825","3587","4190"
"Germany (DE)","01.01.2020 13:00 - 01.01.2020 13:15 (CET/CEST)","4803","n/e","10067","n/e","5672","2014","454","n/e","n/e","30","465","2263","1337","99","n/e","7761","461","197","10691","826","3634","4180"
"Germany (DE)","01.01.2020 13:15 - 01.01.2020 13:30 (CET/CEST)","4826","n/e","9935","n/e","5692","2011","454","n/e","n/e","29","559","1920","1339","33","n/e","7877","461","197","10283","834","3646","4200"
"Germany (DE)","01.01.2020 13:30 - 01.01.2020 13:45 (CET/CEST)","4819","n/e","10040","n/e","5740","2008","454","n/e","n/e","29","542","1520","1335","31","n/e","7986","461","197","9843","826","3659","4284"
"Germany (DE)","01.01.2020 13:45 - 01.01.2020 14:00 (CET/CEST)","4819","n/e","10130","n/e","5777","1999","454","n/e","n/e","29","529","1297","1333","36","n/e","8047","461","197","9176","824","3537","4216"
"Germany (DE)","01.01.2020 14:00 - 01.01.2020 14:15 (CET/CEST)","4831","n/e","10585","n/e","5754","1992","454","n/e","n/e","29","728","1379","1330","38","n/e","8050","462","197","8401","821","3428","4126"
"Germany (DE)","01.01.2020 14:15 - 01.01.2020 14:30 (CET/CEST)","4844","n/e","10719","n/e","5849","1989","454","n/e","n/e","29","973","989","1327","47","n/e","8075","461","197","7461","826","3319","4090"
"Germany (DE)","01.01.2020 14:30 - 01.01.2020 14:45 (CET/CEST)","4846","n/e","10817","n/e","5798","2041","454","n/e","n/e","29","683","309","1332","113","n/e","8089","460","197","6416","831","3281","4072"
"Germany (DE)","01.01.2020 14:45 - 01.01.2020 15:00 (CET/CEST)","4862","n/e","10893","n/e","5870","2105","454","n/e","n/e","29","1484","225","1337","170","n/e","8089","461","197","5269","822","3279","4029"
"Germany (DE)","01.01.2020 15:00 - 01.01.2020 15:15 (CET/CEST)","4844","n/e","11007","n/e","5772","2171","454","n/e","n/e","29","543","263","1336","41","n/e","8085","462","197","4137","812","3197","4068"
"Germany (DE)","01.01.2020 15:15 - 01.01.2020 15:30 (CET/CEST)","4820","n/e","11085","n/e","5918","2197","454","n/e","n/e","29","878","347","1331","43","n/e","8093","462","197","2939","822","2994","4156"
"Germany (DE)","01.01.2020 15:30 - 01.01.2020 15:45 (CET/CEST)","4823","n/e","11108","n/e","5915","2239","454","n/e","n/e","29","1157","363","1331","61","n/e","8095","462","197","1880","823","2858","4306"
"Germany (DE)","01.01.2020 15:45 - 01.01.2020 16:00 (CET/CEST)","4807","n/e","11126","n/e","6028","2220","454","n/e","n/e","30","1728","306","1330","180","n/e","8087","462","197","995","824","2821","4448"
"Germany (DE)","01.01.2020 16:00 - 01.01.2020 16:15 (CET/CEST)","4808","n/e","11091","n/e","6247","2090","454","n/e","n/e","30","673","257","1330","198","n/e","8088","460","197","397","835","2790","4821"
"Germany (DE)","01.01.2020 16:15 - 01.01.2020 16:30 (CET/CEST)","4809","n/e","11164","n/e","6259","2126","454","n/e","n/e","30","857","255","1326","166","n/e","8091","460","197","89","842","2887","5284"
"Germany (DE)","01.01.2020 16:30 - 01.01.2020 16:45 (CET/CEST)","4823","n/e","11216","n/e","6246","2175","454","n/e","n/e","30","909","250","1326","124","n/e","8089","460","197","7","828","3071","5603"
"Germany (DE)","01.01.2020 16:45 - 01.01.2020 17:00 (CET/CEST)","4844","n/e","11263","n/e","6281","2186","454","n/e","n/e","30","1630","278","1325","126","n/e","8090","460","197","3","828","3192","5964"
"Germany (DE)","01.01.2020 17:00 - 01.01.2020 17:15 (CET/CEST)","4863","n/e","11151","n/e","6297","2177","454","n/e","n/e","30","1191","2759","1323","59","n/e","8075","460","197","1","831","3366","6358"
"Germany (DE)","01.01.2020 17:15 - 01.01.2020 17:30 (CET/CEST)","4872","n/e","11123","n/e","6303","2187","454","n/e","n/e","30","1543","2857","1324","75","n/e","8089","460","197","1","830","3615","6561"
"Germany (DE)","01.01.2020 17:30 - 01.01.2020 17:45 (CET/CEST)","4869","n/e","11187","n/e","6313","2202","454","n/e","n/e","30","1294","2895","1322","59","n/e","8089","460","197","1","829","3954","6801"
"Germany (DE)","01.01.2020 17:45 - 01.01.2020 18:00 (CET/CEST)","4885","n/e","11258","n/e","6286","2193","454","n/e","n/e","30","1389","2960","1320","69","n/e","8090","460","197","1","830","4089","7056"
"Germany (DE)","01.01.2020 18:00 - 01.01.2020 18:15 (CET/CEST)","4900","n/e","11182","n/e","6385","2114","454","n/e","n/e","30","2309","3241","1317","54","n/e","8076","460","197","1","828","4162","7388"
"Germany (DE)","01.01.2020 18:15 - 01.01.2020 18:30 (CET/CEST)","4905","n/e","11153","n/e","6372","2079","454","n/e","n/e","30","2177","3194","1317","55","n/e","8085","465","197","0","827","4384","7734"
"Germany (DE)","01.01.2020 18:30 - 01.01.2020 18:45 (CET/CEST)","4925","n/e","11075","n/e","6365","2040","454","n/e","n/e","30","2093","3236","1317","46","n/e","8086","465","196","0","825","4557","8087"
"Germany (DE)","01.01.2020 18:45 - 01.01.2020 19:00 (CET/CEST)","4936","n/e","11047","n/e","6387","1970","454","n/e","n/e","30","2046","3412","1315","51","n/e","8087","465","196","0","827","4731","8278"
"Germany (DE)","01.01.2020 19:00 - 01.01.2020 19:15 (CET/CEST)","4922","n/e","10796","n/e","6391","1896","454","n/e","n/e","30","2207","3365","1313","62","n/e","8087","465","196","0","831","4764","8545"
"Germany (DE)","01.01.2020 19:15 - 01.01.2020 19:30 (CET/CEST)","4904","n/e","10673","n/e","6394","1883","454","n/e","n/e","30","1887","3466","1301","51","n/e","8090","465","196","0","831","4742","8617"
"Germany (DE)","01.01.2020 19:30 - 01.01.2020 19:45 (CET/CEST)","4898","n/e","10684","n/e","6407","1883","454","n/e","n/e","30","1471","3440","1295","48","n/e","8088","465","197","0","832","4688","8797"
"Germany (DE)","01.01.2020 19:45 - 01.01.2020 20:00 (CET/CEST)","4913","n/e","10689","n/e","6424","1884","454","n/e","n/e","30","1025","3446","1298","48","n/e","8088","465","196","0","831","4647","9107"
"Germany (DE)","01.01.2020 20:00 - 01.01.2020 20:15 (CET/CEST)","4886","n/e","11020","n/e","6434","1877","456","n/e","n/e","30","1719","2213","1299","158","n/e","8087","465","195","0","828","4635","9203"
"Germany (DE)","01.01.2020 20:15 - 01.01.2020 20:30 (CET/CEST)","4876","n/e","11103","n/e","6394","1882","454","n/e","n/e","30","1439","1960","1297","89","n/e","8086","465","195","0","831","4477","9336"
"Germany (DE)","01.01.2020 20:30 - 01.01.2020 20:45 (CET/CEST)","4885","n/e","11090","n/e","6351","1869","456","n/e","n/e","30","1265","2137","1299","51","n/e","8092","465","196","0","830","4341","9664"
"Germany (DE)","01.01.2020 20:45 - 01.01.2020 21:00 (CET/CEST)","4867","n/e","11098","n/e","6338","1863","454","n/e","n/e","30","760","2204","1294","46","n/e","8088","465","196","0","826","4168","9711"
"Germany (DE)","01.01.2020 21:00 - 01.01.2020 21:15 (CET/CEST)","4859","n/e","11167","n/e","6181","1862","454","n/e","n/e","30","1325","653","1301","99","n/e","8083","466","196","0","834","4025","9974"
"Germany (DE)","01.01.2020 21:15 - 01.01.2020 21:30 (CET/CEST)","4864","n/e","11240","n/e","6220","1852","454","n/e","n/e","30","1051","500","1302","47","n/e","8073","466","195","0","830","4025","10044"
"Germany (DE)","01.01.2020 21:30 - 01.01.2020 21:45 (CET/CEST)","4868","n/e","11276","n/e","6216","1850","454","n/e","n/e","30","1060","499","1301","36","n/e","8071","466","195","0","829","3978","10077"
"Germany (DE)","01.01.2020 21:45 - 01.01.2020 22:00 (CET/CEST)","4849","n/e","11233","n/e","6209","1856","454","n/e","n/e","30","857","471","1300","30","n/e","8066","466","195","0","827","4065","9932"
"Germany (DE)","01.01.2020 22:00 - 01.01.2020 22:15 (CET/CEST)","4826","n/e","11228","n/e","6184","1797","454","n/e","n/e","30","1396","218","1300","175","n/e","8074","468","195","0","814","3863","9550"
"Germany (DE)","01.01.2020 22:15 - 01.01.2020 22:30 (CET/CEST)","4829","n/e","11258","n/e","6176","1776","454","n/e","n/e","31","1400","124","1300","128","n/e","8068","469","195","0","818","3710","9117"
"Germany (DE)","01.01.2020 22:30 - 01.01.2020 22:45 (CET/CEST)","4833","n/e","11248","n/e","6178","1768","454","n/e","n/e","31","1465","127","1300","217","n/e","8069","468","195","0","818","3748","8743"
"Germany (DE)","01.01.2020 22:45 - 01.01.2020 23:00 (CET/CEST)","4828","n/e","11218","n/e","6197","1764","454","n/e","n/e","31","1116","125","1299","168","n/e","8070","469","195","0","817","3759","8574"
"Germany (DE)","01.01.2020 23:00 - 01.01.2020 23:15 (CET/CEST)","4786","n/e","11278","n/e","5863","1761","454","n/e","n/e","32","1708","13","1297","239","n/e","8075","468","195","0","817","3751","8571"
"Germany (DE)","01.01.2020 23:15 - 01.01.2020 23:30 (CET/CEST)","4775","n/e","11227","n/e","5764","1757","454","n/e","n/e","32","1454","12","1298","163","n/e","8067","468","195","0","815","3794","8655"
"Germany (DE)","01.01.2020 23:30 - 01.01.2020 23:45 (CET/CEST)","4766","n/e","11247","n/e","5752","1753","454","n/e","n/e","32","980","12","1291","175","n/e","8070","468","196","0","818","3816","8496"
"Germany (DE)","01.01.2020 23:45 - 02.01.2020 00:00 (CET/CEST)","4756","n/e","11219","n/e","5692","1731","454","n/e","n/e","32","764","325","1287","157","n/e","8056","468","195","0","818","3942","8379"
"Germany (DE)","02.01.2020 00:00 - 02.01.2020 00:15 (CET/CEST)","4736","n/e","11172","n/e","5554","1665","454","n/e","n/e","32","2135","349","1290","88","n/e","8077","463","196","0","845","4063","8314"
"Germany (DE)","02.01.2020 00:15 - 02.01.2020 00:30 (CET/CEST)","4752","n/e","11040","n/e","5592","1624","454","n/e","n/e","32","2127","725","1291","35","n/e","8071","462","196","0","845","4271","8177"
"Germany (DE)","02.01.2020 00:30 - 02.01.2020 00:45 (CET/CEST)","4760","n/e","11012","n/e","5590","1601","454","n/e","n/e","32","2114","1327","1292","38","n/e","8081","462","196","0","842","4291","8089"
"Germany (DE)","02.01.2020 00:45 - 02.01.2020 01:00 (CET/CEST)","4753","n/e","10962","n/e","5603","1589","454","n/e","n/e","32","1971","1592","1288","40","n/e","8088","463","199","0","847","4293","7906"
"Germany (DE)","02.01.2020 01:00 - 02.01.2020 01:15 (CET/CEST)","4716","n/e","11040","n/e","5689","1585","454","n/e","n/e","32","2602","1343","1288","49","n/e","8096","463","200","0","827","4474","7544"
"Germany (DE)","02.01.2020 01:15 - 02.01.2020 01:30 (CET/CEST)","4721","n/e","11041","n/e","5599","1594","454","n/e","n/e","32","2318","1455","1290","52","n/e","8095","462","199","0","827","4597","7307"
"Germany (DE)","02.01.2020 01:30 - 02.01.2020 01:45 (CET/CEST)","4727","n/e","11018","n/e","5584","1586","454","n/e","n/e","32","2254","1528","1293","85","n/e","8093","462","199","0","827","4674","7301"
"Germany (DE)","02.01.2020 01:45 - 02.01.2020 02:00 (CET/CEST)","4720","n/e","10942","n/e","5565","1609","454","n/e","n/e","32","2267","1562","1298","42","n/e","8091","462","199","0","831","4740","7332"
"Germany (DE)","02.01.2020 02:00 - 02.01.2020 02:15 (CET/CEST)","4717","n/e","10905","n/e","5583","1606","454","n/e","n/e","32","2145","1916","1303","52","n/e","8098","462","199","0","818","4819","7183"
"Germany (DE)","02.01.2020 02:15 - 02.01.2020 02:30 (CET/CEST)","4722","n/e","10805","n/e","5639","1598","454","n/e","n/e","32","2170","2079","1303","57","n/e","8097","462","199","0","814","5002","7029"
"Germany (DE)","02.01.2020 02:30 - 02.01.2020 02:45 (CET/CEST)","4702","n/e","10818","n/e","5606","1591","454","n/e","n/e","32","2209","2092","1300","134","n/e","8097","462","199","0","817","5123","6890"
"Germany (DE)","02.01.2020 02:45 - 02.01.2020 03:00 (CET/CEST)","4689","n/e","10739","n/e","5603","1603","454","n/e","n/e","32","2217","2188","1295","60","n/e","8095","462","199","0","814","5144","6669"
"Germany (DE)","02.01.2020 03:00 - 02.01.2020 03:15 (CET/CEST)","4681","n/e","10535","n/e","5417","1616","454","n/e","n/e","32","2247","2406","1292","49","n/e","8097","462","199","0","809","5186","6514"
"Germany (DE)","02.01.2020 03:15 - 02.01.2020 03:30 (CET/CEST)","4678","n/e","10341","n/e","5386","1624","454","n/e","n/e","32","2329","2647","1286","99","n/e","8091","462","199","0","807","5168","6393"
"Germany (DE)","02.01.2020 03:30 - 02.01.2020 03:45 (CET/CEST)","4673","n/e","10343","n/e","5384","1615","454","n/e","n/e","32","2328","2994","1283","77","n/e","8097","462","199","0","805","5208","6281"
"Germany (DE)","02.01.2020 03:45 - 02.01.2020 04:00 (CET/CEST)","4685","n/e","10010","n/e","5420","1620","454","n/e","n/e","32","2199","2887","1285","51","n/e","8097","461","198","0","815","5271","6271"
"Germany (DE)","02.01.2020 04:00 - 02.01.2020 04:15 (CET/CEST)","4704","n/e","9057","n/e","5567","1657","454","n/e","n/e","32","1978","3017","1287","43","n/e","8098","461","197","0","811","5304","6112"
"Germany (DE)","02.01.2020 04:15 - 02.01.2020 04:30 (CET/CEST)","4703","n/e","8818","n/e","5601","1670","454","n/e","n/e","32","2090","2708","1287","44","n/e","8097","461","197","0","827","5327","6126"
"Germany (DE)","02.01.2020 04:30 - 02.01.2020 04:45 (CET/CEST)","4678","n/e","8823","n/e","5579","1663","454","n/e","n/e","32","2088","2469","1284","167","n/e","8097","461","198","0","828","5291","6319"
"Germany (DE)","02.01.2020 04:45 - 02.01.2020 05:00 (CET/CEST)","4679","n/e","8884","n/e","5666","1670","454","n/e","n/e","32","2035","2283","1280","144","n/e","8095","461","198","0","828","5258","6471"
"Germany (DE)","02.01.2020 05:00 - 02.01.2020 05:15 (CET/CEST)","4711","n/e","9037","n/e","5713","1682","456","n/e","n/e","31","571","1681","1281","55","n/e","8084","460","198","0","828","5219","6629"
"Germany (DE)","02.01.2020 05:15 - 02.01.2020 05:30 (CET/CEST)","4713","n/e","9184","n/e","5759","1657","454","n/e","n/e","31","679","1415","1280","31","n/e","8097","460","198","0","833","5149","6869"
"Germany (DE)","02.01.2020 05:30 - 02.01.2020 05:45 (CET/CEST)","4711","n/e","9634","n/e","5793","1680","455","n/e","n/e","31","359","1230","1282","21","n/e","8098","460","199","0","840","5108","6939"
"Germany (DE)","02.01.2020 05:45 - 02.01.2020 06:00 (CET/CEST)","4728","n/e","9973","n/e","5818","1726","455","n/e","n/e","31","325","667","1287","21","n/e","8100","460","195","0","831","5150","7220"
"Germany (DE)","02.01.2020 06:00 - 02.01.2020 06:15 (CET/CEST)","4726","n/e","10364","n/e","5886","1802","454","n/e","n/e","31","211","1752","1283","13","n/e","8025","460","193","0","818","5248","7480"
"Germany (DE)","02.01.2020 06:15 - 02.01.2020 06:30 (CET/CEST)","4615","n/e","10654","n/e","5967","1889","454","n/e","n/e","31","242","1964","1281","11","n/e","7990","459","190","0","818","5400","7616"
