"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Germany (DE)","07.02.2022 07:00 - 07.02.2022 07:15 (CET/CEST)","4589","n/e","7079","n/e","6569","5028","285","n/e","n/e","23","2988","160","992","83","n/e","4047","388","178","6","700","5023","36731"
"Germany (DE)","07.02.2022 07:15 - 07.02.2022 07:30 (CET/CEST)","4643","n/e","7251","n/e","6632","5235","285","n/e","n/e","23","3800","42","1008","127","n/e","4072","388","178","6","695","5040","36494"
"Germany (DE)","07.02.2022 07:30 - 07.02.2022 07:45 (CET/CEST)","4664","n/e","7231","n/e","6688","5525","286","n/e","n/e","23","4526","57","1012","202","n/e","4073","388","178","12","697","4995","36144"
"Germany (DE)","07.02.2022 07:45 - 07.02.2022 08:00 (CET/CEST)","4679","n/e","7276","n/e","6765","5767","319","n/e","n/e","23","4902","134","1015","211","n/e","4071","388","177","62","696","4879","35638"
"Germany (DE)","07.02.2022 08:00 - 07.02.2022 08:15 (CET/CEST)","4717","n/e","7362","n/e","7001","6074","360","n/e","n/e","23","4404","148","1021","316","n/e","4068","388","177","273","688","4896","34953"
"Germany (DE)","07.02.2022 08:15 - 07.02.2022 08:30 (CET/CEST)","4729","n/e","7435","n/e","7146","6288","415","n/e","n/e","23","4616","148","1021","441","n/e","4073","388","176","688","688","4557","34477"
"Germany (DE)","07.02.2022 08:30 - 07.02.2022 08:45 (CET/CEST)","4747","n/e","7452","n/e","7192","6323","485","n/e","n/e","23","4739","147","1022","733","n/e","4073","388","175","1228","698","4348","33288"
"Germany (DE)","07.02.2022 08:45 - 07.02.2022 09:00 (CET/CEST)","4733","n/e","7462","n/e","7538","6565","590","n/e","n/e","23","3819","148","1026","713","n/e","4073","388","175","1862","703","4233","32980"
"Germany (DE)","07.02.2022 09:00 - 07.02.2022 09:15 (CET/CEST)","4684","n/e","7361","n/e","7793","6743","619","n/e","n/e","23","2458","158","1032","683","n/e","4074","388","174","2551","701","4380","33100"
"Germany (DE)","07.02.2022 09:15 - 07.02.2022 09:30 (CET/CEST)","4660","n/e","7350","n/e","7727","6437","594","n/e","n/e","23","2126","406","1036","400","n/e","4073","388","174","3302","703","4352","33605"
"Germany (DE)","07.02.2022 09:30 - 07.02.2022 09:45 (CET/CEST)","4656","n/e","7370","n/e","7717","6548","602","n/e","n/e","23","1608","365","1041","246","n/e","4073","388","173","4168","707","4377","34018"
"Germany (DE)","07.02.2022 09:45 - 07.02.2022 10:00 (CET/CEST)","4684","n/e","7418","n/e","7709","6414","604","n/e","n/e","23","668","906","1041","260","n/e","4073","388","175","5082","706","4365","34371"
"Germany (DE)","07.02.2022 10:00 - 07.02.2022 10:15 (CET/CEST)","4562","n/e","7490","n/e","7405","6140","603","n/e","n/e","23","598","1604","1041","198","n/e","4071","378","170","5996","719","4029","34597"
"Germany (DE)","07.02.2022 10:15 - 07.02.2022 10:30 (CET/CEST)","4529","n/e","7410","n/e","7220","6091","603","n/e","n/e","23","530","1866","1043","64","n/e","4042","374","166","7041","718","3918","34861"
"Germany (DE)","07.02.2022 10:30 - 07.02.2022 10:45 (CET/CEST)","4489","n/e","7477","n/e","7263","6067","605","n/e","n/e","23","455","2303","1046","112","n/e","3994","374","164","8033","716","3894","35032"
"Germany (DE)","07.02.2022 10:45 - 07.02.2022 11:00 (CET/CEST)","4492","n/e","7650","n/e","7241","5864","604","n/e","n/e","23","607","2286","1043","129","n/e","3940","368","161","8716","709","3887","34666"
"Germany (DE)","07.02.2022 11:00 - 07.02.2022 11:15 (CET/CEST)","4463","n/e","7893","n/e","7183","5954","608","n/e","n/e","23","1572","1139","1040","122","n/e","3924","355","152","9054","716","3616","34339"
"Germany (DE)","07.02.2022 11:15 - 07.02.2022 11:30 (CET/CEST)","4436","n/e","7863","n/e","7213","5928","608","n/e","n/e","23","1113","1149","1045","269","n/e","3912","355","151","9323","715","3491","34341"
"Germany (DE)","07.02.2022 11:30 - 07.02.2022 11:45 (CET/CEST)","4451","n/e","7917","n/e","7243","6082","608","n/e","n/e","23","804","1394","1048","232","n/e","3911","355","153","9647","717","3403","34805"
"Germany (DE)","07.02.2022 11:45 - 07.02.2022 12:00 (CET/CEST)","4443","n/e","8064","n/e","7172","6150","607","n/e","n/e","23","678","1283","1050","37","n/e","3913","355","158","9845","719","3261","35357"
"Germany (DE)","07.02.2022 12:00 - 07.02.2022 12:15 (CET/CEST)","4368","n/e","8392","n/e","6421","6260","608","n/e","n/e","23","649","1535","1057","31","n/e","3918","341","154","9766","747","3182","35204"
"Germany (DE)","07.02.2022 12:15 - 07.02.2022 12:30 (CET/CEST)","4359","n/e","8503","n/e","6322","6323","608","n/e","n/e","23","477","1885","1061","34","n/e","3913","322","145","9756","748","3272","35224"
"Germany (DE)","07.02.2022 12:30 - 07.02.2022 12:45 (CET/CEST)","4361","n/e","8557","n/e","6225","6333","607","n/e","n/e","23","744","1975","1063","107","n/e","3919","321","144","9628","746","3272","35113"
"Germany (DE)","07.02.2022 12:45 - 07.02.2022 13:00 (CET/CEST)","4354","n/e","8586","n/e","6222","6402","606","n/e","n/e","23","453","2261","1062","134","n/e","3901","321","146","9774","746","3204","35277"
"Germany (DE)","07.02.2022 13:00 - 07.02.2022 13:15 (CET/CEST)","4347","n/e","8808","n/e","6729","6339","605","n/e","n/e","23","481","1694","1063","78","n/e","3911","336","155","9748","740","2956","35290"
"Germany (DE)","07.02.2022 13:15 - 07.02.2022 13:30 (CET/CEST)","4331","n/e","8909","n/e","6775","6377","605","n/e","n/e","23","359","1608","1060","50","n/e","3907","351","163","9813","735","2964","35147"
"Germany (DE)","07.02.2022 13:30 - 07.02.2022 13:45 (CET/CEST)","4316","n/e","8933","n/e","6908","6446","605","n/e","n/e","23","338","1660","1058","49","n/e","3906","353","165","9835","730","2882","35117"
"Germany (DE)","07.02.2022 13:45 - 07.02.2022 14:00 (CET/CEST)","4331","n/e","8901","n/e","6989","6547","605","n/e","n/e","23","153","1891","1064","46","n/e","3895","377","175","9887","732","2879","35340"
"Germany (DE)","07.02.2022 14:00 - 07.02.2022 14:15 (CET/CEST)","4337","n/e","8886","n/e","6964","6696","605","n/e","n/e","23","87","1831","1068","28","n/e","3890","389","180","9819","728","2883","35070"
"Germany (DE)","07.02.2022 14:15 - 07.02.2022 14:30 (CET/CEST)","4353","n/e","8931","n/e","6957","6678","605","n/e","n/e","23","15","2279","1069","24","n/e","3888","389","180","9567","734","3249","34705"
"Germany (DE)","07.02.2022 14:30 - 07.02.2022 14:45 (CET/CEST)","4351","n/e","8904","n/e","6984","6832","605","n/e","n/e","23","94","1368","1066","26","n/e","3896","389","179","9001","720","3268","34273"
"Germany (DE)","07.02.2022 14:45 - 07.02.2022 15:00 (CET/CEST)","4350","n/e","8901","n/e","6960","6992","605","n/e","n/e","23","78","875","1062","101","n/e","3902","389","179","8525","716","3266","33876"
"Germany (DE)","07.02.2022 15:00 - 07.02.2022 15:15 (CET/CEST)","4383","n/e","8969","n/e","7293","6613","605","n/e","n/e","23","355","1321","1060","31","n/e","3900","389","180","7708","722","2963","33849"
"Germany (DE)","07.02.2022 15:15 - 07.02.2022 15:30 (CET/CEST)","4402","n/e","9226","n/e","7441","6776","605","n/e","n/e","23","409","934","1060","32","n/e","3902","388","180","6805","723","2940","33616"
"Germany (DE)","07.02.2022 15:30 - 07.02.2022 15:45 (CET/CEST)","4425","n/e","9441","n/e","7473","7044","605","n/e","n/e","23","610","624","1058","32","n/e","3912","389","180","5790","718","2932","33305"
"Germany (DE)","07.02.2022 15:45 - 07.02.2022 16:00 (CET/CEST)","4459","n/e","9498","n/e","7536","7353","605","n/e","n/e","23","849","424","1056","48","n/e","3927","389","181","4626","713","2971","33001"
"Germany (DE)","07.02.2022 16:00 - 07.02.2022 16:15 (CET/CEST)","4510","n/e","9521","n/e","7831","7490","605","n/e","n/e","23","359","1471","1073","28","n/e","3969","389","181","3471","718","3644","32851"
"Germany (DE)","07.02.2022 16:15 - 07.02.2022 16:30 (CET/CEST)","4620","n/e","9704","n/e","7997","7615","604","n/e","n/e","23","596","1163","1073","27","n/e","3980","389","181","2402","722","3844","32374"
"Germany (DE)","07.02.2022 16:30 - 07.02.2022 16:45 (CET/CEST)","4637","n/e","9842","n/e","7891","7871","691","n/e","n/e","23","827","488","1069","63","n/e","4054","389","183","1513","723","3788","32627"
"Germany (DE)","07.02.2022 16:45 - 07.02.2022 17:00 (CET/CEST)","4677","n/e","9858","n/e","7975","8171","704","n/e","n/e","23","1426","433","1069","93","n/e","4075","388","182","775","732","3791","32348"
"Germany (DE)","07.02.2022 17:00 - 07.02.2022 17:15 (CET/CEST)","4715","n/e","9674","n/e","8366","8628","708","n/e","n/e","23","1586","1232","1074","24","n/e","4079","389","182","303","740","4123","31745"
"Germany (DE)","07.02.2022 17:15 - 07.02.2022 17:30 (CET/CEST)","4782","n/e","9946","n/e","8393","8755","723","n/e","n/e","23","2048","617","1080","49","n/e","4086","388","183","74","733","3987","31258"
"Germany (DE)","07.02.2022 17:30 - 07.02.2022 17:45 (CET/CEST)","4807","n/e","10095","n/e","8432","8855","724","n/e","n/e","23","2916","451","1086","132","n/e","4084","388","184","12","724","3834","31047"
"Germany (DE)","07.02.2022 17:45 - 07.02.2022 18:00 (CET/CEST)","4831","n/e","10239","n/e","8439","8911","724","n/e","n/e","23","3573","183","1088","99","n/e","4085","388","184","6","723","3853","30785"
"Germany (DE)","07.02.2022 18:00 - 07.02.2022 18:15 (CET/CEST)","4873","n/e","10345","n/e","8502","8987","728","n/e","n/e","24","3167","155","1089","53","n/e","4080","388","185","5","725","4435","29987"
"Germany (DE)","07.02.2022 18:15 - 07.02.2022 18:30 (CET/CEST)","4891","n/e","10510","n/e","8524","9036","715","n/e","n/e","24","3243","153","1083","41","n/e","4082","388","184","4","723","4284","29507"
"Germany (DE)","07.02.2022 18:30 - 07.02.2022 18:45 (CET/CEST)","4899","n/e","10524","n/e","8568","9031","662","n/e","n/e","24","3057","151","1081","61","n/e","4086","388","181","4","730","4682","29428"
"Germany (DE)","07.02.2022 18:45 - 07.02.2022 19:00 (CET/CEST)","4913","n/e","10493","n/e","8567","9053","607","n/e","n/e","24","3072","144","1078","102","n/e","4083","388","181","4","728","4586","29160"
"Germany (DE)","07.02.2022 19:00 - 07.02.2022 19:15 (CET/CEST)","4883","n/e","10453","n/e","8750","8989","543","n/e","n/e","24","2993","134","1078","81","n/e","4084","388","181","4","726","4381","28914"
"Germany (DE)","07.02.2022 19:15 - 07.02.2022 19:30 (CET/CEST)","4868","n/e","10474","n/e","8825","8952","442","n/e","n/e","24","2736","136","1076","61","n/e","4080","389","179","4","724","4349","28649"
"Germany (DE)","07.02.2022 19:30 - 07.02.2022 19:45 (CET/CEST)","4866","n/e","10466","n/e","8935","8900","446","n/e","n/e","24","2124","144","1077","96","n/e","4077","389","179","4","727","4396","28384"
"Germany (DE)","07.02.2022 19:45 - 07.02.2022 20:00 (CET/CEST)","4853","n/e","10483","n/e","8916","8781","446","n/e","n/e","24","1391","285","1078","62","n/e","4080","389","179","4","730","4574","28226"
"Germany (DE)","07.02.2022 20:00 - 07.02.2022 20:15 (CET/CEST)","4786","n/e","10616","n/e","8625","8548","446","n/e","n/e","24","1541","323","1080","107","n/e","4084","389","179","3","726","4602","28045"
"Germany (DE)","07.02.2022 20:15 - 07.02.2022 20:30 (CET/CEST)","4758","n/e","10461","n/e","8548","8422","447","n/e","n/e","24","1151","341","1076","45","n/e","4086","389","179","3","726","4626","27856"
"Germany (DE)","07.02.2022 20:30 - 07.02.2022 20:45 (CET/CEST)","4718","n/e","10435","n/e","8246","8255","448","n/e","n/e","24","887","359","1077","97","n/e","4089","389","179","3","727","4686","27693"
"Germany (DE)","07.02.2022 20:45 - 07.02.2022 21:00 (CET/CEST)","4671","n/e","10408","n/e","8176","8067","448","n/e","n/e","24","703","495","1077","52","n/e","4087","389","179","3","724","4779","27398"
"Germany (DE)","07.02.2022 21:00 - 07.02.2022 21:15 (CET/CEST)","4567","n/e","10498","n/e","7953","7680","448","n/e","n/e","24","1064","325","1077","146","n/e","4091","389","180","3","722","5182","27035"
"Germany (DE)","07.02.2022 21:15 - 07.02.2022 21:30 (CET/CEST)","4546","n/e","10509","n/e","7870","7429","449","n/e","n/e","24","433","310","1073","45","n/e","4092","389","179","3","723","5363","26852"
"Germany (DE)","07.02.2022 21:30 - 07.02.2022 21:45 (CET/CEST)","4544","n/e","10403","n/e","7754","7264","449","n/e","n/e","24","169","1040","1071","35","n/e","4091","385","179","3","722","5517","26808"
"Germany (DE)","07.02.2022 21:45 - 07.02.2022 22:00 (CET/CEST)","4548","n/e","10318","n/e","7670","7010","448","n/e","n/e","24","108","1744","1071","32","n/e","4084","357","166","3","723","5638","26536"
"Germany (DE)","07.02.2022 22:00 - 07.02.2022 22:15 (CET/CEST)","4486","n/e","10438","n/e","7219","6828","352","n/e","n/e","24","432","438","1078","43","n/e","4089","329","153","3","725","6111","26137"
"Germany (DE)","07.02.2022 22:15 - 07.02.2022 22:30 (CET/CEST)","4459","n/e","10348","n/e","6884","6619","285","n/e","n/e","25","311","617","1079","59","n/e","4090","299","140","3","722","6230","26329"
"Germany (DE)","07.02.2022 22:30 - 07.02.2022 22:45 (CET/CEST)","4432","n/e","10392","n/e","6533","6479","285","n/e","n/e","25","329","1244","1080","23","n/e","4089","292","136","3","716","6426","26324"
"Germany (DE)","07.02.2022 22:45 - 07.02.2022 23:00 (CET/CEST)","4414","n/e","10436","n/e","6183","6203","285","n/e","n/e","25","301","1788","1081","47","n/e","4088","292","136","3","713","6439","26254"
"Germany (DE)","07.02.2022 23:00 - 07.02.2022 23:15 (CET/CEST)","4358","n/e","10492","n/e","5450","6067","284","n/e","n/e","26","269","1239","1082","27","n/e","4086","292","136","3","713","5532","25978"
"Germany (DE)","07.02.2022 23:15 - 07.02.2022 23:30 (CET/CEST)","4349","n/e","10489","n/e","5245","5843","284","n/e","n/e","26","274","1605","1080","24","n/e","4090","292","135","3","704","5488","26042"
"Germany (DE)","07.02.2022 23:30 - 07.02.2022 23:45 (CET/CEST)","4346","n/e","10455","n/e","5222","5585","285","n/e","n/e","26","258","2268","1077","25","n/e","4091","292","134","3","710","5446","25955"
"Germany (DE)","07.02.2022 23:45 - 08.02.2022 00:00 (CET/CEST)","4344","n/e","10572","n/e","5237","5535","285","n/e","n/e","26","260","3140","1072","22","n/e","4085","292","134","3","708","5476","25753"
"Germany (DE)","08.02.2022 00:00 - 08.02.2022 00:15 (CET/CEST)","4287","n/e","11173","n/e","4983","5985","285","n/e","n/e","26","496","2525","1085","68","n/e","4086","292","133","3","660","5981","25851"
"Germany (DE)","08.02.2022 00:15 - 08.02.2022 00:30 (CET/CEST)","4269","n/e","11250","n/e","5101","6153","285","n/e","n/e","26","246","2715","1076","29","n/e","4085","292","134","3","662","5930","26017"
"Germany (DE)","08.02.2022 00:30 - 08.02.2022 00:45 (CET/CEST)","4281","n/e","11245","n/e","5040","6363","285","n/e","n/e","26","168","3140","1074","30","n/e","4081","292","134","3","663","6034","26109"
"Germany (DE)","08.02.2022 00:45 - 08.02.2022 01:00 (CET/CEST)","4283","n/e","11204","n/e","5016","6590","285","n/e","n/e","26","136","3647","1071","22","n/e","4079","292","135","3","655","6031","26260"
"Germany (DE)","08.02.2022 01:00 - 08.02.2022 01:15 (CET/CEST)","4267","n/e","11085","n/e","4997","6715","283","n/e","n/e","26","519","3252","1071","58","n/e","4086","292","134","3","656","5800","26162"
"Germany (DE)","08.02.2022 01:15 - 08.02.2022 01:30 (CET/CEST)","4261","n/e","11020","n/e","5018","6727","285","n/e","n/e","26","196","3479","1067","14","n/e","4082","292","132","3","654","5793","26297"
"Germany (DE)","08.02.2022 01:30 - 08.02.2022 01:45 (CET/CEST)","4254","n/e","10970","n/e","4961","6732","285","n/e","n/e","26","141","3766","1065","14","n/e","4078","292","133","3","653","5733","26537"
"Germany (DE)","08.02.2022 01:45 - 08.02.2022 02:00 (CET/CEST)","4264","n/e","10895","n/e","4969","6725","284","n/e","n/e","26","134","4287","1058","15","n/e","4075","292","134","3","655","5834","26643"
"Germany (DE)","08.02.2022 02:00 - 08.02.2022 02:15 (CET/CEST)","4256","n/e","10650","n/e","4944","6499","283","n/e","n/e","26","135","3980","1053","22","n/e","4079","292","134","3","653","5959","26922"
"Germany (DE)","08.02.2022 02:15 - 08.02.2022 02:30 (CET/CEST)","4267","n/e","10555","n/e","4933","6474","283","n/e","n/e","26","133","4105","1049","14","n/e","4085","292","134","3","658","5959","27143"
"Germany (DE)","08.02.2022 02:30 - 08.02.2022 02:45 (CET/CEST)","4256","n/e","10503","n/e","4938","6488","283","n/e","n/e","26","133","4276","1049","11","n/e","4077","292","134","3","660","6001","27364"
"Germany (DE)","08.02.2022 02:45 - 08.02.2022 03:00 (CET/CEST)","4259","n/e","10272","n/e","4939","6507","283","n/e","n/e","26","133","4432","1046","10","n/e","4074","292","134","3","665","6050","27580"
"Germany (DE)","08.02.2022 03:00 - 08.02.2022 03:15 (CET/CEST)","4251","n/e","10249","n/e","4969","6372","283","n/e","n/e","26","140","4544","1054","65","n/e","4084","292","133","3","659","5821","27668"
"Germany (DE)","08.02.2022 03:15 - 08.02.2022 03:30 (CET/CEST)","4246","n/e","10236","n/e","4964","6344","283","n/e","n/e","26","137","4638","1042","23","n/e","4083","292","132","3","653","5803","27910"
"Germany (DE)","08.02.2022 03:30 - 08.02.2022 03:45 (CET/CEST)","4232","n/e","10190","n/e","4993","6361","283","n/e","n/e","26","135","4665","1043","19","n/e","4086","292","131","3","656","5776","28084"
"Germany (DE)","08.02.2022 03:45 - 08.02.2022 04:00 (CET/CEST)","4225","n/e","10164","n/e","4976","6205","283","n/e","n/e","26","134","4641","1043","15","n/e","4080","292","131","3","654","5847","28277"
"Germany (DE)","08.02.2022 04:00 - 08.02.2022 04:15 (CET/CEST)","4235","n/e","10095","n/e","4889","6184","283","n/e","n/e","25","134","4860","1045","19","n/e","4081","292","132","3","651","5858","28638"
"Germany (DE)","08.02.2022 04:15 - 08.02.2022 04:30 (CET/CEST)","4244","n/e","10106","n/e","4886","6233","283","n/e","n/e","25","132","4742","1043","50","n/e","4082","292","131","3","650","5825","28947"
"Germany (DE)","08.02.2022 04:30 - 08.02.2022 04:45 (CET/CEST)","4245","n/e","10141","n/e","4962","6256","283","n/e","n/e","25","167","4279","1042","43","n/e","4083","292","131","3","658","5836","29097"
"Germany (DE)","08.02.2022 04:45 - 08.02.2022 05:00 (CET/CEST)","4270","n/e","10245","n/e","5047","6319","283","n/e","n/e","25","291","4100","1039","52","n/e","4081","292","130","3","658","5740","29216"
"Germany (DE)","08.02.2022 05:00 - 08.02.2022 05:15 (CET/CEST)","4316","n/e","10512","n/e","5296","6511","283","n/e","n/e","25","249","3569","1037","28","n/e","4083","292","130","3","654","5639","29503"
"Germany (DE)","08.02.2022 05:15 - 08.02.2022 05:30 (CET/CEST)","4344","n/e","10594","n/e","5477","6615","283","n/e","n/e","24","39","2997","1032","30","n/e","4082","299","133","3","657","5576","29772"
"Germany (DE)","08.02.2022 05:30 - 08.02.2022 05:45 (CET/CEST)","4344","n/e","10678","n/e","5842","6773","283","n/e","n/e","25","231","2720","1031","47","n/e","4083","330","147","3","656","5398","30262"
"Germany (DE)","08.02.2022 05:45 - 08.02.2022 06:00 (CET/CEST)","4370","n/e","10792","n/e","6294","7310","283","n/e","n/e","24","151","2539","1027","123","n/e","4079","363","161","3","657","5186","30828"
"Germany (DE)","08.02.2022 06:00 - 08.02.2022 06:15 (CET/CEST)","4420","n/e","11169","n/e","6842","7651","283","n/e","n/e","24","193","2088","1037","110","n/e","4075","384","171","3","656","4715","31967"
"Germany (DE)","08.02.2022 06:15 - 08.02.2022 06:30 (CET/CEST)","4473","n/e","11462","n/e","6924","8048","283","n/e","n/e","24","275","1414","1031","93","n/e","4081","385","171","3","655","4810","32351"
"Germany (DE)","08.02.2022 06:30 - 08.02.2022 06:45 (CET/CEST)","4486","n/e","11495","n/e","7100","8306","283","n/e","n/e","24","253","408","1028","86","n/e","4081","385","171","3","657","5088","32746"
"Germany (DE)","08.02.2022 06:45 - 08.02.2022 07:00 (CET/CEST)","4514","n/e","11290","n/e","7204","8471","284","n/e","n/e","24","538","114","1025","32","n/e","4083","385","171","3","660","5203","33311"
"Germany (DE)","08.02.2022 07:00 - 08.02.2022 07:15 (CET/CEST)","4606","n/e","10883","n/e","7670","8356","390","n/e","n/e","24","349","1110","1024","24","n/e","4075","385","170","3","659","5044","33572"
"Germany (DE)","08.02.2022 07:15 - 08.02.2022 07:30 (CET/CEST)","4626","n/e","10879","n/e","7819","8405","412","n/e","n/e","24","415","929","1021","42","n/e","4080","385","169","3","658","5157","34020"
"Germany (DE)","08.02.2022 07:30 - 08.02.2022 07:45 (CET/CEST)","4650","n/e","11000","n/e","7834","8419","411","n/e","n/e","24","455","446","1023","31","n/e","4076","385","169","7","659","4784","34318"
"Germany (DE)","08.02.2022 07:45 - 08.02.2022 08:00 (CET/CEST)","4674","n/e","11009","n/e","7988","8442","411","n/e","n/e","24","448","302","1014","29","n/e","4076","385","171","44","661","4749","34718"
"Germany (DE)","08.02.2022 08:00 - 08.02.2022 08:15 (CET/CEST)","4726","n/e","11171","n/e","8084","8422","319","n/e","n/e","23","620","225","1014","29","n/e","4075","385","172","161","746","4618","34942"
"Germany (DE)","08.02.2022 08:15 - 08.02.2022 08:30 (CET/CEST)","4750","n/e","11213","n/e","8070","8431","287","n/e","n/e","23","802","181","1015","36","n/e","4073","385","170","365","749","4406","35005"
"Germany (DE)","08.02.2022 08:30 - 08.02.2022 08:45 (CET/CEST)","4764","n/e","11238","n/e","8064","8437","287","n/e","n/e","22","1187","168","1012","44","n/e","4072","385","170","647","751","4405","35088"
"Germany (DE)","08.02.2022 08:45 - 08.02.2022 09:00 (CET/CEST)","4756","n/e","11183","n/e","8094","8421","287","n/e","n/e","22","435","147","1011","33","n/e","4071","385","170","1058","743","4404","35149"
"Germany (DE)","08.02.2022 09:00 - 08.02.2022 09:15 (CET/CEST)","4736","n/e","11054","n/e","8036","8463","287","n/e","n/e","23","614","131","1012","33","n/e","4071","427","170","1473","755","4401","35253"
"Germany (DE)","08.02.2022 09:15 - 08.02.2022 09:30 (CET/CEST)","4728","n/e","10849","n/e","8022","8505","287","n/e","n/e","23","332","267","1011","32","n/e","4073","426","171","1939","750","4403","35422"
"Germany (DE)","08.02.2022 09:30 - 08.02.2022 09:45 (CET/CEST)","4675","n/e","10861","n/e","8028","8497","287","n/e","n/e","23","218","636","1013","27","n/e","4073","426","171","2415","748","4404","35484"
"Germany (DE)","08.02.2022 09:45 - 08.02.2022 10:00 (CET/CEST)","4652","n/e","10748","n/e","7711","8435","287","n/e","n/e","23","181","471","1018","19","n/e","4074","426","171","2930","746","4394","35366"
"Germany (DE)","08.02.2022 10:00 - 08.02.2022 10:15 (CET/CEST)","4571","n/e","10643","n/e","7562","8117","287","n/e","n/e","23","108","396","1019","14","n/e","4070","426","172","3433","753","4326","35454"
"Germany (DE)","08.02.2022 10:15 - 08.02.2022 10:30 (CET/CEST)","4562","n/e","10263","n/e","7837","7901","287","n/e","n/e","22","83","512","1022","13","n/e","4068","426","174","3936","757","4276","35723"
"Germany (DE)","08.02.2022 10:30 - 08.02.2022 10:45 (CET/CEST)","4560","n/e","9982","n/e","7787","7797","287","n/e","n/e","22","624","591","1029","13","n/e","4072","426","175","4420","755","4282","35631"
"Germany (DE)","08.02.2022 10:45 - 08.02.2022 11:00 (CET/CEST)","4550","n/e","9954","n/e","7783","7688","287","n/e","n/e","23","730","919","1037","12","n/e","4076","426","176","4922","758","4281","35428"
"Germany (DE)","08.02.2022 11:00 - 08.02.2022 11:15 (CET/CEST)","4496","n/e","10372","n/e","7783","7688","286","n/e","n/e","24","950","805","1034","14","n/e","4073","426","175","5327","755","4190","35469"
"Germany (DE)","08.02.2022 11:15 - 08.02.2022 11:30 (CET/CEST)","4454","n/e","10493","n/e","7784","7689","285","n/e","n/e","24","813","756","1034","24","n/e","4073","426","174","5743","755","4201","35337"
"Germany (DE)","08.02.2022 11:30 - 08.02.2022 11:45 (CET/CEST)","4428","n/e","10372","n/e","7764","7666","287","n/e","n/e","24","821","831","1034","28","n/e","4068","426","176","6098","755","4197","35370"
"Germany (DE)","08.02.2022 11:45 - 08.02.2022 12:00 (CET/CEST)","4456","n/e","10274","n/e","7351","7710","287","n/e","n/e","24","541","893","1033","21","n/e","4066","426","177","6386","760","4190","35266"
"Germany (DE)","08.02.2022 12:00 - 08.02.2022 12:15 (CET/CEST)","4388","n/e","10167","n/e","7525","7830","286","n/e","n/e","24","199","1046","1032","22","n/e","4064","426","176","6480","763","4496","35226"
"Germany (DE)","08.02.2022 12:15 - 08.02.2022 12:30 (CET/CEST)","4375","n/e","10083","n/e","7464","7862","285","n/e","n/e","23","186","1113","1024","25","n/e","4062","411","169","6454","766","4588","35051"
"Germany (DE)","08.02.2022 12:30 - 08.02.2022 12:45 (CET/CEST)","4379","n/e","10128","n/e","7396","7891","286","n/e","n/e","23","49","1154","1023","39","n/e","4064","381","154","6447","762","4564","34955"
"Germany (DE)","08.02.2022 12:45 - 08.02.2022 13:00 (CET/CEST)","4380","n/e","10162","n/e","7351","7942","287","n/e","n/e","23","33","1163","1018","67","n/e","4062","349","140","6386","762","4547","34855"
"Germany (DE)","08.02.2022 13:00 - 08.02.2022 13:15 (CET/CEST)","4378","n/e","10162","n/e","7257","7903","287","n/e","n/e","23","193","704","1019","74","n/e","4065","330","133","6375","766","4753","34600"
"Germany (DE)","08.02.2022 13:15 - 08.02.2022 13:30 (CET/CEST)","4393","n/e","10143","n/e","7281","7928","287","n/e","n/e","23","90","591","1017","77","n/e","4064","329","133","6331","762","4719","34529"
"Germany (DE)","08.02.2022 13:30 - 08.02.2022 13:45 (CET/CEST)","4397","n/e","10125","n/e","7290","8052","287","n/e","n/e","23","150","592","1013","78","n/e","4068","330","134","6203","768","4687","34306"
"Germany (DE)","08.02.2022 13:45 - 08.02.2022 14:00 (CET/CEST)","4413","n/e","10131","n/e","7338","8133","288","n/e","n/e","23","79","641","1010","51","n/e","4067","352","145","6036","764","4666","34035"
"Germany (DE)","08.02.2022 14:00 - 08.02.2022 14:15 (CET/CEST)","4417","n/e","10090","n/e","7331","8201","288","n/e","n/e","23","102","1593","1005","48","n/e","4075","367","151","5762","758","4790","34066"
"Germany (DE)","08.02.2022 14:15 - 08.02.2022 14:30 (CET/CEST)","4429","n/e","10138","n/e","7326","8223","287","n/e","n/e","23","228","1045","992","84","n/e","4071","367","151","5415","760","4724","33660"
"Germany (DE)","08.02.2022 14:30 - 08.02.2022 14:45 (CET/CEST)","4445","n/e","10163","n/e","7349","8290","287","n/e","n/e","23","192","389","990","26","n/e","4070","367","151","5056","748","4629","33289"
