"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Germany (DE)","01.01.2017 06:45 - 01.01.2017 07:00 (CET/CEST)","4912","n/e","13912","543","2162","4167","194","n/e","n/e","20","134","2772","1106","27","n/e","6514","536","210","0","658","3111","12582"
"Germany (DE)","01.01.2017 07:00 - 01.01.2017 07:15 (CET/CEST)","4925","n/e","13733","524","2188","4155","195","n/e","n/e","20","107","2451","1097","27","n/e","6515","540","210","0","654","3015","12661"
"Germany (DE)","01.01.2017 07:15 - 01.01.2017 07:30 (CET/CEST)","4934","n/e","13686","497","2204","4177","195","n/e","n/e","20","104","2147","1095","27","n/e","6513","539","207","1","604","2893","12614"
"Germany (DE)","01.01.2017 07:30 - 01.01.2017 07:45 (CET/CEST)","4932","n/e","13697","495","2209","4192","195","n/e","n/e","20","142","1710","1091","27","n/e","6515","526","205","1","611","2843","12745"
"Germany (DE)","01.01.2017 07:45 - 01.01.2017 08:00 (CET/CEST)","4931","n/e","13656","485","2216","4209","195","n/e","n/e","20","98","1518","1091","26","n/e","6514","544","205","1","639","2789","12922"
"Germany (DE)","01.01.2017 08:00 - 01.01.2017 08:15 (CET/CEST)","4937","n/e","13492","472","2248","4159","195","n/e","n/e","20","138","1541","1089","18","n/e","6511","557","208","21","634","2779","12913"
"Germany (DE)","01.01.2017 08:15 - 01.01.2017 08:30 (CET/CEST)","4948","n/e","13469","479","2249","4119","195","n/e","n/e","20","227","1339","1085","21","n/e","6512","552","208","86","667","2684","13009"
"Germany (DE)","01.01.2017 08:30 - 01.01.2017 08:45 (CET/CEST)","4959","n/e","13500","492","2267","4175","195","n/e","n/e","20","164","1242","1083","22","n/e","6518","562","208","276","661","2607","13072"
"Germany (DE)","01.01.2017 08:45 - 01.01.2017 09:00 (CET/CEST)","4974","n/e","13501","485","2251","4181","196","n/e","n/e","20","208","1143","1077","23","n/e","6518","569","211","660","645","2612","13131"
"Germany (DE)","01.01.2017 09:00 - 01.01.2017 09:15 (CET/CEST)","4957","n/e","13382","498","2231","4187","196","n/e","n/e","20","227","1378","1074","32","n/e","6515","579","213","1147","646","2617","13136"
"Germany (DE)","01.01.2017 09:15 - 01.01.2017 09:30 (CET/CEST)","4960","n/e","13377","509","2239","4222","195","n/e","n/e","20","145","1303","1073","36","n/e","6513","591","213","1685","656","2612","13062"
"Germany (DE)","01.01.2017 09:30 - 01.01.2017 09:45 (CET/CEST)","4972","n/e","13374","512","2239","4245","195","n/e","n/e","20","203","1199","1073","35","n/e","6513","593","210","2246","653","2591","12928"
"Germany (DE)","01.01.2017 09:45 - 01.01.2017 10:00 (CET/CEST)","4980","n/e","13349","492","2244","4271","195","n/e","n/e","20","197","1107","1073","36","n/e","6512","596","210","2923","661","2593","12745"
"Germany (DE)","01.01.2017 10:00 - 01.01.2017 10:15 (CET/CEST)","4979","n/e","13360","480","2204","4337","196","n/e","n/e","20","137","1079","1072","34","n/e","6509","599","212","3633","653","2517","12486"
"Germany (DE)","01.01.2017 10:15 - 01.01.2017 10:30 (CET/CEST)","4982","n/e","13369","500","2219","4429","195","n/e","n/e","20","151","681","1073","38","n/e","6511","602","212","4270","654","2388","12154"
"Germany (DE)","01.01.2017 10:30 - 01.01.2017 10:45 (CET/CEST)","4985","n/e","13362","523","2205","4602","195","n/e","n/e","20","132","606","1073","36","n/e","6503","605","213","4796","651","2218","11718"
"Germany (DE)","01.01.2017 10:45 - 01.01.2017 11:00 (CET/CEST)","4987","n/e","13337","539","2216","4759","195","n/e","n/e","20","59","433","1072","35","n/e","6500","608","213","5452","656","2126","11303"
"Germany (DE)","01.01.2017 11:00 - 01.01.2017 11:15 (CET/CEST)","4964","n/e","13312","544","2242","4895","195","n/e","n/e","20","35","1194","1069","31","n/e","6488","628","211","5993","699","2057","11121"
"Germany (DE)","01.01.2017 11:15 - 01.01.2017 11:30 (CET/CEST)","4978","n/e","13370","541","2252","4881","196","n/e","n/e","20","90","951","1066","40","n/e","6499","640","213","6439","697","2150","10882"
"Germany (DE)","01.01.2017 11:30 - 01.01.2017 11:45 (CET/CEST)","4987","n/e","13339","523","2250","5033","196","n/e","n/e","20","113","1096","1063","38","n/e","6496","638","213","6888","692","2259","10773"
"Germany (DE)","01.01.2017 11:45 - 01.01.2017 12:00 (CET/CEST)","4992","n/e","13357","518","2248","5162","196","n/e","n/e","19","44","1108","1060","38","n/e","6489","640","212","7274","707","2249","10538"
"Germany (DE)","01.01.2017 12:00 - 01.01.2017 12:15 (CET/CEST)","4975","n/e","13443","518","2240","5074","195","n/e","n/e","19","194","1031","1058","42","n/e","6491","635","213","7592","704","2161","10377"
"Germany (DE)","01.01.2017 12:15 - 01.01.2017 12:30 (CET/CEST)","4975","n/e","13442","537","2258","4966","195","n/e","n/e","19","159","1023","1055","42","n/e","6502","621","213","7684","704","2117","10196"
"Germany (DE)","01.01.2017 12:30 - 01.01.2017 12:45 (CET/CEST)","4976","n/e","13451","534","2247","4977","195","n/e","n/e","19","359","912","1050","48","n/e","6506","624","216","7780","704","1872","9919"
"Germany (DE)","01.01.2017 12:45 - 01.01.2017 13:00 (CET/CEST)","4978","n/e","13557","540","2257","5093","195","n/e","n/e","19","245","630","1048","45","n/e","6507","601","219","7673","708","1682","9693"
"Germany (DE)","01.01.2017 13:00 - 01.01.2017 13:15 (CET/CEST)","4984","n/e","13790","545","2236","4883","195","n/e","n/e","19","185","788","1053","49","n/e","6509","599","220","7379","713","1530","9647"
"Germany (DE)","01.01.2017 13:15 - 01.01.2017 13:30 (CET/CEST)","4985","n/e","13777","554","2222","4937","196","n/e","n/e","19","299","768","1052","44","n/e","6508","588","220","7147","709","1465","9594"
"Germany (DE)","01.01.2017 13:30 - 01.01.2017 13:45 (CET/CEST)","4976","n/e","13802","531","2218","4931","195","n/e","n/e","19","129","558","1053","47","n/e","6506","581","221","6691","713","1425","9510"
"Germany (DE)","01.01.2017 13:45 - 01.01.2017 14:00 (CET/CEST)","4983","n/e","13728","536","2212","4988","195","n/e","n/e","19","580","302","1052","46","n/e","6503","575","221","6202","713","1313","9358"
"Germany (DE)","01.01.2017 14:00 - 01.01.2017 14:15 (CET/CEST)","4977","n/e","13515","542","2219","5328","196","n/e","n/e","19","425","102","1052","46","n/e","6505","573","221","5584","703","1050","9189"
"Germany (DE)","01.01.2017 14:15 - 01.01.2017 14:30 (CET/CEST)","4980","n/e","13531","550","2212","5364","195","n/e","n/e","19","1084","53","1053","48","n/e","6511","573","221","4877","706","858","9080"
"Germany (DE)","01.01.2017 14:30 - 01.01.2017 14:45 (CET/CEST)","4983","n/e","13548","567","2193","5485","195","n/e","n/e","19","1840","53","1058","46","n/e","6514","572","224","4101","711","670","8872"
"Germany (DE)","01.01.2017 14:45 - 01.01.2017 15:00 (CET/CEST)","4990","n/e","13439","552","2228","5857","196","n/e","n/e","19","1731","54","1054","57","n/e","6510","581","224","3386","710","564","8751"
"Germany (DE)","01.01.2017 15:00 - 01.01.2017 15:15 (CET/CEST)","4986","n/e","13102","525","2269","6319","196","n/e","n/e","19","1230","122","1055","40","n/e","6512","603","224","2604","700","484","8618"
"Germany (DE)","01.01.2017 15:15 - 01.01.2017 15:30 (CET/CEST)","4990","n/e","12990","548","2268","6614","195","n/e","n/e","19","1675","50","1056","47","n/e","6515","600","225","1860","710","408","8495"
"Germany (DE)","01.01.2017 15:30 - 01.01.2017 15:45 (CET/CEST)","4994","n/e","12989","538","2275","6830","195","n/e","n/e","19","2420","42","1057","69","n/e","6509","608","224","1203","705","441","8506"
"Germany (DE)","01.01.2017 15:45 - 01.01.2017 16:00 (CET/CEST)","4996","n/e","12945","509","2295","7035","195","n/e","n/e","20","2542","42","1057","73","n/e","6502","610","224","673","713","484","8512"
"Germany (DE)","01.01.2017 16:00 - 01.01.2017 16:15 (CET/CEST)","4992","n/e","12832","480","2322","7192","195","n/e","n/e","20","937","591","1057","47","n/e","6495","618","224","304","708","556","8403"
"Germany (DE)","01.01.2017 16:15 - 01.01.2017 16:30 (CET/CEST)","4999","n/e","12897","477","2347","7263","195","n/e","n/e","20","1369","399","1056","51","n/e","6506","616","224","99","708","521","8456"
"Germany (DE)","01.01.2017 16:30 - 01.01.2017 16:45 (CET/CEST)","5003","n/e","12913","517","2358","7596","195","n/e","n/e","20","1662","163","1053","64","n/e","6507","622","225","33","704","465","8566"
"Germany (DE)","01.01.2017 16:45 - 01.01.2017 17:00 (CET/CEST)","5011","n/e","12828","506","2371","7953","195","n/e","n/e","20","2463","144","1053","69","n/e","6505","626","225","7","710","567","8638"
"Germany (DE)","01.01.2017 17:00 - 01.01.2017 17:15 (CET/CEST)","5010","n/e","12438","526","2420","8121","196","n/e","n/e","20","3794","8","1050","92","n/e","6497","629","225","0","713","590","8755"
"Germany (DE)","01.01.2017 17:15 - 01.01.2017 17:30 (CET/CEST)","5011","n/e","12409","531","2424","8077","196","n/e","n/e","20","4818","0","1050","97","n/e","6501","632","225","0","707","580","8938"
"Germany (DE)","01.01.2017 17:30 - 01.01.2017 17:45 (CET/CEST)","5013","n/e","12391","533","2420","8085","196","n/e","n/e","20","4985","1","1050","85","n/e","6496","645","224","0","702","574","9019"
"Germany (DE)","01.01.2017 17:45 - 01.01.2017 18:00 (CET/CEST)","5021","n/e","12411","542","2421","8228","196","n/e","n/e","20","4785","0","1057","102","n/e","6499","652","223","1","699","637","9097"
"Germany (DE)","01.01.2017 18:00 - 01.01.2017 18:15 (CET/CEST)","5026","n/e","12406","558","2428","8327","196","n/e","n/e","20","4653","1","1062","108","n/e","6499","648","223","0","706","785","9145"
"Germany (DE)","01.01.2017 18:15 - 01.01.2017 18:30 (CET/CEST)","5027","n/e","12419","551","2433","8378","196","n/e","n/e","20","4923","0","1064","106","n/e","6500","625","222","0","712","770","9066"
"Germany (DE)","01.01.2017 18:30 - 01.01.2017 18:45 (CET/CEST)","5015","n/e","12416","561","2425","8447","197","n/e","n/e","20","4746","1","1067","107","n/e","6500","623","219","0","703","733","9059"
"Germany (DE)","01.01.2017 18:45 - 01.01.2017 19:00 (CET/CEST)","5016","n/e","12445","519","2427","8489","197","n/e","n/e","20","4357","0","1064","107","n/e","6496","639","219","0","701","734","9069"
"Germany (DE)","01.01.2017 19:00 - 01.01.2017 19:15 (CET/CEST)","5012","n/e","12426","526","2427","8553","197","n/e","n/e","20","4455","1","1063","101","n/e","6496","649","219","0","701","750","9132"
"Germany (DE)","01.01.2017 19:15 - 01.01.2017 19:30 (CET/CEST)","5012","n/e","12413","541","2440","8578","196","n/e","n/e","20","3733","3","1063","125","n/e","6497","654","220","0","703","849","9184"
"Germany (DE)","01.01.2017 19:30 - 01.01.2017 19:45 (CET/CEST)","5012","n/e","12398","545","2449","8634","196","n/e","n/e","20","3125","4","1062","123","n/e","6497","660","219","0","699","970","9255"
"Germany (DE)","01.01.2017 19:45 - 01.01.2017 20:00 (CET/CEST)","5011","n/e","12418","545","2442","8730","196","n/e","n/e","20","2373","3","1061","118","n/e","6498","665","220","0","704","1166","9414"
"Germany (DE)","01.01.2017 20:00 - 01.01.2017 20:15 (CET/CEST)","4997","n/e","12565","531","2453","8967","196","n/e","n/e","20","2254","14","1064","116","n/e","6501","661","220","0","711","1435","9496"
"Germany (DE)","01.01.2017 20:15 - 01.01.2017 20:30 (CET/CEST)","5000","n/e","12542","518","2442","8973","196","n/e","n/e","20","1906","0","1067","135","n/e","6499","642","220","0","703","1479","9491"
"Germany (DE)","01.01.2017 20:30 - 01.01.2017 20:45 (CET/CEST)","4997","n/e","12546","516","2429","8966","196","n/e","n/e","20","1249","5","1068","122","n/e","6498","648","219","0","694","1615","9468"
"Germany (DE)","01.01.2017 20:45 - 01.01.2017 21:00 (CET/CEST)","4995","n/e","12567","460","2448","8967","196","n/e","n/e","20","906","18","1071","80","n/e","6494","651","219","0","699","1801","9428"
"Germany (DE)","01.01.2017 21:00 - 01.01.2017 21:15 (CET/CEST)","4993","n/e","12628","432","2467","9050","196","n/e","n/e","20","943","116","1072","84","n/e","6495","641","220","0","708","1927","9515"
"Germany (DE)","01.01.2017 21:15 - 01.01.2017 21:30 (CET/CEST)","4993","n/e","12577","444","2439","9067","196","n/e","n/e","20","659","140","1073","78","n/e","6494","642","219","0","708","1951","9551"
"Germany (DE)","01.01.2017 21:30 - 01.01.2017 21:45 (CET/CEST)","4987","n/e","12582","469","2425","9055","196","n/e","n/e","20","530","311","1072","75","n/e","6489","642","219","0","704","1997","9619"
"Germany (DE)","01.01.2017 21:45 - 01.01.2017 22:00 (CET/CEST)","4987","n/e","12528","484","2425","9049","197","n/e","n/e","20","625","500","1072","74","n/e","6484","638","220","0","703","2047","9792"
"Germany (DE)","01.01.2017 22:00 - 01.01.2017 22:15 (CET/CEST)","4980","n/e","12533","485","2419","9128","197","n/e","n/e","20","834","370","1074","118","n/e","6486","628","221","0","707","2246","9809"
"Germany (DE)","01.01.2017 22:15 - 01.01.2017 22:30 (CET/CEST)","4977","n/e","12523","526","2434","9033","197","n/e","n/e","20","860","420","1075","92","n/e","6477","620","222","0","712","2383","9728"
"Germany (DE)","01.01.2017 22:30 - 01.01.2017 22:45 (CET/CEST)","4981","n/e","12551","525","2447","8855","196","n/e","n/e","20","550","381","1080","65","n/e","6483","605","222","0","705","2494","9908"
"Germany (DE)","01.01.2017 22:45 - 01.01.2017 23:00 (CET/CEST)","4982","n/e","12518","510","2439","8761","197","n/e","n/e","20","437","729","1089","63","n/e","6480","601","224","0","705","2662","9938"
"Germany (DE)","01.01.2017 23:00 - 01.01.2017 23:15 (CET/CEST)","4977","n/e","12549","505","2428","8771","196","n/e","n/e","20","1616","488","1096","66","n/e","6484","580","225","0","708","2646","9635"
"Germany (DE)","01.01.2017 23:15 - 01.01.2017 23:30 (CET/CEST)","4979","n/e","12501","512","2406","8437","196","n/e","n/e","20","799","721","1099","63","n/e","6478","591","225","0","712","2638","9469"
"Germany (DE)","01.01.2017 23:30 - 01.01.2017 23:45 (CET/CEST)","4979","n/e","12531","487","2392","8112","196","n/e","n/e","21","646","1078","1101","67","n/e","6481","584","224","0","713","2740","9386"
"Germany (DE)","01.01.2017 23:45 - 02.01.2017 00:00 (CET/CEST)","4976","n/e","12562","467","2377","7630","196","n/e","n/e","20","307","1592","1101","63","n/e","6476","603","224","0","707","2824","9371"
"Germany (DE)","02.01.2017 00:00 - 02.01.2017 00:15 (CET/CEST)","4964","n/e","12878","461","2345","6587","196","n/e","n/e","21","408","1522","1107","62","n/e","6482","566","225","0","705","2862","9366"
"Germany (DE)","02.01.2017 00:15 - 02.01.2017 00:30 (CET/CEST)","4965","n/e","12969","477","2348","6286","197","n/e","n/e","21","140","1905","1112","54","n/e","6474","560","225","0","709","2914","9365"
"Germany (DE)","02.01.2017 00:30 - 02.01.2017 00:45 (CET/CEST)","4966","n/e","12967","494","2336","6115","197","n/e","n/e","21","501","2301","1114","51","n/e","6482","558","225","0","699","3010","9425"
"Germany (DE)","02.01.2017 00:45 - 02.01.2017 01:00 (CET/CEST)","4965","n/e","13023","493","2330","6026","197","n/e","n/e","21","457","2696","1114","58","n/e","6426","548","224","0","708","3048","9492"
"Germany (DE)","02.01.2017 01:00 - 02.01.2017 01:15 (CET/CEST)","4958","n/e","13267","473","2351","6072","196","n/e","n/e","21","233","1701","1110","78","n/e","6436","532","225","0","695","3036","9650"
"Germany (DE)","02.01.2017 01:15 - 02.01.2017 01:30 (CET/CEST)","4959","n/e","13244","465","2363","5867","196","n/e","n/e","21","261","1916","1108","72","n/e","6437","531","224","0","696","3047","9864"
"Germany (DE)","02.01.2017 01:30 - 02.01.2017 01:45 (CET/CEST)","4960","n/e","13292","451","2332","5907","197","n/e","n/e","21","53","2144","1108","67","n/e","6436","534","222","0","695","3009","9892"
"Germany (DE)","02.01.2017 01:45 - 02.01.2017 02:00 (CET/CEST)","4956","n/e","13376","446","2332","5785","196","n/e","n/e","21","151","2114","1105","65","n/e","6433","528","222","0","698","2872","9792"
"Germany (DE)","02.01.2017 02:00 - 02.01.2017 02:15 (CET/CEST)","4948","n/e","13948","485","2385","5475","195","n/e","n/e","21","237","1564","1103","85","n/e","6445","519","222","0","694","2787","9802"
"Germany (DE)","02.01.2017 02:15 - 02.01.2017 02:30 (CET/CEST)","4952","n/e","14140","509","2387","5471","197","n/e","n/e","21","434","2016","1102","78","n/e","6442","534","222","0","687","2720","9732"
"Germany (DE)","02.01.2017 02:30 - 02.01.2017 02:45 (CET/CEST)","4956","n/e","14153","509","2387","5362","196","n/e","n/e","21","257","2354","1098","67","n/e","6437","544","222","0","694","2596","9792"
"Germany (DE)","02.01.2017 02:45 - 02.01.2017 03:00 (CET/CEST)","4956","n/e","14241","528","2381","5334","197","n/e","n/e","21","26","2505","1096","59","n/e","6429","552","222","0","701","2488","9914"
"Germany (DE)","02.01.2017 03:00 - 02.01.2017 03:15 (CET/CEST)","4960","n/e","14420","531","2395","5570","197","n/e","n/e","21","32","2520","1093","71","n/e","6433","550","222","0","698","2500","9972"
"Germany (DE)","02.01.2017 03:15 - 02.01.2017 03:30 (CET/CEST)","4959","n/e","14389","529","2420","5572","197","n/e","n/e","21","24","2603","1098","69","n/e","6437","553","221","0","704","2470","9929"
"Germany (DE)","02.01.2017 03:30 - 02.01.2017 03:45 (CET/CEST)","4953","n/e","14377","534","2437","5678","197","n/e","n/e","21","170","2634","1098","90","n/e","6438","557","221","0","706","2314","9875"
"Germany (DE)","02.01.2017 03:45 - 02.01.2017 04:00 (CET/CEST)","4953","n/e","14378","508","2429","5817","197","n/e","n/e","20","23","2871","1096","83","n/e","6437","571","221","0","709","2300","9791"
"Germany (DE)","02.01.2017 04:00 - 02.01.2017 04:15 (CET/CEST)","4954","n/e","14183","476","2427","5902","196","n/e","n/e","20","182","2507","1096","102","n/e","6444","579","222","0","697","2229","9729"
"Germany (DE)","02.01.2017 04:15 - 02.01.2017 04:30 (CET/CEST)","4957","n/e","14059","476","2423","6127","197","n/e","n/e","20","112","2246","1095","68","n/e","6440","582","222","0","702","2006","9702"
"Germany (DE)","02.01.2017 04:30 - 02.01.2017 04:45 (CET/CEST)","4959","n/e","14040","472","2447","6630","197","n/e","n/e","20","142","1981","1091","63","n/e","6437","582","222","0","697","2063","9520"
"Germany (DE)","02.01.2017 04:45 - 02.01.2017 05:00 (CET/CEST)","4961","n/e","13998","445","2452","7265","197","n/e","n/e","20","481","2248","1086","62","n/e","6434","581","222","0","698","2119","9439"
"Germany (DE)","02.01.2017 05:00 - 02.01.2017 05:15 (CET/CEST)","4956","n/e","13591","432","2529","8056","197","n/e","n/e","20","430","2937","1083","54","n/e","6423","622","222","0","700","2081","9456"
"Germany (DE)","02.01.2017 05:15 - 02.01.2017 05:30 (CET/CEST)","4957","n/e","13559","487","2538","8618","197","n/e","n/e","20","439","3028","1080","87","n/e","6430","624","224","0","705","1976","9455"
"Germany (DE)","02.01.2017 05:30 - 02.01.2017 05:45 (CET/CEST)","4962","n/e","13577","497","2542","8995","196","n/e","n/e","20","99","2694","1082","103","n/e","6442","629","224","0","703","2009","9470"
"Germany (DE)","02.01.2017 05:45 - 02.01.2017 06:00 (CET/CEST)","4970","n/e","13684","485","2556","9424","196","n/e","n/e","20","122","1842","1081","91","n/e","6444","619","223","0","699","2084","9598"
"Germany (DE)","02.01.2017 06:00 - 02.01.2017 06:15 (CET/CEST)","4906","n/e","13807","481","2639","9856","197","n/e","n/e","20","132","2385","1081","74","n/e","6425","641","222","0","701","2093","9653"
"Germany (DE)","02.01.2017 06:15 - 02.01.2017 06:30 (CET/CEST)","4973","n/e","13893","487","2754","10299","197","n/e","n/e","20","935","1511","1082","60","n/e","6447","631","220","0","702","2108","9700"
"Germany (DE)","02.01.2017 06:30 - 02.01.2017 06:45 (CET/CEST)","4984","n/e","13921","505","2890","10985","196","n/e","n/e","19","1011","1140","1082","91","n/e","6443","641","220","0","695","2119","9655"
"Germany (DE)","02.01.2017 06:45 - 02.01.2017 07:00 (CET/CEST)","4988","n/e","13828","503","3031","11752","196","n/e","n/e","19","1196","645","1081","92","n/e","6439","653","220","0","696","1861","9661"
"Germany (DE)","02.01.2017 07:00 - 02.01.2017 07:15 (CET/CEST)","4963","n/e","13984","511","3095","12388","197","n/e","n/e","19","227","805","1075","72","n/e","6420","685","220","0","690","1575","9780"
