"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"01.01.2016 10:15 - 01.01.2016 10:30","47467","42324"
"01.01.2016 10:30 - 01.01.2016 10:45","47807","43097"
"01.01.2016 10:45 - 01.01.2016 11:00","48141","43960"
"01.01.2016 11:00 - 01.01.2016 11:15","48864","44660"
"01.01.2016 11:15 - 01.01.2016 11:30","49586","45375"
"01.01.2016 11:30 - 01.01.2016 11:45","50188","45941"
"01.01.2016 11:45 - 01.01.2016 12:00","50304","46235"
"01.01.2016 12:00 - 01.01.2016 12:15","50181","46418"
"01.01.2016 12:15 - 01.01.2016 12:30","49865","46430"
"01.01.2016 12:30 - 01.01.2016 12:45","49411","46418"
"01.01.2016 12:45 - 01.01.2016 13:00","49188","46302"
"01.01.2016 13:00 - 01.01.2016 13:15","48756","46053"
"01.01.2016 13:15 - 01.01.2016 13:30","48901","45710"
"01.01.2016 13:30 - 01.01.2016 13:45","48185","45717"
"01.01.2016 13:45 - 01.01.2016 14:00","47255","45636"
"01.01.2016 14:00 - 01.01.2016 14:15","47158","45649"
"01.01.2016 14:15 - 01.01.2016 14:30","46946","45556"
"01.01.2016 14:30 - 01.01.2016 14:45","46437","45489"
"01.01.2016 14:45 - 01.01.2016 15:00","47132","45223"
"01.01.2016 15:00 - 01.01.2016 15:15","46196","45795"
"01.01.2016 15:15 - 01.01.2016 15:30","46702","45972"
"01.01.2016 15:30 - 01.01.2016 15:45","45996","46172"
"01.01.2016 15:45 - 01.01.2016 16:00","46186","46320"
"01.01.2016 16:00 - 01.01.2016 16:15","46495","47108"
"01.01.2016 16:15 - 01.01.2016 16:30","47308","48035"
"01.01.2016 16:30 - 01.01.2016 16:45","48005","49215"
"01.01.2016 16:45 - 01.01.2016 17:00","49453","50389"
"01.01.2016 17:00 - 01.01.2016 17:15","50309","51453"
"01.01.2016 17:15 - 01.01.2016 17:30","50529","52047"
"01.01.2016 17:30 - 01.01.2016 17:45","51361","52517"
"01.01.2016 17:45 - 01.01.2016 18:00","51044","52659"
"01.01.2016 18:00 - 01.01.2016 18:15","51346","53065"
"01.01.2016 18:15 - 01.01.2016 18:30","51555","52934"
"01.01.2016 18:30 - 01.01.2016 18:45","51412","52998"
"01.01.2016 18:45 - 01.01.2016 19:00","51130","52563"
"01.01.2016 19:00 - 01.01.2016 19:15","50914","52443"
"01.01.2016 19:15 - 01.01.2016 19:30","49790","51798"
"01.01.2016 19:30 - 01.01.2016 19:45","49617","51413"
"01.01.2016 19:45 - 01.01.2016 20:00","49073","50730"
"01.01.2016 20:00 - 01.01.2016 20:15","47743","50659"
"01.01.2016 20:15 - 01.01.2016 20:30","47058","50032"
"01.01.2016 20:30 - 01.01.2016 20:45","46237","49258"
"01.01.2016 20:45 - 01.01.2016 21:00","45752","48781"
"01.01.2016 21:00 - 01.01.2016 21:15","45265","48743"
"01.01.2016 21:15 - 01.01.2016 21:30","45094","48436"
"01.01.2016 21:30 - 01.01.2016 21:45","44471","48101"
"01.01.2016 21:45 - 01.01.2016 22:00","44529","47964"
"01.01.2016 22:00 - 01.01.2016 22:15","46717","48637"
"01.01.2016 22:15 - 01.01.2016 22:30","46567","48145"
"01.01.2016 22:30 - 01.01.2016 22:45","46047","47401"
"01.01.2016 22:45 - 01.01.2016 23:00","45296","46769"
"01.01.2016 23:00 - 01.01.2016 23:15","44583","45700"
"01.01.2016 23:15 - 01.01.2016 23:30","44041","44872"
"01.01.2016 23:30 - 01.01.2016 23:45","42882","44058"
"01.01.2016 23:45 - 02.01.2016 00:00","42154","43259"
"02.01.2016 00:00 - 02.01.2016 00:15","40271","42520"
"02.01.2016 00:15 - 02.01.2016 00:30","40239","41552"
"02.01.2016 00:30 - 02.01.2016 00:45","39889","41161"
"02.01.2016 00:45 - 02.01.2016 01:00","39590","40709"
"02.01.2016 01:00 - 02.01.2016 01:15","39343","40132"
"02.01.2016 01:15 - 02.01.2016 01:30","38719","39506"
"02.01.2016 01:30 - 02.01.2016 01:45","38790","39371"
"02.01.2016 01:45 - 02.01.2016 02:00","38565","39154"
"02.01.2016 02:00 - 02.01.2016 02:15","38325","38895"
"02.01.2016 02:15 - 02.01.2016 02:30","37484","38781"
"02.01.2016 02:30 - 02.01.2016 02:45","37764","38653"
"02.01.2016 02:45 - 02.01.2016 03:00","37469","38507"
"02.01.2016 03:00 - 02.01.2016 03:15","37546","38469"
"02.01.2016 03:15 - 02.01.2016 03:30","37074","38427"
"02.01.2016 03:30 - 02.01.2016 03:45","37074","38413"
"02.01.2016 03:45 - 02.01.2016 04:00","37320","38581"
"02.01.2016 04:00 - 02.01.2016 04:15","36827","38972"
"02.01.2016 04:15 - 02.01.2016 04:30","37584","39013"
"02.01.2016 04:30 - 02.01.2016 04:45","36746","39229"
"02.01.2016 04:45 - 02.01.2016 05:00","36820","39484"
"02.01.2016 05:00 - 02.01.2016 05:15","37007","39769"
"02.01.2016 05:15 - 02.01.2016 05:30","36606","39854"
"02.01.2016 05:30 - 02.01.2016 05:45","36732","39996"
"02.01.2016 05:45 - 02.01.2016 06:00","36746","40237"
"02.01.2016 06:00 - 02.01.2016 06:15","36388","40479"
"02.01.2016 06:15 - 02.01.2016 06:30","35902","40557"
"02.01.2016 06:30 - 02.01.2016 06:45","36371","41012"
"02.01.2016 06:45 - 02.01.2016 07:00","37091","41681"
"02.01.2016 07:00 - 02.01.2016 07:15","37640","42748"
"02.01.2016 07:15 - 02.01.2016 07:30","38186","43429"
"02.01.2016 07:30 - 02.01.2016 07:45","39570","44142"
"02.01.2016 07:45 - 02.01.2016 08:00","40211","45386"
"02.01.2016 08:00 - 02.01.2016 08:15","41071","46598"
"02.01.2016 08:15 - 02.01.2016 08:30","41168","47510"
"02.01.2016 08:30 - 02.01.2016 08:45","42081","48019"
"02.01.2016 08:45 - 02.01.2016 09:00","42614","48919"
"02.01.2016 09:00 - 02.01.2016 09:15","43595","50432"
"02.01.2016 09:15 - 02.01.2016 09:30","44506","51025"
"02.01.2016 09:30 - 02.01.2016 09:45","44963","51860"
"02.01.2016 09:45 - 02.01.2016 10:00","45907","52544"
"02.01.2016 10:00 - 02.01.2016 10:15","46135","53313"
"02.01.2016 10:15 - 02.01.2016 10:30","46861","53681"
"02.01.2016 10:30 - 02.01.2016 10:45","46943","54017"
"02.01.2016 10:45 - 02.01.2016 11:00","47154","54351"
"02.01.2016 11:00 - 02.01.2016 11:15","47968","55003"
"02.01.2016 11:15 - 02.01.2016 11:30","48275","55600"
"02.01.2016 11:30 - 02.01.2016 11:45","48984","56149"
"02.01.2016 11:45 - 02.01.2016 12:00","49055","56379"
"02.01.2016 12:00 - 02.01.2016 12:15","48913","56426"
"02.01.2016 12:15 - 02.01.2016 12:30","48461","56374"
"02.01.2016 12:30 - 02.01.2016 12:45","48227","56404"
"02.01.2016 12:45 - 02.01.2016 13:00","48154","56070"
"02.01.2016 13:00 - 02.01.2016 13:15","47321","55974"
"02.01.2016 13:15 - 02.01.2016 13:30","47141","55605"
"02.01.2016 13:30 - 02.01.2016 13:45","46856","55420"
"02.01.2016 13:45 - 02.01.2016 14:00","46226","55242"
"02.01.2016 14:00 - 02.01.2016 14:15","45825","55213"
"02.01.2016 14:15 - 02.01.2016 14:30","45218","55046"
"02.01.2016 14:30 - 02.01.2016 14:45","45034","54875"
"02.01.2016 14:45 - 02.01.2016 15:00","45050","54745"
"02.01.2016 15:00 - 02.01.2016 15:15","44934","55031"
"02.01.2016 15:15 - 02.01.2016 15:30","45434","55099"
"02.01.2016 15:30 - 02.01.2016 15:45","44663","55169"
"02.01.2016 15:45 - 02.01.2016 16:00","45169","55309"
"02.01.2016 16:00 - 02.01.2016 16:15","44804","55957"
"02.01.2016 16:15 - 02.01.2016 16:30","46263","56518"
"02.01.2016 16:30 - 02.01.2016 16:45","47354","57363"
"02.01.2016 16:45 - 02.01.2016 17:00","48520","58353"
"02.01.2016 17:00 - 02.01.2016 17:15","49979","59297"
"02.01.2016 17:15 - 02.01.2016 17:30","50476","59957"
"02.01.2016 17:30 - 02.01.2016 17:45","51457","60350"
"02.01.2016 17:45 - 02.01.2016 18:00","51466","60635"
"02.01.2016 18:00 - 02.01.2016 18:15","51731","60779"
"02.01.2016 18:15 - 02.01.2016 18:30","52246","60718"
"02.01.2016 18:30 - 02.01.2016 18:45","51895","60357"
"02.01.2016 18:45 - 02.01.2016 19:00","51359","59871"
"02.01.2016 19:00 - 02.01.2016 19:15","51694","59718"
"02.01.2016 19:15 - 02.01.2016 19:30","50474","59095"
"02.01.2016 19:30 - 02.01.2016 19:45","50121","58650"
"02.01.2016 19:45 - 02.01.2016 20:00","50321","58073"
"02.01.2016 20:00 - 02.01.2016 20:15","48964","56900"
"02.01.2016 20:15 - 02.01.2016 20:30","47766","55597"
"02.01.2016 20:30 - 02.01.2016 20:45","47190","54574"
"02.01.2016 20:45 - 02.01.2016 21:00","46000","53824"
"02.01.2016 21:00 - 02.01.2016 21:15","45959","53349"
"02.01.2016 21:15 - 02.01.2016 21:30","45187","52945"
"02.01.2016 21:30 - 02.01.2016 21:45","45138","52477"
"02.01.2016 21:45 - 02.01.2016 22:00","45007","52331"
"02.01.2016 22:00 - 02.01.2016 22:15","45420","52950"
"02.01.2016 22:15 - 02.01.2016 22:30","45927","52541"
"02.01.2016 22:30 - 02.01.2016 22:45","45306","52121"
"02.01.2016 22:45 - 02.01.2016 23:00","44773","51251"
"02.01.2016 23:00 - 02.01.2016 23:15","44100","50428"
"02.01.2016 23:15 - 02.01.2016 23:30","43727","49761"
"02.01.2016 23:30 - 02.01.2016 23:45","42423","48793"
"02.01.2016 23:45 - 03.01.2016 00:00","41373","47858"
"03.01.2016 00:00 - 03.01.2016 00:15","40019","47139"
"03.01.2016 00:15 - 03.01.2016 00:30","39347","46284"
"03.01.2016 00:30 - 03.01.2016 00:45","38919","45495"
"03.01.2016 00:45 - 03.01.2016 01:00","38448","44816"
"03.01.2016 01:00 - 03.01.2016 01:15","38007","43965"
"03.01.2016 01:15 - 03.01.2016 01:30","37516","43542"
"03.01.2016 01:30 - 03.01.2016 01:45","37409","42940"
"03.01.2016 01:45 - 03.01.2016 02:00","37156","42556"
"03.01.2016 02:00 - 03.01.2016 02:15","36786","42484"
"03.01.2016 02:15 - 03.01.2016 02:30","36517","42116"
"03.01.2016 02:30 - 03.01.2016 02:45","36317","41804"
"03.01.2016 02:45 - 03.01.2016 03:00","35943","41696"
"03.01.2016 03:00 - 03.01.2016 03:15","35860","41611"
"03.01.2016 03:15 - 03.01.2016 03:30","35824","41596"
"03.01.2016 03:30 - 03.01.2016 03:45","35846","41554"
"03.01.2016 03:45 - 03.01.2016 04:00","35653","41419"
"03.01.2016 04:00 - 03.01.2016 04:15","35724","41515"
"03.01.2016 04:15 - 03.01.2016 04:30","35832","41438"
"03.01.2016 04:30 - 03.01.2016 04:45","35441","41529"
"03.01.2016 04:45 - 03.01.2016 05:00","35617","41368"
"03.01.2016 05:00 - 03.01.2016 05:15","35611","41468"
"03.01.2016 05:15 - 03.01.2016 05:30","35205","41166"
"03.01.2016 05:30 - 03.01.2016 05:45","34932","40989"
"03.01.2016 05:45 - 03.01.2016 06:00","34333","40634"
"03.01.2016 06:00 - 03.01.2016 06:15","33778","40139"
"03.01.2016 06:15 - 03.01.2016 06:30","33538","40310"
"03.01.2016 06:30 - 03.01.2016 06:45","33917","40613"
"03.01.2016 06:45 - 03.01.2016 07:00","33732","40884"
"03.01.2016 07:00 - 03.01.2016 07:15","34937","41364"
"03.01.2016 07:15 - 03.01.2016 07:30","35104","41654"
"03.01.2016 07:30 - 03.01.2016 07:45","35888","42548"
"03.01.2016 07:45 - 03.01.2016 08:00","36631","43149"
"03.01.2016 08:00 - 03.01.2016 08:15","37132","43859"
"03.01.2016 08:15 - 03.01.2016 08:30","37792","44570"
"03.01.2016 08:30 - 03.01.2016 08:45","38237","45176"
"03.01.2016 08:45 - 03.01.2016 09:00","39122","45929"
"03.01.2016 09:00 - 03.01.2016 09:15","40224","46899"
"03.01.2016 09:15 - 03.01.2016 09:30","40930","47705"
"03.01.2016 09:30 - 03.01.2016 09:45","41508","48636"
"03.01.2016 09:45 - 03.01.2016 10:00","42375","49635"
"03.01.2016 10:00 - 03.01.2016 10:15","42784","50242"
"03.01.2016 10:15 - 03.01.2016 10:30","43810","50892"
"03.01.2016 10:30 - 03.01.2016 10:45","44165","51438"
"03.01.2016 10:45 - 03.01.2016 11:00","44669","52245"
"03.01.2016 11:00 - 03.01.2016 11:15","45200","52983"
"03.01.2016 11:15 - 03.01.2016 11:30","45919","53884"
"03.01.2016 11:30 - 03.01.2016 11:45","46458","54693"
"03.01.2016 11:45 - 03.01.2016 12:00","46449","54768"
"03.01.2016 12:00 - 03.01.2016 12:15","46657","54746"
"03.01.2016 12:15 - 03.01.2016 12:30","46203","54622"
"03.01.2016 12:30 - 03.01.2016 12:45","46017","54247"
"03.01.2016 12:45 - 03.01.2016 13:00","45467","53755"
"03.01.2016 13:00 - 03.01.2016 13:15","44970","53430"
"03.01.2016 13:15 - 03.01.2016 13:30","44481","53059"
"03.01.2016 13:30 - 03.01.2016 13:45","44105","52813"
"03.01.2016 13:45 - 03.01.2016 14:00","43878","52122"
"03.01.2016 14:00 - 03.01.2016 14:15","43422","51928"
"03.01.2016 14:15 - 03.01.2016 14:30","43276","51683"
"03.01.2016 14:30 - 03.01.2016 14:45","43545","51367"
"03.01.2016 14:45 - 03.01.2016 15:00","42710","50991"
"03.01.2016 15:00 - 03.01.2016 15:15","42750","51318"
"03.01.2016 15:15 - 03.01.2016 15:30","42349","51221"
"03.01.2016 15:30 - 03.01.2016 15:45","42750","51350"
"03.01.2016 15:45 - 03.01.2016 16:00","43171","51370"
"03.01.2016 16:00 - 03.01.2016 16:15","43113","51765"
"03.01.2016 16:15 - 03.01.2016 16:30","43776","52470"
"03.01.2016 16:30 - 03.01.2016 16:45","44656","53576"
"03.01.2016 16:45 - 03.01.2016 17:00","45437","54881"
"03.01.2016 17:00 - 03.01.2016 17:15","46805","56431"
"03.01.2016 17:15 - 03.01.2016 17:30","47980","57216"
"03.01.2016 17:30 - 03.01.2016 17:45","48876","57549"
"03.01.2016 17:45 - 03.01.2016 18:00","48751","57988"
"03.01.2016 18:00 - 03.01.2016 18:15","48904","58362"
"03.01.2016 18:15 - 03.01.2016 18:30","49161","58053"
"03.01.2016 18:30 - 03.01.2016 18:45","48945","57802"
"03.01.2016 18:45 - 03.01.2016 19:00","48345","57793"
"03.01.2016 19:00 - 03.01.2016 19:15","49398","57563"
"03.01.2016 19:15 - 03.01.2016 19:30","48359","57158"
"03.01.2016 19:30 - 03.01.2016 19:45","48318","56550"
"03.01.2016 19:45 - 03.01.2016 20:00","47888","56166"
"03.01.2016 20:00 - 03.01.2016 20:15","47442","55993"
"03.01.2016 20:15 - 03.01.2016 20:30","46349","55085"
"03.01.2016 20:30 - 03.01.2016 20:45","46076","54174"
"03.01.2016 20:45 - 03.01.2016 21:00","45487","53293"
"03.01.2016 21:00 - 03.01.2016 21:15","45322","53492"
"03.01.2016 21:15 - 03.01.2016 21:30","45047","53132"
"03.01.2016 21:30 - 03.01.2016 21:45","44982","52716"
"03.01.2016 21:45 - 03.01.2016 22:00","44877","52859"
"03.01.2016 22:00 - 03.01.2016 22:15","45635","53871"
"03.01.2016 22:15 - 03.01.2016 22:30","45761","53302"
"03.01.2016 22:30 - 03.01.2016 22:45","44887","52343"
"03.01.2016 22:45 - 03.01.2016 23:00","44115","51589"
"03.01.2016 23:00 - 03.01.2016 23:15","43573","50774"
"03.01.2016 23:15 - 03.01.2016 23:30","43124","50225"
"03.01.2016 23:30 - 03.01.2016 23:45","42143","49415"
"03.01.2016 23:45 - 04.01.2016 00:00","41478","48357"
"04.01.2016 00:00 - 04.01.2016 00:15","39862","48108"
"04.01.2016 00:15 - 04.01.2016 00:30","39990","47160"
"04.01.2016 00:30 - 04.01.2016 00:45","39559","46604"
"04.01.2016 00:45 - 04.01.2016 01:00","39140","46143"
"04.01.2016 01:00 - 04.01.2016 01:15","38838","45557"
"04.01.2016 01:15 - 04.01.2016 01:30","38545","45278"
"04.01.2016 01:30 - 04.01.2016 01:45","38253","44983"
"04.01.2016 01:45 - 04.01.2016 02:00","38027","44622"
"04.01.2016 02:00 - 04.01.2016 02:15","37873","44256"
"04.01.2016 02:15 - 04.01.2016 02:30","37611","44070"
"04.01.2016 02:30 - 04.01.2016 02:45","37501","43938"
"04.01.2016 02:45 - 04.01.2016 03:00","37406","43981"
"04.01.2016 03:00 - 04.01.2016 03:15","37663","43891"
"04.01.2016 03:15 - 04.01.2016 03:30","37378","44045"
"04.01.2016 03:30 - 04.01.2016 03:45","37572","44041"
"04.01.2016 03:45 - 04.01.2016 04:00","37399","44400"
"04.01.2016 04:00 - 04.01.2016 04:15","37596","44892"
"04.01.2016 04:15 - 04.01.2016 04:30","38339","45316"
"04.01.2016 04:30 - 04.01.2016 04:45","38200","45729"
"04.01.2016 04:45 - 04.01.2016 05:00","38604","46207"
"04.01.2016 05:00 - 04.01.2016 05:15","39574","47363"
"04.01.2016 05:15 - 04.01.2016 05:30","39424","48030"
"04.01.2016 05:30 - 04.01.2016 05:45","40160","49107"
"04.01.2016 05:45 - 04.01.2016 06:00","41004","50214"
"04.01.2016 06:00 - 04.01.2016 06:15","42531","52359"
"04.01.2016 06:15 - 04.01.2016 06:30","43391","54351"
"04.01.2016 06:30 - 04.01.2016 06:45","44734","55907"
"04.01.2016 06:45 - 04.01.2016 07:00","46476","56792"
"04.01.2016 07:00 - 04.01.2016 07:15","47140","58843"
"04.01.2016 07:15 - 04.01.2016 07:30","48284","60244"
"04.01.2016 07:30 - 04.01.2016 07:45","50382","61615"
"04.01.2016 07:45 - 04.01.2016 08:00","51033","62842"
"04.01.2016 08:00 - 04.01.2016 08:15","51757","63897"
"04.01.2016 08:15 - 04.01.2016 08:30","51669","64589"
"04.01.2016 08:30 - 04.01.2016 08:45","52220","64894"
"04.01.2016 08:45 - 04.01.2016 09:00","52336","65200"
"04.01.2016 09:00 - 04.01.2016 09:15","52798","65523"
"04.01.2016 09:15 - 04.01.2016 09:30","53064","65967"
"04.01.2016 09:30 - 04.01.2016 09:45","53373","66329"
"04.01.2016 09:45 - 04.01.2016 10:00","53813","66469"
"04.01.2016 10:00 - 04.01.2016 10:15","53787","66896"
"04.01.2016 10:15 - 04.01.2016 10:30","54188","67077"
"04.01.2016 10:30 - 04.01.2016 10:45","54595","67314"
"04.01.2016 10:45 - 04.01.2016 11:00","54724","67736"
"04.01.2016 11:00 - 04.01.2016 11:15","55121","67980"
"04.01.2016 11:15 - 04.01.2016 11:30","55066","68526"
"04.01.2016 11:30 - 04.01.2016 11:45","55604","68966"
"04.01.2016 11:45 - 04.01.2016 12:00","55866","68986"
"04.01.2016 12:00 - 04.01.2016 12:15","55616","68749"
"04.01.2016 12:15 - 04.01.2016 12:30","55360","68600"
"04.01.2016 12:30 - 04.01.2016 12:45","55704","68629"
"04.01.2016 12:45 - 04.01.2016 13:00","55645","68635"
"04.01.2016 13:00 - 04.01.2016 13:15","55495","68598"
"04.01.2016 13:15 - 04.01.2016 13:30","55513","68280"
"04.01.2016 13:30 - 04.01.2016 13:45","55411","67863"
"04.01.2016 13:45 - 04.01.2016 14:00","55263","67353"
"04.01.2016 14:00 - 04.01.2016 14:15","54957","67196"
"04.01.2016 14:15 - 04.01.2016 14:30","54625","66872"
"04.01.2016 14:30 - 04.01.2016 14:45","55014","66659"
"04.01.2016 14:45 - 04.01.2016 15:00","54187","66477"
"04.01.2016 15:00 - 04.01.2016 15:15","54995","66576"
"04.01.2016 15:15 - 04.01.2016 15:30","54528","66273"
"04.01.2016 15:30 - 04.01.2016 15:45","54474","66188"
"04.01.2016 15:45 - 04.01.2016 16:00","54411","66030"
"04.01.2016 16:00 - 04.01.2016 16:15","53522","66231"
"04.01.2016 16:15 - 04.01.2016 16:30","54725","66679"
"04.01.2016 16:30 - 04.01.2016 16:45","55499","67587"
"04.01.2016 16:45 - 04.01.2016 17:00","56257","68772"
"04.01.2016 17:00 - 04.01.2016 17:15","56735","69896"
"04.01.2016 17:15 - 04.01.2016 17:30","57834","70580"
"04.01.2016 17:30 - 04.01.2016 17:45","57906","71101"
"04.01.2016 17:45 - 04.01.2016 18:00","58191","71250"
"04.01.2016 18:00 - 04.01.2016 18:15","57553","70974"
"04.01.2016 18:15 - 04.01.2016 18:30","57836","70797"
"04.01.2016 18:30 - 04.01.2016 18:45","57457","70674"
"04.01.2016 18:45 - 04.01.2016 19:00","57177","70628"
"04.01.2016 19:00 - 04.01.2016 19:15","58293","70136"
"04.01.2016 19:15 - 04.01.2016 19:30","56059","69372"
"04.01.2016 19:30 - 04.01.2016 19:45","55548","68489"
"04.01.2016 19:45 - 04.01.2016 20:00","55520","67801"
"04.01.2016 20:00 - 04.01.2016 20:15","54796","66651"
"04.01.2016 20:15 - 04.01.2016 20:30","53460","65139"
"04.01.2016 20:30 - 04.01.2016 20:45","52336","64029"
"04.01.2016 20:45 - 04.01.2016 21:00","51790","63191"
"04.01.2016 21:00 - 04.01.2016 21:15","51876","62635"
"04.01.2016 21:15 - 04.01.2016 21:30","51493","62054"
"04.01.2016 21:30 - 04.01.2016 21:45","50678","61359"
"04.01.2016 21:45 - 04.01.2016 22:00","50783","60541"
"04.01.2016 22:00 - 04.01.2016 22:15","49911","60596"
"04.01.2016 22:15 - 04.01.2016 22:30","50347","59926"
"04.01.2016 22:30 - 04.01.2016 22:45","49505","58880"
"04.01.2016 22:45 - 04.01.2016 23:00","48403","57877"
"04.01.2016 23:00 - 04.01.2016 23:15","47224","56602"
"04.01.2016 23:15 - 04.01.2016 23:30","46471","55598"
"04.01.2016 23:30 - 04.01.2016 23:45","45951","54732"
"04.01.2016 23:45 - 05.01.2016 00:00","44871","53997"
"05.01.2016 00:00 - 05.01.2016 00:15","45537","53240"
"05.01.2016 00:15 - 05.01.2016 00:30","45420","52477"
"05.01.2016 00:30 - 05.01.2016 00:45","44790","51808"
"05.01.2016 00:45 - 05.01.2016 01:00","44900","51119"
"05.01.2016 01:00 - 05.01.2016 01:15","44005","50509"
"05.01.2016 01:15 - 05.01.2016 01:30","43688","49906"
"05.01.2016 01:30 - 05.01.2016 01:45","43479","49534"
"05.01.2016 01:45 - 05.01.2016 02:00","43326","49525"
"05.01.2016 02:00 - 05.01.2016 02:15","43318","49009"
"05.01.2016 02:15 - 05.01.2016 02:30","42933","48754"
"05.01.2016 02:30 - 05.01.2016 02:45","42822","48728"
"05.01.2016 02:45 - 05.01.2016 03:00","42756","48968"
"05.01.2016 03:00 - 05.01.2016 03:15","42973","48993"
"05.01.2016 03:15 - 05.01.2016 03:30","43026","49086"
"05.01.2016 03:30 - 05.01.2016 03:45","42992","49403"
"05.01.2016 03:45 - 05.01.2016 04:00","43417","49461"
"05.01.2016 04:00 - 05.01.2016 04:15","43277","49645"
"05.01.2016 04:15 - 05.01.2016 04:30","43969","49706"
"05.01.2016 04:30 - 05.01.2016 04:45","43572","50087"
"05.01.2016 04:45 - 05.01.2016 05:00","43973","50243"
"05.01.2016 05:00 - 05.01.2016 05:15","45182","51704"
"05.01.2016 05:15 - 05.01.2016 05:30","45118","52303"
"05.01.2016 05:30 - 05.01.2016 05:45","46013","53004"
"05.01.2016 05:45 - 05.01.2016 06:00","46379","53939"
"05.01.2016 06:00 - 05.01.2016 06:15","48455","55634"
"05.01.2016 06:15 - 05.01.2016 06:30","49624","57553"
"05.01.2016 06:30 - 05.01.2016 06:45","51120","59262"
"05.01.2016 06:45 - 05.01.2016 07:00","52353","60431"
"05.01.2016 07:00 - 05.01.2016 07:15","53652","62200"
"05.01.2016 07:15 - 05.01.2016 07:30","53059","63429"
"05.01.2016 07:30 - 05.01.2016 07:45","53678","64615"
"05.01.2016 07:45 - 05.01.2016 08:00","54739","65744"
"05.01.2016 08:00 - 05.01.2016 08:15","55283","66521"
"05.01.2016 08:15 - 05.01.2016 08:30","55417","66731"
"05.01.2016 08:30 - 05.01.2016 08:45","55624","67168"
"05.01.2016 08:45 - 05.01.2016 09:00","55738","67487"
"05.01.2016 09:00 - 05.01.2016 09:15","55943","67316"
"05.01.2016 09:15 - 05.01.2016 09:30","56231","67470"
"05.01.2016 09:30 - 05.01.2016 09:45","56467","67841"
"05.01.2016 09:45 - 05.01.2016 10:00","56952","68152"
"05.01.2016 10:00 - 05.01.2016 10:15","56946","68466"
"05.01.2016 10:15 - 05.01.2016 10:30","57213","68508"
"05.01.2016 10:30 - 05.01.2016 10:45","57494","68828"
"05.01.2016 10:45 - 05.01.2016 11:00","57625","69212"
"05.01.2016 11:00 - 05.01.2016 11:15","57745","69558"
"05.01.2016 11:15 - 05.01.2016 11:30","58464","69872"
"05.01.2016 11:30 - 05.01.2016 11:45","58541","70336"
"05.01.2016 11:45 - 05.01.2016 12:00","58628","70207"
"05.01.2016 12:00 - 05.01.2016 12:15","59218","70256"
