"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"24.04.2016 19:30 - 24.04.2016 19:45","49584","50311"
"24.04.2016 19:45 - 24.04.2016 20:00","48908","50363"
"24.04.2016 20:00 - 24.04.2016 20:15","49481","50389"
"24.04.2016 20:15 - 24.04.2016 20:30","49279","50458"
"24.04.2016 20:30 - 24.04.2016 20:45","48436","50454"
"24.04.2016 20:45 - 24.04.2016 21:00","48690","50953"
"24.04.2016 21:00 - 24.04.2016 21:15","48175","51403"
"24.04.2016 21:15 - 24.04.2016 21:30","48067","50956"
"24.04.2016 21:30 - 24.04.2016 21:45","47933","50896"
"24.04.2016 21:45 - 24.04.2016 22:00","48248","51048"
"24.04.2016 22:00 - 24.04.2016 22:15","48368","51482"
"24.04.2016 22:15 - 24.04.2016 22:30","47944","50955"
"24.04.2016 22:30 - 24.04.2016 22:45","46986","50057"
"24.04.2016 22:45 - 24.04.2016 23:00","45966","49600"
"24.04.2016 23:00 - 24.04.2016 23:15","44653","48623"
"24.04.2016 23:15 - 24.04.2016 23:30","43623","47918"
"24.04.2016 23:30 - 24.04.2016 23:45","42817","47171"
"24.04.2016 23:45 - 25.04.2016 00:00","41857","46249"
"25.04.2016 00:00 - 25.04.2016 00:15","41086","45497"
"25.04.2016 00:15 - 25.04.2016 00:30","40747","44824"
"25.04.2016 00:30 - 25.04.2016 00:45","40280","44567"
"25.04.2016 00:45 - 25.04.2016 01:00","39842","44023"
"25.04.2016 01:00 - 25.04.2016 01:15","39319","43475"
"25.04.2016 01:15 - 25.04.2016 01:30","39026","43142"
"25.04.2016 01:30 - 25.04.2016 01:45","38852","43233"
"25.04.2016 01:45 - 25.04.2016 02:00","38664","42737"
"25.04.2016 02:00 - 25.04.2016 02:15","38517","42606"
"25.04.2016 02:15 - 25.04.2016 02:30","38326","42540"
"25.04.2016 02:30 - 25.04.2016 02:45","38405","42685"
"25.04.2016 02:45 - 25.04.2016 03:00","38501","42818"
"25.04.2016 03:00 - 25.04.2016 03:15","38775","43167"
"25.04.2016 03:15 - 25.04.2016 03:30","38704","43377"
"25.04.2016 03:30 - 25.04.2016 03:45","39267","43600"
"25.04.2016 03:45 - 25.04.2016 04:00","39173","43970"
"25.04.2016 04:00 - 25.04.2016 04:15","40016","44590"
"25.04.2016 04:15 - 25.04.2016 04:30","40457","44948"
"25.04.2016 04:30 - 25.04.2016 04:45","41059","45648"
"25.04.2016 04:45 - 25.04.2016 05:00","41677","46228"
"25.04.2016 05:00 - 25.04.2016 05:15","43521","47573"
"25.04.2016 05:15 - 25.04.2016 05:30","43761","48478"
"25.04.2016 05:30 - 25.04.2016 05:45","45520","50068"
"25.04.2016 05:45 - 25.04.2016 06:00","47207","51495"
"25.04.2016 06:00 - 25.04.2016 06:15","50173","54804"
"25.04.2016 06:15 - 25.04.2016 06:30","52468","56980"
"25.04.2016 06:30 - 25.04.2016 06:45","54312","59045"
"25.04.2016 06:45 - 25.04.2016 07:00","55654","60409"
"25.04.2016 07:00 - 25.04.2016 07:15","57347","62438"
"25.04.2016 07:15 - 25.04.2016 07:30","58625","63517"
"25.04.2016 07:30 - 25.04.2016 07:45","59918","64527"
"25.04.2016 07:45 - 25.04.2016 08:00","60437","65345"
"25.04.2016 08:00 - 25.04.2016 08:15","61536","66462"
"25.04.2016 08:15 - 25.04.2016 08:30","61877","66770"
"25.04.2016 08:30 - 25.04.2016 08:45","62304","67087"
"25.04.2016 08:45 - 25.04.2016 09:00","62711","67324"
"25.04.2016 09:00 - 25.04.2016 09:15","62601","67491"
"25.04.2016 09:15 - 25.04.2016 09:30","62969","68153"
"25.04.2016 09:30 - 25.04.2016 09:45","63442","68292"
"25.04.2016 09:45 - 25.04.2016 10:00","63625","68735"
"25.04.2016 10:00 - 25.04.2016 10:15","63812","69154"
"25.04.2016 10:15 - 25.04.2016 10:30","63996","69485"
"25.04.2016 10:30 - 25.04.2016 10:45","64241","69796"
"25.04.2016 10:45 - 25.04.2016 11:00","64605","70116"
"25.04.2016 11:00 - 25.04.2016 11:15","64930","70218"
"25.04.2016 11:15 - 25.04.2016 11:30","65194","70669"
"25.04.2016 11:30 - 25.04.2016 11:45","65597","70960"
"25.04.2016 11:45 - 25.04.2016 12:00","65686","70984"
"25.04.2016 12:00 - 25.04.2016 12:15","64132","70199"
"25.04.2016 12:15 - 25.04.2016 12:30","63695","69968"
"25.04.2016 12:30 - 25.04.2016 12:45","64340","70397"
"25.04.2016 12:45 - 25.04.2016 13:00","63187","70518"
"25.04.2016 13:00 - 25.04.2016 13:15","64081","70550"
"25.04.2016 13:15 - 25.04.2016 13:30","63636","70176"
"25.04.2016 13:30 - 25.04.2016 13:45","63157","69801"
"25.04.2016 13:45 - 25.04.2016 14:00","63607","68681"
"25.04.2016 14:00 - 25.04.2016 14:15","62939","68409"
"25.04.2016 14:15 - 25.04.2016 14:30","62412","68615"
"25.04.2016 14:30 - 25.04.2016 14:45","62087","68319"
"25.04.2016 14:45 - 25.04.2016 15:00","61519","67837"
"25.04.2016 15:00 - 25.04.2016 15:15","61982","67909"
"25.04.2016 15:15 - 25.04.2016 15:30","62127","67465"
"25.04.2016 15:30 - 25.04.2016 15:45","61669","67201"
"25.04.2016 15:45 - 25.04.2016 16:00","61446","66812"
"25.04.2016 16:00 - 25.04.2016 16:15","60193","66240"
"25.04.2016 16:15 - 25.04.2016 16:30","60213","66028"
"25.04.2016 16:30 - 25.04.2016 16:45","59526","65872"
"25.04.2016 16:45 - 25.04.2016 17:00","60232","65560"
"25.04.2016 17:00 - 25.04.2016 17:15","59863","65367"
"25.04.2016 17:15 - 25.04.2016 17:30","60092","65471"
"25.04.2016 17:30 - 25.04.2016 17:45","59503","65371"
"25.04.2016 17:45 - 25.04.2016 18:00","60405","65269"
"25.04.2016 18:00 - 25.04.2016 18:15","59498","65158"
"25.04.2016 18:15 - 25.04.2016 18:30","59192","64773"
"25.04.2016 18:30 - 25.04.2016 18:45","59660","65066"
"25.04.2016 18:45 - 25.04.2016 19:00","59681","65072"
"25.04.2016 19:00 - 25.04.2016 19:15","59176","65007"
"25.04.2016 19:15 - 25.04.2016 19:30","59099","64311"
"25.04.2016 19:30 - 25.04.2016 19:45","58789","64208"
"25.04.2016 19:45 - 25.04.2016 20:00","59203","64315"
"25.04.2016 20:00 - 25.04.2016 20:15","58700","63779"
"25.04.2016 20:15 - 25.04.2016 20:30","57735","62934"
"25.04.2016 20:30 - 25.04.2016 20:45","57481","62838"
"25.04.2016 20:45 - 25.04.2016 21:00","57151","62563"
"25.04.2016 21:00 - 25.04.2016 21:15","57113","62496"
"25.04.2016 21:15 - 25.04.2016 21:30","56513","61681"
"25.04.2016 21:30 - 25.04.2016 21:45","55948","60906"
"25.04.2016 21:45 - 25.04.2016 22:00","54066","59563"
"25.04.2016 22:00 - 25.04.2016 22:15","53020","59592"
"25.04.2016 22:15 - 25.04.2016 22:30","52265","58430"
"25.04.2016 22:30 - 25.04.2016 22:45","51028","57039"
"25.04.2016 22:45 - 25.04.2016 23:00","49817","55657"
"25.04.2016 23:00 - 25.04.2016 23:15","48819","54744"
"25.04.2016 23:15 - 25.04.2016 23:30","47643","53425"
"25.04.2016 23:30 - 25.04.2016 23:45","46908","52642"
"25.04.2016 23:45 - 26.04.2016 00:00","45745","51859"
"26.04.2016 00:00 - 26.04.2016 00:15","45563","50405"
"26.04.2016 00:15 - 26.04.2016 00:30","45275","49808"
"26.04.2016 00:30 - 26.04.2016 00:45","44559","49271"
"26.04.2016 00:45 - 26.04.2016 01:00","44107","48543"
"26.04.2016 01:00 - 26.04.2016 01:15","43259","48193"
"26.04.2016 01:15 - 26.04.2016 01:30","43099","47830"
"26.04.2016 01:30 - 26.04.2016 01:45","42649","47767"
"26.04.2016 01:45 - 26.04.2016 02:00","42460","47652"
"26.04.2016 02:00 - 26.04.2016 02:15","42117","47300"
"26.04.2016 02:15 - 26.04.2016 02:30","42277","47126"
"26.04.2016 02:30 - 26.04.2016 02:45","42261","47326"
"26.04.2016 02:45 - 26.04.2016 03:00","42200","47391"
"26.04.2016 03:00 - 26.04.2016 03:15","42413","47458"
"26.04.2016 03:15 - 26.04.2016 03:30","42685","47474"
"26.04.2016 03:30 - 26.04.2016 03:45","43217","47753"
"26.04.2016 03:45 - 26.04.2016 04:00","43164","48037"
"26.04.2016 04:00 - 26.04.2016 04:15","43626","48244"
"26.04.2016 04:15 - 26.04.2016 04:30","43790","48402"
"26.04.2016 04:30 - 26.04.2016 04:45","44609","49124"
"26.04.2016 04:45 - 26.04.2016 05:00","44949","49685"
"26.04.2016 05:00 - 26.04.2016 05:15","46400","51151"
"26.04.2016 05:15 - 26.04.2016 05:30","46717","51870"
"26.04.2016 05:30 - 26.04.2016 05:45","48193","53189"
"26.04.2016 05:45 - 26.04.2016 06:00","49258","54640"
"26.04.2016 06:00 - 26.04.2016 06:15","51897","57209"
"26.04.2016 06:15 - 26.04.2016 06:30","54072","59140"
"26.04.2016 06:30 - 26.04.2016 06:45","55851","60959"
"26.04.2016 06:45 - 26.04.2016 07:00","56930","62249"
"26.04.2016 07:00 - 26.04.2016 07:15","58396","63799"
"26.04.2016 07:15 - 26.04.2016 07:30","59214","64836"
"26.04.2016 07:30 - 26.04.2016 07:45","57703","65787"
"26.04.2016 07:45 - 26.04.2016 08:00","58329","66677"
"26.04.2016 08:00 - 26.04.2016 08:15","59405","67801"
"26.04.2016 08:15 - 26.04.2016 08:30","59740","68212"
"26.04.2016 08:30 - 26.04.2016 08:45","60196","68394"
"26.04.2016 08:45 - 26.04.2016 09:00","60531","68889"
"26.04.2016 09:00 - 26.04.2016 09:15","60347","68557"
"26.04.2016 09:15 - 26.04.2016 09:30","61027","69031"
"26.04.2016 09:30 - 26.04.2016 09:45","61200","69492"
"26.04.2016 09:45 - 26.04.2016 10:00","61553","69708"
"26.04.2016 10:00 - 26.04.2016 10:15","61717","69630"
"26.04.2016 10:15 - 26.04.2016 10:30","61989","70448"
"26.04.2016 10:30 - 26.04.2016 10:45","62348","70693"
"26.04.2016 10:45 - 26.04.2016 11:00","62692","71158"
"26.04.2016 11:00 - 26.04.2016 11:15","63063","71447"
"26.04.2016 11:15 - 26.04.2016 11:30","63462","71601"
"26.04.2016 11:30 - 26.04.2016 11:45","63896","71936"
"26.04.2016 11:45 - 26.04.2016 12:00","63976","71764"
"26.04.2016 12:00 - 26.04.2016 12:15","62994","71085"
"26.04.2016 12:15 - 26.04.2016 12:30","62615","70944"
"26.04.2016 12:30 - 26.04.2016 12:45","62274","70908"
"26.04.2016 12:45 - 26.04.2016 13:00","62076","70545"
"26.04.2016 13:00 - 26.04.2016 13:15","61515","70851"
"26.04.2016 13:15 - 26.04.2016 13:30","61603","70648"
"26.04.2016 13:30 - 26.04.2016 13:45","61261","70154"
"26.04.2016 13:45 - 26.04.2016 14:00","60498","69167"
"26.04.2016 14:00 - 26.04.2016 14:15","60645","69023"
"26.04.2016 14:15 - 26.04.2016 14:30","59888","69037"
"26.04.2016 14:30 - 26.04.2016 14:45","60008","68676"
"26.04.2016 14:45 - 26.04.2016 15:00","60166","68593"
"26.04.2016 15:00 - 26.04.2016 15:15","60494","69014"
"26.04.2016 15:15 - 26.04.2016 15:30","59586","68341"
"26.04.2016 15:30 - 26.04.2016 15:45","59303","67991"
"26.04.2016 15:45 - 26.04.2016 16:00","58731","67146"
"26.04.2016 16:00 - 26.04.2016 16:15","58695","66619"
"26.04.2016 16:15 - 26.04.2016 16:30","59338","66140"
"26.04.2016 16:30 - 26.04.2016 16:45","59202","65713"
"26.04.2016 16:45 - 26.04.2016 17:00","57997","65738"
"26.04.2016 17:00 - 26.04.2016 17:15","58202","65481"
"26.04.2016 17:15 - 26.04.2016 17:30","58032","65922"
"26.04.2016 17:30 - 26.04.2016 17:45","58613","65968"
"26.04.2016 17:45 - 26.04.2016 18:00","58628","66090"
"26.04.2016 18:00 - 26.04.2016 18:15","58049","65659"
"26.04.2016 18:15 - 26.04.2016 18:30","58133","65333"
"26.04.2016 18:30 - 26.04.2016 18:45","58288","64965"
"26.04.2016 18:45 - 26.04.2016 19:00","58214","65215"
"26.04.2016 19:00 - 26.04.2016 19:15","57967","65098"
"26.04.2016 19:15 - 26.04.2016 19:30","57825","64764"
"26.04.2016 19:30 - 26.04.2016 19:45","57778","64661"
"26.04.2016 19:45 - 26.04.2016 20:00","57367","64214"
"26.04.2016 20:00 - 26.04.2016 20:15","57074","63729"
"26.04.2016 20:15 - 26.04.2016 20:30","56401","63398"
"26.04.2016 20:30 - 26.04.2016 20:45","55968","63015"
"26.04.2016 20:45 - 26.04.2016 21:00","56064","62988"
"26.04.2016 21:00 - 26.04.2016 21:15","55152","62988"
"26.04.2016 21:15 - 26.04.2016 21:30","54832","62705"
"26.04.2016 21:30 - 26.04.2016 21:45","54751","61490"
"26.04.2016 21:45 - 26.04.2016 22:00","53345","60321"
"26.04.2016 22:00 - 26.04.2016 22:15","52553","59861"
"26.04.2016 22:15 - 26.04.2016 22:30","51907","58907"
"26.04.2016 22:30 - 26.04.2016 22:45","50598","57471"
"26.04.2016 22:45 - 26.04.2016 23:00","49262","56314"
"26.04.2016 23:00 - 26.04.2016 23:15","47987","54447"
"26.04.2016 23:15 - 26.04.2016 23:30","46645","53363"
"26.04.2016 23:30 - 26.04.2016 23:45","45729","52538"
"26.04.2016 23:45 - 27.04.2016 00:00","44956","51924"
"27.04.2016 00:00 - 27.04.2016 00:15","44904","51492"
"27.04.2016 00:15 - 27.04.2016 00:30","44427","50802"
"27.04.2016 00:30 - 27.04.2016 00:45","43948","50295"
"27.04.2016 00:45 - 27.04.2016 01:00","43445","49547"
"27.04.2016 01:00 - 27.04.2016 01:15","42790","49156"
"27.04.2016 01:15 - 27.04.2016 01:30","42438","48809"
"27.04.2016 01:30 - 27.04.2016 01:45","42144","48762"
"27.04.2016 01:45 - 27.04.2016 02:00","41958","48471"
"27.04.2016 02:00 - 27.04.2016 02:15","41696","48011"
"27.04.2016 02:15 - 27.04.2016 02:30","41545","47946"
"27.04.2016 02:30 - 27.04.2016 02:45","41666","48192"
"27.04.2016 02:45 - 27.04.2016 03:00","41753","48339"
"27.04.2016 03:00 - 27.04.2016 03:15","41906","48654"
"27.04.2016 03:15 - 27.04.2016 03:30","41977","48729"
"27.04.2016 03:30 - 27.04.2016 03:45","42537","48815"
"27.04.2016 03:45 - 27.04.2016 04:00","42427","49151"
"27.04.2016 04:00 - 27.04.2016 04:15","43042","49430"
"27.04.2016 04:15 - 27.04.2016 04:30","43317","49619"
"27.04.2016 04:30 - 27.04.2016 04:45","43919","50227"
"27.04.2016 04:45 - 27.04.2016 05:00","44396","50720"
"27.04.2016 05:00 - 27.04.2016 05:15","45866","52068"
"27.04.2016 05:15 - 27.04.2016 05:30","45750","52812"
"27.04.2016 05:30 - 27.04.2016 05:45","47163","53873"
"27.04.2016 05:45 - 27.04.2016 06:00","48194","55196"
"27.04.2016 06:00 - 27.04.2016 06:15","50586","57885"
"27.04.2016 06:15 - 27.04.2016 06:30","52538","59778"
"27.04.2016 06:30 - 27.04.2016 06:45","54028","61413"
"27.04.2016 06:45 - 27.04.2016 07:00","55269","62832"
"27.04.2016 07:00 - 27.04.2016 07:15","56643","64611"
"27.04.2016 07:15 - 27.04.2016 07:30","57854","65817"
"27.04.2016 07:30 - 27.04.2016 07:45","60700","66680"
"27.04.2016 07:45 - 27.04.2016 08:00","61314","67527"
"27.04.2016 08:00 - 27.04.2016 08:15","62415","68460"
"27.04.2016 08:15 - 27.04.2016 08:30","62748","69062"
"27.04.2016 08:30 - 27.04.2016 08:45","63067","69656"
"27.04.2016 08:45 - 27.04.2016 09:00","63196","70244"
"27.04.2016 09:00 - 27.04.2016 09:15","62877","69690"
"27.04.2016 09:15 - 27.04.2016 09:30","63466","70097"
"27.04.2016 09:30 - 27.04.2016 09:45","64067","70521"
"27.04.2016 09:45 - 27.04.2016 10:00","64386","70526"
"27.04.2016 10:00 - 27.04.2016 10:15","64660","70488"
"27.04.2016 10:15 - 27.04.2016 10:30","64969","70463"
"27.04.2016 10:30 - 27.04.2016 10:45","65284","70966"
"27.04.2016 10:45 - 27.04.2016 11:00","65720","71111"
"27.04.2016 11:00 - 27.04.2016 11:15","66185","71458"
"27.04.2016 11:15 - 27.04.2016 11:30","66443","71855"
"27.04.2016 11:30 - 27.04.2016 11:45","66791","72263"
"27.04.2016 11:45 - 27.04.2016 12:00","65510","72340"
"27.04.2016 12:00 - 27.04.2016 12:15","65722","72123"
"27.04.2016 12:15 - 27.04.2016 12:30","65514","71938"
"27.04.2016 12:30 - 27.04.2016 12:45","65244","72204"
"27.04.2016 12:45 - 27.04.2016 13:00","65366","71914"
"27.04.2016 13:00 - 27.04.2016 13:15","65387","71218"
"27.04.2016 13:15 - 27.04.2016 13:30","64720","71449"
"27.04.2016 13:30 - 27.04.2016 13:45","64428","71010"
"27.04.2016 13:45 - 27.04.2016 14:00","63717","70278"
"27.04.2016 14:00 - 27.04.2016 14:15","63169","70005"
"27.04.2016 14:15 - 27.04.2016 14:30","63095","69912"
"27.04.2016 14:30 - 27.04.2016 14:45","62501","69661"
"27.04.2016 14:45 - 27.04.2016 15:00","63538","69466"
"27.04.2016 15:00 - 27.04.2016 15:15","63317","69521"
"27.04.2016 15:15 - 27.04.2016 15:30","62627","68920"
"27.04.2016 15:30 - 27.04.2016 15:45","62106","68553"
"27.04.2016 15:45 - 27.04.2016 16:00","61738","68025"
"27.04.2016 16:00 - 27.04.2016 16:15","61549","67371"
"27.04.2016 16:15 - 27.04.2016 16:30","61533","67184"
"27.04.2016 16:30 - 27.04.2016 16:45","61396","66855"
"27.04.2016 16:45 - 27.04.2016 17:00","60554","66629"
"27.04.2016 17:00 - 27.04.2016 17:15","60580","66915"
"27.04.2016 17:15 - 27.04.2016 17:30","60300","67198"
"27.04.2016 17:30 - 27.04.2016 17:45","60516","67025"
"27.04.2016 17:45 - 27.04.2016 18:00","60521","66729"
"27.04.2016 18:00 - 27.04.2016 18:15","60523","66460"
"27.04.2016 18:15 - 27.04.2016 18:30","60283","66288"
"27.04.2016 18:30 - 27.04.2016 18:45","60598","66068"
"27.04.2016 18:45 - 27.04.2016 19:00","60409","66488"
"27.04.2016 19:00 - 27.04.2016 19:15","60195","66275"
"27.04.2016 19:15 - 27.04.2016 19:30","60129","65701"
"27.04.2016 19:30 - 27.04.2016 19:45","59993","65268"
"27.04.2016 19:45 - 27.04.2016 20:00","59883","64936"
"27.04.2016 20:00 - 27.04.2016 20:15","59265","64681"
"27.04.2016 20:15 - 27.04.2016 20:30","58605","64000"
"27.04.2016 20:30 - 27.04.2016 20:45","57943","64017"
"27.04.2016 20:45 - 27.04.2016 21:00","58057","63802"
"27.04.2016 21:00 - 27.04.2016 21:15","57407","63756"
"27.04.2016 21:15 - 27.04.2016 21:30","56968","63035"
"27.04.2016 21:30 - 27.04.2016 21:45","56093","62690"
"27.04.2016 21:45 - 27.04.2016 22:00","55459","61541"
"27.04.2016 22:00 - 27.04.2016 22:15","54737","60740"
"27.04.2016 22:15 - 27.04.2016 22:30","53957","59832"
"27.04.2016 22:30 - 27.04.2016 22:45","52785","58825"
"27.04.2016 22:45 - 27.04.2016 23:00","51474","57600"
"27.04.2016 23:00 - 27.04.2016 23:15","50078","56028"
"27.04.2016 23:15 - 27.04.2016 23:30","48674","54803"
"27.04.2016 23:30 - 27.04.2016 23:45","47871","53994"
"27.04.2016 23:45 - 28.04.2016 00:00","46950","52779"
"28.04.2016 00:00 - 28.04.2016 00:15","46543","51926"
"28.04.2016 00:15 - 28.04.2016 00:30","46001","51362"
"28.04.2016 00:30 - 28.04.2016 00:45","45430","50783"
"28.04.2016 00:45 - 28.04.2016 01:00","44989","49854"
"28.04.2016 01:00 - 28.04.2016 01:15","44444","49247"
"28.04.2016 01:15 - 28.04.2016 01:30","43864","48916"
"28.04.2016 01:30 - 28.04.2016 01:45","43674","48689"
"28.04.2016 01:45 - 28.04.2016 02:00","43501","48314"
"28.04.2016 02:00 - 28.04.2016 02:15","43030","47913"
"28.04.2016 02:15 - 28.04.2016 02:30","42900","47607"
"28.04.2016 02:30 - 28.04.2016 02:45","42934","47719"
"28.04.2016 02:45 - 28.04.2016 03:00","43051","48013"
"28.04.2016 03:00 - 28.04.2016 03:15","43280","48208"
"28.04.2016 03:15 - 28.04.2016 03:30","43432","48338"
"28.04.2016 03:30 - 28.04.2016 03:45","43617","48465"
"28.04.2016 03:45 - 28.04.2016 04:00","43579","48749"
"28.04.2016 04:00 - 28.04.2016 04:15","44213","49316"
"28.04.2016 04:15 - 28.04.2016 04:30","44312","49676"
"28.04.2016 04:30 - 28.04.2016 04:45","44557","50231"
"28.04.2016 04:45 - 28.04.2016 05:00","45034","50955"
"28.04.2016 05:00 - 28.04.2016 05:15","46519","52012"
"28.04.2016 05:15 - 28.04.2016 05:30","46820","52660"
"28.04.2016 05:30 - 28.04.2016 05:45","48103","53790"
"28.04.2016 05:45 - 28.04.2016 06:00","49037","54850"
"28.04.2016 06:00 - 28.04.2016 06:15","51462","57215"
"28.04.2016 06:15 - 28.04.2016 06:30","53392","59232"
"28.04.2016 06:30 - 28.04.2016 06:45","55235","60880"
"28.04.2016 06:45 - 28.04.2016 07:00","56626","62199"
"28.04.2016 07:00 - 28.04.2016 07:15","58212","63676"
"28.04.2016 07:15 - 28.04.2016 07:30","59052","64721"
"28.04.2016 07:30 - 28.04.2016 07:45","60558","65660"
"28.04.2016 07:45 - 28.04.2016 08:00","60831","66215"
"28.04.2016 08:00 - 28.04.2016 08:15","61814","67120"
"28.04.2016 08:15 - 28.04.2016 08:30","62418","67803"
"28.04.2016 08:30 - 28.04.2016 08:45","62825","68237"
"28.04.2016 08:45 - 28.04.2016 09:00","62877","68275"
"28.04.2016 09:00 - 28.04.2016 09:15","63127","67912"
"28.04.2016 09:15 - 28.04.2016 09:30","63642","68289"
"28.04.2016 09:30 - 28.04.2016 09:45","63949","68768"
"28.04.2016 09:45 - 28.04.2016 10:00","64206","68924"
"28.04.2016 10:00 - 28.04.2016 10:15","64706","69237"
"28.04.2016 10:15 - 28.04.2016 10:30","64582","69358"
"28.04.2016 10:30 - 28.04.2016 10:45","65203","69716"
"28.04.2016 10:45 - 28.04.2016 11:00","65748","69920"
"28.04.2016 11:00 - 28.04.2016 11:15","65943","69834"
"28.04.2016 11:15 - 28.04.2016 11:30","65963","70383"
"28.04.2016 11:30 - 28.04.2016 11:45","66380","70757"
"28.04.2016 11:45 - 28.04.2016 12:00","65504","70653"
"28.04.2016 12:00 - 28.04.2016 12:15","65293","69731"
"28.04.2016 12:15 - 28.04.2016 12:30","64847","69637"
"28.04.2016 12:30 - 28.04.2016 12:45","64674","69889"
"28.04.2016 12:45 - 28.04.2016 13:00","64959","69910"
"28.04.2016 13:00 - 28.04.2016 13:15","64580","69503"
"28.04.2016 13:15 - 28.04.2016 13:30","64447","69335"
"28.04.2016 13:30 - 28.04.2016 13:45","64176","68831"
"28.04.2016 13:45 - 28.04.2016 14:00","63461","68053"
"28.04.2016 14:00 - 28.04.2016 14:15","62956","67938"
"28.04.2016 14:15 - 28.04.2016 14:30","62746","67820"
"28.04.2016 14:30 - 28.04.2016 14:45","62586","67607"
"28.04.2016 14:45 - 28.04.2016 15:00","62866","67417"
"28.04.2016 15:00 - 28.04.2016 15:15","63116","67360"
"28.04.2016 15:15 - 28.04.2016 15:30","62184","66808"
"28.04.2016 15:30 - 28.04.2016 15:45","61812","66345"
"28.04.2016 15:45 - 28.04.2016 16:00","60974","65846"
"28.04.2016 16:00 - 28.04.2016 16:15","60952","65411"
"28.04.2016 16:15 - 28.04.2016 16:30","60954","64950"
"28.04.2016 16:30 - 28.04.2016 16:45","60934","64541"
"28.04.2016 16:45 - 28.04.2016 17:00","60530","64257"
"28.04.2016 17:00 - 28.04.2016 17:15","60356","64494"
"28.04.2016 17:15 - 28.04.2016 17:30","60397","64435"
"28.04.2016 17:30 - 28.04.2016 17:45","60684","64372"
"28.04.2016 17:45 - 28.04.2016 18:00","60418","64525"
"28.04.2016 18:00 - 28.04.2016 18:15","59997","64337"
"28.04.2016 18:15 - 28.04.2016 18:30","59900","64142"
"28.04.2016 18:30 - 28.04.2016 18:45","60212","64028"
"28.04.2016 18:45 - 28.04.2016 19:00","60228","64239"
"28.04.2016 19:00 - 28.04.2016 19:15","60164","64214"
"28.04.2016 19:15 - 28.04.2016 19:30","59931","63800"
"28.04.2016 19:30 - 28.04.2016 19:45","59921","63444"
"28.04.2016 19:45 - 28.04.2016 20:00","59269","63277"
"28.04.2016 20:00 - 28.04.2016 20:15","58919","63052"
"28.04.2016 20:15 - 28.04.2016 20:30","58338","62500"
"28.04.2016 20:30 - 28.04.2016 20:45","57560","62276"
"28.04.2016 20:45 - 28.04.2016 21:00","57778","62161"
"28.04.2016 21:00 - 28.04.2016 21:15","57205","62602"
"28.04.2016 21:15 - 28.04.2016 21:30","56765","62400"
"28.04.2016 21:30 - 28.04.2016 21:45","55836","61483"
"28.04.2016 21:45 - 28.04.2016 22:00","55170","60511"
"28.04.2016 22:00 - 28.04.2016 22:15","54593","59899"
"28.04.2016 22:15 - 28.04.2016 22:30","53960","58696"
"28.04.2016 22:30 - 28.04.2016 22:45","52763","57326"
"28.04.2016 22:45 - 28.04.2016 23:00","51429","55796"
"28.04.2016 23:00 - 28.04.2016 23:15","50160","54702"
"28.04.2016 23:15 - 28.04.2016 23:30","48939","53468"
"28.04.2016 23:30 - 28.04.2016 23:45","48108","52233"
"28.04.2016 23:45 - 29.04.2016 00:00","47131","51167"
"29.04.2016 00:00 - 29.04.2016 00:15","46587","50094"
"29.04.2016 00:15 - 29.04.2016 00:30","45840","49331"
"29.04.2016 00:30 - 29.04.2016 00:45","45294","48860"
"29.04.2016 00:45 - 29.04.2016 01:00","44747","48142"
"29.04.2016 01:00 - 29.04.2016 01:15","44118","47737"
"29.04.2016 01:15 - 29.04.2016 01:30","43712","47369"
"29.04.2016 01:30 - 29.04.2016 01:45","43584","47014"
"29.04.2016 01:45 - 29.04.2016 02:00","43239","46775"
"29.04.2016 02:00 - 29.04.2016 02:15","43016","46605"
"29.04.2016 02:15 - 29.04.2016 02:30","42829","46513"
"29.04.2016 02:30 - 29.04.2016 02:45","42769","46859"
"29.04.2016 02:45 - 29.04.2016 03:00","42749","46915"
"29.04.2016 03:00 - 29.04.2016 03:15","42899","47320"
"29.04.2016 03:15 - 29.04.2016 03:30","43105","47544"
"29.04.2016 03:30 - 29.04.2016 03:45","43388","47774"
"29.04.2016 03:45 - 29.04.2016 04:00","43241","48215"
"29.04.2016 04:00 - 29.04.2016 04:15","43851","48580"
"29.04.2016 04:15 - 29.04.2016 04:30","44103","48911"
"29.04.2016 04:30 - 29.04.2016 04:45","44410","49634"
"29.04.2016 04:45 - 29.04.2016 05:00","44872","50090"
"29.04.2016 05:00 - 29.04.2016 05:15","46456","51380"
"29.04.2016 05:15 - 29.04.2016 05:30","46416","51942"
"29.04.2016 05:30 - 29.04.2016 05:45","47538","53061"
"29.04.2016 05:45 - 29.04.2016 06:00","48594","54207"
"29.04.2016 06:00 - 29.04.2016 06:15","51170","56920"
"29.04.2016 06:15 - 29.04.2016 06:30","53034","58998"
"29.04.2016 06:30 - 29.04.2016 06:45","54747","60609"
"29.04.2016 06:45 - 29.04.2016 07:00","56020","61699"
"29.04.2016 07:00 - 29.04.2016 07:15","57395","63563"
"29.04.2016 07:15 - 29.04.2016 07:30","58397","64391"
"29.04.2016 07:30 - 29.04.2016 07:45","60201","65163"
"29.04.2016 07:45 - 29.04.2016 08:00","60552","66032"
"29.04.2016 08:00 - 29.04.2016 08:15","61822","66969"
