"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"02.01.2018 13:45 - 02.01.2018 14:00","64309","67488"
"02.01.2018 14:00 - 02.01.2018 14:15","64043","67212"
"02.01.2018 14:15 - 02.01.2018 14:30","63699","66945"
"02.01.2018 14:30 - 02.01.2018 14:45","63678","66553"
"02.01.2018 14:45 - 02.01.2018 15:00","64018","66341"
"02.01.2018 15:00 - 02.01.2018 15:15","64408","66543"
"02.01.2018 15:15 - 02.01.2018 15:30","63355","66210"
"02.01.2018 15:30 - 02.01.2018 15:45","63238","66028"
"02.01.2018 15:45 - 02.01.2018 16:00","63039","65927"
"02.01.2018 16:00 - 02.01.2018 16:15","63467","66111"
"02.01.2018 16:15 - 02.01.2018 16:30","64208","66924"
"02.01.2018 16:30 - 02.01.2018 16:45","64783","67673"
"02.01.2018 16:45 - 02.01.2018 17:00","64350","68641"
"02.01.2018 17:00 - 02.01.2018 17:15","65071","69677"
"02.01.2018 17:15 - 02.01.2018 17:30","65134","70017"
"02.01.2018 17:30 - 02.01.2018 17:45","65620","70125"
"02.01.2018 17:45 - 02.01.2018 18:00","65377","70177"
"02.01.2018 18:00 - 02.01.2018 18:15","65166","69949"
"02.01.2018 18:15 - 02.01.2018 18:30","65267","69655"
"02.01.2018 18:30 - 02.01.2018 18:45","65119","69756"
"02.01.2018 18:45 - 02.01.2018 19:00","65174","69795"
"02.01.2018 19:00 - 02.01.2018 19:15","64756","69487"
"02.01.2018 19:15 - 02.01.2018 19:30","63978","68869"
"02.01.2018 19:30 - 02.01.2018 19:45","63455","68035"
"02.01.2018 19:45 - 02.01.2018 20:00","62929","67188"
"02.01.2018 20:00 - 02.01.2018 20:15","61736","66219"
"02.01.2018 20:15 - 02.01.2018 20:30","60223","65036"
"02.01.2018 20:30 - 02.01.2018 20:45","59715","63977"
"02.01.2018 20:45 - 02.01.2018 21:00","58934","62791"
"02.01.2018 21:00 - 02.01.2018 21:15","57888","62487"
"02.01.2018 21:15 - 02.01.2018 21:30","57414","61467"
"02.01.2018 21:30 - 02.01.2018 21:45","57313","61049"
"02.01.2018 21:45 - 02.01.2018 22:00","55990","60317"
"02.01.2018 22:00 - 02.01.2018 22:15","55818","60575"
"02.01.2018 22:15 - 02.01.2018 22:30","55151","59692"
"02.01.2018 22:30 - 02.01.2018 22:45","54093","58672"
"02.01.2018 22:45 - 02.01.2018 23:00","52765","57632"
"02.01.2018 23:00 - 02.01.2018 23:15","51620","56521"
"02.01.2018 23:15 - 02.01.2018 23:30","50546","55738"
"02.01.2018 23:30 - 02.01.2018 23:45","49572","54978"
"02.01.2018 23:45 - 03.01.2018 00:00","48787","53971"
"03.01.2018 00:00 - 03.01.2018 00:15","48801","53360"
"03.01.2018 00:15 - 03.01.2018 00:30","48408","52691"
"03.01.2018 00:30 - 03.01.2018 00:45","47843","52027"
"03.01.2018 00:45 - 03.01.2018 01:00","47217","51622"
"03.01.2018 01:00 - 03.01.2018 01:15","46531","51077"
"03.01.2018 01:15 - 03.01.2018 01:30","46132","50412"
"03.01.2018 01:30 - 03.01.2018 01:45","45746","50242"
"03.01.2018 01:45 - 03.01.2018 02:00","45488","49908"
"03.01.2018 02:00 - 03.01.2018 02:15","45261","49872"
"03.01.2018 02:15 - 03.01.2018 02:30","45068","49552"
"03.01.2018 02:30 - 03.01.2018 02:45","45056","49644"
"03.01.2018 02:45 - 03.01.2018 03:00","45025","49708"
"03.01.2018 03:00 - 03.01.2018 03:15","45081","50042"
"03.01.2018 03:15 - 03.01.2018 03:30","45106","50119"
"03.01.2018 03:30 - 03.01.2018 03:45","45151","50602"
"03.01.2018 03:45 - 03.01.2018 04:00","45205","50906"
"03.01.2018 04:00 - 03.01.2018 04:15","45540","51243"
"03.01.2018 04:15 - 03.01.2018 04:30","45855","51863"
"03.01.2018 04:30 - 03.01.2018 04:45","46242","52329"
"03.01.2018 04:45 - 03.01.2018 05:00","46725","52908"
"03.01.2018 05:00 - 03.01.2018 05:15","47728","54011"
"03.01.2018 05:15 - 03.01.2018 05:30","48188","54954"
"03.01.2018 05:30 - 03.01.2018 05:45","49003","55890"
"03.01.2018 05:45 - 03.01.2018 06:00","49980","57183"
"03.01.2018 06:00 - 03.01.2018 06:15","51948","58979"
"03.01.2018 06:15 - 03.01.2018 06:30","53544","61094"
"03.01.2018 06:30 - 03.01.2018 06:45","55079","62737"
"03.01.2018 06:45 - 03.01.2018 07:00","56588","64045"
"03.01.2018 07:00 - 03.01.2018 07:15","58254","65199"
"03.01.2018 07:15 - 03.01.2018 07:30","59378","66242"
"03.01.2018 07:30 - 03.01.2018 07:45","61550","67689"
"03.01.2018 07:45 - 03.01.2018 08:00","62527","68841"
"03.01.2018 08:00 - 03.01.2018 08:15","63532","69620"
"03.01.2018 08:15 - 03.01.2018 08:30","63988","70306"
"03.01.2018 08:30 - 03.01.2018 08:45","64202","70641"
"03.01.2018 08:45 - 03.01.2018 09:00","64223","71214"
"03.01.2018 09:00 - 03.01.2018 09:15","64400","71130"
"03.01.2018 09:15 - 03.01.2018 09:30","64629","71538"
"03.01.2018 09:30 - 03.01.2018 09:45","64785","71849"
"03.01.2018 09:45 - 03.01.2018 10:00","65105","72543"
"03.01.2018 10:00 - 03.01.2018 10:15","65402","72661"
"03.01.2018 10:15 - 03.01.2018 10:30","65698","73023"
"03.01.2018 10:30 - 03.01.2018 10:45","66019","73231"
"03.01.2018 10:45 - 03.01.2018 11:00","66156","73613"
"03.01.2018 11:00 - 03.01.2018 11:15","66390","73987"
"03.01.2018 11:15 - 03.01.2018 11:30","66767","74313"
"03.01.2018 11:30 - 03.01.2018 11:45","67040","74732"
"03.01.2018 11:45 - 03.01.2018 12:00","66761","74627"
"03.01.2018 12:00 - 03.01.2018 12:15","66618","74040"
"03.01.2018 12:15 - 03.01.2018 12:30","66800","74329"
"03.01.2018 12:30 - 03.01.2018 12:45","66633","74188"
"03.01.2018 12:45 - 03.01.2018 13:00","66853","73825"
"03.01.2018 13:00 - 03.01.2018 13:15","66775","73787"
"03.01.2018 13:15 - 03.01.2018 13:30","66578","73509"
"03.01.2018 13:30 - 03.01.2018 13:45","66281","73073"
"03.01.2018 13:45 - 03.01.2018 14:00","65473","72243"
"03.01.2018 14:00 - 03.01.2018 14:15","65322","72031"
"03.01.2018 14:15 - 03.01.2018 14:30","64954","71607"
"03.01.2018 14:30 - 03.01.2018 14:45","65073","71285"
"03.01.2018 14:45 - 03.01.2018 15:00","65339","71136"
"03.01.2018 15:00 - 03.01.2018 15:15","65966","71042"
"03.01.2018 15:15 - 03.01.2018 15:30","64822","71104"
"03.01.2018 15:30 - 03.01.2018 15:45","64614","70791"
"03.01.2018 15:45 - 03.01.2018 16:00","64529","70934"
"03.01.2018 16:00 - 03.01.2018 16:15","64937","71666"
"03.01.2018 16:15 - 03.01.2018 16:30","65636","71795"
"03.01.2018 16:30 - 03.01.2018 16:45","66502","72401"
"03.01.2018 16:45 - 03.01.2018 17:00","66154","73853"
"03.01.2018 17:00 - 03.01.2018 17:15","66957","74756"
"03.01.2018 17:15 - 03.01.2018 17:30","67084","75067"
"03.01.2018 17:30 - 03.01.2018 17:45","67531","75563"
"03.01.2018 17:45 - 03.01.2018 18:00","67392","75605"
"03.01.2018 18:00 - 03.01.2018 18:15","67153","75207"
"03.01.2018 18:15 - 03.01.2018 18:30","67312","74851"
"03.01.2018 18:30 - 03.01.2018 18:45","67037","74596"
"03.01.2018 18:45 - 03.01.2018 19:00","66990","74302"
"03.01.2018 19:00 - 03.01.2018 19:15","66593","74249"
"03.01.2018 19:15 - 03.01.2018 19:30","65978","72921"
"03.01.2018 19:30 - 03.01.2018 19:45","65317","72176"
"03.01.2018 19:45 - 03.01.2018 20:00","64823","71550"
"03.01.2018 20:00 - 03.01.2018 20:15","63482","70793"
"03.01.2018 20:15 - 03.01.2018 20:30","61674","69482"
"03.01.2018 20:30 - 03.01.2018 20:45","61116","68279"
"03.01.2018 20:45 - 03.01.2018 21:00","60344","66993"
"03.01.2018 21:00 - 03.01.2018 21:15","59420","66471"
"03.01.2018 21:15 - 03.01.2018 21:30","58832","65860"
"03.01.2018 21:30 - 03.01.2018 21:45","58662","64882"
"03.01.2018 21:45 - 03.01.2018 22:00","57680","64227"
"03.01.2018 22:00 - 03.01.2018 22:15","57786","64214"
"03.01.2018 22:15 - 03.01.2018 22:30","57201","63447"
"03.01.2018 22:30 - 03.01.2018 22:45","56022","62619"
"03.01.2018 22:45 - 03.01.2018 23:00","54828","61131"
"03.01.2018 23:00 - 03.01.2018 23:15","53585","60386"
"03.01.2018 23:15 - 03.01.2018 23:30","52547","59067"
"03.01.2018 23:30 - 03.01.2018 23:45","51581","58014"
"03.01.2018 23:45 - 04.01.2018 00:00","50714","57094"
"04.01.2018 00:00 - 04.01.2018 00:15","49635","55745"
"04.01.2018 00:15 - 04.01.2018 00:30","49037","54912"
"04.01.2018 00:30 - 04.01.2018 00:45","48397","54483"
"04.01.2018 00:45 - 04.01.2018 01:00","47681","53905"
"04.01.2018 01:00 - 04.01.2018 01:15","46945","53146"
"04.01.2018 01:15 - 04.01.2018 01:30","46616","52729"
"04.01.2018 01:30 - 04.01.2018 01:45","46306","52281"
"04.01.2018 01:45 - 04.01.2018 02:00","46147","51762"
"04.01.2018 02:00 - 04.01.2018 02:15","45718","51589"
"04.01.2018 02:15 - 04.01.2018 02:30","45598","51279"
"04.01.2018 02:30 - 04.01.2018 02:45","45734","51332"
"04.01.2018 02:45 - 04.01.2018 03:00","45733","51182"
"04.01.2018 03:00 - 04.01.2018 03:15","45728","51237"
"04.01.2018 03:15 - 04.01.2018 03:30","45803","51455"
"04.01.2018 03:30 - 04.01.2018 03:45","45888","51720"
"04.01.2018 03:45 - 04.01.2018 04:00","45924","52106"
"04.01.2018 04:00 - 04.01.2018 04:15","46302","52319"
"04.01.2018 04:15 - 04.01.2018 04:30","46619","52453"
"04.01.2018 04:30 - 04.01.2018 04:45","47009","52802"
"04.01.2018 04:45 - 04.01.2018 05:00","47498","53187"
"04.01.2018 05:00 - 04.01.2018 05:15","48682","54064"
"04.01.2018 05:15 - 04.01.2018 05:30","49106","54351"
"04.01.2018 05:30 - 04.01.2018 05:45","50034","55607"
"04.01.2018 05:45 - 04.01.2018 06:00","51103","56869"
"04.01.2018 06:00 - 04.01.2018 06:15","53294","58586"
"04.01.2018 06:15 - 04.01.2018 06:30","55173","60067"
"04.01.2018 06:30 - 04.01.2018 06:45","56615","61871"
"04.01.2018 06:45 - 04.01.2018 07:00","57845","63464"
"04.01.2018 07:00 - 04.01.2018 07:15","59645","65077"
"04.01.2018 07:15 - 04.01.2018 07:30","60283","66085"
"04.01.2018 07:30 - 04.01.2018 07:45","60514","67032"
"04.01.2018 07:45 - 04.01.2018 08:00","61759","68004"
"04.01.2018 08:00 - 04.01.2018 08:15","62614","69545"
"04.01.2018 08:15 - 04.01.2018 08:30","63003","69515"
"04.01.2018 08:30 - 04.01.2018 08:45","63362","69524"
"04.01.2018 08:45 - 04.01.2018 09:00","63323","69838"
"04.01.2018 09:00 - 04.01.2018 09:15","63908","69570"
"04.01.2018 09:15 - 04.01.2018 09:30","64247","69926"
"04.01.2018 09:30 - 04.01.2018 09:45","64580","70143"
"04.01.2018 09:45 - 04.01.2018 10:00","64676","70289"
"04.01.2018 10:00 - 04.01.2018 10:15","64718","70536"
"04.01.2018 10:15 - 04.01.2018 10:30","65264","70793"
"04.01.2018 10:30 - 04.01.2018 10:45","65344","71303"
"04.01.2018 10:45 - 04.01.2018 11:00","65412","71615"
"04.01.2018 11:00 - 04.01.2018 11:15","66020","71758"
"04.01.2018 11:15 - 04.01.2018 11:30","66218","72183"
"04.01.2018 11:30 - 04.01.2018 11:45","66611","72201"
"04.01.2018 11:45 - 04.01.2018 12:00","66729","72202"
"04.01.2018 12:00 - 04.01.2018 12:15","66514","72001"
"04.01.2018 12:15 - 04.01.2018 12:30","66557","71791"
"04.01.2018 12:30 - 04.01.2018 12:45","66405","71485"
"04.01.2018 12:45 - 04.01.2018 13:00","66384","71461"
"04.01.2018 13:00 - 04.01.2018 13:15","66503","71225"
"04.01.2018 13:15 - 04.01.2018 13:30","65972","70910"
"04.01.2018 13:30 - 04.01.2018 13:45","65608","70532"
"04.01.2018 13:45 - 04.01.2018 14:00","64828","69758"
"04.01.2018 14:00 - 04.01.2018 14:15","64734","69523"
"04.01.2018 14:15 - 04.01.2018 14:30","64317","69321"
"04.01.2018 14:30 - 04.01.2018 14:45","64487","69120"
"04.01.2018 14:45 - 04.01.2018 15:00","64666","68715"
"04.01.2018 15:00 - 04.01.2018 15:15","64944","69021"
"04.01.2018 15:15 - 04.01.2018 15:30","64043","68831"
"04.01.2018 15:30 - 04.01.2018 15:45","64026","68833"
"04.01.2018 15:45 - 04.01.2018 16:00","63928","68860"
"04.01.2018 16:00 - 04.01.2018 16:15","64207","69462"
"04.01.2018 16:15 - 04.01.2018 16:30","64620","69571"
"04.01.2018 16:30 - 04.01.2018 16:45","65261","70132"
"04.01.2018 16:45 - 04.01.2018 17:00","65616","71004"
"04.01.2018 17:00 - 04.01.2018 17:15","66634","71545"
"04.01.2018 17:15 - 04.01.2018 17:30","66914","71602"
"04.01.2018 17:30 - 04.01.2018 17:45","67465","72030"
"04.01.2018 17:45 - 04.01.2018 18:00","67456","72261"
"04.01.2018 18:00 - 04.01.2018 18:15","66944","71696"
"04.01.2018 18:15 - 04.01.2018 18:30","67086","71278"
"04.01.2018 18:30 - 04.01.2018 18:45","66716","71230"
"04.01.2018 18:45 - 04.01.2018 19:00","66590","70834"
"04.01.2018 19:00 - 04.01.2018 19:15","66297","70604"
"04.01.2018 19:15 - 04.01.2018 19:30","65727","69509"
"04.01.2018 19:30 - 04.01.2018 19:45","65217","68991"
"04.01.2018 19:45 - 04.01.2018 20:00","64669","68621"
"04.01.2018 20:00 - 04.01.2018 20:15","63252","67897"
"04.01.2018 20:15 - 04.01.2018 20:30","61704","66548"
"04.01.2018 20:30 - 04.01.2018 20:45","61042","65950"
"04.01.2018 20:45 - 04.01.2018 21:00","60361","64903"
"04.01.2018 21:00 - 04.01.2018 21:15","59452","64667"
"04.01.2018 21:15 - 04.01.2018 21:30","58910","63931"
"04.01.2018 21:30 - 04.01.2018 21:45","58775","63049"
"04.01.2018 21:45 - 04.01.2018 22:00","57907","62696"
"04.01.2018 22:00 - 04.01.2018 22:15","58094","62770"
"04.01.2018 22:15 - 04.01.2018 22:30","57231","61916"
"04.01.2018 22:30 - 04.01.2018 22:45","56244","61099"
"04.01.2018 22:45 - 04.01.2018 23:00","55205","59949"
"04.01.2018 23:00 - 04.01.2018 23:15","53974","59052"
"04.01.2018 23:15 - 04.01.2018 23:30","52935","57807"
"04.01.2018 23:30 - 04.01.2018 23:45","51974","56861"
"04.01.2018 23:45 - 05.01.2018 00:00","51165","55994"
"05.01.2018 00:00 - 05.01.2018 00:15","51831","54537"
"05.01.2018 00:15 - 05.01.2018 00:30","50972","53935"
"05.01.2018 00:30 - 05.01.2018 00:45","50446","53418"
"05.01.2018 00:45 - 05.01.2018 01:00","49765","52911"
"05.01.2018 01:00 - 05.01.2018 01:15","49122","52080"
"05.01.2018 01:15 - 05.01.2018 01:30","48577","51617"
"05.01.2018 01:30 - 05.01.2018 01:45","48483","51340"
"05.01.2018 01:45 - 05.01.2018 02:00","48185","51077"
"05.01.2018 02:00 - 05.01.2018 02:15","47806","51053"
"05.01.2018 02:15 - 05.01.2018 02:30","47602","51036"
"05.01.2018 02:30 - 05.01.2018 02:45","47647","51124"
"05.01.2018 02:45 - 05.01.2018 03:00","47656","51203"
"05.01.2018 03:00 - 05.01.2018 03:15","47699","51266"
"05.01.2018 03:15 - 05.01.2018 03:30","47602","51285"
"05.01.2018 03:30 - 05.01.2018 03:45","47654","51080"
"05.01.2018 03:45 - 05.01.2018 04:00","47766","51618"
"05.01.2018 04:00 - 05.01.2018 04:15","48174","51865"
"05.01.2018 04:15 - 05.01.2018 04:30","48415","52114"
"05.01.2018 04:30 - 05.01.2018 04:45","48764","52594"
"05.01.2018 04:45 - 05.01.2018 05:00","49131","52946"
"05.01.2018 05:00 - 05.01.2018 05:15","49890","53770"
"05.01.2018 05:15 - 05.01.2018 05:30","50241","54194"
"05.01.2018 05:30 - 05.01.2018 05:45","51068","54837"
"05.01.2018 05:45 - 05.01.2018 06:00","51971","56154"
"05.01.2018 06:00 - 05.01.2018 06:15","53332","58138"
"05.01.2018 06:15 - 05.01.2018 06:30","55045","59519"
"05.01.2018 06:30 - 05.01.2018 06:45","56177","61470"
"05.01.2018 06:45 - 05.01.2018 07:00","57545","63274"
"05.01.2018 07:00 - 05.01.2018 07:15","59164","64928"
"05.01.2018 07:15 - 05.01.2018 07:30","60204","66116"
"05.01.2018 07:30 - 05.01.2018 07:45","61906","67149"
"05.01.2018 07:45 - 05.01.2018 08:00","62859","68076"
"05.01.2018 08:00 - 05.01.2018 08:15","63891","69155"
"05.01.2018 08:15 - 05.01.2018 08:30","64093","69291"
"05.01.2018 08:30 - 05.01.2018 08:45","64301","69690"
"05.01.2018 08:45 - 05.01.2018 09:00","64506","69858"
"05.01.2018 09:00 - 05.01.2018 09:15","64814","70227"
"05.01.2018 09:15 - 05.01.2018 09:30","65338","70144"
"05.01.2018 09:30 - 05.01.2018 09:45","65260","70484"
"05.01.2018 09:45 - 05.01.2018 10:00","65774","70713"
"05.01.2018 10:00 - 05.01.2018 10:15","65829","71091"
"05.01.2018 10:15 - 05.01.2018 10:30","66163","71110"
"05.01.2018 10:30 - 05.01.2018 10:45","66347","71434"
"05.01.2018 10:45 - 05.01.2018 11:00","66698","71701"
"05.01.2018 11:00 - 05.01.2018 11:15","66863","72142"
"05.01.2018 11:15 - 05.01.2018 11:30","67057","72271"
"05.01.2018 11:30 - 05.01.2018 11:45","67362","72671"
"05.01.2018 11:45 - 05.01.2018 12:00","67662","72635"
"05.01.2018 12:00 - 05.01.2018 12:15","66762","72304"
