"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"08.02.2018 12:30 - 08.02.2018 12:45","72611","73511"
"08.02.2018 12:45 - 08.02.2018 13:00","72706","73371"
"08.02.2018 13:00 - 08.02.2018 13:15","72620","73432"
"08.02.2018 13:15 - 08.02.2018 13:30","72257","73347"
"08.02.2018 13:30 - 08.02.2018 13:45","71718","72751"
"08.02.2018 13:45 - 08.02.2018 14:00","71069","72068"
"08.02.2018 14:00 - 08.02.2018 14:15","70909","72122"
"08.02.2018 14:15 - 08.02.2018 14:30","70535","71858"
"08.02.2018 14:30 - 08.02.2018 14:45","70551","71706"
"08.02.2018 14:45 - 08.02.2018 15:00","70236","71375"
"08.02.2018 15:00 - 08.02.2018 15:15","69448","71600"
"08.02.2018 15:15 - 08.02.2018 15:30","69667","71156"
"08.02.2018 15:30 - 08.02.2018 15:45","69363","70787"
"08.02.2018 15:45 - 08.02.2018 16:00","69037","70365"
"08.02.2018 16:00 - 08.02.2018 16:15","68991","70283"
"08.02.2018 16:15 - 08.02.2018 16:30","68586","69989"
"08.02.2018 16:30 - 08.02.2018 16:45","68130","70201"
"08.02.2018 16:45 - 08.02.2018 17:00","69245","70187"
"08.02.2018 17:00 - 08.02.2018 17:15","69624","70717"
"08.02.2018 17:15 - 08.02.2018 17:30","70113","71604"
"08.02.2018 17:30 - 08.02.2018 17:45","70958","72998"
"08.02.2018 17:45 - 08.02.2018 18:00","71752","74482"
"08.02.2018 18:00 - 08.02.2018 18:15","71740","74623"
"08.02.2018 18:15 - 08.02.2018 18:30","71881","74566"
"08.02.2018 18:30 - 08.02.2018 18:45","72066","74754"
"08.02.2018 18:45 - 08.02.2018 19:00","72118","74791"
"08.02.2018 19:00 - 08.02.2018 19:15","71851","74229"
"08.02.2018 19:15 - 08.02.2018 19:30","71335","73444"
"08.02.2018 19:30 - 08.02.2018 19:45","70706","73133"
"08.02.2018 19:45 - 08.02.2018 20:00","70165","72620"
"08.02.2018 20:00 - 08.02.2018 20:15","69068","71319"
"08.02.2018 20:15 - 08.02.2018 20:30","67688","70096"
"08.02.2018 20:30 - 08.02.2018 20:45","66668","68977"
"08.02.2018 20:45 - 08.02.2018 21:00","65862","68176"
"08.02.2018 21:00 - 08.02.2018 21:15","64886","67363"
"08.02.2018 21:15 - 08.02.2018 21:30","64466","66964"
"08.02.2018 21:30 - 08.02.2018 21:45","63755","65917"
"08.02.2018 21:45 - 08.02.2018 22:00","63206","65037"
"08.02.2018 22:00 - 08.02.2018 22:15","63275","64968"
"08.02.2018 22:15 - 08.02.2018 22:30","62688","64740"
"08.02.2018 22:30 - 08.02.2018 22:45","61666","63739"
"08.02.2018 22:45 - 08.02.2018 23:00","60549","62762"
"08.02.2018 23:00 - 08.02.2018 23:15","59337","61474"
"08.02.2018 23:15 - 08.02.2018 23:30","58408","60798"
"08.02.2018 23:30 - 08.02.2018 23:45","57567","60248"
"08.02.2018 23:45 - 09.02.2018 00:00","56720","59989"
"09.02.2018 00:00 - 09.02.2018 00:15","56446","58721"
"09.02.2018 00:15 - 09.02.2018 00:30","55924","58156"
"09.02.2018 00:30 - 09.02.2018 00:45","55399","57846"
"09.02.2018 00:45 - 09.02.2018 01:00","54799","57164"
"09.02.2018 01:00 - 09.02.2018 01:15","54241","56379"
"09.02.2018 01:15 - 09.02.2018 01:30","53965","56006"
"09.02.2018 01:30 - 09.02.2018 01:45","53750","55898"
"09.02.2018 01:45 - 09.02.2018 02:00","53423","55529"
"09.02.2018 02:00 - 09.02.2018 02:15","53074","55165"
"09.02.2018 02:15 - 09.02.2018 02:30","53036","55096"
"09.02.2018 02:30 - 09.02.2018 02:45","53043","55306"
"09.02.2018 02:45 - 09.02.2018 03:00","53055","55250"
"09.02.2018 03:00 - 09.02.2018 03:15","53185","55364"
"09.02.2018 03:15 - 09.02.2018 03:30","53234","55490"
"09.02.2018 03:30 - 09.02.2018 03:45","53261","55491"
"09.02.2018 03:45 - 09.02.2018 04:00","53283","55654"
"09.02.2018 04:00 - 09.02.2018 04:15","53584","55874"
"09.02.2018 04:15 - 09.02.2018 04:30","53927","56285"
"09.02.2018 04:30 - 09.02.2018 04:45","54325","56690"
"09.02.2018 04:45 - 09.02.2018 05:00","54743","56917"
"09.02.2018 05:00 - 09.02.2018 05:15","55566","57627"
"09.02.2018 05:15 - 09.02.2018 05:30","55988","58244"
"09.02.2018 05:30 - 09.02.2018 05:45","56902","59537"
"09.02.2018 05:45 - 09.02.2018 06:00","58230","60705"
"09.02.2018 06:00 - 09.02.2018 06:15","60187","63105"
"09.02.2018 06:15 - 09.02.2018 06:30","62136","65383"
"09.02.2018 06:30 - 09.02.2018 06:45","64111","66952"
"09.02.2018 06:45 - 09.02.2018 07:00","65599","68377"
"09.02.2018 07:00 - 09.02.2018 07:15","67295","69961"
"09.02.2018 07:15 - 09.02.2018 07:30","68476","71022"
"09.02.2018 07:30 - 09.02.2018 07:45","69504","72087"
"09.02.2018 07:45 - 09.02.2018 08:00","69830","72525"
"09.02.2018 08:00 - 09.02.2018 08:15","70542","73229"
"09.02.2018 08:15 - 09.02.2018 08:30","70799","73679"
"09.02.2018 08:30 - 09.02.2018 08:45","70999","74056"
"09.02.2018 08:45 - 09.02.2018 09:00","71143","73931"
"09.02.2018 09:00 - 09.02.2018 09:15","71087","73878"
"09.02.2018 09:15 - 09.02.2018 09:30","71109","74211"
"09.02.2018 09:30 - 09.02.2018 09:45","71332","74689"
"09.02.2018 09:45 - 09.02.2018 10:00","71665","75059"
"09.02.2018 10:00 - 09.02.2018 10:15","71661","74911"
"09.02.2018 10:15 - 09.02.2018 10:30","71902","74880"
"09.02.2018 10:30 - 09.02.2018 10:45","72109","74995"
"09.02.2018 10:45 - 09.02.2018 11:00","72275","75121"
"09.02.2018 11:00 - 09.02.2018 11:15","72321","75213"
"09.02.2018 11:15 - 09.02.2018 11:30","72400","75479"
"09.02.2018 11:30 - 09.02.2018 11:45","72470","75419"
"09.02.2018 11:45 - 09.02.2018 12:00","72129","75416"
"09.02.2018 12:00 - 09.02.2018 12:15","71923","75177"
"09.02.2018 12:15 - 09.02.2018 12:30","71916","74928"
"09.02.2018 12:30 - 09.02.2018 12:45","71730","74817"
"09.02.2018 12:45 - 09.02.2018 13:00","71707","74508"
"09.02.2018 13:00 - 09.02.2018 13:15","71369","74303"
"09.02.2018 13:15 - 09.02.2018 13:30","70910","73544"
"09.02.2018 13:30 - 09.02.2018 13:45","70597","73343"
"09.02.2018 13:45 - 09.02.2018 14:00","69768","72473"
"09.02.2018 14:00 - 09.02.2018 14:15","69322","72240"
"09.02.2018 14:15 - 09.02.2018 14:30","68925","72029"
"09.02.2018 14:30 - 09.02.2018 14:45","68997","71661"
"09.02.2018 14:45 - 09.02.2018 15:00","68752","71337"
"09.02.2018 15:00 - 09.02.2018 15:15","67909","71441"
"09.02.2018 15:15 - 09.02.2018 15:30","68396","71138"
"09.02.2018 15:30 - 09.02.2018 15:45","68141","70727"
"09.02.2018 15:45 - 09.02.2018 16:00","67863","70315"
"09.02.2018 16:00 - 09.02.2018 16:15","67849","70257"
"09.02.2018 16:15 - 09.02.2018 16:30","67243","70195"
"09.02.2018 16:30 - 09.02.2018 16:45","66520","70030"
"09.02.2018 16:45 - 09.02.2018 17:00","68052","70540"
"09.02.2018 17:00 - 09.02.2018 17:15","68622","70976"
"09.02.2018 17:15 - 09.02.2018 17:30","69105","71934"
"09.02.2018 17:30 - 09.02.2018 17:45","69768","72987"
"09.02.2018 17:45 - 09.02.2018 18:00","70525","73927"
"09.02.2018 18:00 - 09.02.2018 18:15","70715","74183"
"09.02.2018 18:15 - 09.02.2018 18:30","70824","74023"
"09.02.2018 18:30 - 09.02.2018 18:45","70981","73852"
"09.02.2018 18:45 - 09.02.2018 19:00","70941","73621"
"09.02.2018 19:00 - 09.02.2018 19:15","70501","73512"
"09.02.2018 19:15 - 09.02.2018 19:30","69887","72539"
"09.02.2018 19:30 - 09.02.2018 19:45","69264","71604"
"09.02.2018 19:45 - 09.02.2018 20:00","68606","70898"
"09.02.2018 20:00 - 09.02.2018 20:15","67339","69723"
"09.02.2018 20:15 - 09.02.2018 20:30","66098","68317"
"09.02.2018 20:30 - 09.02.2018 20:45","65091","67225"
"09.02.2018 20:45 - 09.02.2018 21:00","64162","65902"
"09.02.2018 21:00 - 09.02.2018 21:15","63103","65338"
"09.02.2018 21:15 - 09.02.2018 21:30","62747","64512"
"09.02.2018 21:30 - 09.02.2018 21:45","62082","63733"
"09.02.2018 21:45 - 09.02.2018 22:00","61596","62859"
"09.02.2018 22:00 - 09.02.2018 22:15","61736","62877"
"09.02.2018 22:15 - 09.02.2018 22:30","61389","62304"
"09.02.2018 22:30 - 09.02.2018 22:45","60485","61577"
"09.02.2018 22:45 - 09.02.2018 23:00","59428","60746"
"09.02.2018 23:00 - 09.02.2018 23:15","58275","59837"
"09.02.2018 23:15 - 09.02.2018 23:30","57399","58902"
"09.02.2018 23:30 - 09.02.2018 23:45","56606","58212"
"09.02.2018 23:45 - 10.02.2018 00:00","55614","57351"
"10.02.2018 00:00 - 10.02.2018 00:15","54723","56228"
"10.02.2018 00:15 - 10.02.2018 00:30","54026","55507"
"10.02.2018 00:30 - 10.02.2018 00:45","53418","54867"
"10.02.2018 00:45 - 10.02.2018 01:00","52788","54453"
"10.02.2018 01:00 - 10.02.2018 01:15","52271","53478"
"10.02.2018 01:15 - 10.02.2018 01:30","51853","52908"
"10.02.2018 01:30 - 10.02.2018 01:45","51548","52287"
"10.02.2018 01:45 - 10.02.2018 02:00","51164","52279"
"10.02.2018 02:00 - 10.02.2018 02:15","50877","51717"
"10.02.2018 02:15 - 10.02.2018 02:30","50573","51524"
"10.02.2018 02:30 - 10.02.2018 02:45","50493","51506"
"10.02.2018 02:45 - 10.02.2018 03:00","50425","51298"
"10.02.2018 03:00 - 10.02.2018 03:15","50412","51221"
"10.02.2018 03:15 - 10.02.2018 03:30","50348","50960"
"10.02.2018 03:30 - 10.02.2018 03:45","50266","50933"
"10.02.2018 03:45 - 10.02.2018 04:00","50161","50936"
"10.02.2018 04:00 - 10.02.2018 04:15","50262","50866"
"10.02.2018 04:15 - 10.02.2018 04:30","50267","51153"
"10.02.2018 04:30 - 10.02.2018 04:45","50378","51154"
"10.02.2018 04:45 - 10.02.2018 05:00","50392","51147"
"10.02.2018 05:00 - 10.02.2018 05:15","50558","51428"
"10.02.2018 05:15 - 10.02.2018 05:30","50421","51097"
"10.02.2018 05:30 - 10.02.2018 05:45","50580","50969"
"10.02.2018 05:45 - 10.02.2018 06:00","50702","50906"
"10.02.2018 06:00 - 10.02.2018 06:15","50844","51014"
"10.02.2018 06:15 - 10.02.2018 06:30","51408","51542"
"10.02.2018 06:30 - 10.02.2018 06:45","52149","51904"
"10.02.2018 06:45 - 10.02.2018 07:00","53129","52400"
"10.02.2018 07:00 - 10.02.2018 07:15","53980","53170"
"10.02.2018 07:15 - 10.02.2018 07:30","54773","54079"
"10.02.2018 07:30 - 10.02.2018 07:45","55669","54726"
"10.02.2018 07:45 - 10.02.2018 08:00","56265","55484"
"10.02.2018 08:00 - 10.02.2018 08:15","57211","56747"
"10.02.2018 08:15 - 10.02.2018 08:30","57859","57619"
"10.02.2018 08:30 - 10.02.2018 08:45","58517","58473"
"10.02.2018 08:45 - 10.02.2018 09:00","59241","59363"
"10.02.2018 09:00 - 10.02.2018 09:15","60076","60295"
"10.02.2018 09:15 - 10.02.2018 09:30","60813","61038"
"10.02.2018 09:30 - 10.02.2018 09:45","61243","61805"
"10.02.2018 09:45 - 10.02.2018 10:00","61596","62281"
"10.02.2018 10:00 - 10.02.2018 10:15","62017","62783"
"10.02.2018 10:15 - 10.02.2018 10:30","62328","63032"
"10.02.2018 10:30 - 10.02.2018 10:45","62626","63419"
"10.02.2018 10:45 - 10.02.2018 11:00","62680","63841"
"10.02.2018 11:00 - 10.02.2018 11:15","62820","63969"
"10.02.2018 11:15 - 10.02.2018 11:30","63069","64102"
"10.02.2018 11:30 - 10.02.2018 11:45","63249","64135"
"10.02.2018 11:45 - 10.02.2018 12:00","62823","64013"
"10.02.2018 12:00 - 10.02.2018 12:15","62834","63941"
"10.02.2018 12:15 - 10.02.2018 12:30","62886","63485"
"10.02.2018 12:30 - 10.02.2018 12:45","62539","63105"
"10.02.2018 12:45 - 10.02.2018 13:00","62282","62636"
"10.02.2018 13:00 - 10.02.2018 13:15","61978","62469"
"10.02.2018 13:15 - 10.02.2018 13:30","61491","62142"
"10.02.2018 13:30 - 10.02.2018 13:45","61103","61605"
"10.02.2018 13:45 - 10.02.2018 14:00","60450","61042"
"10.02.2018 14:00 - 10.02.2018 14:15","60029","60788"
"10.02.2018 14:15 - 10.02.2018 14:30","59439","60197"
"10.02.2018 14:30 - 10.02.2018 14:45","59340","60122"
"10.02.2018 14:45 - 10.02.2018 15:00","59452","59600"
"10.02.2018 15:00 - 10.02.2018 15:15","59696","59814"
"10.02.2018 15:15 - 10.02.2018 15:30","59223","59748"
"10.02.2018 15:30 - 10.02.2018 15:45","59049","59427"
"10.02.2018 15:45 - 10.02.2018 16:00","58909","59135"
"10.02.2018 16:00 - 10.02.2018 16:15","59098","59106"
"10.02.2018 16:15 - 10.02.2018 16:30","59117","59299"
"10.02.2018 16:30 - 10.02.2018 16:45","59285","59755"
"10.02.2018 16:45 - 10.02.2018 17:00","59571","60251"
"10.02.2018 17:00 - 10.02.2018 17:15","60275","61013"
"10.02.2018 17:15 - 10.02.2018 17:30","60840","61659"
"10.02.2018 17:30 - 10.02.2018 17:45","61973","62885"
"10.02.2018 17:45 - 10.02.2018 18:00","62828","64006"
"10.02.2018 18:00 - 10.02.2018 18:15","63414","64714"
"10.02.2018 18:15 - 10.02.2018 18:30","63703","64744"
"10.02.2018 18:30 - 10.02.2018 18:45","63637","64662"
"10.02.2018 18:45 - 10.02.2018 19:00","63397","64620"
"10.02.2018 19:00 - 10.02.2018 19:15","63091","64207"
"10.02.2018 19:15 - 10.02.2018 19:30","62589","63773"
"10.02.2018 19:30 - 10.02.2018 19:45","62074","62858"
"10.02.2018 19:45 - 10.02.2018 20:00","61359","61989"
"10.02.2018 20:00 - 10.02.2018 20:15","60339","61327"
"10.02.2018 20:15 - 10.02.2018 20:30","59374","60423"
"10.02.2018 20:30 - 10.02.2018 20:45","58232","59706"
"10.02.2018 20:45 - 10.02.2018 21:00","57608","58972"
"10.02.2018 21:00 - 10.02.2018 21:15","56951","58391"
"10.02.2018 21:15 - 10.02.2018 21:30","56636","57728"
"10.02.2018 21:30 - 10.02.2018 21:45","56536","57316"
"10.02.2018 21:45 - 10.02.2018 22:00","56266","57023"
"10.02.2018 22:00 - 10.02.2018 22:15","56799","57244"
"10.02.2018 22:15 - 10.02.2018 22:30","56353","56878"
"10.02.2018 22:30 - 10.02.2018 22:45","55686","56206"
"10.02.2018 22:45 - 10.02.2018 23:00","54673","55814"
"10.02.2018 23:00 - 10.02.2018 23:15","53699","54545"
"10.02.2018 23:15 - 10.02.2018 23:30","52793","53920"
"10.02.2018 23:30 - 10.02.2018 23:45","51932","53041"
"10.02.2018 23:45 - 11.02.2018 00:00","51305","52114"
"11.02.2018 00:00 - 11.02.2018 00:15","50653","51722"
"11.02.2018 00:15 - 11.02.2018 00:30","50034","51129"
"11.02.2018 00:30 - 11.02.2018 00:45","49427","50518"
"11.02.2018 00:45 - 11.02.2018 01:00","48852","49979"
"11.02.2018 01:00 - 11.02.2018 01:15","48346","49366"
"11.02.2018 01:15 - 11.02.2018 01:30","47911","48861"
"11.02.2018 01:30 - 11.02.2018 01:45","47533","48598"
"11.02.2018 01:45 - 11.02.2018 02:00","47282","48067"
"11.02.2018 02:00 - 11.02.2018 02:15","46980","47938"
"11.02.2018 02:15 - 11.02.2018 02:30","46812","47931"
"11.02.2018 02:30 - 11.02.2018 02:45","46732","47832"
"11.02.2018 02:45 - 11.02.2018 03:00","46571","47697"
"11.02.2018 03:00 - 11.02.2018 03:15","46549","47587"
"11.02.2018 03:15 - 11.02.2018 03:30","46521","47459"
"11.02.2018 03:30 - 11.02.2018 03:45","46436","47758"
"11.02.2018 03:45 - 11.02.2018 04:00","46345","47811"
"11.02.2018 04:00 - 11.02.2018 04:15","46474","47929"
"11.02.2018 04:15 - 11.02.2018 04:30","46437","47627"
"11.02.2018 04:30 - 11.02.2018 04:45","46495","47614"
"11.02.2018 04:45 - 11.02.2018 05:00","46438","47892"
"11.02.2018 05:00 - 11.02.2018 05:15","46570","48136"
"11.02.2018 05:15 - 11.02.2018 05:30","46334","47853"
"11.02.2018 05:30 - 11.02.2018 05:45","46294","47467"
"11.02.2018 05:45 - 11.02.2018 06:00","46094","47146"
"11.02.2018 06:00 - 11.02.2018 06:15","45686","46836"
"11.02.2018 06:15 - 11.02.2018 06:30","46087","47089"
"11.02.2018 06:30 - 11.02.2018 06:45","46513","47567"
"11.02.2018 06:45 - 11.02.2018 07:00","46930","48336"
"11.02.2018 07:00 - 11.02.2018 07:15","47561","48854"
"11.02.2018 07:15 - 11.02.2018 07:30","48258","49190"
"11.02.2018 07:30 - 11.02.2018 07:45","49313","49903"
"11.02.2018 07:45 - 11.02.2018 08:00","49780","50337"
"11.02.2018 08:00 - 11.02.2018 08:15","50644","51884"
"11.02.2018 08:15 - 11.02.2018 08:30","51431","52945"
"11.02.2018 08:30 - 11.02.2018 08:45","52392","53993"
"11.02.2018 08:45 - 11.02.2018 09:00","53243","54948"
"11.02.2018 09:00 - 11.02.2018 09:15","54165","56379"
"11.02.2018 09:15 - 11.02.2018 09:30","54975","56991"
"11.02.2018 09:30 - 11.02.2018 09:45","55620","57940"
"11.02.2018 09:45 - 11.02.2018 10:00","56126","58440"
"11.02.2018 10:00 - 11.02.2018 10:15","56754","59124"
"11.02.2018 10:15 - 11.02.2018 10:30","57256","59517"
"11.02.2018 10:30 - 11.02.2018 10:45","57624","60038"
"11.02.2018 10:45 - 11.02.2018 11:00","58136","60599"
"11.02.2018 11:00 - 11.02.2018 11:15","58609","61138"
"11.02.2018 11:15 - 11.02.2018 11:30","59308","61780"
"11.02.2018 11:30 - 11.02.2018 11:45","59797","62246"
"11.02.2018 11:45 - 11.02.2018 12:00","59662","61921"
"11.02.2018 12:00 - 11.02.2018 12:15","59761","61686"
"11.02.2018 12:15 - 11.02.2018 12:30","59885","61527"
"11.02.2018 12:30 - 11.02.2018 12:45","59342","60884"
"11.02.2018 12:45 - 11.02.2018 13:00","59037","60399"
"11.02.2018 13:00 - 11.02.2018 13:15","58670","59667"
"11.02.2018 13:15 - 11.02.2018 13:30","58123","59051"
"11.02.2018 13:30 - 11.02.2018 13:45","57886","58833"
"11.02.2018 13:45 - 11.02.2018 14:00","56884","58162"
"11.02.2018 14:00 - 11.02.2018 14:15","56599","57901"
"11.02.2018 14:15 - 11.02.2018 14:30","56025","57588"
"11.02.2018 14:30 - 11.02.2018 14:45","55936","57090"
"11.02.2018 14:45 - 11.02.2018 15:00","55957","56713"
"11.02.2018 15:00 - 11.02.2018 15:15","55992","56683"
"11.02.2018 15:15 - 11.02.2018 15:30","55493","56352"
"11.02.2018 15:30 - 11.02.2018 15:45","55429","56156"
"11.02.2018 15:45 - 11.02.2018 16:00","55334","55806"
"11.02.2018 16:00 - 11.02.2018 16:15","55598","56065"
"11.02.2018 16:15 - 11.02.2018 16:30","55640","55912"
"11.02.2018 16:30 - 11.02.2018 16:45","55838","56190"
"11.02.2018 16:45 - 11.02.2018 17:00","56335","56645"
"11.02.2018 17:00 - 11.02.2018 17:15","57247","57806"
"11.02.2018 17:15 - 11.02.2018 17:30","58028","58417"
"11.02.2018 17:30 - 11.02.2018 17:45","59474","59649"
"11.02.2018 17:45 - 11.02.2018 18:00","60440","61104"
"11.02.2018 18:00 - 11.02.2018 18:15","61436","62560"
"11.02.2018 18:15 - 11.02.2018 18:30","61989","63166"
"11.02.2018 18:30 - 11.02.2018 18:45","61982","63124"
"11.02.2018 18:45 - 11.02.2018 19:00","61797","62829"
"11.02.2018 19:00 - 11.02.2018 19:15","61565","62361"
"11.02.2018 19:15 - 11.02.2018 19:30","61266","61968"
"11.02.2018 19:30 - 11.02.2018 19:45","60863","61312"
"11.02.2018 19:45 - 11.02.2018 20:00","60186","60947"
"11.02.2018 20:00 - 11.02.2018 20:15","59576","60190"
"11.02.2018 20:15 - 11.02.2018 20:30","58932","59455"
"11.02.2018 20:30 - 11.02.2018 20:45","57745","58885"
"11.02.2018 20:45 - 11.02.2018 21:00","57229","57995"
"11.02.2018 21:00 - 11.02.2018 21:15","56682","57953"
"11.02.2018 21:15 - 11.02.2018 21:30","56451","57579"
"11.02.2018 21:30 - 11.02.2018 21:45","56440","57593"
"11.02.2018 21:45 - 11.02.2018 22:00","56651","57824"
"11.02.2018 22:00 - 11.02.2018 22:15","57318","58728"
"11.02.2018 22:15 - 11.02.2018 22:30","56977","58414"
"11.02.2018 22:30 - 11.02.2018 22:45","56306","57754"
"11.02.2018 22:45 - 11.02.2018 23:00","55316","56978"
"11.02.2018 23:00 - 11.02.2018 23:15","54243","56104"
"11.02.2018 23:15 - 11.02.2018 23:30","53376","55343"
"11.02.2018 23:30 - 11.02.2018 23:45","52612","54806"
"11.02.2018 23:45 - 12.02.2018 00:00","51828","54321"
"12.02.2018 00:00 - 12.02.2018 00:15","51108","53855"
"12.02.2018 00:15 - 12.02.2018 00:30","50594","53350"
"12.02.2018 00:30 - 12.02.2018 00:45","49988","52899"
"12.02.2018 00:45 - 12.02.2018 01:00","49438","52326"
"12.02.2018 01:00 - 12.02.2018 01:15","49146","51791"
"12.02.2018 01:15 - 12.02.2018 01:30","48734","51373"
"12.02.2018 01:30 - 12.02.2018 01:45","48516","51270"
"12.02.2018 01:45 - 12.02.2018 02:00","48335","50930"
"12.02.2018 02:00 - 12.02.2018 02:15","48192","50693"
"12.02.2018 02:15 - 12.02.2018 02:30","48115","50417"
"12.02.2018 02:30 - 12.02.2018 02:45","48126","50414"
"12.02.2018 02:45 - 12.02.2018 03:00","48178","50390"
"12.02.2018 03:00 - 12.02.2018 03:15","48232","50582"
"12.02.2018 03:15 - 12.02.2018 03:30","48251","50619"
"12.02.2018 03:30 - 12.02.2018 03:45","48410","50925"
"12.02.2018 03:45 - 12.02.2018 04:00","48715","51050"
"12.02.2018 04:00 - 12.02.2018 04:15","49368","51607"
"12.02.2018 04:15 - 12.02.2018 04:30","49710","51949"
"12.02.2018 04:30 - 12.02.2018 04:45","50271","52443"
"12.02.2018 04:45 - 12.02.2018 05:00","50860","53003"
"12.02.2018 05:00 - 12.02.2018 05:15","52110","54493"
"12.02.2018 05:15 - 12.02.2018 05:30","52821","55047"
"12.02.2018 05:30 - 12.02.2018 05:45","54131","56057"
"12.02.2018 05:45 - 12.02.2018 06:00","55822","57410"
"12.02.2018 06:00 - 12.02.2018 06:15","58690","60491"
"12.02.2018 06:15 - 12.02.2018 06:30","61045","62451"
"12.02.2018 06:30 - 12.02.2018 06:45","63098","64621"
"12.02.2018 06:45 - 12.02.2018 07:00","64993","66029"
"12.02.2018 07:00 - 12.02.2018 07:15","66755","68020"
"12.02.2018 07:15 - 12.02.2018 07:30","67615","69178"
"12.02.2018 07:30 - 12.02.2018 07:45","68439","70001"
"12.02.2018 07:45 - 12.02.2018 08:00","68856","70439"
"12.02.2018 08:00 - 12.02.2018 08:15","69885","71051"
"12.02.2018 08:15 - 12.02.2018 08:30","70064","71582"
"12.02.2018 08:30 - 12.02.2018 08:45","70379","71898"
"12.02.2018 08:45 - 12.02.2018 09:00","70818","72421"
"12.02.2018 09:00 - 12.02.2018 09:15","70552","72277"
"12.02.2018 09:15 - 12.02.2018 09:30","70812","72858"
"12.02.2018 09:30 - 12.02.2018 09:45","71274","73354"
"12.02.2018 09:45 - 12.02.2018 10:00","71714","73462"
"12.02.2018 10:00 - 12.02.2018 10:15","72029","73724"
"12.02.2018 10:15 - 12.02.2018 10:30","72130","73871"
"12.02.2018 10:30 - 12.02.2018 10:45","72440","74127"
"12.02.2018 10:45 - 12.02.2018 11:00","72692","73952"
"12.02.2018 11:00 - 12.02.2018 11:15","72773","74363"
"12.02.2018 11:15 - 12.02.2018 11:30","72937","74297"
"12.02.2018 11:30 - 12.02.2018 11:45","73193","74336"
"12.02.2018 11:45 - 12.02.2018 12:00","73400","74413"
"12.02.2018 12:00 - 12.02.2018 12:15","72372","74085"
"12.02.2018 12:15 - 12.02.2018 12:30","72453","73879"
"12.02.2018 12:30 - 12.02.2018 12:45","72246","73661"
"12.02.2018 12:45 - 12.02.2018 13:00","72290","73551"
"12.02.2018 13:00 - 12.02.2018 13:15","72074","73395"
"12.02.2018 13:15 - 12.02.2018 13:30","71612","72600"
"12.02.2018 13:30 - 12.02.2018 13:45","71249","72180"
"12.02.2018 13:45 - 12.02.2018 14:00","70695","71512"
"12.02.2018 14:00 - 12.02.2018 14:15","70209","71027"
"12.02.2018 14:15 - 12.02.2018 14:30","69756","70335"
"12.02.2018 14:30 - 12.02.2018 14:45","69458","70188"
"12.02.2018 14:45 - 12.02.2018 15:00","68798","70036"
"12.02.2018 15:00 - 12.02.2018 15:15","67260","69900"
"12.02.2018 15:15 - 12.02.2018 15:30","68897","69596"
"12.02.2018 15:30 - 12.02.2018 15:45","68875","69581"
"12.02.2018 15:45 - 12.02.2018 16:00","68411","69148"
"12.02.2018 16:00 - 12.02.2018 16:15","68402","69099"
"12.02.2018 16:15 - 12.02.2018 16:30","67323","68887"
"12.02.2018 16:30 - 12.02.2018 16:45","67920","68779"
"12.02.2018 16:45 - 12.02.2018 17:00","68703","68853"
"12.02.2018 17:00 - 12.02.2018 17:15","69083","69194"
"12.02.2018 17:15 - 12.02.2018 17:30","69330","69713"
"12.02.2018 17:30 - 12.02.2018 17:45","70152","70817"
"12.02.2018 17:45 - 12.02.2018 18:00","71391","72239"
"12.02.2018 18:00 - 12.02.2018 18:15","71983","73124"
"12.02.2018 18:15 - 12.02.2018 18:30","71977","73309"
"12.02.2018 18:30 - 12.02.2018 18:45","72238","73687"
"12.02.2018 18:45 - 12.02.2018 19:00","72194","73732"
"12.02.2018 19:00 - 12.02.2018 19:15","71816","73332"
"12.02.2018 19:15 - 12.02.2018 19:30","71082","72467"
"12.02.2018 19:30 - 12.02.2018 19:45","70442","71629"
"12.02.2018 19:45 - 12.02.2018 20:00","69968","71154"
"12.02.2018 20:00 - 12.02.2018 20:15","68650","70169"
"12.02.2018 20:15 - 12.02.2018 20:30","67308","68671"
"12.02.2018 20:30 - 12.02.2018 20:45","66542","67629"
"12.02.2018 20:45 - 12.02.2018 21:00","65707","66743"
"12.02.2018 21:00 - 12.02.2018 21:15","64506","66409"
"12.02.2018 21:15 - 12.02.2018 21:30","64219","65593"
"12.02.2018 21:30 - 12.02.2018 21:45","64006","64974"
"12.02.2018 21:45 - 12.02.2018 22:00","62644","64248"
"12.02.2018 22:00 - 12.02.2018 22:15","62591","64656"
"12.02.2018 22:15 - 12.02.2018 22:30","61870","64067"
"12.02.2018 22:30 - 12.02.2018 22:45","60790","63052"
"12.02.2018 22:45 - 12.02.2018 23:00","59479","62299"
"12.02.2018 23:00 - 12.02.2018 23:15","58240","61330"
"12.02.2018 23:15 - 12.02.2018 23:30","57192","60358"
"12.02.2018 23:30 - 12.02.2018 23:45","56075","59649"
"12.02.2018 23:45 - 13.02.2018 00:00","55281","59293"
"13.02.2018 00:00 - 13.02.2018 00:15","54893","58434"
"13.02.2018 00:15 - 13.02.2018 00:30","54374","58059"
"13.02.2018 00:30 - 13.02.2018 00:45","53714","57496"
"13.02.2018 00:45 - 13.02.2018 01:00","53075","56716"
"13.02.2018 01:00 - 13.02.2018 01:15","52783","56065"
