"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"01.01.2017 23:00 - 01.01.2017 23:15","45164","49206"
"01.01.2017 23:15 - 01.01.2017 23:30","44846","48770"
"01.01.2017 23:30 - 01.01.2017 23:45","43278","47873"
"01.01.2017 23:45 - 02.01.2017 00:00","42557","47234"
"02.01.2017 00:00 - 02.01.2017 00:15","41422","46604"
"02.01.2017 00:15 - 02.01.2017 00:30","40973","46041"
"02.01.2017 00:30 - 02.01.2017 00:45","40674","45528"
"02.01.2017 00:45 - 02.01.2017 01:00","40096","44887"
"02.01.2017 01:00 - 02.01.2017 01:15","40700","44347"
"02.01.2017 01:15 - 02.01.2017 01:30","39605","44014"
"02.01.2017 01:30 - 02.01.2017 01:45","39574","43616"
"02.01.2017 01:45 - 02.01.2017 02:00","39278","43202"
"02.01.2017 02:00 - 02.01.2017 02:15","39454","43022"
"02.01.2017 02:15 - 02.01.2017 02:30","39378","42875"
"02.01.2017 02:30 - 02.01.2017 02:45","39201","42765"
"02.01.2017 02:45 - 02.01.2017 03:00","39138","42766"
"02.01.2017 03:00 - 02.01.2017 03:15","39479","42844"
"02.01.2017 03:15 - 02.01.2017 03:30","39644","42740"
"02.01.2017 03:30 - 02.01.2017 03:45","39509","43393"
"02.01.2017 03:45 - 02.01.2017 04:00","39659","43572"
"02.01.2017 04:00 - 02.01.2017 04:15","40155","43879"
"02.01.2017 04:15 - 02.01.2017 04:30","40797","44506"
"02.01.2017 04:30 - 02.01.2017 04:45","40842","44949"
"02.01.2017 04:45 - 02.01.2017 05:00","41359","45165"
"02.01.2017 05:00 - 02.01.2017 05:15","42305","46194"
"02.01.2017 05:15 - 02.01.2017 05:30","42865","46806"
"02.01.2017 05:30 - 02.01.2017 05:45","43746","47718"
"02.01.2017 05:45 - 02.01.2017 06:00","45000","48988"
"02.01.2017 06:00 - 02.01.2017 06:15","47785","50957"
"02.01.2017 06:15 - 02.01.2017 06:30","49833","52610"
"02.01.2017 06:30 - 02.01.2017 06:45","51233","54301"
"02.01.2017 06:45 - 02.01.2017 07:00","52866","55905"
"02.01.2017 07:00 - 02.01.2017 07:15","54377","57840"
"02.01.2017 07:15 - 02.01.2017 07:30","55475","59270"
"02.01.2017 07:30 - 02.01.2017 07:45","57679","60536"
"02.01.2017 07:45 - 02.01.2017 08:00","58117","62048"
"02.01.2017 08:00 - 02.01.2017 08:15","58378","62992"
"02.01.2017 08:15 - 02.01.2017 08:30","58919","63541"
"02.01.2017 08:30 - 02.01.2017 08:45","59983","64148"
"02.01.2017 08:45 - 02.01.2017 09:00","60284","64698"
"02.01.2017 09:00 - 02.01.2017 09:15","60122","65102"
"02.01.2017 09:15 - 02.01.2017 09:30","61191","65728"
"02.01.2017 09:30 - 02.01.2017 09:45","61688","66552"
"02.01.2017 09:45 - 02.01.2017 10:00","61752","66730"
"02.01.2017 10:00 - 02.01.2017 10:15","62512","67168"
"02.01.2017 10:15 - 02.01.2017 10:30","62964","67404"
"02.01.2017 10:30 - 02.01.2017 10:45","63168","67825"
"02.01.2017 10:45 - 02.01.2017 11:00","63630","68198"
"02.01.2017 11:00 - 02.01.2017 11:15","64209","68429"
"02.01.2017 11:15 - 02.01.2017 11:30","64315","68764"
"02.01.2017 11:30 - 02.01.2017 11:45","64663","68877"
"02.01.2017 11:45 - 02.01.2017 12:00","65072","69037"
"02.01.2017 12:00 - 02.01.2017 12:15","64116","69001"
"02.01.2017 12:15 - 02.01.2017 12:30","64181","68919"
"02.01.2017 12:30 - 02.01.2017 12:45","64439","68813"
"02.01.2017 12:45 - 02.01.2017 13:00","64376","68565"
"02.01.2017 13:00 - 02.01.2017 13:15","64618","68738"
"02.01.2017 13:15 - 02.01.2017 13:30","64111","68160"
"02.01.2017 13:30 - 02.01.2017 13:45","63636","67664"
"02.01.2017 13:45 - 02.01.2017 14:00","63425","66895"
"02.01.2017 14:00 - 02.01.2017 14:15","63075","66915"
"02.01.2017 14:15 - 02.01.2017 14:30","63218","67005"
"02.01.2017 14:30 - 02.01.2017 14:45","63050","66790"
"02.01.2017 14:45 - 02.01.2017 15:00","62883","66319"
"02.01.2017 15:00 - 02.01.2017 15:15","61950","66574"
"02.01.2017 15:15 - 02.01.2017 15:30","62503","66356"
"02.01.2017 15:30 - 02.01.2017 15:45","62731","66165"
"02.01.2017 15:45 - 02.01.2017 16:00","62445","65981"
"02.01.2017 16:00 - 02.01.2017 16:15","62247","66190"
"02.01.2017 16:15 - 02.01.2017 16:30","61561","66646"
"02.01.2017 16:30 - 02.01.2017 16:45","61140","67690"
"02.01.2017 16:45 - 02.01.2017 17:00","63443","68706"
"02.01.2017 17:00 - 02.01.2017 17:15","63859","69903"
"02.01.2017 17:15 - 02.01.2017 17:30","65050","70489"
"02.01.2017 17:30 - 02.01.2017 17:45","64489","70707"
"02.01.2017 17:45 - 02.01.2017 18:00","64974","70763"
"02.01.2017 18:00 - 02.01.2017 18:15","64399","70443"
"02.01.2017 18:15 - 02.01.2017 18:30","63603","70189"
"02.01.2017 18:30 - 02.01.2017 18:45","63460","70133"
"02.01.2017 18:45 - 02.01.2017 19:00","62793","69963"
"02.01.2017 19:00 - 02.01.2017 19:15","62241","69497"
"02.01.2017 19:15 - 02.01.2017 19:30","62551","69062"
"02.01.2017 19:30 - 02.01.2017 19:45","61197","68668"
"02.01.2017 19:45 - 02.01.2017 20:00","61442","68200"
"02.01.2017 20:00 - 02.01.2017 20:15","60437","66767"
"02.01.2017 20:15 - 02.01.2017 20:30","59339","65516"
"02.01.2017 20:30 - 02.01.2017 20:45","58042","64573"
"02.01.2017 20:45 - 02.01.2017 21:00","57438","63589"
"02.01.2017 21:00 - 02.01.2017 21:15","57070","62793"
"02.01.2017 21:15 - 02.01.2017 21:30","56724","61973"
"02.01.2017 21:30 - 02.01.2017 21:45","56842","61351"
"02.01.2017 21:45 - 02.01.2017 22:00","55696","60956"
"02.01.2017 22:00 - 02.01.2017 22:15","54928","61278"
"02.01.2017 22:15 - 02.01.2017 22:30","53732","60503"
"02.01.2017 22:30 - 02.01.2017 22:45","52695","59773"
"02.01.2017 22:45 - 02.01.2017 23:00","50822","58763"
"02.01.2017 23:00 - 02.01.2017 23:15","48954","57906"
"02.01.2017 23:15 - 02.01.2017 23:30","47840","56977"
"02.01.2017 23:30 - 02.01.2017 23:45","47940","56044"
"02.01.2017 23:45 - 03.01.2017 00:00","45105","55277"
"03.01.2017 00:00 - 03.01.2017 00:15","47169","54548"
"03.01.2017 00:15 - 03.01.2017 00:30","46780","53630"
"03.01.2017 00:30 - 03.01.2017 00:45","46233","52881"
"03.01.2017 00:45 - 03.01.2017 01:00","45716","51880"
"03.01.2017 01:00 - 03.01.2017 01:15","45122","51219"
"03.01.2017 01:15 - 03.01.2017 01:30","44798","50788"
"03.01.2017 01:30 - 03.01.2017 01:45","44433","50478"
"03.01.2017 01:45 - 03.01.2017 02:00","44080","50130"
"03.01.2017 02:00 - 03.01.2017 02:15","44001","49667"
"03.01.2017 02:15 - 03.01.2017 02:30","43931","49471"
"03.01.2017 02:30 - 03.01.2017 02:45","43927","49428"
"03.01.2017 02:45 - 03.01.2017 03:00","43999","49405"
"03.01.2017 03:00 - 03.01.2017 03:15","44160","49596"
"03.01.2017 03:15 - 03.01.2017 03:30","44214","49492"
"03.01.2017 03:30 - 03.01.2017 03:45","44080","49784"
"03.01.2017 03:45 - 03.01.2017 04:00","44073","49762"
"03.01.2017 04:00 - 03.01.2017 04:15","44646","50000"
"03.01.2017 04:15 - 03.01.2017 04:30","45119","50368"
"03.01.2017 04:30 - 03.01.2017 04:45","45329","50808"
"03.01.2017 04:45 - 03.01.2017 05:00","45870","51056"
"03.01.2017 05:00 - 03.01.2017 05:15","46655","51979"
"03.01.2017 05:15 - 03.01.2017 05:30","47299","52555"
"03.01.2017 05:30 - 03.01.2017 05:45","48049","53337"
"03.01.2017 05:45 - 03.01.2017 06:00","49124","54338"
"03.01.2017 06:00 - 03.01.2017 06:15","50727","56211"
"03.01.2017 06:15 - 03.01.2017 06:30","53087","57957"
"03.01.2017 06:30 - 03.01.2017 06:45","54416","59266"
"03.01.2017 06:45 - 03.01.2017 07:00","55394","60695"
"03.01.2017 07:00 - 03.01.2017 07:15","57103","62310"
"03.01.2017 07:15 - 03.01.2017 07:30","59374","63681"
"03.01.2017 07:30 - 03.01.2017 07:45","58562","65238"
"03.01.2017 07:45 - 03.01.2017 08:00","59938","66472"
"03.01.2017 08:00 - 03.01.2017 08:15","60396","67326"
"03.01.2017 08:15 - 03.01.2017 08:30","61213","67674"
"03.01.2017 08:30 - 03.01.2017 08:45","61124","68400"
"03.01.2017 08:45 - 03.01.2017 09:00","61031","68573"
"03.01.2017 09:00 - 03.01.2017 09:15","60902","68693"
"03.01.2017 09:15 - 03.01.2017 09:30","61319","69201"
"03.01.2017 09:30 - 03.01.2017 09:45","61200","69631"
"03.01.2017 09:45 - 03.01.2017 10:00","61597","70085"
"03.01.2017 10:00 - 03.01.2017 10:15","61801","70571"
"03.01.2017 10:15 - 03.01.2017 10:30","62287","70663"
"03.01.2017 10:30 - 03.01.2017 10:45","62391","71192"
"03.01.2017 10:45 - 03.01.2017 11:00","62759","71403"
"03.01.2017 11:00 - 03.01.2017 11:15","62868","71705"
"03.01.2017 11:15 - 03.01.2017 11:30","63097","72077"
"03.01.2017 11:30 - 03.01.2017 11:45","63631","72390"
"03.01.2017 11:45 - 03.01.2017 12:00","63454","72482"
"03.01.2017 12:00 - 03.01.2017 12:15","63503","72273"
"03.01.2017 12:15 - 03.01.2017 12:30","63878","72173"
"03.01.2017 12:30 - 03.01.2017 12:45","63570","72300"
"03.01.2017 12:45 - 03.01.2017 13:00","63623","72155"
"03.01.2017 13:00 - 03.01.2017 13:15","63333","72033"
"03.01.2017 13:15 - 03.01.2017 13:30","63148","71588"
"03.01.2017 13:30 - 03.01.2017 13:45","62829","71418"
"03.01.2017 13:45 - 03.01.2017 14:00","62216","70793"
"03.01.2017 14:00 - 03.01.2017 14:15","61894","70937"
"03.01.2017 14:15 - 03.01.2017 14:30","61287","70640"
"03.01.2017 14:30 - 03.01.2017 14:45","61437","70411"
"03.01.2017 14:45 - 03.01.2017 15:00","61760","70248"
"03.01.2017 15:00 - 03.01.2017 15:15","62306","70603"
"03.01.2017 15:15 - 03.01.2017 15:30","61244","70445"
"03.01.2017 15:30 - 03.01.2017 15:45","61360","70335"
"03.01.2017 15:45 - 03.01.2017 16:00","61483","70130"
"03.01.2017 16:00 - 03.01.2017 16:15","61534","70541"
"03.01.2017 16:15 - 03.01.2017 16:30","62650","70835"
"03.01.2017 16:30 - 03.01.2017 16:45","64016","71561"
"03.01.2017 16:45 - 03.01.2017 17:00","63846","72524"
"03.01.2017 17:00 - 03.01.2017 17:15","65195","73379"
"03.01.2017 17:15 - 03.01.2017 17:30","65632","74079"
"03.01.2017 17:30 - 03.01.2017 17:45","66211","74406"
"03.01.2017 17:45 - 03.01.2017 18:00","65839","74565"
"03.01.2017 18:00 - 03.01.2017 18:15","65356","74062"
"03.01.2017 18:15 - 03.01.2017 18:30","65445","73567"
"03.01.2017 18:30 - 03.01.2017 18:45","65219","73235"
"03.01.2017 18:45 - 03.01.2017 19:00","65339","73081"
"03.01.2017 19:00 - 03.01.2017 19:15","64662","72655"
"03.01.2017 19:15 - 03.01.2017 19:30","64122","72089"
"03.01.2017 19:30 - 03.01.2017 19:45","63517","71742"
"03.01.2017 19:45 - 03.01.2017 20:00","62669","71073"
"03.01.2017 20:00 - 03.01.2017 20:15","61358","69930"
"03.01.2017 20:15 - 03.01.2017 20:30","59588","68742"
"03.01.2017 20:30 - 03.01.2017 20:45","59017","67474"
"03.01.2017 20:45 - 03.01.2017 21:00","58240","66612"
"03.01.2017 21:00 - 03.01.2017 21:15","57338","65750"
"03.01.2017 21:15 - 03.01.2017 21:30","57146","65170"
"03.01.2017 21:30 - 03.01.2017 21:45","56746","64646"
"03.01.2017 21:45 - 03.01.2017 22:00","55843","63902"
"03.01.2017 22:00 - 03.01.2017 22:15","55865","63867"
"03.01.2017 22:15 - 03.01.2017 22:30","55474","63060"
"03.01.2017 22:30 - 03.01.2017 22:45","54318","62242"
"03.01.2017 22:45 - 03.01.2017 23:00","53159","61017"
"03.01.2017 23:00 - 03.01.2017 23:15","51713","60060"
"03.01.2017 23:15 - 03.01.2017 23:30","50790","59011"
"03.01.2017 23:30 - 03.01.2017 23:45","49595","57944"
"03.01.2017 23:45 - 04.01.2017 00:00","48870","56954"
"04.01.2017 00:00 - 04.01.2017 00:15","48044","56336"
"04.01.2017 00:15 - 04.01.2017 00:30","47344","55597"
"04.01.2017 00:30 - 04.01.2017 00:45","46768","55186"
"04.01.2017 00:45 - 04.01.2017 01:00","46300","54445"
"04.01.2017 01:00 - 04.01.2017 01:15","45796","53815"
"04.01.2017 01:15 - 04.01.2017 01:30","45114","53572"
"04.01.2017 01:30 - 04.01.2017 01:45","44762","53340"
"04.01.2017 01:45 - 04.01.2017 02:00","44552","52981"
"04.01.2017 02:00 - 04.01.2017 02:15","44180","52477"
"04.01.2017 02:15 - 04.01.2017 02:30","44126","52296"
"04.01.2017 02:30 - 04.01.2017 02:45","44023","52324"
"04.01.2017 02:45 - 04.01.2017 03:00","44031","52304"
"04.01.2017 03:00 - 04.01.2017 03:15","44197","52382"
"04.01.2017 03:15 - 04.01.2017 03:30","44119","52423"
"04.01.2017 03:30 - 04.01.2017 03:45","44047","52734"
"04.01.2017 03:45 - 04.01.2017 04:00","44445","52901"
"04.01.2017 04:00 - 04.01.2017 04:15","44887","53143"
"04.01.2017 04:15 - 04.01.2017 04:30","45353","53279"
"04.01.2017 04:30 - 04.01.2017 04:45","45552","53776"
"04.01.2017 04:45 - 04.01.2017 05:00","46185","54144"
"04.01.2017 05:00 - 04.01.2017 05:15","47261","54877"
"04.01.2017 05:15 - 04.01.2017 05:30","47584","55254"
"04.01.2017 05:30 - 04.01.2017 05:45","48310","56136"
"04.01.2017 05:45 - 04.01.2017 06:00","49389","57262"
"04.01.2017 06:00 - 04.01.2017 06:15","51032","59089"
"04.01.2017 06:15 - 04.01.2017 06:30","52409","60880"
"04.01.2017 06:30 - 04.01.2017 06:45","54529","62599"
"04.01.2017 06:45 - 04.01.2017 07:00","55937","64133"
"04.01.2017 07:00 - 04.01.2017 07:15","57434","65744"
"04.01.2017 07:15 - 04.01.2017 07:30","58977","67262"
"04.01.2017 07:30 - 04.01.2017 07:45","59122","68267"
"04.01.2017 07:45 - 04.01.2017 08:00","61211","69336"
"04.01.2017 08:00 - 04.01.2017 08:15","60959","70236"
"04.01.2017 08:15 - 04.01.2017 08:30","62515","70691"
"04.01.2017 08:30 - 04.01.2017 08:45","63086","71016"
"04.01.2017 08:45 - 04.01.2017 09:00","63067","71204"
"04.01.2017 09:00 - 04.01.2017 09:15","62813","71191"
"04.01.2017 09:15 - 04.01.2017 09:30","63594","71711"
"04.01.2017 09:30 - 04.01.2017 09:45","63778","71776"
"04.01.2017 09:45 - 04.01.2017 10:00","63572","72328"
"04.01.2017 10:00 - 04.01.2017 10:15","63290","72702"
"04.01.2017 10:15 - 04.01.2017 10:30","64438","72942"
"04.01.2017 10:30 - 04.01.2017 10:45","64115","73120"
"04.01.2017 10:45 - 04.01.2017 11:00","64353","73164"
"04.01.2017 11:00 - 04.01.2017 11:15","64776","73209"
"04.01.2017 11:15 - 04.01.2017 11:30","65048","73505"
"04.01.2017 11:30 - 04.01.2017 11:45","65486","74096"
"04.01.2017 11:45 - 04.01.2017 12:00","64958","74225"
"04.01.2017 12:00 - 04.01.2017 12:15","65050","73985"
"04.01.2017 12:15 - 04.01.2017 12:30","65634","73536"
"04.01.2017 12:30 - 04.01.2017 12:45","65132","73464"
"04.01.2017 12:45 - 04.01.2017 13:00","64854","73466"
"04.01.2017 13:00 - 04.01.2017 13:15","65428","72940"
"04.01.2017 13:15 - 04.01.2017 13:30","64590","72617"
"04.01.2017 13:30 - 04.01.2017 13:45","64455","72305"
"04.01.2017 13:45 - 04.01.2017 14:00","63788","71738"
"04.01.2017 14:00 - 04.01.2017 14:15","62713","71632"
"04.01.2017 14:15 - 04.01.2017 14:30","62519","71336"
"04.01.2017 14:30 - 04.01.2017 14:45","62317","71145"
"04.01.2017 14:45 - 04.01.2017 15:00","62876","70984"
"04.01.2017 15:00 - 04.01.2017 15:15","63319","70732"
"04.01.2017 15:15 - 04.01.2017 15:30","62708","70590"
"04.01.2017 15:30 - 04.01.2017 15:45","62334","70311"
"04.01.2017 15:45 - 04.01.2017 16:00","63082","70186"
"04.01.2017 16:00 - 04.01.2017 16:15","63075","70289"
"04.01.2017 16:15 - 04.01.2017 16:30","63847","70486"
"04.01.2017 16:30 - 04.01.2017 16:45","64617","71179"
"04.01.2017 16:45 - 04.01.2017 17:00","64933","72195"
"04.01.2017 17:00 - 04.01.2017 17:15","66746","72902"
"04.01.2017 17:15 - 04.01.2017 17:30","66605","73661"
"04.01.2017 17:30 - 04.01.2017 17:45","67437","73803"
"04.01.2017 17:45 - 04.01.2017 18:00","67522","73863"
"04.01.2017 18:00 - 04.01.2017 18:15","67422","73423"
"04.01.2017 18:15 - 04.01.2017 18:30","67409","73050"
"04.01.2017 18:30 - 04.01.2017 18:45","67251","72538"
"04.01.2017 18:45 - 04.01.2017 19:00","67206","72265"
"04.01.2017 19:00 - 04.01.2017 19:15","66735","71873"
"04.01.2017 19:15 - 04.01.2017 19:30","66014","71312"
"04.01.2017 19:30 - 04.01.2017 19:45","65458","70845"
"04.01.2017 19:45 - 04.01.2017 20:00","64995","70444"
"04.01.2017 20:00 - 04.01.2017 20:15","62749","68961"
"04.01.2017 20:15 - 04.01.2017 20:30","61399","67636"
"04.01.2017 20:30 - 04.01.2017 20:45","60787","66564"
"04.01.2017 20:45 - 04.01.2017 21:00","60111","65639"
"04.01.2017 21:00 - 04.01.2017 21:15","59174","65139"
"04.01.2017 21:15 - 04.01.2017 21:30","58856","64745"
"04.01.2017 21:30 - 04.01.2017 21:45","58659","64084"
"04.01.2017 21:45 - 04.01.2017 22:00","57908","63663"
"04.01.2017 22:00 - 04.01.2017 22:15","58053","63610"
"04.01.2017 22:15 - 04.01.2017 22:30","57385","63153"
"04.01.2017 22:30 - 04.01.2017 22:45","56180","61761"
"04.01.2017 22:45 - 04.01.2017 23:00","55010","60687"
"04.01.2017 23:00 - 04.01.2017 23:15","53357","59682"
"04.01.2017 23:15 - 04.01.2017 23:30","52325","58779"
"04.01.2017 23:30 - 04.01.2017 23:45","51087","57840"
"04.01.2017 23:45 - 05.01.2017 00:00","50486","57197"
"05.01.2017 00:00 - 05.01.2017 00:15","50653","55556"
"05.01.2017 00:15 - 05.01.2017 00:30","50211","54734"
"05.01.2017 00:30 - 05.01.2017 00:45","49237","53809"
"05.01.2017 00:45 - 05.01.2017 01:00","48832","53111"
"05.01.2017 01:00 - 05.01.2017 01:15","48404","52463"
"05.01.2017 01:15 - 05.01.2017 01:30","47873","52008"
"05.01.2017 01:30 - 05.01.2017 01:45","47426","51805"
"05.01.2017 01:45 - 05.01.2017 02:00","46901","51432"
"05.01.2017 02:00 - 05.01.2017 02:15","46818","51152"
"05.01.2017 02:15 - 05.01.2017 02:30","46638","51044"
"05.01.2017 02:30 - 05.01.2017 02:45","47103","51128"
"05.01.2017 02:45 - 05.01.2017 03:00","46572","51170"
"05.01.2017 03:00 - 05.01.2017 03:15","46843","51052"
"05.01.2017 03:15 - 05.01.2017 03:30","46652","51178"
"05.01.2017 03:30 - 05.01.2017 03:45","46658","51443"
"05.01.2017 03:45 - 05.01.2017 04:00","47150","51466"
"05.01.2017 04:00 - 05.01.2017 04:15","47267","51939"
"05.01.2017 04:15 - 05.01.2017 04:30","47988","52196"
"05.01.2017 04:30 - 05.01.2017 04:45","47732","52381"
"05.01.2017 04:45 - 05.01.2017 05:00","48351","52865"
"05.01.2017 05:00 - 05.01.2017 05:15","49001","53690"
"05.01.2017 05:15 - 05.01.2017 05:30","49093","54457"
"05.01.2017 05:30 - 05.01.2017 05:45","49741","55212"
"05.01.2017 05:45 - 05.01.2017 06:00","50762","56152"
"05.01.2017 06:00 - 05.01.2017 06:15","52638","57621"
"05.01.2017 06:15 - 05.01.2017 06:30","53677","59388"
"05.01.2017 06:30 - 05.01.2017 06:45","55779","61024"
"05.01.2017 06:45 - 05.01.2017 07:00","56629","62650"
"05.01.2017 07:00 - 05.01.2017 07:15","58786","64350"
"05.01.2017 07:15 - 05.01.2017 07:30","59319","65479"
"05.01.2017 07:30 - 05.01.2017 07:45","61961","66869"
"05.01.2017 07:45 - 05.01.2017 08:00","62667","68085"
"05.01.2017 08:00 - 05.01.2017 08:15","63908","68770"
"05.01.2017 08:15 - 05.01.2017 08:30","63950","69255"
"05.01.2017 08:30 - 05.01.2017 08:45","64088","69405"
"05.01.2017 08:45 - 05.01.2017 09:00","64423","69348"
"05.01.2017 09:00 - 05.01.2017 09:15","64762","69600"
"05.01.2017 09:15 - 05.01.2017 09:30","64786","69920"
"05.01.2017 09:30 - 05.01.2017 09:45","65517","70078"
"05.01.2017 09:45 - 05.01.2017 10:00","65776","70151"
"05.01.2017 10:00 - 05.01.2017 10:15","65969","70582"
"05.01.2017 10:15 - 05.01.2017 10:30","66105","70727"
"05.01.2017 10:30 - 05.01.2017 10:45","66639","70940"
"05.01.2017 10:45 - 05.01.2017 11:00","66646","70956"
"05.01.2017 11:00 - 05.01.2017 11:15","67420","71012"
"05.01.2017 11:15 - 05.01.2017 11:30","67433","71239"
"05.01.2017 11:30 - 05.01.2017 11:45","67875","71659"
"05.01.2017 11:45 - 05.01.2017 12:00","68052","71648"
"05.01.2017 12:00 - 05.01.2017 12:15","67130","71765"
