"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"10.03.2017 04:00 - 10.03.2017 04:15","48729","51935"
"10.03.2017 04:15 - 10.03.2017 04:30","49053","52539"
"10.03.2017 04:30 - 10.03.2017 04:45","49389","53028"
"10.03.2017 04:45 - 10.03.2017 05:00","49756","53435"
"10.03.2017 05:00 - 10.03.2017 05:15","50785","55139"
"10.03.2017 05:15 - 10.03.2017 05:30","51450","55688"
"10.03.2017 05:30 - 10.03.2017 05:45","52401","56566"
"10.03.2017 05:45 - 10.03.2017 06:00","53574","58092"
"10.03.2017 06:00 - 10.03.2017 06:15","56243","60970"
"10.03.2017 06:15 - 10.03.2017 06:30","58443","63327"
"10.03.2017 06:30 - 10.03.2017 06:45","60003","64306"
"10.03.2017 06:45 - 10.03.2017 07:00","61320","65563"
"10.03.2017 07:00 - 10.03.2017 07:15","62705","66960"
"10.03.2017 07:15 - 10.03.2017 07:30","63885","68016"
"10.03.2017 07:30 - 10.03.2017 07:45","64772","68818"
"10.03.2017 07:45 - 10.03.2017 08:00","65506","69567"
"10.03.2017 08:00 - 10.03.2017 08:15","66460","70369"
"10.03.2017 08:15 - 10.03.2017 08:30","66671","70938"
"10.03.2017 08:30 - 10.03.2017 08:45","66964","71095"
"10.03.2017 08:45 - 10.03.2017 09:00","67105","71181"
"10.03.2017 09:00 - 10.03.2017 09:15","67222","70891"
"10.03.2017 09:15 - 10.03.2017 09:30","67146","70773"
"10.03.2017 09:30 - 10.03.2017 09:45","67443","71141"
"10.03.2017 09:45 - 10.03.2017 10:00","67810","71409"
"10.03.2017 10:00 - 10.03.2017 10:15","68206","71077"
"10.03.2017 10:15 - 10.03.2017 10:30","68305","71240"
"10.03.2017 10:30 - 10.03.2017 10:45","68409","71421"
"10.03.2017 10:45 - 10.03.2017 11:00","68849","71581"
"10.03.2017 11:00 - 10.03.2017 11:15","68934","71619"
"10.03.2017 11:15 - 10.03.2017 11:30","69452","71879"
"10.03.2017 11:30 - 10.03.2017 11:45","69346","71837"
"10.03.2017 11:45 - 10.03.2017 12:00","69494","71777"
"10.03.2017 12:00 - 10.03.2017 12:15","69008","71323"
"10.03.2017 12:15 - 10.03.2017 12:30","69182","70980"
"10.03.2017 12:30 - 10.03.2017 12:45","68601","70717"
"10.03.2017 12:45 - 10.03.2017 13:00","68543","70369"
"10.03.2017 13:00 - 10.03.2017 13:15","68135","70080"
"10.03.2017 13:15 - 10.03.2017 13:30","67571","69308"
"10.03.2017 13:30 - 10.03.2017 13:45","67394","69131"
"10.03.2017 13:45 - 10.03.2017 14:00","66721","68218"
"10.03.2017 14:00 - 10.03.2017 14:15","66161","67920"
"10.03.2017 14:15 - 10.03.2017 14:30","65810","67739"
"10.03.2017 14:30 - 10.03.2017 14:45","65978","67206"
"10.03.2017 14:45 - 10.03.2017 15:00","65803","66508"
"10.03.2017 15:00 - 10.03.2017 15:15","64519","66696"
"10.03.2017 15:15 - 10.03.2017 15:30","64856","66229"
"10.03.2017 15:30 - 10.03.2017 15:45","64242","65559"
"10.03.2017 15:45 - 10.03.2017 16:00","64179","65201"
"10.03.2017 16:00 - 10.03.2017 16:15","63915","64944"
"10.03.2017 16:15 - 10.03.2017 16:30","62778","64685"
"10.03.2017 16:30 - 10.03.2017 16:45","62241","64748"
"10.03.2017 16:45 - 10.03.2017 17:00","63704","64612"
"10.03.2017 17:00 - 10.03.2017 17:15","64050","64809"
"10.03.2017 17:15 - 10.03.2017 17:30","63887","65123"
"10.03.2017 17:30 - 10.03.2017 17:45","65053","65312"
"10.03.2017 17:45 - 10.03.2017 18:00","65488","65569"
"10.03.2017 18:00 - 10.03.2017 18:15","65672","66250"
"10.03.2017 18:15 - 10.03.2017 18:30","66314","67228"
"10.03.2017 18:30 - 10.03.2017 18:45","67058","68734"
"10.03.2017 18:45 - 10.03.2017 19:00","67282","69829"
"10.03.2017 19:00 - 10.03.2017 19:15","67302","70375"
"10.03.2017 19:15 - 10.03.2017 19:30","66947","69953"
"10.03.2017 19:30 - 10.03.2017 19:45","66552","69274"
"10.03.2017 19:45 - 10.03.2017 20:00","65761","68341"
"10.03.2017 20:00 - 10.03.2017 20:15","64435","66962"
"10.03.2017 20:15 - 10.03.2017 20:30","62959","65561"
"10.03.2017 20:30 - 10.03.2017 20:45","61594","64243"
"10.03.2017 20:45 - 10.03.2017 21:00","60701","63197"
"10.03.2017 21:00 - 10.03.2017 21:15","59526","62351"
"10.03.2017 21:15 - 10.03.2017 21:30","58893","61795"
"10.03.2017 21:30 - 10.03.2017 21:45","58534","60825"
"10.03.2017 21:45 - 10.03.2017 22:00","57999","59709"
"10.03.2017 22:00 - 10.03.2017 22:15","57625","59571"
"10.03.2017 22:15 - 10.03.2017 22:30","57162","58884"
"10.03.2017 22:30 - 10.03.2017 22:45","56329","57907"
"10.03.2017 22:45 - 10.03.2017 23:00","54958","56966"
"10.03.2017 23:00 - 10.03.2017 23:15","53516","56007"
"10.03.2017 23:15 - 10.03.2017 23:30","52479","55048"
"10.03.2017 23:30 - 10.03.2017 23:45","51654","53850"
"10.03.2017 23:45 - 11.03.2017 00:00","50704","53072"
"11.03.2017 00:00 - 11.03.2017 00:15","50599","52215"
"11.03.2017 00:15 - 11.03.2017 00:30","50106","51077"
"11.03.2017 00:30 - 11.03.2017 00:45","49462","50343"
"11.03.2017 00:45 - 11.03.2017 01:00","48818","49949"
"11.03.2017 01:00 - 11.03.2017 01:15","48274","49314"
"11.03.2017 01:15 - 11.03.2017 01:30","47725","48786"
"11.03.2017 01:30 - 11.03.2017 01:45","47418","48674"
"11.03.2017 01:45 - 11.03.2017 02:00","47217","48490"
"11.03.2017 02:00 - 11.03.2017 02:15","46777","48070"
"11.03.2017 02:15 - 11.03.2017 02:30","46507","47934"
"11.03.2017 02:30 - 11.03.2017 02:45","46391","47831"
"11.03.2017 02:45 - 11.03.2017 03:00","46387","47812"
"11.03.2017 03:00 - 11.03.2017 03:15","46484","47662"
"11.03.2017 03:15 - 11.03.2017 03:30","46418","47738"
"11.03.2017 03:30 - 11.03.2017 03:45","46583","47719"
"11.03.2017 03:45 - 11.03.2017 04:00","46506","47638"
"11.03.2017 04:00 - 11.03.2017 04:15","46736","47698"
"11.03.2017 04:15 - 11.03.2017 04:30","46794","47879"
"11.03.2017 04:30 - 11.03.2017 04:45","46823","47870"
"11.03.2017 04:45 - 11.03.2017 05:00","46701","48195"
"11.03.2017 05:00 - 11.03.2017 05:15","47053","48227"
"11.03.2017 05:15 - 11.03.2017 05:30","47077","47958"
"11.03.2017 05:30 - 11.03.2017 05:45","47197","47931"
"11.03.2017 05:45 - 11.03.2017 06:00","47389","47960"
"11.03.2017 06:00 - 11.03.2017 06:15","47875","48490"
"11.03.2017 06:15 - 11.03.2017 06:30","48353","48917"
"11.03.2017 06:30 - 11.03.2017 06:45","48616","48967"
"11.03.2017 06:45 - 11.03.2017 07:00","49439","49197"
"11.03.2017 07:00 - 11.03.2017 07:15","49751","50101"
"11.03.2017 07:15 - 11.03.2017 07:30","50587","51085"
"11.03.2017 07:30 - 11.03.2017 07:45","51812","51988"
"11.03.2017 07:45 - 11.03.2017 08:00","52321","52943"
"11.03.2017 08:00 - 11.03.2017 08:15","53193","54069"
"11.03.2017 08:15 - 11.03.2017 08:30","54012","54780"
"11.03.2017 08:30 - 11.03.2017 08:45","54649","55526"
"11.03.2017 08:45 - 11.03.2017 09:00","55578","56403"
"11.03.2017 09:00 - 11.03.2017 09:15","56488","56929"
"11.03.2017 09:15 - 11.03.2017 09:30","57053","57602"
"11.03.2017 09:30 - 11.03.2017 09:45","57988","58172"
"11.03.2017 09:45 - 11.03.2017 10:00","59005","58707"
"11.03.2017 10:00 - 11.03.2017 10:15","58999","59077"
"11.03.2017 10:15 - 11.03.2017 10:30","58498","59270"
"11.03.2017 10:30 - 11.03.2017 10:45","59162","59340"
"11.03.2017 10:45 - 11.03.2017 11:00","59309","59556"
"11.03.2017 11:00 - 11.03.2017 11:15","59788","59728"
"11.03.2017 11:15 - 11.03.2017 11:30","60096","60112"
"11.03.2017 11:30 - 11.03.2017 11:45","61712","60102"
"11.03.2017 11:45 - 11.03.2017 12:00","61219","60296"
"11.03.2017 12:00 - 11.03.2017 12:15","60010","59959"
"11.03.2017 12:15 - 11.03.2017 12:30","60207","59627"
"11.03.2017 12:30 - 11.03.2017 12:45","59550","59175"
"11.03.2017 12:45 - 11.03.2017 13:00","59642","58611"
"11.03.2017 13:00 - 11.03.2017 13:15","58770","57926"
"11.03.2017 13:15 - 11.03.2017 13:30","58435","57337"
"11.03.2017 13:30 - 11.03.2017 13:45","58339","56574"
"11.03.2017 13:45 - 11.03.2017 14:00","57449","56063"
"11.03.2017 14:00 - 11.03.2017 14:15","56886","55581"
"11.03.2017 14:15 - 11.03.2017 14:30","56238","55167"
"11.03.2017 14:30 - 11.03.2017 14:45","55893","54669"
"11.03.2017 14:45 - 11.03.2017 15:00","54388","54307"
"11.03.2017 15:00 - 11.03.2017 15:15","55646","54390"
"11.03.2017 15:15 - 11.03.2017 15:30","54627","54050"
"11.03.2017 15:30 - 11.03.2017 15:45","54825","53647"
"11.03.2017 15:45 - 11.03.2017 16:00","54544","53639"
"11.03.2017 16:00 - 11.03.2017 16:15","54576","53765"
"11.03.2017 16:15 - 11.03.2017 16:30","55307","53641"
"11.03.2017 16:30 - 11.03.2017 16:45","55004","53734"
"11.03.2017 16:45 - 11.03.2017 17:00","54369","54029"
"11.03.2017 17:00 - 11.03.2017 17:15","54943","54785"
"11.03.2017 17:15 - 11.03.2017 17:30","54904","55160"
"11.03.2017 17:30 - 11.03.2017 17:45","55681","56195"
"11.03.2017 17:45 - 11.03.2017 18:00","56032","56826"
"11.03.2017 18:00 - 11.03.2017 18:15","56739","57899"
"11.03.2017 18:15 - 11.03.2017 18:30","57630","58824"
"11.03.2017 18:30 - 11.03.2017 18:45","57933","60344"
"11.03.2017 18:45 - 11.03.2017 19:00","58127","61368"
"11.03.2017 19:00 - 11.03.2017 19:15","58267","61849"
"11.03.2017 19:15 - 11.03.2017 19:30","58010","61111"
"11.03.2017 19:30 - 11.03.2017 19:45","57760","60644"
"11.03.2017 19:45 - 11.03.2017 20:00","57234","59713"
"11.03.2017 20:00 - 11.03.2017 20:15","56317","58911"
"11.03.2017 20:15 - 11.03.2017 20:30","55340","57438"
"11.03.2017 20:30 - 11.03.2017 20:45","54688","56206"
"11.03.2017 20:45 - 11.03.2017 21:00","54147","55228"
"11.03.2017 21:00 - 11.03.2017 21:15","53415","54597"
"11.03.2017 21:15 - 11.03.2017 21:30","53171","54100"
"11.03.2017 21:30 - 11.03.2017 21:45","53181","53641"
"11.03.2017 21:45 - 11.03.2017 22:00","52862","53111"
"11.03.2017 22:00 - 11.03.2017 22:15","52591","53294"
"11.03.2017 22:15 - 11.03.2017 22:30","52092","52736"
"11.03.2017 22:30 - 11.03.2017 22:45","51492","51942"
"11.03.2017 22:45 - 11.03.2017 23:00","50505","51161"
"11.03.2017 23:00 - 11.03.2017 23:15","49108","50223"
"11.03.2017 23:15 - 11.03.2017 23:30","48378","49250"
"11.03.2017 23:30 - 11.03.2017 23:45","47499","48499"
"11.03.2017 23:45 - 12.03.2017 00:00","46757","47841"
"12.03.2017 00:00 - 12.03.2017 00:15","44563","46976"
"12.03.2017 00:15 - 12.03.2017 00:30","44217","46309"
"12.03.2017 00:30 - 12.03.2017 00:45","43828","45549"
"12.03.2017 00:45 - 12.03.2017 01:00","43340","44971"
"12.03.2017 01:00 - 12.03.2017 01:15","42843","44237"
"12.03.2017 01:15 - 12.03.2017 01:30","42391","43513"
"12.03.2017 01:30 - 12.03.2017 01:45","42179","43185"
"12.03.2017 01:45 - 12.03.2017 02:00","41990","42905"
"12.03.2017 02:00 - 12.03.2017 02:15","41646","42417"
"12.03.2017 02:15 - 12.03.2017 02:30","41537","42377"
"12.03.2017 02:30 - 12.03.2017 02:45","41462","42481"
"12.03.2017 02:45 - 12.03.2017 03:00","41304","42564"
"12.03.2017 03:00 - 12.03.2017 03:15","41232","42503"
"12.03.2017 03:15 - 12.03.2017 03:30","41181","42620"
"12.03.2017 03:30 - 12.03.2017 03:45","41405","42761"
"12.03.2017 03:45 - 12.03.2017 04:00","41249","42841"
"12.03.2017 04:00 - 12.03.2017 04:15","41503","42705"
"12.03.2017 04:15 - 12.03.2017 04:30","41396","42797"
"12.03.2017 04:30 - 12.03.2017 04:45","41476","42971"
"12.03.2017 04:45 - 12.03.2017 05:00","41429","43132"
"12.03.2017 05:00 - 12.03.2017 05:15","41546","43078"
"12.03.2017 05:15 - 12.03.2017 05:30","41208","42965"
"12.03.2017 05:30 - 12.03.2017 05:45","41285","42861"
"12.03.2017 05:45 - 12.03.2017 06:00","41302","42608"
"12.03.2017 06:00 - 12.03.2017 06:15","41259","42316"
"12.03.2017 06:15 - 12.03.2017 06:30","41431","41936"
"12.03.2017 06:30 - 12.03.2017 06:45","41747","41900"
"12.03.2017 06:45 - 12.03.2017 07:00","41796","42025"
"12.03.2017 07:00 - 12.03.2017 07:15","42203","42361"
"12.03.2017 07:15 - 12.03.2017 07:30","43055","43152"
"12.03.2017 07:30 - 12.03.2017 07:45","44128","44075"
"12.03.2017 07:45 - 12.03.2017 08:00","44960","44918"
"12.03.2017 08:00 - 12.03.2017 08:15","46037","46023"
"12.03.2017 08:15 - 12.03.2017 08:30","46678","46660"
"12.03.2017 08:30 - 12.03.2017 08:45","47435","47498"
"12.03.2017 08:45 - 12.03.2017 09:00","48479","48448"
"12.03.2017 09:00 - 12.03.2017 09:15","49422","49656"
"12.03.2017 09:15 - 12.03.2017 09:30","50098","50302"
"12.03.2017 09:30 - 12.03.2017 09:45","50701","50940"
"12.03.2017 09:45 - 12.03.2017 10:00","51204","51616"
"12.03.2017 10:00 - 12.03.2017 10:15","51817","52009"
"12.03.2017 10:15 - 12.03.2017 10:30","52407","52517"
"12.03.2017 10:30 - 12.03.2017 10:45","52872","52909"
"12.03.2017 10:45 - 12.03.2017 11:00","53460","53767"
"12.03.2017 11:00 - 12.03.2017 11:15","54188","54232"
"12.03.2017 11:15 - 12.03.2017 11:30","54828","54961"
"12.03.2017 11:30 - 12.03.2017 11:45","55600","55148"
"12.03.2017 11:45 - 12.03.2017 12:00","55216","55292"
"12.03.2017 12:00 - 12.03.2017 12:15","55127","54955"
"12.03.2017 12:15 - 12.03.2017 12:30","55172","54368"
"12.03.2017 12:30 - 12.03.2017 12:45","54409","53846"
"12.03.2017 12:45 - 12.03.2017 13:00","54109","53132"
"12.03.2017 13:00 - 12.03.2017 13:15","53602","52814"
"12.03.2017 13:15 - 12.03.2017 13:30","53223","51999"
"12.03.2017 13:30 - 12.03.2017 13:45","52702","51281"
"12.03.2017 13:45 - 12.03.2017 14:00","52039","50514"
"12.03.2017 14:00 - 12.03.2017 14:15","51697","49869"
"12.03.2017 14:15 - 12.03.2017 14:30","51069","49656"
"12.03.2017 14:30 - 12.03.2017 14:45","51494","49027"
"12.03.2017 14:45 - 12.03.2017 15:00","50546","48513"
"12.03.2017 15:00 - 12.03.2017 15:15","51236","48725"
"12.03.2017 15:15 - 12.03.2017 15:30","50693","48523"
"12.03.2017 15:30 - 12.03.2017 15:45","50205","48197"
"12.03.2017 15:45 - 12.03.2017 16:00","50644","48179"
"12.03.2017 16:00 - 12.03.2017 16:15","50379","48394"
"12.03.2017 16:15 - 12.03.2017 16:30","50591","48548"
"12.03.2017 16:30 - 12.03.2017 16:45","50568","48948"
"12.03.2017 16:45 - 12.03.2017 17:00","50037","49287"
"12.03.2017 17:00 - 12.03.2017 17:15","51142","50210"
"12.03.2017 17:15 - 12.03.2017 17:30","51034","51194"
"12.03.2017 17:30 - 12.03.2017 17:45","52199","52306"
"12.03.2017 17:45 - 12.03.2017 18:00","52397","53160"
"12.03.2017 18:00 - 12.03.2017 18:15","53160","54722"
"12.03.2017 18:15 - 12.03.2017 18:30","54279","56072"
"12.03.2017 18:30 - 12.03.2017 18:45","54756","57643"
"12.03.2017 18:45 - 12.03.2017 19:00","55109","58587"
"12.03.2017 19:00 - 12.03.2017 19:15","55878","58979"
"12.03.2017 19:15 - 12.03.2017 19:30","55761","58853"
"12.03.2017 19:30 - 12.03.2017 19:45","55487","58665"
"12.03.2017 19:45 - 12.03.2017 20:00","54743","57740"
"12.03.2017 20:00 - 12.03.2017 20:15","54483","57479"
"12.03.2017 20:15 - 12.03.2017 20:30","53702","56499"
"12.03.2017 20:30 - 12.03.2017 20:45","52576","55376"
"12.03.2017 20:45 - 12.03.2017 21:00","52357","54768"
"12.03.2017 21:00 - 12.03.2017 21:15","51717","54481"
"12.03.2017 21:15 - 12.03.2017 21:30","51646","54011"
"12.03.2017 21:30 - 12.03.2017 21:45","51592","53747"
"12.03.2017 21:45 - 12.03.2017 22:00","51837","53877"
"12.03.2017 22:00 - 12.03.2017 22:15","51744","54268"
"12.03.2017 22:15 - 12.03.2017 22:30","51592","53839"
"12.03.2017 22:30 - 12.03.2017 22:45","50890","53059"
"12.03.2017 22:45 - 12.03.2017 23:00","49802","52397"
"12.03.2017 23:00 - 12.03.2017 23:15","48424","51372"
"12.03.2017 23:15 - 12.03.2017 23:30","47513","50388"
"12.03.2017 23:30 - 12.03.2017 23:45","46734","49913"
"12.03.2017 23:45 - 13.03.2017 00:00","46261","49133"
"13.03.2017 00:00 - 13.03.2017 00:15","46310","47790"
"13.03.2017 00:15 - 13.03.2017 00:30","45870","47395"
"13.03.2017 00:30 - 13.03.2017 00:45","45387","47225"
"13.03.2017 00:45 - 13.03.2017 01:00","44967","46737"
"13.03.2017 01:00 - 13.03.2017 01:15","44718","46234"
"13.03.2017 01:15 - 13.03.2017 01:30","44311","45927"
"13.03.2017 01:30 - 13.03.2017 01:45","44159","45579"
"13.03.2017 01:45 - 13.03.2017 02:00","44085","45636"
"13.03.2017 02:00 - 13.03.2017 02:15","43963","45368"
"13.03.2017 02:15 - 13.03.2017 02:30","43889","45450"
"13.03.2017 02:30 - 13.03.2017 02:45","44039","45556"
"13.03.2017 02:45 - 13.03.2017 03:00","43991","45490"
"13.03.2017 03:00 - 13.03.2017 03:15","44258","45594"
"13.03.2017 03:15 - 13.03.2017 03:30","44277","45818"
"13.03.2017 03:30 - 13.03.2017 03:45","44592","46366"
"13.03.2017 03:45 - 13.03.2017 04:00","44530","46600"
"13.03.2017 04:00 - 13.03.2017 04:15","45248","47467"
"13.03.2017 04:15 - 13.03.2017 04:30","45695","48120"
"13.03.2017 04:30 - 13.03.2017 04:45","46180","48613"
"13.03.2017 04:45 - 13.03.2017 05:00","46613","49236"
"13.03.2017 05:00 - 13.03.2017 05:15","48161","50575"
"13.03.2017 05:15 - 13.03.2017 05:30","48596","51708"
"13.03.2017 05:30 - 13.03.2017 05:45","49870","53373"
"13.03.2017 05:45 - 13.03.2017 06:00","51424","55726"
"13.03.2017 06:00 - 13.03.2017 06:15","54399","58986"
"13.03.2017 06:15 - 13.03.2017 06:30","56655","61000"
"13.03.2017 06:30 - 13.03.2017 06:45","58561","62390"
"13.03.2017 06:45 - 13.03.2017 07:00","60065","63732"
"13.03.2017 07:00 - 13.03.2017 07:15","61777","65109"
"13.03.2017 07:15 - 13.03.2017 07:30","62819","66216"
"13.03.2017 07:30 - 13.03.2017 07:45","63591","67144"
"13.03.2017 07:45 - 13.03.2017 08:00","64363","68076"
"13.03.2017 08:00 - 13.03.2017 08:15","65238","68644"
"13.03.2017 08:15 - 13.03.2017 08:30","65606","68982"
"13.03.2017 08:30 - 13.03.2017 08:45","65832","69204"
"13.03.2017 08:45 - 13.03.2017 09:00","66411","69338"
"13.03.2017 09:00 - 13.03.2017 09:15","66403","68924"
"13.03.2017 09:15 - 13.03.2017 09:30","66595","68880"
"13.03.2017 09:30 - 13.03.2017 09:45","67347","69091"
"13.03.2017 09:45 - 13.03.2017 10:00","68261","69356"
"13.03.2017 10:00 - 13.03.2017 10:15","68031","69634"
"13.03.2017 10:15 - 13.03.2017 10:30","67716","69477"
"13.03.2017 10:30 - 13.03.2017 10:45","68107","69900"
"13.03.2017 10:45 - 13.03.2017 11:00","68701","70103"
"13.03.2017 11:00 - 13.03.2017 11:15","68861","70231"
"13.03.2017 11:15 - 13.03.2017 11:30","69024","70391"
"13.03.2017 11:30 - 13.03.2017 11:45","69206","70670"
"13.03.2017 11:45 - 13.03.2017 12:00","69732","70481"
"13.03.2017 12:00 - 13.03.2017 12:15","68624","70233"
"13.03.2017 12:15 - 13.03.2017 12:30","68875","69979"
"13.03.2017 12:30 - 13.03.2017 12:45","68503","70061"
"13.03.2017 12:45 - 13.03.2017 13:00","68583","69940"
"13.03.2017 13:00 - 13.03.2017 13:15","68711","69985"
"13.03.2017 13:15 - 13.03.2017 13:30","68564","69601"
"13.03.2017 13:30 - 13.03.2017 13:45","68231","69134"
"13.03.2017 13:45 - 13.03.2017 14:00","67498","68011"
"13.03.2017 14:00 - 13.03.2017 14:15","67025","67810"
"13.03.2017 14:15 - 13.03.2017 14:30","66770","67888"
"13.03.2017 14:30 - 13.03.2017 14:45","66626","67584"
"13.03.2017 14:45 - 13.03.2017 15:00","65756","67517"
"13.03.2017 15:00 - 13.03.2017 15:15","64718","67626"
"13.03.2017 15:15 - 13.03.2017 15:30","66109","67308"
"13.03.2017 15:30 - 13.03.2017 15:45","66021","66750"
"13.03.2017 15:45 - 13.03.2017 16:00","65296","66407"
"13.03.2017 16:00 - 13.03.2017 16:15","65400","66230"
"13.03.2017 16:15 - 13.03.2017 16:30","64097","65841"
"13.03.2017 16:30 - 13.03.2017 16:45","61900","65528"
"13.03.2017 16:45 - 13.03.2017 17:00","61874","65307"
"13.03.2017 17:00 - 13.03.2017 17:15","61920","65483"
"13.03.2017 17:15 - 13.03.2017 17:30","61967","65582"
"13.03.2017 17:30 - 13.03.2017 17:45","62396","66137"
"13.03.2017 17:45 - 13.03.2017 18:00","62712","66639"
"13.03.2017 18:00 - 13.03.2017 18:15","63219","67411"
"13.03.2017 18:15 - 13.03.2017 18:30","63875","68292"
"13.03.2017 18:30 - 13.03.2017 18:45","64483","69610"
"13.03.2017 18:45 - 13.03.2017 19:00","65126","70849"
"13.03.2017 19:00 - 13.03.2017 19:15","65612","71261"
"13.03.2017 19:15 - 13.03.2017 19:30","65500","70587"
"13.03.2017 19:30 - 13.03.2017 19:45","64914","70041"
"13.03.2017 19:45 - 13.03.2017 20:00","64838","69301"
"13.03.2017 20:00 - 13.03.2017 20:15","64040","68058"
"13.03.2017 20:15 - 13.03.2017 20:30","63081","66468"
"13.03.2017 20:30 - 13.03.2017 20:45","62184","65449"
"13.03.2017 20:45 - 13.03.2017 21:00","61764","64090"
"13.03.2017 21:00 - 13.03.2017 21:15","61485","63491"
"13.03.2017 21:15 - 13.03.2017 21:30","60971","62586"
"13.03.2017 21:30 - 13.03.2017 21:45","60629","61677"
"13.03.2017 21:45 - 13.03.2017 22:00","59321","60543"
"13.03.2017 22:00 - 13.03.2017 22:15","58469","60294"
"13.03.2017 22:15 - 13.03.2017 22:30","57659","59531"
"13.03.2017 22:30 - 13.03.2017 22:45","56698","58308"
"13.03.2017 22:45 - 13.03.2017 23:00","55505","56892"
"13.03.2017 23:00 - 13.03.2017 23:15","53769","55805"
"13.03.2017 23:15 - 13.03.2017 23:30","52793","54713"
"13.03.2017 23:30 - 13.03.2017 23:45","51810","53742"
"13.03.2017 23:45 - 14.03.2017 00:00","50887","52802"
"14.03.2017 00:00 - 14.03.2017 00:15","50231","51672"
"14.03.2017 00:15 - 14.03.2017 00:30","49681","50881"
"14.03.2017 00:30 - 14.03.2017 00:45","49172","50777"
"14.03.2017 00:45 - 14.03.2017 01:00","48922","50149"
"14.03.2017 01:00 - 14.03.2017 01:15","48194","49365"
"14.03.2017 01:15 - 14.03.2017 01:30","47719","49068"
"14.03.2017 01:30 - 14.03.2017 01:45","47507","48846"
"14.03.2017 01:45 - 14.03.2017 02:00","47420","48553"
"14.03.2017 02:00 - 14.03.2017 02:15","47100","47971"
"14.03.2017 02:15 - 14.03.2017 02:30","46938","48019"
"14.03.2017 02:30 - 14.03.2017 02:45","47092","47972"
"14.03.2017 02:45 - 14.03.2017 03:00","47110","48069"
"14.03.2017 03:00 - 14.03.2017 03:15","47153","48729"
"14.03.2017 03:15 - 14.03.2017 03:30","47214","48859"
"14.03.2017 03:30 - 14.03.2017 03:45","47479","49031"
"14.03.2017 03:45 - 14.03.2017 04:00","47778","48984"
"14.03.2017 04:00 - 14.03.2017 04:15","48207","50000"
"14.03.2017 04:15 - 14.03.2017 04:30","48617","50403"
"14.03.2017 04:30 - 14.03.2017 04:45","49004","50758"
"14.03.2017 04:45 - 14.03.2017 05:00","49388","51658"
"14.03.2017 05:00 - 14.03.2017 05:15","50617","52868"
"14.03.2017 05:15 - 14.03.2017 05:30","51351","53594"
"14.03.2017 05:30 - 14.03.2017 05:45","52636","54767"
"14.03.2017 05:45 - 14.03.2017 06:00","54034","56567"
"14.03.2017 06:00 - 14.03.2017 06:15","56934","59953"
"14.03.2017 06:15 - 14.03.2017 06:30","58980","62273"
"14.03.2017 06:30 - 14.03.2017 06:45","60668","63724"
"14.03.2017 06:45 - 14.03.2017 07:00","62118","65022"
"14.03.2017 07:00 - 14.03.2017 07:15","63920","66517"
"14.03.2017 07:15 - 14.03.2017 07:30","63930","67253"
"14.03.2017 07:30 - 14.03.2017 07:45","64749","68221"
"14.03.2017 07:45 - 14.03.2017 08:00","65685","69215"
"14.03.2017 08:00 - 14.03.2017 08:15","66377","69894"
"14.03.2017 08:15 - 14.03.2017 08:30","66693","69972"
"14.03.2017 08:30 - 14.03.2017 08:45","67051","70066"
"14.03.2017 08:45 - 14.03.2017 09:00","67316","70157"
"14.03.2017 09:00 - 14.03.2017 09:15","67180","69813"
"14.03.2017 09:15 - 14.03.2017 09:30","67338","69842"
"14.03.2017 09:30 - 14.03.2017 09:45","67700","70279"
"14.03.2017 09:45 - 14.03.2017 10:00","68475","70390"
"14.03.2017 10:00 - 14.03.2017 10:15","68587","70427"
"14.03.2017 10:15 - 14.03.2017 10:30","68571","70620"
"14.03.2017 10:30 - 14.03.2017 10:45","68939","70825"
"14.03.2017 10:45 - 14.03.2017 11:00","69352","70772"
"14.03.2017 11:00 - 14.03.2017 11:15","69509","70926"
"14.03.2017 11:15 - 14.03.2017 11:30","69693","71406"
"14.03.2017 11:30 - 14.03.2017 11:45","69843","71661"
"14.03.2017 11:45 - 14.03.2017 12:00","69742","71307"
"14.03.2017 12:00 - 14.03.2017 12:15","69566","70842"
"14.03.2017 12:15 - 14.03.2017 12:30","69591","70598"
"14.03.2017 12:30 - 14.03.2017 12:45","69135","70641"
"14.03.2017 12:45 - 14.03.2017 13:00","69347","70842"
"14.03.2017 13:00 - 14.03.2017 13:15","69192","70769"
"14.03.2017 13:15 - 14.03.2017 13:30","69133","70480"
"14.03.2017 13:30 - 14.03.2017 13:45","68861","69966"
"14.03.2017 13:45 - 14.03.2017 14:00","68009","69316"
"14.03.2017 14:00 - 14.03.2017 14:15","67668","68963"
"14.03.2017 14:15 - 14.03.2017 14:30","67300","68550"
"14.03.2017 14:30 - 14.03.2017 14:45","67300","68240"
"14.03.2017 14:45 - 14.03.2017 15:00","67021","67994"
"14.03.2017 15:00 - 14.03.2017 15:15","66486","68229"
"14.03.2017 15:15 - 14.03.2017 15:30","66463","67910"
"14.03.2017 15:30 - 14.03.2017 15:45","66398","67817"
"14.03.2017 15:45 - 14.03.2017 16:00","65890","67351"
"14.03.2017 16:00 - 14.03.2017 16:15","65775","67206"
"14.03.2017 16:15 - 14.03.2017 16:30","65262","66818"
"14.03.2017 16:30 - 14.03.2017 16:45","64891","66600"
