"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"24.04.2015 01:45 - 24.04.2015 02:00","42365","44444"
"24.04.2015 02:00 - 24.04.2015 02:15","41996","44122"
"24.04.2015 02:15 - 24.04.2015 02:30","41690","43875"
"24.04.2015 02:30 - 24.04.2015 02:45","41668","43814"
"24.04.2015 02:45 - 24.04.2015 03:00","41774","44035"
"24.04.2015 03:00 - 24.04.2015 03:15","42025","44243"
"24.04.2015 03:15 - 24.04.2015 03:30","42080","44379"
"24.04.2015 03:30 - 24.04.2015 03:45","42164","44584"
"24.04.2015 03:45 - 24.04.2015 04:00","42312","44835"
"24.04.2015 04:00 - 24.04.2015 04:15","42830","45367"
"24.04.2015 04:15 - 24.04.2015 04:30","43337","45660"
"24.04.2015 04:30 - 24.04.2015 04:45","43791","46394"
"24.04.2015 04:45 - 24.04.2015 05:00","44442","47131"
"24.04.2015 05:00 - 24.04.2015 05:15","45723","48371"
"24.04.2015 05:15 - 24.04.2015 05:30","46509","49242"
"24.04.2015 05:30 - 24.04.2015 05:45","47719","50355"
"24.04.2015 05:45 - 24.04.2015 06:00","49031","51644"
"24.04.2015 06:00 - 24.04.2015 06:15","51962","54264"
"24.04.2015 06:15 - 24.04.2015 06:30","54063","56357"
"24.04.2015 06:30 - 24.04.2015 06:45","55734","58181"
"24.04.2015 06:45 - 24.04.2015 07:00","57246","59276"
"24.04.2015 07:00 - 24.04.2015 07:15","58744","61146"
"24.04.2015 07:15 - 24.04.2015 07:30","59895","62210"
"24.04.2015 07:30 - 24.04.2015 07:45","61595","63010"
"24.04.2015 07:45 - 24.04.2015 08:00","62332","63812"
"24.04.2015 08:00 - 24.04.2015 08:15","63220","64391"
"24.04.2015 08:15 - 24.04.2015 08:30","63669","65255"
"24.04.2015 08:30 - 24.04.2015 08:45","63713","65807"
"24.04.2015 08:45 - 24.04.2015 09:00","63925","65864"
"24.04.2015 09:00 - 24.04.2015 09:15","63854","65863"
"24.04.2015 09:15 - 24.04.2015 09:30","64018","66210"
"24.04.2015 09:30 - 24.04.2015 09:45","64380","66592"
"24.04.2015 09:45 - 24.04.2015 10:00","64604","66715"
"24.04.2015 10:00 - 24.04.2015 10:15","64828","67061"
"24.04.2015 10:15 - 24.04.2015 10:30","65165","67327"
"24.04.2015 10:30 - 24.04.2015 10:45","65427","67546"
"24.04.2015 10:45 - 24.04.2015 11:00","65572","67826"
"24.04.2015 11:00 - 24.04.2015 11:15","65888","67594"
"24.04.2015 11:15 - 24.04.2015 11:30","66125","67827"
"24.04.2015 11:30 - 24.04.2015 11:45","66182","68011"
"24.04.2015 11:45 - 24.04.2015 12:00","65976","67907"
"24.04.2015 12:00 - 24.04.2015 12:15","65747","67362"
"24.04.2015 12:15 - 24.04.2015 12:30","65380","66963"
"24.04.2015 12:30 - 24.04.2015 12:45","65100","67104"
"24.04.2015 12:45 - 24.04.2015 13:00","65142","66956"
"24.04.2015 13:00 - 24.04.2015 13:15","64877","66785"
"24.04.2015 13:15 - 24.04.2015 13:30","64456","66308"
"24.04.2015 13:30 - 24.04.2015 13:45","63844","65882"
"24.04.2015 13:45 - 24.04.2015 14:00","63041","65112"
"24.04.2015 14:00 - 24.04.2015 14:15","62593","64940"
"24.04.2015 14:15 - 24.04.2015 14:30","62538","64511"
"24.04.2015 14:30 - 24.04.2015 14:45","62178","64376"
"24.04.2015 14:45 - 24.04.2015 15:00","62116","63976"
"24.04.2015 15:00 - 24.04.2015 15:15","61573","63646"
"24.04.2015 15:15 - 24.04.2015 15:30","61107","62985"
"24.04.2015 15:30 - 24.04.2015 15:45","60750","62479"
"24.04.2015 15:45 - 24.04.2015 16:00","60467","61855"
"24.04.2015 16:00 - 24.04.2015 16:15","59936","61300"
"24.04.2015 16:15 - 24.04.2015 16:30","59535","61148"
"24.04.2015 16:30 - 24.04.2015 16:45","59254","60975"
"24.04.2015 16:45 - 24.04.2015 17:00","58978","60611"
"24.04.2015 17:00 - 24.04.2015 17:15","59063","60631"
"24.04.2015 17:15 - 24.04.2015 17:30","58821","60727"
"24.04.2015 17:30 - 24.04.2015 17:45","58913","60321"
"24.04.2015 17:45 - 24.04.2015 18:00","58894","60017"
"24.04.2015 18:00 - 24.04.2015 18:15","58523","60024"
"24.04.2015 18:15 - 24.04.2015 18:30","57978","59587"
"24.04.2015 18:30 - 24.04.2015 18:45","58209","59841"
"24.04.2015 18:45 - 24.04.2015 19:00","58386","59725"
"24.04.2015 19:00 - 24.04.2015 19:15","58565","59684"
"24.04.2015 19:15 - 24.04.2015 19:30","58121","59315"
"24.04.2015 19:30 - 24.04.2015 19:45","58146","59037"
"24.04.2015 19:45 - 24.04.2015 20:00","57882","59017"
"24.04.2015 20:00 - 24.04.2015 20:15","57320","58592"
"24.04.2015 20:15 - 24.04.2015 20:30","57270","58363"
"24.04.2015 20:30 - 24.04.2015 20:45","56817","58369"
"24.04.2015 20:45 - 24.04.2015 21:00","56189","58387"
"24.04.2015 21:00 - 24.04.2015 21:15","55695","58222"
"24.04.2015 21:15 - 24.04.2015 21:30","55361","57727"
"24.04.2015 21:30 - 24.04.2015 21:45","54515","56637"
"24.04.2015 21:45 - 24.04.2015 22:00","53670","55609"
"24.04.2015 22:00 - 24.04.2015 22:15","53036","55140"
"24.04.2015 22:15 - 24.04.2015 22:30","52097","54187"
"24.04.2015 22:30 - 24.04.2015 22:45","51043","53051"
"24.04.2015 22:45 - 24.04.2015 23:00","49942","51918"
"24.04.2015 23:00 - 24.04.2015 23:15","48806","50754"
"24.04.2015 23:15 - 24.04.2015 23:30","47833","49462"
"24.04.2015 23:30 - 24.04.2015 23:45","46837","48439"
"24.04.2015 23:45 - 25.04.2015 00:00","46075","47623"
"25.04.2015 00:00 - 25.04.2015 00:15","44084","46786"
"25.04.2015 00:15 - 25.04.2015 00:30","43506","46029"
"25.04.2015 00:30 - 25.04.2015 00:45","42883","45422"
"25.04.2015 00:45 - 25.04.2015 01:00","42312","44788"
"25.04.2015 01:00 - 25.04.2015 01:15","41801","44631"
"25.04.2015 01:15 - 25.04.2015 01:30","41281","43849"
"25.04.2015 01:30 - 25.04.2015 01:45","40975","43697"
"25.04.2015 01:45 - 25.04.2015 02:00","40620","43394"
"25.04.2015 02:00 - 25.04.2015 02:15","40177","42835"
"25.04.2015 02:15 - 25.04.2015 02:30","39937","42304"
"25.04.2015 02:30 - 25.04.2015 02:45","39937","42274"
"25.04.2015 02:45 - 25.04.2015 03:00","39931","42128"
"25.04.2015 03:00 - 25.04.2015 03:15","39946","42242"
"25.04.2015 03:15 - 25.04.2015 03:30","40001","41981"
"25.04.2015 03:30 - 25.04.2015 03:45","39946","42011"
"25.04.2015 03:45 - 25.04.2015 04:00","39966","42148"
"25.04.2015 04:00 - 25.04.2015 04:15","40218","42253"
"25.04.2015 04:15 - 25.04.2015 04:30","40255","42379"
"25.04.2015 04:30 - 25.04.2015 04:45","40444","42704"
"25.04.2015 04:45 - 25.04.2015 05:00","40568","42519"
"25.04.2015 05:00 - 25.04.2015 05:15","40856","42913"
"25.04.2015 05:15 - 25.04.2015 05:30","40981","43128"
"25.04.2015 05:30 - 25.04.2015 05:45","41080","43124"
"25.04.2015 05:45 - 25.04.2015 06:00","41269","42912"
"25.04.2015 06:00 - 25.04.2015 06:15","41860","43409"
"25.04.2015 06:15 - 25.04.2015 06:30","42188","43993"
"25.04.2015 06:30 - 25.04.2015 06:45","42723","44554"
"25.04.2015 06:45 - 25.04.2015 07:00","43202","45145"
"25.04.2015 07:00 - 25.04.2015 07:15","43974","46241"
"25.04.2015 07:15 - 25.04.2015 07:30","44869","46975"
"25.04.2015 07:30 - 25.04.2015 07:45","45901","48077"
"25.04.2015 07:45 - 25.04.2015 08:00","46883","49348"
"25.04.2015 08:00 - 25.04.2015 08:15","48059","50800"
"25.04.2015 08:15 - 25.04.2015 08:30","48999","51731"
"25.04.2015 08:30 - 25.04.2015 08:45","49905","52519"
"25.04.2015 08:45 - 25.04.2015 09:00","50670","53344"
"25.04.2015 09:00 - 25.04.2015 09:15","51588","54163"
"25.04.2015 09:15 - 25.04.2015 09:30","52200","54782"
"25.04.2015 09:30 - 25.04.2015 09:45","52809","55439"
"25.04.2015 09:45 - 25.04.2015 10:00","53273","55973"
"25.04.2015 10:00 - 25.04.2015 10:15","53860","56593"
"25.04.2015 10:15 - 25.04.2015 10:30","54382","56622"
"25.04.2015 10:30 - 25.04.2015 10:45","54627","56725"
"25.04.2015 10:45 - 25.04.2015 11:00","54965","57031"
"25.04.2015 11:00 - 25.04.2015 11:15","55426","57567"
"25.04.2015 11:15 - 25.04.2015 11:30","55657","57948"
"25.04.2015 11:30 - 25.04.2015 11:45","55877","58037"
"25.04.2015 11:45 - 25.04.2015 12:00","55715","57873"
"25.04.2015 12:00 - 25.04.2015 12:15","55290","57711"
"25.04.2015 12:15 - 25.04.2015 12:30","54671","56951"
"25.04.2015 12:30 - 25.04.2015 12:45","54372","56793"
"25.04.2015 12:45 - 25.04.2015 13:00","53942","56497"
"25.04.2015 13:00 - 25.04.2015 13:15","53572","55911"
"25.04.2015 13:15 - 25.04.2015 13:30","52951","55149"
"25.04.2015 13:30 - 25.04.2015 13:45","52331","54630"
"25.04.2015 13:45 - 25.04.2015 14:00","51773","54257"
"25.04.2015 14:00 - 25.04.2015 14:15","51467","53776"
"25.04.2015 14:15 - 25.04.2015 14:30","51159","53324"
"25.04.2015 14:30 - 25.04.2015 14:45","50854","53011"
"25.04.2015 14:45 - 25.04.2015 15:00","50472","52844"
"25.04.2015 15:00 - 25.04.2015 15:15","50266","52977"
"25.04.2015 15:15 - 25.04.2015 15:30","49972","52615"
"25.04.2015 15:30 - 25.04.2015 15:45","49688","52511"
"25.04.2015 15:45 - 25.04.2015 16:00","49473","52072"
"25.04.2015 16:00 - 25.04.2015 16:15","49079","51838"
"25.04.2015 16:15 - 25.04.2015 16:30","49172","51746"
"25.04.2015 16:30 - 25.04.2015 16:45","49089","51780"
"25.04.2015 16:45 - 25.04.2015 17:00","49010","51857"
"25.04.2015 17:00 - 25.04.2015 17:15","49424","52219"
"25.04.2015 17:15 - 25.04.2015 17:30","41483","52441"
"25.04.2015 17:30 - 25.04.2015 17:45","49726","52999"
"25.04.2015 17:45 - 25.04.2015 18:00","49988","52936"
"25.04.2015 18:00 - 25.04.2015 18:15","50214","53220"
"25.04.2015 18:15 - 25.04.2015 18:30","50205","53233"
"25.04.2015 18:30 - 25.04.2015 18:45","50502","53249"
"25.04.2015 18:45 - 25.04.2015 19:00","50654","53082"
"25.04.2015 19:00 - 25.04.2015 19:15","50599","52835"
"25.04.2015 19:15 - 25.04.2015 19:30","50256","52723"
"25.04.2015 19:30 - 25.04.2015 19:45","49945","52326"
"25.04.2015 19:45 - 25.04.2015 20:00","49711","51847"
"25.04.2015 20:00 - 25.04.2015 20:15","49242","51756"
"25.04.2015 20:15 - 25.04.2015 20:30","50489","51248"
"25.04.2015 20:30 - 25.04.2015 20:45","49871","50916"
"25.04.2015 20:45 - 25.04.2015 21:00","49390","50931"
"25.04.2015 21:00 - 25.04.2015 21:15","49452","51092"
"25.04.2015 21:15 - 25.04.2015 21:30","48988","50415"
"25.04.2015 21:30 - 25.04.2015 21:45","48138","49831"
"25.04.2015 21:45 - 25.04.2015 22:00","47840","48953"
"25.04.2015 22:00 - 25.04.2015 22:15","47601","49161"
"25.04.2015 22:15 - 25.04.2015 22:30","46778","48561"
"25.04.2015 22:30 - 25.04.2015 22:45","45864","47595"
"25.04.2015 22:45 - 25.04.2015 23:00","44930","46377"
"25.04.2015 23:00 - 25.04.2015 23:15","43985","45748"
"25.04.2015 23:15 - 25.04.2015 23:30","43307","44925"
"25.04.2015 23:30 - 25.04.2015 23:45","42213","43826"
"25.04.2015 23:45 - 26.04.2015 00:00","41537","42827"
"26.04.2015 00:00 - 26.04.2015 00:15","41817","42100"
"26.04.2015 00:15 - 26.04.2015 00:30","41249","41272"
"26.04.2015 00:30 - 26.04.2015 00:45","40577","40597"
"26.04.2015 00:45 - 26.04.2015 01:00","40005","39589"
"26.04.2015 01:00 - 26.04.2015 01:15","39679","39049"
"26.04.2015 01:15 - 26.04.2015 01:30","39124","38629"
"26.04.2015 01:30 - 26.04.2015 01:45","38713","38217"
"26.04.2015 01:45 - 26.04.2015 02:00","38264","37893"
"26.04.2015 02:00 - 26.04.2015 02:15","38052","37547"
"26.04.2015 02:15 - 26.04.2015 02:30","37810","37329"
"26.04.2015 02:30 - 26.04.2015 02:45","37803","37139"
"26.04.2015 02:45 - 26.04.2015 03:00","37603","37121"
"26.04.2015 03:00 - 26.04.2015 03:15","37588","37012"
"26.04.2015 03:15 - 26.04.2015 03:30","37571","36977"
"26.04.2015 03:30 - 26.04.2015 03:45","37629","36858"
"26.04.2015 03:45 - 26.04.2015 04:00","37676","37016"
"26.04.2015 04:00 - 26.04.2015 04:15","37905","37119"
"26.04.2015 04:15 - 26.04.2015 04:30","38070","37250"
"26.04.2015 04:30 - 26.04.2015 04:45","38181","37440"
"26.04.2015 04:45 - 26.04.2015 05:00","38137","37567"
"26.04.2015 05:00 - 26.04.2015 05:15","38346","37858"
"26.04.2015 05:15 - 26.04.2015 05:30","38379","37877"
"26.04.2015 05:30 - 26.04.2015 05:45","38302","37690"
"26.04.2015 05:45 - 26.04.2015 06:00","38162","37316"
"26.04.2015 06:00 - 26.04.2015 06:15","38066","37205"
"26.04.2015 06:15 - 26.04.2015 06:30","37860","37284"
"26.04.2015 06:30 - 26.04.2015 06:45","38070","37544"
"26.04.2015 06:45 - 26.04.2015 07:00","38340","38014"
"26.04.2015 07:00 - 26.04.2015 07:15","38877","38423"
"26.04.2015 07:15 - 26.04.2015 07:30","39452","39298"
"26.04.2015 07:30 - 26.04.2015 07:45","40517","40275"
"26.04.2015 07:45 - 26.04.2015 08:00","41276","41112"
"26.04.2015 08:00 - 26.04.2015 08:15","42241","42015"
"26.04.2015 08:15 - 26.04.2015 08:30","43096","43295"
"26.04.2015 08:30 - 26.04.2015 08:45","44115","44139"
"26.04.2015 08:45 - 26.04.2015 09:00","44740","45055"
"26.04.2015 09:00 - 26.04.2015 09:15","45753","45896"
"26.04.2015 09:15 - 26.04.2015 09:30","46528","46786"
"26.04.2015 09:30 - 26.04.2015 09:45","47083","47420"
"26.04.2015 09:45 - 26.04.2015 10:00","47856","48092"
"26.04.2015 10:00 - 26.04.2015 10:15","48634","48995"
"26.04.2015 10:15 - 26.04.2015 10:30","49096","49382"
"26.04.2015 10:30 - 26.04.2015 10:45","49514","50108"
"26.04.2015 10:45 - 26.04.2015 11:00","50377","50236"
"26.04.2015 11:00 - 26.04.2015 11:15","51115","51066"
"26.04.2015 11:15 - 26.04.2015 11:30","51739","51972"
"26.04.2015 11:30 - 26.04.2015 11:45","52278","52115"
"26.04.2015 11:45 - 26.04.2015 12:00","52258","52195"
"26.04.2015 12:00 - 26.04.2015 12:15","52083","51958"
"26.04.2015 12:15 - 26.04.2015 12:30","51985","51855"
"26.04.2015 12:30 - 26.04.2015 12:45","51913","51249"
"26.04.2015 12:45 - 26.04.2015 13:00","51134","50604"
"26.04.2015 13:00 - 26.04.2015 13:15","50777","50096"
"26.04.2015 13:15 - 26.04.2015 13:30","50346","49609"
"26.04.2015 13:30 - 26.04.2015 13:45","49958","48869"
"26.04.2015 13:45 - 26.04.2015 14:00","49447","48154"
"26.04.2015 14:00 - 26.04.2015 14:15","49083","47982"
"26.04.2015 14:15 - 26.04.2015 14:30","48792","47594"
"26.04.2015 14:30 - 26.04.2015 14:45","48499","47497"
"26.04.2015 14:45 - 26.04.2015 15:00","47889","47270"
"26.04.2015 15:00 - 26.04.2015 15:15","47827","47116"
"26.04.2015 15:15 - 26.04.2015 15:30","47431","46974"
"26.04.2015 15:30 - 26.04.2015 15:45","45297","46743"
"26.04.2015 15:45 - 26.04.2015 16:00","45571","46303"
"26.04.2015 16:00 - 26.04.2015 16:15","45520","46209"
"26.04.2015 16:15 - 26.04.2015 16:30","45550","46229"
"26.04.2015 16:30 - 26.04.2015 16:45","45415","46423"
"26.04.2015 16:45 - 26.04.2015 17:00","45369","46415"
"26.04.2015 17:00 - 26.04.2015 17:15","46036","46839"
"26.04.2015 17:15 - 26.04.2015 17:30","46263","47384"
"26.04.2015 17:30 - 26.04.2015 17:45","46737","47620"
"26.04.2015 17:45 - 26.04.2015 18:00","47113","48214"
"26.04.2015 18:00 - 26.04.2015 18:15","47786","48944"
"26.04.2015 18:15 - 26.04.2015 18:30","48270","49317"
"26.04.2015 18:30 - 26.04.2015 18:45","48547","49544"
"26.04.2015 18:45 - 26.04.2015 19:00","48535","49469"
"26.04.2015 19:00 - 26.04.2015 19:15","48905","49602"
"26.04.2015 19:15 - 26.04.2015 19:30","49067","49437"
"26.04.2015 19:30 - 26.04.2015 19:45","48971","49356"
"26.04.2015 19:45 - 26.04.2015 20:00","48752","49643"
"26.04.2015 20:00 - 26.04.2015 20:15","48686","49933"
"26.04.2015 20:15 - 26.04.2015 20:30","48723","49693"
"26.04.2015 20:30 - 26.04.2015 20:45","48718","49782"
"26.04.2015 20:45 - 26.04.2015 21:00","48961","49972"
"26.04.2015 21:00 - 26.04.2015 21:15","49052","50543"
"26.04.2015 21:15 - 26.04.2015 21:30","48739","50224"
"26.04.2015 21:30 - 26.04.2015 21:45","48473","49719"
"26.04.2015 21:45 - 26.04.2015 22:00","48331","49812"
"26.04.2015 22:00 - 26.04.2015 22:15","48719","50362"
"26.04.2015 22:15 - 26.04.2015 22:30","48209","49743"
"26.04.2015 22:30 - 26.04.2015 22:45","47238","48834"
"26.04.2015 22:45 - 26.04.2015 23:00","46299","47965"
"26.04.2015 23:00 - 26.04.2015 23:15","45491","47035"
"26.04.2015 23:15 - 26.04.2015 23:30","44598","45966"
"26.04.2015 23:30 - 26.04.2015 23:45","44003","45329"
"26.04.2015 23:45 - 27.04.2015 00:00","43042","44433"
"27.04.2015 00:00 - 27.04.2015 00:15","40784","43896"
"27.04.2015 00:15 - 27.04.2015 00:30","40323","43294"
"27.04.2015 00:30 - 27.04.2015 00:45","39791","42742"
"27.04.2015 00:45 - 27.04.2015 01:00","39372","42232"
"27.04.2015 01:00 - 27.04.2015 01:15","39049","42070"
"27.04.2015 01:15 - 27.04.2015 01:30","38715","41653"
"27.04.2015 01:30 - 27.04.2015 01:45","38504","41450"
"27.04.2015 01:45 - 27.04.2015 02:00","38328","41039"
"27.04.2015 02:00 - 27.04.2015 02:15","38090","40737"
"27.04.2015 02:15 - 27.04.2015 02:30","38043","40833"
"27.04.2015 02:30 - 27.04.2015 02:45","38028","40981"
"27.04.2015 02:45 - 27.04.2015 03:00","38032","40954"
"27.04.2015 03:00 - 27.04.2015 03:15","38305","41047"
"27.04.2015 03:15 - 27.04.2015 03:30","38421","41274"
"27.04.2015 03:30 - 27.04.2015 03:45","38668","41455"
"27.04.2015 03:45 - 27.04.2015 04:00","38851","41917"
"27.04.2015 04:00 - 27.04.2015 04:15","39555","42445"
"27.04.2015 04:15 - 27.04.2015 04:30","40070","43168"
"27.04.2015 04:30 - 27.04.2015 04:45","40610","43690"
"27.04.2015 04:45 - 27.04.2015 05:00","41369","44350"
"27.04.2015 05:00 - 27.04.2015 05:15","42785","46094"
"27.04.2015 05:15 - 27.04.2015 05:30","43673","47171"
"27.04.2015 05:30 - 27.04.2015 05:45","45249","48638"
"27.04.2015 05:45 - 27.04.2015 06:00","46954","50439"
"27.04.2015 06:00 - 27.04.2015 06:15","50067","53583"
"27.04.2015 06:15 - 27.04.2015 06:30","52194","55726"
"27.04.2015 06:30 - 27.04.2015 06:45","54051","57921"
"27.04.2015 06:45 - 27.04.2015 07:00","55546","59570"
"27.04.2015 07:00 - 27.04.2015 07:15","57293","61799"
"27.04.2015 07:15 - 27.04.2015 07:30","58545","62856"
"27.04.2015 07:30 - 27.04.2015 07:45","59634","63850"
"27.04.2015 07:45 - 27.04.2015 08:00","60308","64769"
"27.04.2015 08:00 - 27.04.2015 08:15","61256","65862"
"27.04.2015 08:15 - 27.04.2015 08:30","61680","66474"
"27.04.2015 08:30 - 27.04.2015 08:45","62155","67043"
"27.04.2015 08:45 - 27.04.2015 09:00","62399","67324"
"27.04.2015 09:00 - 27.04.2015 09:15","62345","67168"
"27.04.2015 09:15 - 27.04.2015 09:30","62801","67441"
"27.04.2015 09:30 - 27.04.2015 09:45","63126","67983"
"27.04.2015 09:45 - 27.04.2015 10:00","63618","68430"
"27.04.2015 10:00 - 27.04.2015 10:15","63985","68655"
"27.04.2015 10:15 - 27.04.2015 10:30","64137","69094"
"27.04.2015 10:30 - 27.04.2015 10:45","64747","69469"
"27.04.2015 10:45 - 27.04.2015 11:00","65195","69683"
"27.04.2015 11:00 - 27.04.2015 11:15","65501","70294"
"27.04.2015 11:15 - 27.04.2015 11:30","65920","70974"
"27.04.2015 11:30 - 27.04.2015 11:45","66208","71253"
"27.04.2015 11:45 - 27.04.2015 12:00","66301","71317"
"27.04.2015 12:00 - 27.04.2015 12:15","65648","70748"
"27.04.2015 12:15 - 27.04.2015 12:30","65281","70689"
"27.04.2015 12:30 - 27.04.2015 12:45","65402","70610"
"27.04.2015 12:45 - 27.04.2015 13:00","65360","70502"
"27.04.2015 13:00 - 27.04.2015 13:15","65412","70470"
"27.04.2015 13:15 - 27.04.2015 13:30","65141","70225"
"27.04.2015 13:30 - 27.04.2015 13:45","64598","69519"
"27.04.2015 13:45 - 27.04.2015 14:00","64205","69060"
"27.04.2015 14:00 - 27.04.2015 14:15","63932","68872"
"27.04.2015 14:15 - 27.04.2015 14:30","63950","68578"
"27.04.2015 14:30 - 27.04.2015 14:45","63601","68486"
"27.04.2015 14:45 - 27.04.2015 15:00","63410","68478"
"27.04.2015 15:00 - 27.04.2015 15:15","63279","68259"
"27.04.2015 15:15 - 27.04.2015 15:30","62775","67791"
"27.04.2015 15:30 - 27.04.2015 15:45","62397","67436"
"27.04.2015 15:45 - 27.04.2015 16:00","61895","66968"
"27.04.2015 16:00 - 27.04.2015 16:15","61222","66162"
"27.04.2015 16:15 - 27.04.2015 16:30","60817","65500"
"27.04.2015 16:30 - 27.04.2015 16:45","60334","65398"
"27.04.2015 16:45 - 27.04.2015 17:00","60210","64921"
"27.04.2015 17:00 - 27.04.2015 17:15","59846","64461"
"27.04.2015 17:15 - 27.04.2015 17:30","59891","64674"
"27.04.2015 17:30 - 27.04.2015 17:45","59786","64631"
"27.04.2015 17:45 - 27.04.2015 18:00","59663","64717"
"27.04.2015 18:00 - 27.04.2015 18:15","59460","64605"
"27.04.2015 18:15 - 27.04.2015 18:30","59432","64324"
"27.04.2015 18:30 - 27.04.2015 18:45","59888","64391"
"27.04.2015 18:45 - 27.04.2015 19:00","60154","64464"
"27.04.2015 19:00 - 27.04.2015 19:15","60126","64472"
"27.04.2015 19:15 - 27.04.2015 19:30","59753","64098"
"27.04.2015 19:30 - 27.04.2015 19:45","59444","63739"
"27.04.2015 19:45 - 27.04.2015 20:00","59260","63658"
"27.04.2015 20:00 - 27.04.2015 20:15","58890","63189"
"27.04.2015 20:15 - 27.04.2015 20:30","58184","62260"
"27.04.2015 20:30 - 27.04.2015 20:45","57878","61747"
"27.04.2015 20:45 - 27.04.2015 21:00","57663","61724"
"27.04.2015 21:00 - 27.04.2015 21:15","57644","61442"
"27.04.2015 21:15 - 27.04.2015 21:30","57112","60878"
"27.04.2015 21:30 - 27.04.2015 21:45","56239","59953"
"27.04.2015 21:45 - 27.04.2015 22:00","55168","58847"
"27.04.2015 22:00 - 27.04.2015 22:15","54501","58004"
"27.04.2015 22:15 - 27.04.2015 22:30","53452","57019"
"27.04.2015 22:30 - 27.04.2015 22:45","52091","55680"
"27.04.2015 22:45 - 27.04.2015 23:00","50767","53939"
"27.04.2015 23:00 - 27.04.2015 23:15","49483","52746"
"27.04.2015 23:15 - 27.04.2015 23:30","47929","51422"
"27.04.2015 23:30 - 27.04.2015 23:45","47044","50548"
"27.04.2015 23:45 - 28.04.2015 00:00","45776","49396"
"28.04.2015 00:00 - 28.04.2015 00:15","45012","48735"
"28.04.2015 00:15 - 28.04.2015 00:30","44640","48019"
"28.04.2015 00:30 - 28.04.2015 00:45","44038","47531"
"28.04.2015 00:45 - 28.04.2015 01:00","43406","46918"
"28.04.2015 01:00 - 28.04.2015 01:15","42986","46304"
"28.04.2015 01:15 - 28.04.2015 01:30","42472","46143"
"28.04.2015 01:30 - 28.04.2015 01:45","42162","45814"
"28.04.2015 01:45 - 28.04.2015 02:00","41952","45456"
"28.04.2015 02:00 - 28.04.2015 02:15","41607","44990"
"28.04.2015 02:15 - 28.04.2015 02:30","41323","45008"
"28.04.2015 02:30 - 28.04.2015 02:45","41505","45165"
"28.04.2015 02:45 - 28.04.2015 03:00","41531","45247"
"28.04.2015 03:00 - 28.04.2015 03:15","41716","45379"
"28.04.2015 03:15 - 28.04.2015 03:30","41805","45518"
"28.04.2015 03:30 - 28.04.2015 03:45","42088","45700"
"28.04.2015 03:45 - 28.04.2015 04:00","42473","45985"
"28.04.2015 04:00 - 28.04.2015 04:15","42732","46416"
"28.04.2015 04:15 - 28.04.2015 04:30","43045","46893"
"28.04.2015 04:30 - 28.04.2015 04:45","43674","47544"
"28.04.2015 04:45 - 28.04.2015 05:00","44203","48291"
"28.04.2015 05:00 - 28.04.2015 05:15","45755","49527"
"28.04.2015 05:15 - 28.04.2015 05:30","46687","50459"
"28.04.2015 05:30 - 28.04.2015 05:45","47771","51683"
"28.04.2015 05:45 - 28.04.2015 06:00","49346","53299"
"28.04.2015 06:00 - 28.04.2015 06:15","52278","55777"
"28.04.2015 06:15 - 28.04.2015 06:30","54384","57807"
"28.04.2015 06:30 - 28.04.2015 06:45","56132","59665"
"28.04.2015 06:45 - 28.04.2015 07:00","57621","61177"
"28.04.2015 07:00 - 28.04.2015 07:15","59139","62652"
"28.04.2015 07:15 - 28.04.2015 07:30","59866","63644"
"28.04.2015 07:30 - 28.04.2015 07:45","60960","64614"
"28.04.2015 07:45 - 28.04.2015 08:00","61629","65341"
"28.04.2015 08:00 - 28.04.2015 08:15","62407","66457"
"28.04.2015 08:15 - 28.04.2015 08:30","62847","66908"
"28.04.2015 08:30 - 28.04.2015 08:45","63256","67267"
"28.04.2015 08:45 - 28.04.2015 09:00","63450","67380"
"28.04.2015 09:00 - 28.04.2015 09:15","63520","66610"
"28.04.2015 09:15 - 28.04.2015 09:30","64010","66891"
"28.04.2015 09:30 - 28.04.2015 09:45","64384","67425"
"28.04.2015 09:45 - 28.04.2015 10:00","64761","67660"
"28.04.2015 10:00 - 28.04.2015 10:15","65083","68097"
"28.04.2015 10:15 - 28.04.2015 10:30","65341","68381"
"28.04.2015 10:30 - 28.04.2015 10:45","65861","68556"
"28.04.2015 10:45 - 28.04.2015 11:00","66148","68776"
"28.04.2015 11:00 - 28.04.2015 11:15","66520","69249"
"28.04.2015 11:15 - 28.04.2015 11:30","66743","69720"
"28.04.2015 11:30 - 28.04.2015 11:45","66981","70090"
"28.04.2015 11:45 - 28.04.2015 12:00","67090","70086"
"28.04.2015 12:00 - 28.04.2015 12:15","66522","69520"
"28.04.2015 12:15 - 28.04.2015 12:30","66067","69341"
"28.04.2015 12:30 - 28.04.2015 12:45","66059","69329"
"28.04.2015 12:45 - 28.04.2015 13:00","66077","69275"
"28.04.2015 13:00 - 28.04.2015 13:15","66176","69120"
"28.04.2015 13:15 - 28.04.2015 13:30","65810","68775"
"28.04.2015 13:30 - 28.04.2015 13:45","65363","68422"
"28.04.2015 13:45 - 28.04.2015 14:00","64956","67651"
"28.04.2015 14:00 - 28.04.2015 14:15","64531","67437"
"28.04.2015 14:15 - 28.04.2015 14:30","64487","67105"
