"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"02.01.2015 18:45 - 02.01.2015 19:00","56886","63418"
"02.01.2015 19:00 - 02.01.2015 19:15","56641","62985"
"02.01.2015 19:15 - 02.01.2015 19:30","55911","62225"
"02.01.2015 19:30 - 02.01.2015 19:45","55317","61601"
"02.01.2015 19:45 - 02.01.2015 20:00","54465","61111"
"02.01.2015 20:00 - 02.01.2015 20:15","53461","59798"
"02.01.2015 20:15 - 02.01.2015 20:30","52282","58462"
"02.01.2015 20:30 - 02.01.2015 20:45","51096","57503"
"02.01.2015 20:45 - 02.01.2015 21:00","50295","56534"
"02.01.2015 21:00 - 02.01.2015 21:15","50002","56085"
"02.01.2015 21:15 - 02.01.2015 21:30","48503","55777"
"02.01.2015 21:30 - 02.01.2015 21:45","46584","55336"
"02.01.2015 21:45 - 02.01.2015 22:00","46101","55253"
"02.01.2015 22:00 - 02.01.2015 22:15","46533","55855"
"02.01.2015 22:15 - 02.01.2015 22:30","46633","55217"
"02.01.2015 22:30 - 02.01.2015 22:45","45812","54327"
"02.01.2015 22:45 - 02.01.2015 23:00","44912","50358"
"02.01.2015 23:00 - 02.01.2015 23:15","44705","49535"
"02.01.2015 23:15 - 02.01.2015 23:30","44663","48605"
"02.01.2015 23:30 - 02.01.2015 23:45","44964","47816"
"02.01.2015 23:45 - 03.01.2015 00:00","43563","46688"
"03.01.2015 00:00 - 03.01.2015 00:15","42776","45900"
"03.01.2015 00:15 - 03.01.2015 00:30","41478","44775"
"03.01.2015 00:30 - 03.01.2015 00:45","42869","44159"
"03.01.2015 00:45 - 03.01.2015 01:00","42242","43612"
"03.01.2015 01:00 - 03.01.2015 01:15","41625","43157"
"03.01.2015 01:15 - 03.01.2015 01:30","41117","42397"
"03.01.2015 01:30 - 03.01.2015 01:45","40681","41994"
"03.01.2015 01:45 - 03.01.2015 02:00","40427","41591"
"03.01.2015 02:00 - 03.01.2015 02:15","39981","41371"
"03.01.2015 02:15 - 03.01.2015 02:30","39799","40813"
"03.01.2015 02:30 - 03.01.2015 02:45","39668","40710"
"03.01.2015 02:45 - 03.01.2015 03:00","39662","40662"
"03.01.2015 03:00 - 03.01.2015 03:15","39693","40666"
"03.01.2015 03:15 - 03.01.2015 03:30","39563","40630"
"03.01.2015 03:30 - 03.01.2015 03:45","39894","40718"
"03.01.2015 03:45 - 03.01.2015 04:00","40148","40761"
"03.01.2015 04:00 - 03.01.2015 04:15","40023","41215"
"03.01.2015 04:15 - 03.01.2015 04:30","39863","41033"
"03.01.2015 04:30 - 03.01.2015 04:45","40447","41033"
"03.01.2015 04:45 - 03.01.2015 05:00","40550","41044"
"03.01.2015 05:00 - 03.01.2015 05:15","40246","41278"
"03.01.2015 05:15 - 03.01.2015 05:30","39931","41011"
"03.01.2015 05:30 - 03.01.2015 05:45","39975","41045"
"03.01.2015 05:45 - 03.01.2015 06:00","39897","41898"
"03.01.2015 06:00 - 03.01.2015 06:15","39903","42116"
"03.01.2015 06:15 - 03.01.2015 06:30","39806","42237"
"03.01.2015 06:30 - 03.01.2015 06:45","40229","42762"
"03.01.2015 06:45 - 03.01.2015 07:00","40915","43273"
"03.01.2015 07:00 - 03.01.2015 07:15","41666","43812"
"03.01.2015 07:15 - 03.01.2015 07:30","42334","44617"
"03.01.2015 07:30 - 03.01.2015 07:45","43304","45383"
"03.01.2015 07:45 - 03.01.2015 08:00","44222","46246"
"03.01.2015 08:00 - 03.01.2015 08:15","45407","47311"
"03.01.2015 08:15 - 03.01.2015 08:30","46117","47900"
"03.01.2015 08:30 - 03.01.2015 08:45","47016","48521"
"03.01.2015 08:45 - 03.01.2015 09:00","47684","49589"
"03.01.2015 09:00 - 03.01.2015 09:15","48696","50657"
"03.01.2015 09:15 - 03.01.2015 09:30","49523","51172"
"03.01.2015 09:30 - 03.01.2015 09:45","49978","52362"
"03.01.2015 09:45 - 03.01.2015 10:00","50434","53126"
"03.01.2015 10:00 - 03.01.2015 10:15","51226","53794"
"03.01.2015 10:15 - 03.01.2015 10:30","51655","54339"
"03.01.2015 10:30 - 03.01.2015 10:45","51835","54682"
"03.01.2015 10:45 - 03.01.2015 11:00","52238","55091"
"03.01.2015 11:00 - 03.01.2015 11:15","52610","55746"
"03.01.2015 11:15 - 03.01.2015 11:30","52995","56276"
"03.01.2015 11:30 - 03.01.2015 11:45","53251","56876"
"03.01.2015 11:45 - 03.01.2015 12:00","52996","57223"
"03.01.2015 12:00 - 03.01.2015 12:15","52893","56066"
"03.01.2015 12:15 - 03.01.2015 12:30","52711","56045"
"03.01.2015 12:30 - 03.01.2015 12:45","52402","57098"
"03.01.2015 12:45 - 03.01.2015 13:00","52244","56967"
"03.01.2015 13:00 - 03.01.2015 13:15","51927","56982"
"03.01.2015 13:15 - 03.01.2015 13:30","51638","56571"
"03.01.2015 13:30 - 03.01.2015 13:45","51158","56466"
"03.01.2015 13:45 - 03.01.2015 14:00","51092","55946"
"03.01.2015 14:00 - 03.01.2015 14:15","50591","55777"
"03.01.2015 14:15 - 03.01.2015 14:30","50359","55585"
"03.01.2015 14:30 - 03.01.2015 14:45","50050","55513"
"03.01.2015 14:45 - 03.01.2015 15:00","49957","55239"
"03.01.2015 15:00 - 03.01.2015 15:15","49941","55276"
"03.01.2015 15:15 - 03.01.2015 15:30","49516","55176"
"03.01.2015 15:30 - 03.01.2015 15:45","48944","55390"
"03.01.2015 15:45 - 03.01.2015 16:00","49600","55510"
"03.01.2015 16:00 - 03.01.2015 16:15","50218","55926"
"03.01.2015 16:15 - 03.01.2015 16:30","50515","57194"
"03.01.2015 16:30 - 03.01.2015 16:45","50811","58068"
"03.01.2015 16:45 - 03.01.2015 17:00","51423","59103"
"03.01.2015 17:00 - 03.01.2015 17:15","51766","60207"
"03.01.2015 17:15 - 03.01.2015 17:30","52655","60458"
"03.01.2015 17:30 - 03.01.2015 17:45","52902","60954"
"03.01.2015 17:45 - 03.01.2015 18:00","52953","60980"
"03.01.2015 18:00 - 03.01.2015 18:15","53336","61298"
"03.01.2015 18:15 - 03.01.2015 18:30","52916","61162"
"03.01.2015 18:30 - 03.01.2015 18:45","52814","60842"
"03.01.2015 18:45 - 03.01.2015 19:00","52744","60413"
"03.01.2015 19:00 - 03.01.2015 19:15","52548","59961"
"03.01.2015 19:15 - 03.01.2015 19:30","52191","60238"
"03.01.2015 19:30 - 03.01.2015 19:45","51750","59490"
"03.01.2015 19:45 - 03.01.2015 20:00","51075","58835"
"03.01.2015 20:00 - 03.01.2015 20:15","50359","57497"
"03.01.2015 20:15 - 03.01.2015 20:30","49404","56049"
"03.01.2015 20:30 - 03.01.2015 20:45","48400","54672"
"03.01.2015 20:45 - 03.01.2015 21:00","47996","54145"
"03.01.2015 21:00 - 03.01.2015 21:15","47723","53744"
"03.01.2015 21:15 - 03.01.2015 21:30","47440","53294"
"03.01.2015 21:30 - 03.01.2015 21:45","47088","52861"
"03.01.2015 21:45 - 03.01.2015 22:00","46858","52827"
"03.01.2015 22:00 - 03.01.2015 22:15","47105","53595"
"03.01.2015 22:15 - 03.01.2015 22:30","47365","53305"
"03.01.2015 22:30 - 03.01.2015 22:45","46976","52572"
"03.01.2015 22:45 - 03.01.2015 23:00","46197","51817"
"03.01.2015 23:00 - 03.01.2015 23:15","45781","50999"
"03.01.2015 23:15 - 03.01.2015 23:30","44411","50376"
"03.01.2015 23:30 - 03.01.2015 23:45","43648","49682"
"03.01.2015 23:45 - 04.01.2015 00:00","43499","48939"
"04.01.2015 00:00 - 04.01.2015 00:15","42918","47737"
"04.01.2015 00:15 - 04.01.2015 00:30","41369","47064"
"04.01.2015 00:30 - 04.01.2015 00:45","40284","46491"
"04.01.2015 00:45 - 04.01.2015 01:00","40007","45807"
"04.01.2015 01:00 - 04.01.2015 01:15","39474","43126"
"04.01.2015 01:15 - 04.01.2015 01:30","39227","42765"
"04.01.2015 01:30 - 04.01.2015 01:45","38851","42313"
"04.01.2015 01:45 - 04.01.2015 02:00","38227","42013"
"04.01.2015 02:00 - 04.01.2015 02:15","38020","41498"
"04.01.2015 02:15 - 04.01.2015 02:30","37795","41215"
"04.01.2015 02:30 - 04.01.2015 02:45","37696","40996"
"04.01.2015 02:45 - 04.01.2015 03:00","37582","40841"
"04.01.2015 03:00 - 04.01.2015 03:15","37944","40695"
"04.01.2015 03:15 - 04.01.2015 03:30","38188","40512"
"04.01.2015 03:30 - 04.01.2015 03:45","38006","40551"
"04.01.2015 03:45 - 04.01.2015 04:00","37745","40555"
"04.01.2015 04:00 - 04.01.2015 04:15","37899","40705"
"04.01.2015 04:15 - 04.01.2015 04:30","37888","40569"
"04.01.2015 04:30 - 04.01.2015 04:45","38076","40674"
"04.01.2015 04:45 - 04.01.2015 05:00","37988","40745"
"04.01.2015 05:00 - 04.01.2015 05:15","37841","40752"
"04.01.2015 05:15 - 04.01.2015 05:30","37606","40381"
"04.01.2015 05:30 - 04.01.2015 05:45","37277","40069"
"04.01.2015 05:45 - 04.01.2015 06:00","36699","39632"
"04.01.2015 06:00 - 04.01.2015 06:15","35956","38943"
"04.01.2015 06:15 - 04.01.2015 06:30","35573","39079"
"04.01.2015 06:30 - 04.01.2015 06:45","35467","40329"
"04.01.2015 06:45 - 04.01.2015 07:00","35355","40365"
"04.01.2015 07:00 - 04.01.2015 07:15","35593","40970"
"04.01.2015 07:15 - 04.01.2015 07:30","35984","41362"
"04.01.2015 07:30 - 04.01.2015 07:45","36693","42972"
"04.01.2015 07:45 - 04.01.2015 08:00","37663","43626"
"04.01.2015 08:00 - 04.01.2015 08:15","38394","44147"
"04.01.2015 08:15 - 04.01.2015 08:30","38993","44688"
"04.01.2015 08:30 - 04.01.2015 08:45","39926","45372"
"04.01.2015 08:45 - 04.01.2015 09:00","40746","46033"
"04.01.2015 09:00 - 04.01.2015 09:15","42249","46998"
"04.01.2015 09:15 - 04.01.2015 09:30","43083","47860"
"04.01.2015 09:30 - 04.01.2015 09:45","43634","48601"
"04.01.2015 09:45 - 04.01.2015 10:00","44259","49463"
"04.01.2015 10:00 - 04.01.2015 10:15","44826","50460"
"04.01.2015 10:15 - 04.01.2015 10:30","45264","51337"
"04.01.2015 10:30 - 04.01.2015 10:45","45790","52034"
"04.01.2015 10:45 - 04.01.2015 11:00","46210","52769"
"04.01.2015 11:00 - 04.01.2015 11:15","47041","53651"
"04.01.2015 11:15 - 04.01.2015 11:30","47778","54692"
"04.01.2015 11:30 - 04.01.2015 11:45","48268","55360"
"04.01.2015 11:45 - 04.01.2015 12:00","48470","55420"
"04.01.2015 12:00 - 04.01.2015 12:15","48666","55351"
"04.01.2015 12:15 - 04.01.2015 12:30","48501","55273"
"04.01.2015 12:30 - 04.01.2015 12:45","48165","55065"
"04.01.2015 12:45 - 04.01.2015 13:00","47761","54561"
"04.01.2015 13:00 - 04.01.2015 13:15","47179","54249"
"04.01.2015 13:15 - 04.01.2015 13:30","46895","53719"
"04.01.2015 13:30 - 04.01.2015 13:45","46429","53516"
"04.01.2015 13:45 - 04.01.2015 14:00","46099","52991"
"04.01.2015 14:00 - 04.01.2015 14:15","45814","52803"
"04.01.2015 14:15 - 04.01.2015 14:30","45231","52216"
"04.01.2015 14:30 - 04.01.2015 14:45","44920","51905"
"04.01.2015 14:45 - 04.01.2015 15:00","44847","51745"
"04.01.2015 15:00 - 04.01.2015 15:15","44866","51828"
"04.01.2015 15:15 - 04.01.2015 15:30","44876","51549"
"04.01.2015 15:30 - 04.01.2015 15:45","44742","51540"
"04.01.2015 15:45 - 04.01.2015 16:00","45029","51762"
"04.01.2015 16:00 - 04.01.2015 16:15","45123","51938"
"04.01.2015 16:15 - 04.01.2015 16:30","45571","52696"
"04.01.2015 16:30 - 04.01.2015 16:45","46273","54038"
"04.01.2015 16:45 - 04.01.2015 17:00","47358","55478"
"04.01.2015 17:00 - 04.01.2015 17:15","48677","57112"
"04.01.2015 17:15 - 04.01.2015 17:30","49828","57878"
"04.01.2015 17:30 - 04.01.2015 17:45","50282","58280"
"04.01.2015 17:45 - 04.01.2015 18:00","50517","58586"
"04.01.2015 18:00 - 04.01.2015 18:15","51257","59164"
"04.01.2015 18:15 - 04.01.2015 18:30","51567","59190"
"04.01.2015 18:30 - 04.01.2015 18:45","51569","58976"
"04.01.2015 18:45 - 04.01.2015 19:00","51378","58794"
"04.01.2015 19:00 - 04.01.2015 19:15","51366","58166"
"04.01.2015 19:15 - 04.01.2015 19:30","50782","57657"
"04.01.2015 19:30 - 04.01.2015 19:45","50349","57490"
"04.01.2015 19:45 - 04.01.2015 20:00","49527","56967"
"04.01.2015 20:00 - 04.01.2015 20:15","48844","56193"
"04.01.2015 20:15 - 04.01.2015 20:30","48107","55410"
"04.01.2015 20:30 - 04.01.2015 20:45","47430","54550"
"04.01.2015 20:45 - 04.01.2015 21:00","46837","53963"
"04.01.2015 21:00 - 04.01.2015 21:15","46863","53616"
"04.01.2015 21:15 - 04.01.2015 21:30","46601","53620"
"04.01.2015 21:30 - 04.01.2015 21:45","46663","53407"
"04.01.2015 21:45 - 04.01.2015 22:00","46859","53457"
"04.01.2015 22:00 - 04.01.2015 22:15","47373","54262"
"04.01.2015 22:15 - 04.01.2015 22:30","47417","53776"
"04.01.2015 22:30 - 04.01.2015 22:45","46808","53429"
"04.01.2015 22:45 - 04.01.2015 23:00","45944","52324"
"04.01.2015 23:00 - 04.01.2015 23:15","45303","51605"
"04.01.2015 23:15 - 04.01.2015 23:30","45041","50634"
"04.01.2015 23:30 - 04.01.2015 23:45","44575","49933"
"04.01.2015 23:45 - 05.01.2015 00:00","43720","49089"
"05.01.2015 00:00 - 05.01.2015 00:15","43815","48010"
"05.01.2015 00:15 - 05.01.2015 00:30","43337","47335"
"05.01.2015 00:30 - 05.01.2015 00:45","42981","46647"
"05.01.2015 00:45 - 05.01.2015 01:00","42571","45995"
"05.01.2015 01:00 - 05.01.2015 01:15","42131","45489"
"05.01.2015 01:15 - 05.01.2015 01:30","41683","45015"
"05.01.2015 01:30 - 05.01.2015 01:45","41289","44732"
"05.01.2015 01:45 - 05.01.2015 02:00","41288","44564"
"05.01.2015 02:00 - 05.01.2015 02:15","40636","44275"
"05.01.2015 02:15 - 05.01.2015 02:30","40446","43984"
"05.01.2015 02:30 - 05.01.2015 02:45","40330","43824"
"05.01.2015 02:45 - 05.01.2015 03:00","40275","43833"
"05.01.2015 03:00 - 05.01.2015 03:15","40383","43928"
"05.01.2015 03:15 - 05.01.2015 03:30","40329","43896"
"05.01.2015 03:30 - 05.01.2015 03:45","40418","43978"
"05.01.2015 03:45 - 05.01.2015 04:00","40487","44239"
"05.01.2015 04:00 - 05.01.2015 04:15","40823","44468"
"05.01.2015 04:15 - 05.01.2015 04:30","41103","44928"
"05.01.2015 04:30 - 05.01.2015 04:45","41508","45579"
"05.01.2015 04:45 - 05.01.2015 05:00","41959","46210"
"05.01.2015 05:00 - 05.01.2015 05:15","42408","47479"
"05.01.2015 05:15 - 05.01.2015 05:30","43243","48136"
"05.01.2015 05:30 - 05.01.2015 05:45","44072","49080"
"05.01.2015 05:45 - 05.01.2015 06:00","44858","50213"
"05.01.2015 06:00 - 05.01.2015 06:15","46786","51987"
"05.01.2015 06:15 - 05.01.2015 06:30","48574","53856"
"05.01.2015 06:30 - 05.01.2015 06:45","49866","55593"
"05.01.2015 06:45 - 05.01.2015 07:00","51056","57127"
"05.01.2015 07:00 - 05.01.2015 07:15","52646","58809"
"05.01.2015 07:15 - 05.01.2015 07:30","53760","60239"
"05.01.2015 07:30 - 05.01.2015 07:45","54438","61585"
"05.01.2015 07:45 - 05.01.2015 08:00","55044","62802"
"05.01.2015 08:00 - 05.01.2015 08:15","56024","63708"
"05.01.2015 08:15 - 05.01.2015 08:30","56169","64170"
"05.01.2015 08:30 - 05.01.2015 08:45","56388","64883"
"05.01.2015 08:45 - 05.01.2015 09:00","56764","65196"
"05.01.2015 09:00 - 05.01.2015 09:15","57106","65381"
"05.01.2015 09:15 - 05.01.2015 09:30","57449","65696"
"05.01.2015 09:30 - 05.01.2015 09:45","57940","66019"
"05.01.2015 09:45 - 05.01.2015 10:00","57729","66150"
"05.01.2015 10:00 - 05.01.2015 10:15","58561","66572"
"05.01.2015 10:15 - 05.01.2015 10:30","58725","66882"
"05.01.2015 10:30 - 05.01.2015 10:45","59392","67274"
"05.01.2015 10:45 - 05.01.2015 11:00","59132","67490"
"05.01.2015 11:00 - 05.01.2015 11:15","59572","67807"
"05.01.2015 11:15 - 05.01.2015 11:30","60154","68152"
"05.01.2015 11:30 - 05.01.2015 11:45","60442","68362"
"05.01.2015 11:45 - 05.01.2015 12:00","60467","68235"
"05.01.2015 12:00 - 05.01.2015 12:15","60279","68040"
