"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.03.2021 07:15 - 05.03.2021 07:30","61355","66269"
"05.03.2021 07:30 - 05.03.2021 07:45","61765","67034"
"05.03.2021 07:45 - 05.03.2021 08:00","62097","67973"
"05.03.2021 08:00 - 05.03.2021 08:15","62819","68735"
"05.03.2021 08:15 - 05.03.2021 08:30","63175","69291"
"05.03.2021 08:30 - 05.03.2021 08:45","62836","69570"
"05.03.2021 08:45 - 05.03.2021 09:00","63586","69876"
"05.03.2021 09:00 - 05.03.2021 09:15","63055","69853"
"05.03.2021 09:15 - 05.03.2021 09:30","63665","70270"
"05.03.2021 09:30 - 05.03.2021 09:45","64124","70499"
"05.03.2021 09:45 - 05.03.2021 10:00","64604","70768"
"05.03.2021 10:00 - 05.03.2021 10:15","64431","70511"
"05.03.2021 10:15 - 05.03.2021 10:30","64698","70730"
"05.03.2021 10:30 - 05.03.2021 10:45","65086","70965"
"05.03.2021 10:45 - 05.03.2021 11:00","65104","71177"
"05.03.2021 11:00 - 05.03.2021 11:15","66038","71577"
"05.03.2021 11:15 - 05.03.2021 11:30","66089","71850"
"05.03.2021 11:30 - 05.03.2021 11:45","65868","71490"
"05.03.2021 11:45 - 05.03.2021 12:00","66515","71518"
"05.03.2021 12:00 - 05.03.2021 12:15","65840","71106"
"05.03.2021 12:15 - 05.03.2021 12:30","65878","70897"
"05.03.2021 12:30 - 05.03.2021 12:45","65072","70555"
"05.03.2021 12:45 - 05.03.2021 13:00","65235","70579"
"05.03.2021 13:00 - 05.03.2021 13:15","64391","70158"
"05.03.2021 13:15 - 05.03.2021 13:30","64150","69256"
"05.03.2021 13:30 - 05.03.2021 13:45","63665","68862"
"05.03.2021 13:45 - 05.03.2021 14:00","62530","67978"
"05.03.2021 14:00 - 05.03.2021 14:15","62137","67998"
"05.03.2021 14:15 - 05.03.2021 14:30","61789","67801"
"05.03.2021 14:30 - 05.03.2021 14:45","61865","67313"
"05.03.2021 14:45 - 05.03.2021 15:00","62304","67176"
"05.03.2021 15:00 - 05.03.2021 15:15","61870","66998"
"05.03.2021 15:15 - 05.03.2021 15:30","61442","66167"
"05.03.2021 15:30 - 05.03.2021 15:45","61559","66088"
"05.03.2021 15:45 - 05.03.2021 16:00","61231","66023"
"05.03.2021 16:00 - 05.03.2021 16:15","60920","65939"
"05.03.2021 16:15 - 05.03.2021 16:30","61098","65630"
"05.03.2021 16:30 - 05.03.2021 16:45","61054","65658"
"05.03.2021 16:45 - 05.03.2021 17:00","61113","65565"
"05.03.2021 17:00 - 05.03.2021 17:15","61218","65755"
"05.03.2021 17:15 - 05.03.2021 17:30","61495","65786"
"05.03.2021 17:30 - 05.03.2021 17:45","61812","66379"
"05.03.2021 17:45 - 05.03.2021 18:00","62273","66883"
"05.03.2021 18:00 - 05.03.2021 18:15","63051","67550"
"05.03.2021 18:15 - 05.03.2021 18:30","63474","68622"
"05.03.2021 18:30 - 05.03.2021 18:45","64139","69629"
"05.03.2021 18:45 - 05.03.2021 19:00","64112","70117"
"05.03.2021 19:00 - 05.03.2021 19:15","64145","70039"
"05.03.2021 19:15 - 05.03.2021 19:30","63507","69406"
"05.03.2021 19:30 - 05.03.2021 19:45","63447","68686"
"05.03.2021 19:45 - 05.03.2021 20:00","62945","67792"
"05.03.2021 20:00 - 05.03.2021 20:15","61261","66481"
"05.03.2021 20:15 - 05.03.2021 20:30","60088","65156"
"05.03.2021 20:30 - 05.03.2021 20:45","59248","64241"
"05.03.2021 20:45 - 05.03.2021 21:00","58671","63036"
"05.03.2021 21:00 - 05.03.2021 21:15","57531","62046"
"05.03.2021 21:15 - 05.03.2021 21:30","57143","61171"
"05.03.2021 21:30 - 05.03.2021 21:45","56377","60021"
"05.03.2021 21:45 - 05.03.2021 22:00","56137","59363"
"05.03.2021 22:00 - 05.03.2021 22:15","55845","59174"
"05.03.2021 22:15 - 05.03.2021 22:30","55142","58788"
"05.03.2021 22:30 - 05.03.2021 22:45","54828","57665"
"05.03.2021 22:45 - 05.03.2021 23:00","53387","56720"
"05.03.2021 23:00 - 05.03.2021 23:15","52908","55721"
"05.03.2021 23:15 - 05.03.2021 23:30","51829","54904"
"05.03.2021 23:30 - 05.03.2021 23:45","51102","54180"
"05.03.2021 23:45 - 06.03.2021 00:00","50500","53724"
"06.03.2021 00:00 - 06.03.2021 00:15","48695","52507"
"06.03.2021 00:15 - 06.03.2021 00:30","48158","52192"
"06.03.2021 00:30 - 06.03.2021 00:45","47838","51587"
"06.03.2021 00:45 - 06.03.2021 01:00","47581","51028"
"06.03.2021 01:00 - 06.03.2021 01:15","46928","50419"
"06.03.2021 01:15 - 06.03.2021 01:30","46393","49677"
"06.03.2021 01:30 - 06.03.2021 01:45","46090","49741"
"06.03.2021 01:45 - 06.03.2021 02:00","45780","49544"
"06.03.2021 02:00 - 06.03.2021 02:15","45690","49058"
"06.03.2021 02:15 - 06.03.2021 02:30","45542","48981"
"06.03.2021 02:30 - 06.03.2021 02:45","45534","48913"
"06.03.2021 02:45 - 06.03.2021 03:00","45542","48804"
"06.03.2021 03:00 - 06.03.2021 03:15","45302","48590"
"06.03.2021 03:15 - 06.03.2021 03:30","45484","48666"
"06.03.2021 03:30 - 06.03.2021 03:45","45288","48812"
"06.03.2021 03:45 - 06.03.2021 04:00","45177","48741"
"06.03.2021 04:00 - 06.03.2021 04:15","45096","48791"
"06.03.2021 04:15 - 06.03.2021 04:30","45369","48840"
"06.03.2021 04:30 - 06.03.2021 04:45","45063","49072"
"06.03.2021 04:45 - 06.03.2021 05:00","45442","49059"
"06.03.2021 05:00 - 06.03.2021 05:15","45327","49208"
"06.03.2021 05:15 - 06.03.2021 05:30","45107","48967"
"06.03.2021 05:30 - 06.03.2021 05:45","45242","48904"
"06.03.2021 05:45 - 06.03.2021 06:00","45311","49101"
"06.03.2021 06:00 - 06.03.2021 06:15","45523","49315"
"06.03.2021 06:15 - 06.03.2021 06:30","45705","49811"
"06.03.2021 06:30 - 06.03.2021 06:45","46044","50047"
"06.03.2021 06:45 - 06.03.2021 07:00","46783","50175"
"06.03.2021 07:00 - 06.03.2021 07:15","47427","50909"
"06.03.2021 07:15 - 06.03.2021 07:30","47470","51825"
"06.03.2021 07:30 - 06.03.2021 07:45","48118","52855"
"06.03.2021 07:45 - 06.03.2021 08:00","48554","53895"
"06.03.2021 08:00 - 06.03.2021 08:15","49412","54789"
"06.03.2021 08:15 - 06.03.2021 08:30","50435","55588"
"06.03.2021 08:30 - 06.03.2021 08:45","50717","56135"
"06.03.2021 08:45 - 06.03.2021 09:00","51755","56577"
"06.03.2021 09:00 - 06.03.2021 09:15","52161","57549"
"06.03.2021 09:15 - 06.03.2021 09:30","52860","58029"
"06.03.2021 09:30 - 06.03.2021 09:45","53646","58566"
"06.03.2021 09:45 - 06.03.2021 10:00","54137","58685"
"06.03.2021 10:00 - 06.03.2021 10:15","54251","59144"
"06.03.2021 10:15 - 06.03.2021 10:30","54434","59329"
"06.03.2021 10:30 - 06.03.2021 10:45","54933","59569"
"06.03.2021 10:45 - 06.03.2021 11:00","55175","59926"
"06.03.2021 11:00 - 06.03.2021 11:15","55759","60238"
"06.03.2021 11:15 - 06.03.2021 11:30","55924","60451"
"06.03.2021 11:30 - 06.03.2021 11:45","55951","60437"
"06.03.2021 11:45 - 06.03.2021 12:00","56401","60482"
"06.03.2021 12:00 - 06.03.2021 12:15","55974","60261"
"06.03.2021 12:15 - 06.03.2021 12:30","55972","59950"
"06.03.2021 12:30 - 06.03.2021 12:45","55224","59589"
"06.03.2021 12:45 - 06.03.2021 13:00","55128","58992"
"06.03.2021 13:00 - 06.03.2021 13:15","54034","58417"
"06.03.2021 13:15 - 06.03.2021 13:30","53823","57708"
"06.03.2021 13:30 - 06.03.2021 13:45","53426","57450"
"06.03.2021 13:45 - 06.03.2021 14:00","52686","56894"
"06.03.2021 14:00 - 06.03.2021 14:15","52311","56420"
"06.03.2021 14:15 - 06.03.2021 14:30","51758","56298"
"06.03.2021 14:30 - 06.03.2021 14:45","51818","55931"
"06.03.2021 14:45 - 06.03.2021 15:00","51869","55769"
"06.03.2021 15:00 - 06.03.2021 15:15","51535","55347"
"06.03.2021 15:15 - 06.03.2021 15:30","51391","54754"
"06.03.2021 15:30 - 06.03.2021 15:45","51742","54615"
"06.03.2021 15:45 - 06.03.2021 16:00","51543","54222"
"06.03.2021 16:00 - 06.03.2021 16:15","51515","54392"
"06.03.2021 16:15 - 06.03.2021 16:30","51816","54203"
"06.03.2021 16:30 - 06.03.2021 16:45","51849","54613"
"06.03.2021 16:45 - 06.03.2021 17:00","51990","54823"
"06.03.2021 17:00 - 06.03.2021 17:15","52500","55695"
"06.03.2021 17:15 - 06.03.2021 17:30","53113","56387"
"06.03.2021 17:30 - 06.03.2021 17:45","53745","57370"
"06.03.2021 17:45 - 06.03.2021 18:00","54510","58314"
"06.03.2021 18:00 - 06.03.2021 18:15","55551","59676"
"06.03.2021 18:15 - 06.03.2021 18:30","56255","60489"
"06.03.2021 18:30 - 06.03.2021 18:45","56929","61463"
"06.03.2021 18:45 - 06.03.2021 19:00","56801","61621"
"06.03.2021 19:00 - 06.03.2021 19:15","56830","61767"
"06.03.2021 19:15 - 06.03.2021 19:30","56189","61204"
"06.03.2021 19:30 - 06.03.2021 19:45","55997","60726"
"06.03.2021 19:45 - 06.03.2021 20:00","55314","59861"
"06.03.2021 20:00 - 06.03.2021 20:15","53982","59198"
"06.03.2021 20:15 - 06.03.2021 20:30","52760","57911"
"06.03.2021 20:30 - 06.03.2021 20:45","52150","56986"
"06.03.2021 20:45 - 06.03.2021 21:00","51628","56465"
"06.03.2021 21:00 - 06.03.2021 21:15","50752","56054"
"06.03.2021 21:15 - 06.03.2021 21:30","50740","55707"
"06.03.2021 21:30 - 06.03.2021 21:45","50285","54958"
"06.03.2021 21:45 - 06.03.2021 22:00","50275","54631"
"06.03.2021 22:00 - 06.03.2021 22:15","50201","55042"
"06.03.2021 22:15 - 06.03.2021 22:30","49913","54848"
"06.03.2021 22:30 - 06.03.2021 22:45","49732","53962"
"06.03.2021 22:45 - 06.03.2021 23:00","48705","53160"
"06.03.2021 23:00 - 06.03.2021 23:15","48452","52700"
"06.03.2021 23:15 - 06.03.2021 23:30","47669","51910"
"06.03.2021 23:30 - 06.03.2021 23:45","46910","51843"
"06.03.2021 23:45 - 07.03.2021 00:00","46365","51031"
"07.03.2021 00:00 - 07.03.2021 00:15","44832","50022"
"07.03.2021 00:15 - 07.03.2021 00:30","44219","49397"
"07.03.2021 00:30 - 07.03.2021 00:45","43871","48724"
"07.03.2021 00:45 - 07.03.2021 01:00","43566","48426"
"07.03.2021 01:00 - 07.03.2021 01:15","43068","48282"
"07.03.2021 01:15 - 07.03.2021 01:30","42586","47583"
"07.03.2021 01:30 - 07.03.2021 01:45","42268","47385"
"07.03.2021 01:45 - 07.03.2021 02:00","42108","46972"
"07.03.2021 02:00 - 07.03.2021 02:15","42013","46515"
"07.03.2021 02:15 - 07.03.2021 02:30","41936","46286"
"07.03.2021 02:30 - 07.03.2021 02:45","41921","46133"
"07.03.2021 02:45 - 07.03.2021 03:00","41930","46156"
"07.03.2021 03:00 - 07.03.2021 03:15","41618","45928"
"07.03.2021 03:15 - 07.03.2021 03:30","41852","45871"
"07.03.2021 03:30 - 07.03.2021 03:45","41708","46040"
"07.03.2021 03:45 - 07.03.2021 04:00","41596","45861"
"07.03.2021 04:00 - 07.03.2021 04:15","41493","45960"
"07.03.2021 04:15 - 07.03.2021 04:30","41764","46211"
"07.03.2021 04:30 - 07.03.2021 04:45","41460","46443"
"07.03.2021 04:45 - 07.03.2021 05:00","41895","46529"
"07.03.2021 05:00 - 07.03.2021 05:15","41584","46472"
"07.03.2021 05:15 - 07.03.2021 05:30","41450","46251"
"07.03.2021 05:30 - 07.03.2021 05:45","41441","46813"
"07.03.2021 05:45 - 07.03.2021 06:00","41246","46701"
"07.03.2021 06:00 - 07.03.2021 06:15","40956","46372"
"07.03.2021 06:15 - 07.03.2021 06:30","40976","46275"
"07.03.2021 06:30 - 07.03.2021 06:45","40757","46109"
"07.03.2021 06:45 - 07.03.2021 07:00","41426","46133"
"07.03.2021 07:00 - 07.03.2021 07:15","41425","46585"
"07.03.2021 07:15 - 07.03.2021 07:30","41250","47008"
"07.03.2021 07:30 - 07.03.2021 07:45","41791","47744"
"07.03.2021 07:45 - 07.03.2021 08:00","42154","48575"
"07.03.2021 08:00 - 07.03.2021 08:15","43160","49535"
"07.03.2021 08:15 - 07.03.2021 08:30","44281","50393"
"07.03.2021 08:30 - 07.03.2021 08:45","44553","51414"
"07.03.2021 08:45 - 07.03.2021 09:00","45755","52688"
"07.03.2021 09:00 - 07.03.2021 09:15","46432","53604"
"07.03.2021 09:15 - 07.03.2021 09:30","47375","54139"
"07.03.2021 09:30 - 07.03.2021 09:45","48155","55041"
"07.03.2021 09:45 - 07.03.2021 10:00","48885","55712"
"07.03.2021 10:00 - 07.03.2021 10:15","49174","55886"
"07.03.2021 10:15 - 07.03.2021 10:30","49643","56322"
"07.03.2021 10:30 - 07.03.2021 10:45","50113","56725"
"07.03.2021 10:45 - 07.03.2021 11:00","50535","57658"
"07.03.2021 11:00 - 07.03.2021 11:15","51769","58031"
"07.03.2021 11:15 - 07.03.2021 11:30","52165","58672"
"07.03.2021 11:30 - 07.03.2021 11:45","52277","59074"
"07.03.2021 11:45 - 07.03.2021 12:00","52872","59165"
"07.03.2021 12:00 - 07.03.2021 12:15","52561","59030"
"07.03.2021 12:15 - 07.03.2021 12:30","52493","58651"
"07.03.2021 12:30 - 07.03.2021 12:45","51721","58173"
"07.03.2021 12:45 - 07.03.2021 13:00","51590","57418"
"07.03.2021 13:00 - 07.03.2021 13:15","50261","56639"
"07.03.2021 13:15 - 07.03.2021 13:30","50031","55785"
"07.03.2021 13:30 - 07.03.2021 13:45","49623","55467"
"07.03.2021 13:45 - 07.03.2021 14:00","49021","54641"
"07.03.2021 14:00 - 07.03.2021 14:15","48626","54762"
"07.03.2021 14:15 - 07.03.2021 14:30","48131","53934"
"07.03.2021 14:30 - 07.03.2021 14:45","48093","53228"
"07.03.2021 14:45 - 07.03.2021 15:00","48124","52282"
"07.03.2021 15:00 - 07.03.2021 15:15","47585","51773"
"07.03.2021 15:15 - 07.03.2021 15:30","47381","51659"
"07.03.2021 15:30 - 07.03.2021 15:45","47373","51594"
"07.03.2021 15:45 - 07.03.2021 16:00","47280","51088"
"07.03.2021 16:00 - 07.03.2021 16:15","47203","51678"
"07.03.2021 16:15 - 07.03.2021 16:30","47601","51649"
"07.03.2021 16:30 - 07.03.2021 16:45","47878","52236"
"07.03.2021 16:45 - 07.03.2021 17:00","48270","52786"
"07.03.2021 17:00 - 07.03.2021 17:15","48945","54123"
"07.03.2021 17:15 - 07.03.2021 17:30","49478","54978"
"07.03.2021 17:30 - 07.03.2021 17:45","50046","55552"
"07.03.2021 17:45 - 07.03.2021 18:00","50884","56479"
"07.03.2021 18:00 - 07.03.2021 18:15","52364","57887"
"07.03.2021 18:15 - 07.03.2021 18:30","53214","58811"
"07.03.2021 18:30 - 07.03.2021 18:45","54073","59585"
"07.03.2021 18:45 - 07.03.2021 19:00","54092","59842"
"07.03.2021 19:00 - 07.03.2021 19:15","54393","59800"
"07.03.2021 19:15 - 07.03.2021 19:30","54055","59252"
"07.03.2021 19:30 - 07.03.2021 19:45","54084","58697"
"07.03.2021 19:45 - 07.03.2021 20:00","53591","57833"
"07.03.2021 20:00 - 07.03.2021 20:15","52631","56801"
"07.03.2021 20:15 - 07.03.2021 20:30","51641","55979"
"07.03.2021 20:30 - 07.03.2021 20:45","51043","55276"
"07.03.2021 20:45 - 07.03.2021 21:00","50802","54535"
"07.03.2021 21:00 - 07.03.2021 21:15","50073","54509"
"07.03.2021 21:15 - 07.03.2021 21:30","50055","54423"
"07.03.2021 21:30 - 07.03.2021 21:45","49789","53997"
"07.03.2021 21:45 - 07.03.2021 22:00","50164","53892"
"07.03.2021 22:00 - 07.03.2021 22:15","50471","54442"
"07.03.2021 22:15 - 07.03.2021 22:30","50248","54188"
"07.03.2021 22:30 - 07.03.2021 22:45","50122","53496"
"07.03.2021 22:45 - 07.03.2021 23:00","49030","53206"
"07.03.2021 23:00 - 07.03.2021 23:15","48712","52428"
"07.03.2021 23:15 - 07.03.2021 23:30","47841","51474"
"07.03.2021 23:30 - 07.03.2021 23:45","47201","50616"
"07.03.2021 23:45 - 08.03.2021 00:00","46829","50094"
"08.03.2021 00:00 - 08.03.2021 00:15","45846","49819"
"08.03.2021 00:15 - 08.03.2021 00:30","45400","49183"
"08.03.2021 00:30 - 08.03.2021 00:45","45029","48666"
"08.03.2021 00:45 - 08.03.2021 01:00","44639","48340"
"08.03.2021 01:00 - 08.03.2021 01:15","44432","48051"
"08.03.2021 01:15 - 08.03.2021 01:30","43945","47749"
"08.03.2021 01:30 - 08.03.2021 01:45","43558","47562"
"08.03.2021 01:45 - 08.03.2021 02:00","43552","46960"
"08.03.2021 02:00 - 08.03.2021 02:15","43502","46865"
"08.03.2021 02:15 - 08.03.2021 02:30","43402","46779"
"08.03.2021 02:30 - 08.03.2021 02:45","43395","46953"
"08.03.2021 02:45 - 08.03.2021 03:00","43606","46967"
"08.03.2021 03:00 - 08.03.2021 03:15","43548","47418"
"08.03.2021 03:15 - 08.03.2021 03:30","43853","47692"
"08.03.2021 03:30 - 08.03.2021 03:45","43869","47551"
"08.03.2021 03:45 - 08.03.2021 04:00","44008","47758"
"08.03.2021 04:00 - 08.03.2021 04:15","44484","48765"
"08.03.2021 04:15 - 08.03.2021 04:30","45028","48977"
"08.03.2021 04:30 - 08.03.2021 04:45","45323","49481"
"08.03.2021 04:45 - 08.03.2021 05:00","46369","49997"
"08.03.2021 05:00 - 08.03.2021 05:15","47001","51319"
"08.03.2021 05:15 - 08.03.2021 05:30","47542","51910"
"08.03.2021 05:30 - 08.03.2021 05:45","48596","52849"
"08.03.2021 05:45 - 08.03.2021 06:00","49689","54371"
"08.03.2021 06:00 - 08.03.2021 06:15","52277","57474"
"08.03.2021 06:15 - 08.03.2021 06:30","54271","59386"
"08.03.2021 06:30 - 08.03.2021 06:45","55813","60978"
"08.03.2021 06:45 - 08.03.2021 07:00","57385","62300"
"08.03.2021 07:00 - 08.03.2021 07:15","58761","64069"
"08.03.2021 07:15 - 08.03.2021 07:30","59736","64936"
"08.03.2021 07:30 - 08.03.2021 07:45","60199","65900"
"08.03.2021 07:45 - 08.03.2021 08:00","60655","66737"
"08.03.2021 08:00 - 08.03.2021 08:15","61477","67813"
"08.03.2021 08:15 - 08.03.2021 08:30","62051","68463"
"08.03.2021 08:30 - 08.03.2021 08:45","62086","68804"
"08.03.2021 08:45 - 08.03.2021 09:00","62728","69055"
"08.03.2021 09:00 - 08.03.2021 09:15","62342","69278"
"08.03.2021 09:15 - 08.03.2021 09:30","62857","69625"
"08.03.2021 09:30 - 08.03.2021 09:45","63077","69981"
"08.03.2021 09:45 - 08.03.2021 10:00","63420","70130"
"08.03.2021 10:00 - 08.03.2021 10:15","63095","70071"
"08.03.2021 10:15 - 08.03.2021 10:30","63036","70114"
"08.03.2021 10:30 - 08.03.2021 10:45","62925","70228"
"08.03.2021 10:45 - 08.03.2021 11:00","63537","70140"
"08.03.2021 11:00 - 08.03.2021 11:15","64082","70275"
"08.03.2021 11:15 - 08.03.2021 11:30","64266","70564"
"08.03.2021 11:30 - 08.03.2021 11:45","64288","71033"
"08.03.2021 11:45 - 08.03.2021 12:00","64861","71020"
"08.03.2021 12:00 - 08.03.2021 12:15","64647","70630"
"08.03.2021 12:15 - 08.03.2021 12:30","65019","70547"
"08.03.2021 12:30 - 08.03.2021 12:45","64359","70390"
"08.03.2021 12:45 - 08.03.2021 13:00","64702","70107"
"08.03.2021 13:00 - 08.03.2021 13:15","64177","70009"
"08.03.2021 13:15 - 08.03.2021 13:30","64028","69240"
"08.03.2021 13:30 - 08.03.2021 13:45","63398","68801"
"08.03.2021 13:45 - 08.03.2021 14:00","62545","67991"
"08.03.2021 14:00 - 08.03.2021 14:15","62216","67796"
"08.03.2021 14:15 - 08.03.2021 14:30","61780","67800"
"08.03.2021 14:30 - 08.03.2021 14:45","62019","67553"
"08.03.2021 14:45 - 08.03.2021 15:00","62021","66870"
"08.03.2021 15:00 - 08.03.2021 15:15","61274","67186"
"08.03.2021 15:15 - 08.03.2021 15:30","60892","66761"
"08.03.2021 15:30 - 08.03.2021 15:45","60919","66396"
"08.03.2021 15:45 - 08.03.2021 16:00","60969","65840"
"08.03.2021 16:00 - 08.03.2021 16:15","60726","65607"
"08.03.2021 16:15 - 08.03.2021 16:30","61042","65581"
"08.03.2021 16:30 - 08.03.2021 16:45","60928","65060"
"08.03.2021 16:45 - 08.03.2021 17:00","61000","65191"
"08.03.2021 17:00 - 08.03.2021 17:15","61030","65560"
"08.03.2021 17:15 - 08.03.2021 17:30","61522","65928"
"08.03.2021 17:30 - 08.03.2021 17:45","61864","66435"
"08.03.2021 17:45 - 08.03.2021 18:00","62683","67464"
"08.03.2021 18:00 - 08.03.2021 18:15","63165","68433"
"08.03.2021 18:15 - 08.03.2021 18:30","63647","69332"
"08.03.2021 18:30 - 08.03.2021 18:45","64867","70339"
"08.03.2021 18:45 - 08.03.2021 19:00","64773","71064"
"08.03.2021 19:00 - 08.03.2021 19:15","64800","71026"
"08.03.2021 19:15 - 08.03.2021 19:30","64118","70352"
"08.03.2021 19:30 - 08.03.2021 19:45","64249","69693"
"08.03.2021 19:45 - 08.03.2021 20:00","63703","68978"
"08.03.2021 20:00 - 08.03.2021 20:15","61925","67618"
"08.03.2021 20:15 - 08.03.2021 20:30","60585","66399"
"08.03.2021 20:30 - 08.03.2021 20:45","60073","65219"
"08.03.2021 20:45 - 08.03.2021 21:00","59805","64281"
"08.03.2021 21:00 - 08.03.2021 21:15","58816","63433"
"08.03.2021 21:15 - 08.03.2021 21:30","58226","62959"
"08.03.2021 21:30 - 08.03.2021 21:45","57621","61685"
"08.03.2021 21:45 - 08.03.2021 22:00","56908","61110"
"08.03.2021 22:00 - 08.03.2021 22:15","56448","61148"
"08.03.2021 22:15 - 08.03.2021 22:30","55819","60518"
"08.03.2021 22:30 - 08.03.2021 22:45","55429","59556"
"08.03.2021 22:45 - 08.03.2021 23:00","53982","58689"
"08.03.2021 23:00 - 08.03.2021 23:15","53431","58074"
"08.03.2021 23:15 - 08.03.2021 23:30","52321","57832"
"08.03.2021 23:30 - 08.03.2021 23:45","51615","57059"
"08.03.2021 23:45 - 09.03.2021 00:00","51142","56710"
"09.03.2021 00:00 - 09.03.2021 00:15","50531","54107"
"09.03.2021 00:15 - 09.03.2021 00:30","50125","53236"
"09.03.2021 00:30 - 09.03.2021 00:45","49786","52525"
"09.03.2021 00:45 - 09.03.2021 01:00","49410","52102"
"09.03.2021 01:00 - 09.03.2021 01:15","48884","51896"
"09.03.2021 01:15 - 09.03.2021 01:30","48462","51590"
"09.03.2021 01:30 - 09.03.2021 01:45","48109","51631"
"09.03.2021 01:45 - 09.03.2021 02:00","47952","51462"
"09.03.2021 02:00 - 09.03.2021 02:15","47852","50886"
"09.03.2021 02:15 - 09.03.2021 02:30","47801","50673"
"09.03.2021 02:30 - 09.03.2021 02:45","47925","50762"
"09.03.2021 02:45 - 09.03.2021 03:00","48016","50933"
"09.03.2021 03:00 - 09.03.2021 03:15","47759","51324"
"09.03.2021 03:15 - 09.03.2021 03:30","48142","51224"
"09.03.2021 03:30 - 09.03.2021 03:45","48167","51386"
"09.03.2021 03:45 - 09.03.2021 04:00","48234","51481"
"09.03.2021 04:00 - 09.03.2021 04:15","48534","52083"
"09.03.2021 04:15 - 09.03.2021 04:30","49012","52558"
"09.03.2021 04:30 - 09.03.2021 04:45","49228","52820"
"09.03.2021 04:45 - 09.03.2021 05:00","50044","53225"
"09.03.2021 05:00 - 09.03.2021 05:15","50675","54426"
"09.03.2021 05:15 - 09.03.2021 05:30","51297","55038"
"09.03.2021 05:30 - 09.03.2021 05:45","52356","56298"
"09.03.2021 05:45 - 09.03.2021 06:00","53552","58005"
"09.03.2021 06:00 - 09.03.2021 06:15","56072","60675"
"09.03.2021 06:15 - 09.03.2021 06:30","57730","62445"
"09.03.2021 06:30 - 09.03.2021 06:45","58998","63720"
"09.03.2021 06:45 - 09.03.2021 07:00","60389","64803"
"09.03.2021 07:00 - 09.03.2021 07:15","61704","66386"
"09.03.2021 07:15 - 09.03.2021 07:30","62095","67518"
"09.03.2021 07:30 - 09.03.2021 07:45","62399","68488"
"09.03.2021 07:45 - 09.03.2021 08:00","62803","69195"
"09.03.2021 08:00 - 09.03.2021 08:15","63604","70144"
"09.03.2021 08:15 - 09.03.2021 08:30","64022","70899"
"09.03.2021 08:30 - 09.03.2021 08:45","64011","71012"
"09.03.2021 08:45 - 09.03.2021 09:00","64735","71127"
"09.03.2021 09:00 - 09.03.2021 09:15","64297","71201"
"09.03.2021 09:15 - 09.03.2021 09:30","64715","71631"
"09.03.2021 09:30 - 09.03.2021 09:45","65121","71881"
"09.03.2021 09:45 - 09.03.2021 10:00","65466","72236"
"09.03.2021 10:00 - 09.03.2021 10:15","65382","72167"
"09.03.2021 10:15 - 09.03.2021 10:30","65651","72355"
"09.03.2021 10:30 - 09.03.2021 10:45","65683","72174"
"09.03.2021 10:45 - 09.03.2021 11:00","65988","72434"
"09.03.2021 11:00 - 09.03.2021 11:15","66512","72778"
"09.03.2021 11:15 - 09.03.2021 11:30","66770","73271"
"09.03.2021 11:30 - 09.03.2021 11:45","66756","73493"
"09.03.2021 11:45 - 09.03.2021 12:00","67195","73660"
"09.03.2021 12:00 - 09.03.2021 12:15","66858","73548"
"09.03.2021 12:15 - 09.03.2021 12:30","66768","73508"
"09.03.2021 12:30 - 09.03.2021 12:45","66295","73563"
"09.03.2021 12:45 - 09.03.2021 13:00","66498","73013"
"09.03.2021 13:00 - 09.03.2021 13:15","65887","72579"
"09.03.2021 13:15 - 09.03.2021 13:30","65720","72019"
"09.03.2021 13:30 - 09.03.2021 13:45","65011","71421"
"09.03.2021 13:45 - 09.03.2021 14:00","64099","70672"
"09.03.2021 14:00 - 09.03.2021 14:15","63765","70491"
"09.03.2021 14:15 - 09.03.2021 14:30","63475","70422"
"09.03.2021 14:30 - 09.03.2021 14:45","63593","69945"
"09.03.2021 14:45 - 09.03.2021 15:00","63666","69763"
"09.03.2021 15:00 - 09.03.2021 15:15","63154","69711"
"09.03.2021 15:15 - 09.03.2021 15:30","62703","69308"
"09.03.2021 15:30 - 09.03.2021 15:45","62586","69086"
"09.03.2021 15:45 - 09.03.2021 16:00","62298","68797"
"09.03.2021 16:00 - 09.03.2021 16:15","61846","68387"
"09.03.2021 16:15 - 09.03.2021 16:30","61993","67892"
"09.03.2021 16:30 - 09.03.2021 16:45","61914","67595"
"09.03.2021 16:45 - 09.03.2021 17:00","61964","67748"
"09.03.2021 17:00 - 09.03.2021 17:15","62218","68557"
"09.03.2021 17:15 - 09.03.2021 17:30","62678","68472"
"09.03.2021 17:30 - 09.03.2021 17:45","63281","69098"
"09.03.2021 17:45 - 09.03.2021 18:00","63814","69885"
"09.03.2021 18:00 - 09.03.2021 18:15","64257","70386"
"09.03.2021 18:15 - 09.03.2021 18:30","64921","70865"
"09.03.2021 18:30 - 09.03.2021 18:45","65884","71795"
"09.03.2021 18:45 - 09.03.2021 19:00","66021","72266"
"09.03.2021 19:00 - 09.03.2021 19:15","65929","72104"
"09.03.2021 19:15 - 09.03.2021 19:30","65433","71408"
"09.03.2021 19:30 - 09.03.2021 19:45","65302","70622"
"09.03.2021 19:45 - 09.03.2021 20:00","64590","69816"
