"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"03.01.2022 08:30 - 03.01.2022 08:45","63928","65319"
"03.01.2022 08:45 - 03.01.2022 09:00","64371","65744"
"03.01.2022 09:00 - 03.01.2022 09:15","64285","66111"
"03.01.2022 09:15 - 03.01.2022 09:30","65004","66258"
"03.01.2022 09:30 - 03.01.2022 09:45","65453","66640"
"03.01.2022 09:45 - 03.01.2022 10:00","65424","66917"
"03.01.2022 10:00 - 03.01.2022 10:15","65097","67374"
"03.01.2022 10:15 - 03.01.2022 10:30","65079","67930"
"03.01.2022 10:30 - 03.01.2022 10:45","65429","68169"
"03.01.2022 10:45 - 03.01.2022 11:00","65810","68186"
"03.01.2022 11:00 - 03.01.2022 11:15","66326","68692"
"03.01.2022 11:15 - 03.01.2022 11:30","66766","69438"
"03.01.2022 11:30 - 03.01.2022 11:45","67130","69846"
"03.01.2022 11:45 - 03.01.2022 12:00","67078","70022"
"03.01.2022 12:00 - 03.01.2022 12:15","67197","70236"
"03.01.2022 12:15 - 03.01.2022 12:30","67182","70153"
"03.01.2022 12:30 - 03.01.2022 12:45","67048","70149"
"03.01.2022 12:45 - 03.01.2022 13:00","67251","69976"
"03.01.2022 13:00 - 03.01.2022 13:15","66973","70045"
"03.01.2022 13:15 - 03.01.2022 13:30","66561","69530"
"03.01.2022 13:30 - 03.01.2022 13:45","66138","69081"
"03.01.2022 13:45 - 03.01.2022 14:00","65678","68636"
"03.01.2022 14:00 - 03.01.2022 14:15","65409","68347"
"03.01.2022 14:15 - 03.01.2022 14:30","65327","68335"
"03.01.2022 14:30 - 03.01.2022 14:45","65029","68237"
"03.01.2022 14:45 - 03.01.2022 15:00","64561","68272"
"03.01.2022 15:00 - 03.01.2022 15:15","64592","67953"
"03.01.2022 15:15 - 03.01.2022 15:30","64391","67505"
"03.01.2022 15:30 - 03.01.2022 15:45","64033","67096"
"03.01.2022 15:45 - 03.01.2022 16:00","64070","66841"
"03.01.2022 16:00 - 03.01.2022 16:15","64455","67311"
"03.01.2022 16:15 - 03.01.2022 16:30","64799","67546"
"03.01.2022 16:30 - 03.01.2022 16:45","65373","68272"
"03.01.2022 16:45 - 03.01.2022 17:00","66084","69006"
"03.01.2022 17:00 - 03.01.2022 17:15","66873","69750"
"03.01.2022 17:15 - 03.01.2022 17:30","67155","70322"
"03.01.2022 17:30 - 03.01.2022 17:45","67287","70634"
"03.01.2022 17:45 - 03.01.2022 18:00","67264","70939"
"03.01.2022 18:00 - 03.01.2022 18:15","67237","70557"
"03.01.2022 18:15 - 03.01.2022 18:30","67124","70374"
"03.01.2022 18:30 - 03.01.2022 18:45","66968","70142"
"03.01.2022 18:45 - 03.01.2022 19:00","67001","69571"
"03.01.2022 19:00 - 03.01.2022 19:15","66972","69237"
"03.01.2022 19:15 - 03.01.2022 19:30","66518","68461"
"03.01.2022 19:30 - 03.01.2022 19:45","66126","67783"
"03.01.2022 19:45 - 03.01.2022 20:00","65810","67193"
"03.01.2022 20:00 - 03.01.2022 20:15","65150","65987"
"03.01.2022 20:15 - 03.01.2022 20:30","64682","64656"
"03.01.2022 20:30 - 03.01.2022 20:45","63693","63449"
"03.01.2022 20:45 - 03.01.2022 21:00","62925","62420"
"03.01.2022 21:00 - 03.01.2022 21:15","62737","61532"
"03.01.2022 21:15 - 03.01.2022 21:30","62274","60717"
"03.01.2022 21:30 - 03.01.2022 21:45","61504","59759"
"03.01.2022 21:45 - 03.01.2022 22:00","60875","59341"
"03.01.2022 22:00 - 03.01.2022 22:15","60747","59136"
"03.01.2022 22:15 - 03.01.2022 22:30","60038","58096"
"03.01.2022 22:30 - 03.01.2022 22:45","58932","56910"
"03.01.2022 22:45 - 03.01.2022 23:00","58125","55885"
"03.01.2022 23:00 - 03.01.2022 23:15","56920","54933"
"03.01.2022 23:15 - 03.01.2022 23:30","56108","54135"
"03.01.2022 23:30 - 03.01.2022 23:45","55389","53333"
"03.01.2022 23:45 - 04.01.2022 00:00","55003","52630"
"04.01.2022 00:00 - 04.01.2022 00:15","54315","51603"
"04.01.2022 00:15 - 04.01.2022 00:30","53661","51105"
"04.01.2022 00:30 - 04.01.2022 00:45","53185","50429"
"04.01.2022 00:45 - 04.01.2022 01:00","52439","49717"
"04.01.2022 01:00 - 04.01.2022 01:15","51845","48921"
"04.01.2022 01:15 - 04.01.2022 01:30","51518","48491"
"04.01.2022 01:30 - 04.01.2022 01:45","51276","48289"
"04.01.2022 01:45 - 04.01.2022 02:00","51000","48103"
"04.01.2022 02:00 - 04.01.2022 02:15","50723","47642"
"04.01.2022 02:15 - 04.01.2022 02:30","50762","47691"
"04.01.2022 02:30 - 04.01.2022 02:45","50681","47634"
"04.01.2022 02:45 - 04.01.2022 03:00","50621","47644"
"04.01.2022 03:00 - 04.01.2022 03:15","50541","47994"
"04.01.2022 03:15 - 04.01.2022 03:30","50791","48015"
"04.01.2022 03:30 - 04.01.2022 03:45","50977","48089"
"04.01.2022 03:45 - 04.01.2022 04:00","51111","48401"
"04.01.2022 04:00 - 04.01.2022 04:15","51553","48695"
"04.01.2022 04:15 - 04.01.2022 04:30","51769","49080"
"04.01.2022 04:30 - 04.01.2022 04:45","52015","49711"
"04.01.2022 04:45 - 04.01.2022 05:00","52572","50220"
"04.01.2022 05:00 - 04.01.2022 05:15","53378","50957"
"04.01.2022 05:15 - 04.01.2022 05:30","53943","51565"
"04.01.2022 05:30 - 04.01.2022 05:45","54826","52435"
"04.01.2022 05:45 - 04.01.2022 06:00","55825","53668"
"04.01.2022 06:00 - 04.01.2022 06:15","57269","55917"
"04.01.2022 06:15 - 04.01.2022 06:30","58542","57243"
"04.01.2022 06:30 - 04.01.2022 06:45","59569","58152"
"04.01.2022 06:45 - 04.01.2022 07:00","60513","59361"
"04.01.2022 07:00 - 04.01.2022 07:15","61811","61105"
"04.01.2022 07:15 - 04.01.2022 07:30","62822","61951"
"04.01.2022 07:30 - 04.01.2022 07:45","63800","63063"
"04.01.2022 07:45 - 04.01.2022 08:00","64495","64289"
"04.01.2022 08:00 - 04.01.2022 08:15","65621","65334"
"04.01.2022 08:15 - 04.01.2022 08:30","66102","66085"
"04.01.2022 08:30 - 04.01.2022 08:45","66477","66341"
"04.01.2022 08:45 - 04.01.2022 09:00","66960","66574"
"04.01.2022 09:00 - 04.01.2022 09:15","66935","66996"
"04.01.2022 09:15 - 04.01.2022 09:30","67470","67357"
"04.01.2022 09:30 - 04.01.2022 09:45","67995","67590"
"04.01.2022 09:45 - 04.01.2022 10:00","67966","67904"
"04.01.2022 10:00 - 04.01.2022 10:15","67576","67799"
"04.01.2022 10:15 - 04.01.2022 10:30","67726","68173"
"04.01.2022 10:30 - 04.01.2022 10:45","67852","68313"
"04.01.2022 10:45 - 04.01.2022 11:00","68228","68766"
"04.01.2022 11:00 - 04.01.2022 11:15","68385","68830"
"04.01.2022 11:15 - 04.01.2022 11:30","68788","69352"
"04.01.2022 11:30 - 04.01.2022 11:45","69197","69741"
"04.01.2022 11:45 - 04.01.2022 12:00","69327","70019"
"04.01.2022 12:00 - 04.01.2022 12:15","69381","70110"
"04.01.2022 12:15 - 04.01.2022 12:30","69171","69920"
"04.01.2022 12:30 - 04.01.2022 12:45","69252","69723"
"04.01.2022 12:45 - 04.01.2022 13:00","69294","69387"
"04.01.2022 13:00 - 04.01.2022 13:15","69155","69403"
"04.01.2022 13:15 - 04.01.2022 13:30","68603","68808"
"04.01.2022 13:30 - 04.01.2022 13:45","68060","68499"
"04.01.2022 13:45 - 04.01.2022 14:00","67648","68177"
"04.01.2022 14:00 - 04.01.2022 14:15","67472","68311"
"04.01.2022 14:15 - 04.01.2022 14:30","67346","68076"
"04.01.2022 14:30 - 04.01.2022 14:45","67039","68176"
"04.01.2022 14:45 - 04.01.2022 15:00","66645","68052"
"04.01.2022 15:00 - 04.01.2022 15:15","66496","67823"
"04.01.2022 15:15 - 04.01.2022 15:30","66193","67812"
"04.01.2022 15:30 - 04.01.2022 15:45","65840","67825"
"04.01.2022 15:45 - 04.01.2022 16:00","65778","68080"
"04.01.2022 16:00 - 04.01.2022 16:15","66049","68339"
"04.01.2022 16:15 - 04.01.2022 16:30","66334","68540"
"04.01.2022 16:30 - 04.01.2022 16:45","66903","68694"
"04.01.2022 16:45 - 04.01.2022 17:00","67608","69214"
"04.01.2022 17:00 - 04.01.2022 17:15","68327","69407"
"04.01.2022 17:15 - 04.01.2022 17:30","68772","70030"
"04.01.2022 17:30 - 04.01.2022 17:45","68911","70550"
"04.01.2022 17:45 - 04.01.2022 18:00","68965","70589"
"04.01.2022 18:00 - 04.01.2022 18:15","69019","70050"
"04.01.2022 18:15 - 04.01.2022 18:30","68928","69973"
"04.01.2022 18:30 - 04.01.2022 18:45","68579","69791"
"04.01.2022 18:45 - 04.01.2022 19:00","68655","69499"
"04.01.2022 19:00 - 04.01.2022 19:15","68454","69297"
"04.01.2022 19:15 - 04.01.2022 19:30","67970","68608"
"04.01.2022 19:30 - 04.01.2022 19:45","67483","68211"
"04.01.2022 19:45 - 04.01.2022 20:00","67090","67430"
"04.01.2022 20:00 - 04.01.2022 20:15","66250","66250"
"04.01.2022 20:15 - 04.01.2022 20:30","65898","65065"
"04.01.2022 20:30 - 04.01.2022 20:45","65027","64192"
"04.01.2022 20:45 - 04.01.2022 21:00","64139","63134"
"04.01.2022 21:00 - 04.01.2022 21:15","63884","62733"
"04.01.2022 21:15 - 04.01.2022 21:30","63441","61914"
"04.01.2022 21:30 - 04.01.2022 21:45","62714","61168"
"04.01.2022 21:45 - 04.01.2022 22:00","62099","60326"
"04.01.2022 22:00 - 04.01.2022 22:15","61966","59869"
"04.01.2022 22:15 - 04.01.2022 22:30","61378","59063"
"04.01.2022 22:30 - 04.01.2022 22:45","60375","58126"
"04.01.2022 22:45 - 04.01.2022 23:00","59488","57342"
"04.01.2022 23:00 - 04.01.2022 23:15","58233","56580"
"04.01.2022 23:15 - 04.01.2022 23:30","57441","55363"
"04.01.2022 23:30 - 04.01.2022 23:45","56718","54539"
"04.01.2022 23:45 - 05.01.2022 00:00","56195","53794"
"05.01.2022 00:00 - 05.01.2022 00:15","54998","53237"
"05.01.2022 00:15 - 05.01.2022 00:30","54368","52828"
"05.01.2022 00:30 - 05.01.2022 00:45","53856","52101"
"05.01.2022 00:45 - 05.01.2022 01:00","53344","51594"
"05.01.2022 01:00 - 05.01.2022 01:15","53074","51307"
"05.01.2022 01:15 - 05.01.2022 01:30","52810","50606"
"05.01.2022 01:30 - 05.01.2022 01:45","52595","50191"
"05.01.2022 01:45 - 05.01.2022 02:00","52592","49891"
"05.01.2022 02:00 - 05.01.2022 02:15","52470","49568"
"05.01.2022 02:15 - 05.01.2022 02:30","52477","49388"
"05.01.2022 02:30 - 05.01.2022 02:45","52422","49587"
"05.01.2022 02:45 - 05.01.2022 03:00","52412","49806"
"05.01.2022 03:00 - 05.01.2022 03:15","52419","50199"
"05.01.2022 03:15 - 05.01.2022 03:30","52635","50483"
"05.01.2022 03:30 - 05.01.2022 03:45","52893","50837"
"05.01.2022 03:45 - 05.01.2022 04:00","53018","50822"
"05.01.2022 04:00 - 05.01.2022 04:15","52924","51604"
"05.01.2022 04:15 - 05.01.2022 04:30","52861","51926"
"05.01.2022 04:30 - 05.01.2022 04:45","53334","52296"
"05.01.2022 04:45 - 05.01.2022 05:00","53818","52973"
"05.01.2022 05:00 - 05.01.2022 05:15","54333","54125"
"05.01.2022 05:15 - 05.01.2022 05:30","54857","54735"
"05.01.2022 05:30 - 05.01.2022 05:45","55584","56029"
"05.01.2022 05:45 - 05.01.2022 06:00","56424","57084"
"05.01.2022 06:00 - 05.01.2022 06:15","57777","59174"
"05.01.2022 06:15 - 05.01.2022 06:30","58953","60933"
"05.01.2022 06:30 - 05.01.2022 06:45","60019","62166"
"05.01.2022 06:45 - 05.01.2022 07:00","60960","63235"
"05.01.2022 07:00 - 05.01.2022 07:15","61945","65170"
"05.01.2022 07:15 - 05.01.2022 07:30","65090","66431"
"05.01.2022 07:30 - 05.01.2022 07:45","66038","67606"
"05.01.2022 07:45 - 05.01.2022 08:00","67041","68587"
"05.01.2022 08:00 - 05.01.2022 08:15","68731","69669"
"05.01.2022 08:15 - 05.01.2022 08:30","68592","70114"
"05.01.2022 08:30 - 05.01.2022 08:45","69088","70437"
"05.01.2022 08:45 - 05.01.2022 09:00","69443","70770"
"05.01.2022 09:00 - 05.01.2022 09:15","69738","71246"
"05.01.2022 09:15 - 05.01.2022 09:30","70168","71593"
"05.01.2022 09:30 - 05.01.2022 09:45","70702","71837"
"05.01.2022 09:45 - 05.01.2022 10:00","70979","72107"
"05.01.2022 10:00 - 05.01.2022 10:15","70813","72283"
"05.01.2022 10:15 - 05.01.2022 10:30","71239","72478"
"05.01.2022 10:30 - 05.01.2022 10:45","71659","73073"
"05.01.2022 10:45 - 05.01.2022 11:00","72115","73362"
"05.01.2022 11:00 - 05.01.2022 11:15","72186","74133"
"05.01.2022 11:15 - 05.01.2022 11:30","72912","74350"
"05.01.2022 11:30 - 05.01.2022 11:45","73183","74619"
"05.01.2022 11:45 - 05.01.2022 12:00","73208","74475"
"05.01.2022 12:00 - 05.01.2022 12:15","73287","74401"
