,residuals_2015,fitted_2015,residuals_2016,fitted_2016,residuals_2017,fitted_2017,residuals_2018,fitted_2018,residuals_2019,fitted_2019,residuals_2020,fitted_2020,residuals_2021,fitted_2021,load_2021,covid_shock,contre_covid,low_shock,high_shock
2000-01-01 0:00,-12090.7816,56691.0316,-14169.52253,57784.27253,-11306.14413,58258.14413,-13303.64544,58736.89544,-13109.9514,56375.4514,-12351.19977,55845.19977,-13584.40826,58170.40826,44586,39235.68,49936.32,-18934.72826,-8234.08826
2000-01-01 1:00,-13236.2816,56691.0316,-15952.52253,57784.27253,-12613.64413,58258.14413,-14466.89544,58736.89544,-14721.4514,56375.4514,-13232.69977,55845.19977,-15338.15826,58170.40826,42832.25,37692.38,47972.12,-20478.02826,-10198.28826
2000-01-01 2:00,-14727.7816,56691.0316,-17614.02253,57784.27253,-13950.14413,58258.14413,-15541.14544,58736.89544,-16261.7014,56375.4514,-14357.19977,55845.19977,-17059.65826,58170.40826,41110.75,36177.46,46044.04,-21992.94826,-12126.36826
2000-01-01 3:00,-16073.2816,56691.0316,-18609.52253,57784.27253,-15189.89413,58258.14413,-16209.39544,58736.89544,-17062.4514,56375.4514,-15543.44977,55845.19977,-17806.15826,58170.40826,40364.25,35520.54,45207.96,-22649.86826,-12962.44826
2000-01-01 4:00,-16754.2816,56691.0316,-19023.02253,57784.27253,-16008.39413,58258.14413,-16221.14544,58736.89544,-17278.2014,56375.4514,-15548.44977,55845.19977,-17852.65826,58170.40826,40317.75,35479.62,45155.88,-22690.78826,-13014.52826
2000-01-01 5:00,-17418.5316,56691.0316,-19752.27253,57784.27253,-17171.14413,58258.14413,-16458.89544,58736.89544,-17740.9514,56375.4514,-15797.69977,55845.19977,-18528.65826,58170.40826,39641.75,34884.74,44398.76,-23285.66826,-13771.64826
2000-01-01 6:00,-18840.7816,56691.0316,-20949.52253,57784.27253,-18552.89413,58258.14413,-17527.64544,58736.89544,-18254.2014,56375.4514,-16879.69977,55845.19977,-19128.65826,58170.40826,39041.75,34356.74,43726.76,-23813.66826,-14443.64826
2000-01-01 7:00,-18592.5316,56691.0316,-20697.77253,57784.27253,-18184.64413,58258.14413,-16937.64544,58736.89544,-17500.7014,56375.4514,-16375.44977,55845.19977,-18648.65826,58170.40826,39521.75,34779.14,44264.36,-23391.26826,-13906.04826
2000-01-01 8:00,-17898.5316,56691.0316,-19940.77253,57784.27253,-17306.89413,58258.14413,-15860.39544,58736.89544,-16682.9514,56375.4514,-15647.19977,55845.19977,-17542.15826,58170.40826,40628.25,35752.86,45503.64,-22417.54826,-12666.76826
2000-01-01 9:00,-25333.67801,66739.92801,-27841.41894,67833.16894,-13198.02897,56737.02897,-23551.54185,68785.79185,-24188.84781,66424.34781,-23405.59617,65894.09617,-25239.05467,68219.30467,42980.25,37822.62,48137.88,-30396.68467,-20081.42467
2000-01-01 10:00,-22473.42801,66739.92801,-25303.41894,67833.16894,-10606.77897,56737.02897,-20998.54185,68785.79185,-21499.59781,66424.34781,-21218.84617,65894.09617,-22654.05467,68219.30467,45565.25,40097.42,51033.08,-28121.88467,-17186.22467
2000-01-01 11:00,-19533.67801,66739.92801,-22518.91894,67833.16894,-8202.778965,56737.02897,-18376.29185,68785.79185,-18633.09781,66424.34781,-19089.84617,65894.09617,-20182.30467,68219.30467,48037,42272.56,53801.44,-25946.74467,-14417.86467
2000-01-01 12:00,-18237.67801,66739.92801,-21758.41894,67833.16894,-7348.778965,56737.02897,-16855.29185,68785.79185,-17301.34781,66424.34781,-17711.59617,65894.09617,-18993.80467,68219.30467,49225.5,43318.44,55132.56,-24900.86467,-13086.74467
2000-01-01 13:00,-19212.17801,66739.92801,-22453.41894,67833.16894,-8418.028965,56737.02897,-17973.79185,68785.79185,-17632.09781,66424.34781,-18023.34617,65894.09617,-19849.30467,68219.30467,48370,42565.6,54174.4,-25653.70467,-14044.90467
2000-01-01 14:00,-19967.92801,66739.92801,-22707.16894,67833.16894,-9195.778965,56737.02897,-19168.79185,68785.79185,-17890.09781,66424.34781,-19714.84617,65894.09617,-20802.80467,68219.30467,47416.5,41726.52,53106.48,-26492.78467,-15112.82467
2000-01-01 15:00,-9957.531603,56691.0316,-12061.77253,57784.27253,-10460.39413,58258.14413,-8965.395442,58736.89544,-7408.951404,56375.4514,-9563.699767,55845.19977,-10464.90826,58170.40826,47705.5,41980.84,53430.16,-16189.56826,-4740.24826
2000-01-01 16:00,-7574.281603,56691.0316,-9494.022528,57784.27253,-8130.394126,58258.14413,-6863.645442,58736.89544,-5683.201404,56375.4514,-6815.449767,55845.19977,-8629.158265,58170.40826,49541.25,43596.3,55486.19999,-14574.10826,-2684.208266
2000-01-01 17:00,-3066.781603,56691.0316,-6055.022528,57784.27253,-3834.144126,58258.14413,-3357.145442,58736.89544,-2479.451404,56375.4514,-2919.699767,55845.19977,-5066.658265,58170.40826,53103.75,46731.3,59476.19999,-11439.10826,1305.791734
2000-01-01 18:00,-2385.781603,56691.0316,-5338.022528,57784.27253,-2898.894126,58258.14413,-2558.895442,58736.89544,-1711.951404,56375.4514,-2067.449767,55845.19977,-4349.158265,58170.40826,53821.25,47362.7,60279.79999,-10807.70826,2109.391734
2000-01-01 19:00,-13105.42801,66739.92801,-16690.16894,67833.16894,-2094.028965,56737.02897,-13962.54185,68785.79185,-12773.34781,66424.34781,-13376.34617,65894.09617,-15441.30467,68219.30467,52778,46444.64,59111.36,-21774.66467,-9107.94467
2000-01-01 20:00,-15304.17801,66739.92801,-18570.91894,67833.16894,-4248.528965,56737.02897,-16540.79185,68785.79185,-15074.59781,66424.34781,-15475.59617,65894.09617,-17725.55467,68219.30467,50493.75,44434.5,56553,-23784.80467,-11666.30467
2000-01-01 21:00,-16648.17801,66739.92801,-19942.66894,67833.16894,-5840.528965,56737.02897,-18544.29185,68785.79185,-16688.34781,66424.34781,-16869.09617,65894.09617,-19483.05467,68219.30467,48736.25,42887.9,54584.6,-25331.40467,-13634.70467
2000-01-01 22:00,-16574.67801,66739.92801,-20426.41894,67833.16894,-5987.278965,56737.02897,-19318.79185,68785.79185,-17685.34781,66424.34781,-17794.34617,65894.09617,-20137.30467,68219.30467,48082,42312.16,53851.84,-25907.14467,-14367.46467
2000-01-01 23:00,-5491.56141,52969.81141,-9845.052334,54063.05233,-10175.64413,58258.14413,-8476.925248,55015.67525,-6698.23121,52654.23121,-6775.979573,52123.97957,-8733.438071,54449.18807,45715.75,40229.86,51201.64,-14219.32807,-3247.548071
2000-01-02 0:00,-12230.5316,56691.0316,-16654.02253,57784.27253,-12688.89413,58258.14413,-15082.89544,58736.89544,-12548.2014,56375.4514,-11886.19977,55845.19977,-15171.40826,58170.40826,42999,37839.12,48158.88,-20331.28826,-10011.52826
2000-01-02 1:00,-14020.5316,56691.0316,-18568.27253,57784.27253,-14633.14413,58258.14413,-16988.14544,58736.89544,-14051.4514,56375.4514,-13322.44977,55845.19977,-16967.15826,58170.40826,41203.25,36258.86,46147.64,-21911.54826,-12022.76826
2000-01-02 2:00,-14955.5316,56691.0316,-19361.27253,57784.27253,-15517.14413,58258.14413,-17441.14544,58736.89544,-14438.2014,56375.4514,-13919.94977,55845.19977,-17943.90826,58170.40826,40226.5,35399.32,45053.68,-22771.08826,-13116.72826
2000-01-02 3:00,-15034.2816,56691.0316,-19613.27253,57784.27253,-15226.39413,58258.14413,-17015.64544,58736.89544,-13947.7014,56375.4514,-13846.19977,55845.19977,-18074.90826,58170.40826,40095.5,35284.04,44906.96,-22886.36826,-13263.44826
2000-01-02 4:00,-14222.5316,56691.0316,-18884.02253,57784.27253,-13826.89413,58258.14413,-15624.64544,58736.89544,-12519.9514,56375.4514,-12736.94977,55845.19977,-17426.40826,58170.40826,40744,35854.72,45633.28,-22315.68826,-12537.12826
2000-01-02 5:00,-12827.2816,56691.0316,-18123.02253,57784.27253,-11016.14413,58258.14413,-12164.39544,58736.89544,-9444.951404,56375.4514,-10418.94977,55845.19977,-17003.90826,58170.40826,41166.5,36226.52,46106.48,-21943.88826,-12063.92826
2000-01-02 6:00,-10372.2816,56691.0316,-17195.02253,57784.27253,-5098.394126,58258.14413,-5718.645442,58736.89544,-3659.951404,56375.4514,-6026.699767,55845.19977,-15817.65826,58170.40826,42352.75,37270.42,47435.08,-20899.98826,-10735.32826
2000-01-02 7:00,-6111.781603,56691.0316,-14234.77253,57784.27253,1297.605874,58258.14413,375.3545579,58736.89544,1793.548596,56375.4514,-1078.199767,55845.19977,-14073.15826,58170.40826,44097.25,38805.58,49388.92,-19364.82826,-8781.48826
2000-01-02 8:00,-2107.781603,56691.0316,-10463.52253,57784.27253,5343.105874,58258.14413,4147.104558,58736.89544,5139.298596,56375.4514,2033.800233,55845.19977,-11898.65826,58170.40826,46271.75,40719.14,51824.36,-17451.26826,-6346.04826
2000-01-02 9:00,-9026.678011,66739.92801,-5257.157367,56263.15737,-2489.290534,68307.04053,-4137.04185,68785.79185,-2994.597812,66424.34781,-6014.596175,65894.09617,-7448.543104,56649.2931,49200.75,43296.66,55104.84,-13352.6331,-1544.453104
2000-01-02 10:00,-7009.178011,66739.92801,-2814.657367,56263.15737,-803.5405336,68307.04053,-2227.79185,68785.79185,-1952.847812,66424.34781,-5048.096175,65894.09617,-5107.793104,56649.2931,51541.5,45356.52,57726.48,-11292.7731,1077.186896
2000-01-02 11:00,-5428.428011,66739.92801,-878.6573666,56263.15737,421.9594664,68307.04053,-673.5418497,68785.79185,-634.3478117,66424.34781,-4169.346175,65894.09617,-3096.543104,56649.2931,53552.75,47126.42,59979.08,-9522.873104,3329.786896
2000-01-02 12:00,-5236.178011,66739.92801,-334.9073666,56263.15737,436.7094664,68307.04053,-65.5418497,68785.79185,-374.0978117,66424.34781,-3947.096175,65894.09617,-2138.043104,56649.2931,54511.25,47969.9,61052.6,-8679.393104,4403.306896
2000-01-02 13:00,-6259.428011,66739.92801,-1026.907367,56263.15737,-632.5405336,68307.04053,-787.2918497,68785.79185,-1107.847812,66424.34781,-4798.096175,65894.09617,-3021.293104,56649.2931,53628,47192.64,60063.36,-9456.653104,3414.066896
2000-01-02 14:00,-7485.678011,66739.92801,-1685.907367,56263.15737,-1779.790534,68307.04053,-2193.79185,68785.79185,-2310.597812,66424.34781,-5646.346175,65894.09617,-4055.043104,56649.2931,52594.25,46282.94,58905.56,-10366.3531,2256.266896
2000-01-02 15:00,1861.468397,56691.0316,-3030.022528,57784.27253,7721.855874,58258.14413,7281.104558,58736.89544,7593.048596,56375.4514,4483.550233,55845.19977,-5464.158265,58170.40826,52706.25,46381.5,59030.99999,-11788.90826,860.5917344
2000-01-02 16:00,3219.218397,56691.0316,-1121.772528,57784.27253,8732.605874,58258.14413,8450.354558,58736.89544,8811.048596,56375.4514,6339.800233,55845.19977,-3657.158265,58170.40826,54513.25,47971.66,61054.83999,-10198.74826,2884.431734
2000-01-02 17:00,6269.218397,56691.0316,1924.977472,57784.27253,11910.35587,58258.14413,11116.10456,58736.89544,12064.5486,56375.4514,9341.550233,55845.19977,-624.9082646,58170.40826,57545.5,50640.04,64450.95999,-7530.368264,6280.551735
2000-01-02 18:00,6567.718397,56691.0316,2250.227472,57784.27253,11581.60587,58258.14413,10943.35456,58736.89544,11738.2986,56375.4514,9365.050233,55845.19977,-347.9082646,58170.40826,57822.5,50883.8,64761.19999,-7286.608264,6590.791735
2000-01-02 19:00,-5190.928011,66739.92801,2221.342633,56263.15737,270.4594664,68307.04053,-442.2918497,68785.79185,14.15218827,66424.34781,-2005.846175,65894.09617,-608.2931037,56649.2931,56041,49316.08,62765.92,-7333.213103,6116.626896
2000-01-02 20:00,-9020.428011,66739.92801,-1433.407367,56263.15737,-3518.540534,68307.04053,-4340.29185,68785.79185,-3724.097812,66424.34781,-5730.346175,65894.09617,-4012.793104,56649.2931,52636.5,46320.12,58952.88,-10329.1731,2303.586896
2000-01-02 21:00,-11531.92801,66739.92801,-3864.407367,56263.15737,-6896.540534,68307.04053,-7480.04185,68785.79185,-6882.097812,66424.34781,-8493.596175,65894.09617,-6359.293104,56649.2931,50290,44255.2,56324.8,-12394.0931,-324.4931045
2000-01-02 22:00,-13191.67801,66739.92801,-4486.657367,56263.15737,-8500.040534,68307.04053,-9602.79185,68785.79185,-8793.347812,66424.34781,-10312.09617,65894.09617,-7183.793104,56649.2931,49465.5,43529.64,55401.36,-13119.6531,-1247.933104
2000-01-02 23:00,-5092.31141,52969.81141,-8897.522528,57784.27253,1751.576068,54536.92393,310.0747517,55015.67525,1307.51879,52654.23121,-29.72957324,52123.97957,-10609.15826,58170.40826,47561.25,41853.9,53268.6,-16316.50826,-4901.80826
2000-01-03 0:00,-12472.0316,56691.0316,-12263.52253,57784.27253,-5207.894126,58258.14413,-6292.145442,58736.89544,-5358.951404,56375.4514,-6621.199767,55845.19977,-13568.15826,58170.40826,44602.25,39249.98,49954.52,-18920.42826,-8215.88826
2000-01-03 1:00,-14761.7816,56691.0316,-14863.27253,57784.27253,-7822.894126,58258.14413,-8311.145442,58736.89544,-6334.201404,56375.4514,-8099.699767,55845.19977,-15585.15826,58170.40826,42585.25,37475.02,47695.48,-20695.38826,-10474.92826
2000-01-03 2:00,-16151.5316,56691.0316,-16074.77253,57784.27253,-8942.394126,58258.14413,-9019.895442,58736.89544,-6618.201404,56375.4514,-8841.199767,55845.19977,-16704.90826,58170.40826,41465.5,36489.64,46441.36,-21680.76826,-11729.04826
2000-01-03 3:00,-16474.2816,56691.0316,-16537.27253,57784.27253,-8859.144126,58258.14413,-8263.145442,58736.89544,-6719.451404,56375.4514,-8994.949767,55845.19977,-16618.15826,58170.40826,41552.25,36565.98,46538.52,-21604.42826,-11631.88826
2000-01-03 4:00,-16179.2816,56691.0316,-16598.27253,57784.27253,-7925.644126,58258.14413,-6551.145442,58736.89544,-5943.451404,56375.4514,-8054.449767,55845.19977,-16112.15826,58170.40826,42058.25,37011.26,47105.24,-21159.14826,-11065.16826
2000-01-03 5:00,-15769.0316,56691.0316,-17032.52253,57784.27253,-5486.644126,58258.14413,-3128.145442,58736.89544,-3327.701404,56375.4514,-5982.199767,55845.19977,-15521.90826,58170.40826,42648.5,37530.68,47766.32,-20639.72826,-10404.08826
2000-01-03 6:00,-14491.0316,56691.0316,-17620.77253,57784.27253,-57.64412598,58258.14413,3036.104558,58736.89544,1469.548596,56375.4514,-2109.699767,55845.19977,-15559.40826,58170.40826,42611,37497.68,47724.32,-20672.72826,-10446.08826
2000-01-03 7:00,-12095.5316,56691.0316,-15966.77253,57784.27253,5874.605874,58258.14413,8090.604558,58736.89544,5850.548596,56375.4514,2006.800233,55845.19977,-14285.65826,58170.40826,43884.75,38618.58,49150.92,-19551.82826,-9019.48826
2000-01-03 8:00,-8842.531603,56691.0316,-13338.27253,57784.27253,9509.605874,58258.14413,11533.10456,58736.89544,8425.798596,56375.4514,5018.800233,55845.19977,-11444.15826,58170.40826,46726.25,41119.1,52333.4,-17051.30826,-5837.00826
2000-01-03 9:00,-3834.916443,55169.91644,-8594.657367,56263.15737,955.9594664,68307.04053,2808.20815,68785.79185,-336.3478117,66424.34781,-3165.096175,65894.09617,-6576.793104,56649.2931,50072.5,44063.8,56081.2,-12585.4931,-568.0931045
2000-01-03 10:00,-1189.916443,55169.91644,-5534.407367,56263.15737,2611.959466,68307.04053,4213.45815,68785.79185,249.4021883,66424.34781,-2089.596175,65894.09617,-3784.043104,56649.2931,52865.25,46521.42,59209.08,-10127.8731,2559.786896
2000-01-03 11:00,849.3335574,55169.91644,-2607.407367,56263.15737,3688.709466,68307.04053,5457.20815,68785.79185,1142.902188,66424.34781,-774.5961746,65894.09617,-488.2931037,56649.2931,56161,49421.68,62900.32,-7227.613103,6251.026896
2000-01-03 12:00,852.3335574,55169.91644,-2315.907367,56263.15737,3658.209466,68307.04053,5135.45815,68785.79185,1378.902188,66424.34781,-720.8461746,65894.09617,88.95689627,56649.2931,56738.25,49929.66,63546.84,-6719.633103,6897.546896
2000-01-03 13:00,728.3335574,55169.91644,-3821.407367,56263.15737,2871.709466,68307.04053,4199.20815,68785.79185,208.6521883,66424.34781,-2048.846175,65894.09617,-784.2931037,56649.2931,55865,49161.2,62568.8,-7488.093103,5919.506896
2000-01-03 14:00,-173.9164426,55169.91644,-5206.157367,56263.15737,2012.959466,68307.04053,2531.45815,68785.79185,-849.3478117,66424.34781,-3074.096175,65894.09617,-1974.793104,56649.2931,54674.5,48113.56,61235.44,-8535.733104,4586.146896
2000-01-03 15:00,-1821.281603,56691.0316,-6959.522528,57784.27253,11729.35587,58258.14413,12066.35456,58736.89544,8635.048596,56375.4514,6469.300233,55845.19977,-3122.158265,58170.40826,55048.25,48442.46,61654.03999,-9727.948264,3483.631734
2000-01-03 16:00,430.9683965,56691.0316,-5061.022528,57784.27253,12831.85587,58258.14413,13496.10456,58736.89544,9934.048596,56375.4514,7264.300233,55845.19977,-1808.158265,58170.40826,56362.25,49598.78,63125.71999,-8571.628264,4955.311734
2000-01-03 17:00,3585.718397,56691.0316,-991.7725275,57784.27253,15556.10587,58258.14413,16327.35456,58736.89544,12999.7986,56375.4514,9168.800233,55845.19977,1311.591735,58170.40826,59482,52344.16,66619.83999,-5826.248264,8449.431734
2000-01-03 18:00,3935.718397,56691.0316,-247.7725275,57784.27253,14974.60587,58258.14413,15919.85456,58736.89544,12678.7986,56375.4514,8894.550233,55845.19977,1175.841735,58170.40826,59346.25,52224.7,66467.79999,-5945.708264,8297.391734
2000-01-03 19:00,4115.333557,55169.91644,129.8426334,56263.15737,3273.209466,68307.04053,3874.70815,68785.79185,692.6521883,66424.34781,-2986.596175,65894.09617,828.7068963,56649.2931,57478,50580.64,64375.36,-6068.653103,7726.066896
2000-01-03 20:00,97.3335574,55169.91644,-1106.833237,55263.08324,-441.2905336,68307.04053,64.4581503,68785.79185,-3939.921941,67424.42194,-6679.096175,65894.09617,-1518.793104,56649.2931,55130.5,48514.84,61746.16,-8134.453104,5096.866896
2000-01-03 21:00,-2448.166443,55169.91644,-2654.083237,55263.08324,-3692.790534,68307.04053,-3386.29185,68785.79185,-6834.171941,67424.42194,-9913.846175,65894.09617,-3085.543104,56649.2931,53563.75,47136.1,59991.4,-9513.193104,3342.106896
2000-01-03 22:00,-2805.166443,55169.91644,-2930.833237,55263.08324,-6184.540534,68307.04053,-5931.04185,68785.79185,-9189.671941,67424.42194,-11412.84617,65894.09617,-4063.793104,56649.2931,52585.5,46275.24,58895.76,-10374.0531,2246.466896
2000-01-03 23:00,-7148.781603,56691.0316,-7414.198398,56784.1984,3711.076068,54536.92393,3672.324752,55015.67525,1294.19466,53654.30534,-654.2295732,52123.97957,-7958.658265,58170.40826,50211.75,44186.34,56237.15999,-13984.06826,-1933.248266
2000-01-04 0:00,-10265.0316,56691.0316,-10190.6984,56784.1984,-3157.894126,58258.14413,-3876.395442,58736.89544,-5506.025533,57375.52553,-6963.699767,55845.19977,-10397.15826,58170.40826,47773.25,42040.46,53506.04,-16129.94826,-4664.36826
2000-01-04 1:00,-14422.5316,56691.0316,-12055.9484,56784.1984,-5061.394126,58258.14413,-6177.645442,58736.89544,-7339.275533,57375.52553,-9076.699767,55845.19977,-12004.40826,58170.40826,46166,40626.08,51705.92,-17544.32826,-6464.48826
2000-01-04 2:00,-15856.0316,56691.0316,-13131.1984,56784.1984,-6135.644126,58258.14413,-7341.645442,58736.89544,-7850.525533,57375.52553,-9987.949767,55845.19977,-12198.40826,58170.40826,45972,40455.36,51488.64,-17715.04826,-6681.76826
2000-01-04 3:00,-16477.2816,56691.0316,-13165.9484,56784.1984,-5881.394126,58258.14413,-6995.895442,58736.89544,-7424.525533,57375.52553,-10374.69977,55845.19977,-12302.65826,58170.40826,45867.75,40363.62,51371.88,-17806.78826,-6798.52826
2000-01-04 4:00,-16362.5316,56691.0316,-11639.1984,56784.1984,-4962.894126,58258.14413,-5949.895442,58736.89544,-6332.525533,57375.52553,-9564.199767,55845.19977,-11070.65826,58170.40826,47099.75,41447.78,52751.72,-16722.62826,-5418.68826
2000-01-04 5:00,-16791.7816,56691.0316,-8536.448398,56784.1984,-2626.394126,58258.14413,-3417.395442,58736.89544,-3997.025533,57375.52553,-9029.449767,55845.19977,-8526.658265,58170.40826,49643.75,43686.5,55600.99999,-14483.90826,-2569.408266
2000-01-04 6:00,-17374.7816,56691.0316,-2474.948398,56784.1984,2991.105874,58258.14413,2297.354558,58736.89544,915.7244667,57375.52553,-8594.949767,55845.19977,-2948.408265,58170.40826,55222,48595.36,61848.63999,-9575.048264,3678.231734
2000-01-04 7:00,-14871.0316,56691.0316,3581.801602,56784.1984,9097.605874,58258.14413,7694.104558,58736.89544,6250.474467,57375.52553,-5798.949767,55845.19977,3246.341735,58170.40826,61416.75,54046.74,68786.75999,-4123.668264,10616.35173
2000-01-04 8:00,-12037.7816,56691.0316,7357.051602,56784.1984,12251.85587,58258.14413,10638.10456,58736.89544,9445.974467,57375.52553,-2869.449767,55845.19977,6825.841735,58170.40826,64996.25,57196.7,72795.79999,-973.7082644,14625.39173
2000-01-04 9:00,-7311.416443,55169.91644,-1266.094806,66833.09481,3103.459466,68307.04053,972.7081503,68785.79185,926.0780591,67424.42194,1946.415394,54324.08461,-1304.304672,68219.30467,66915,58885.2,74944.8,-9334.104672,6725.495328
2000-01-04 10:00,-3951.416443,55169.91644,-78.84480595,66833.09481,4386.459466,68307.04053,2039.70815,68785.79185,1641.578059,67424.42194,4866.915394,54324.08461,-35.05467221,68219.30467,68184.25,60002.14,76366.36,-8217.164672,8147.055328
2000-01-04 11:00,-670.1664426,55169.91644,1282.155194,66833.09481,5234.709466,68307.04053,3058.95815,68785.79185,2274.078059,67424.42194,6486.665394,54324.08461,1879.695328,68219.30467,70099,61687.12,78510.88,-6532.184672,10291.57533
2000-01-04 12:00,-355.9164426,55169.91644,1453.905194,66833.09481,5057.709466,68307.04053,2671.20815,68785.79185,2843.328059,67424.42194,7242.665394,54324.08461,2418.695328,68219.30467,70638,62161.44,79114.56,-6057.864672,10895.25533
2000-01-04 13:00,-1908.166443,55169.91644,719.9051941,66833.09481,3846.459466,68307.04053,1603.45815,68785.79185,1630.328059,67424.42194,5894.165394,54324.08461,1764.195328,68219.30467,69983.5,61585.48,78381.52,-6633.824672,10162.21533
2000-01-04 14:00,-3651.166443,55169.91644,-550.0948059,66833.09481,2736.209466,68307.04053,151.9581503,68785.79185,-179.1719409,67424.42194,4860.415394,54324.08461,891.1953278,68219.30467,69110.5,60817.24,77403.76,-7402.064672,9184.455328
2000-01-04 15:00,-5578.531603,56691.0316,8953.551602,56784.1984,11955.10587,58258.14413,9920.104558,58736.89544,9182.224467,57375.52553,2982.300233,55845.19977,10786.84174,58170.40826,68957.25,60682.38,77232.12,2511.97174,19061.71174
2000-01-04 16:00,-3546.781603,56691.0316,10008.0516,56784.1984,12559.10587,58258.14413,11073.60456,58736.89544,10458.72447,57375.52553,4214.050233,55845.19977,11621.34174,58170.40826,69791.75,61416.74,78166.76,3246.33174,19996.35174
2000-01-04 17:00,929.4683965,56691.0316,13359.3016,56784.1984,15106.60587,58258.14413,12911.10456,58736.89544,12549.47447,57375.52553,6815.800233,55845.19977,13443.84174,58170.40826,71614.25,63020.54,80207.96,4850.13174,22037.55174
2000-01-04 18:00,2026.968397,56691.0316,13415.0516,56784.1984,14281.35587,58258.14413,12319.60456,58736.89544,11919.47447,57375.52553,6722.550233,55845.19977,12989.09174,58170.40826,71159.5,62620.36,79698.64,4449.95174,21528.23174
2000-01-04 19:00,2102.083557,55169.91644,1551.155194,66833.09481,2547.209466,68307.04053,452.4581503,68785.79185,-105.6719409,67424.42194,5938.665394,54324.08461,1042.945328,68219.30467,69262.25,60950.78,77573.72,-7268.524672,9354.415328
2000-01-04 20:00,-1466.990572,56169.99057,-2623.094806,66833.09481,-1387.790534,68307.04053,-1608.217721,67785.71772,-4083.171941,67424.42194,2247.415394,54324.08461,-2393.054672,68219.30467,65826.25,57927.1,73725.4,-10292.20467,5506.095328
2000-01-04 21:00,-2951.740572,56169.99057,-5717.844806,66833.09481,-4236.540534,68307.04053,-4353.467721,67785.71772,-7090.421941,67424.42194,-365.5846061,54324.08461,-5661.804672,68219.30467,62557.5,55050.6,70064.4,-13168.70467,1845.095328
2000-01-04 22:00,-3040.490572,56169.99057,-8024.094806,66833.09481,-6242.290534,68307.04053,-6509.967721,67785.71772,-8938.671941,67424.42194,-1939.334606,54324.08461,-8255.304672,68219.30467,59964,52768.32,67159.68,-15450.98467,-1059.624672
2000-01-04 23:00,-7644.855733,57691.10573,1676.021795,53062.9782,3516.576068,54536.92393,3293.148881,54015.60112,838.6946605,53654.30534,-6389.949767,55845.19977,2029.311929,54449.18807,56478.5,49701.08,63255.92,-4748.108071,8806.731929
2000-01-05 0:00,-11023.10573,57691.10573,-5105.448398,56784.1984,-4379.644126,58258.14413,-4145.071313,57736.82131,-5719.525533,57375.52553,-9318.699767,55845.19977,-5614.908265,58170.40826,52555.5,46248.84,58862.15999,-11921.56826,691.7517344
2000-01-05 1:00,-13064.10573,57691.10573,-7385.698398,56784.1984,-6617.894126,58258.14413,-6272.571313,57736.82131,-8062.525533,57375.52553,-11499.19977,55845.19977,-7084.408265,58170.40826,51086,44955.68,57216.31999,-13214.72826,-954.0882656
2000-01-05 2:00,-14055.60573,57691.10573,-8385.448398,56784.1984,-7413.144126,58258.14413,-6709.571313,57736.82131,-9347.025533,57375.52553,-12106.19977,55845.19977,-8160.908265,58170.40826,50009.5,44008.36,56010.63999,-14162.04826,-2159.768266
2000-01-05 3:00,-14007.85573,57691.10573,-8065.448398,56784.1984,-7286.644126,58258.14413,-6502.571313,57736.82131,-9820.525533,57375.52553,-13107.69977,55845.19977,-7868.908265,58170.40826,50301.5,44265.32,56337.67999,-13905.08826,-1832.728266
2000-01-05 4:00,-12721.85573,57691.10573,-7336.948398,56784.1984,-6114.394126,58258.14413,-5457.571313,57736.82131,-9743.025533,57375.52553,-13152.69977,55845.19977,-7188.158265,58170.40826,50982.25,44864.38,57100.11999,-13306.02826,-1070.288266
2000-01-05 5:00,-9354.105733,57691.10573,-4522.948398,56784.1984,-3619.394126,58258.14413,-3109.321313,57736.82131,-9674.525533,57375.52553,-13646.19977,55845.19977,-4634.408265,58170.40826,53536,47111.68,59960.31999,-11058.72826,1789.911734
2000-01-05 6:00,-3484.105733,57691.10573,906.8016016,56784.1984,1577.855874,58258.14413,2732.178687,57736.82131,-9046.025533,57375.52553,-14532.19977,55845.19977,739.0917354,58170.40826,58909.5,51840.36,65978.63999,-6330.048264,7808.231735
2000-01-05 7:00,2695.644267,57691.10573,6718.551602,56784.1984,7649.605874,58258.14413,8645.678687,57736.82131,-6613.775533,57375.52553,-13125.69977,55845.19977,5609.591735,58170.40826,63780,56126.4,71433.59999,-2044.008264,13263.19173
2000-01-05 8:00,6233.144267,57691.10573,9684.551602,56784.1984,10659.35587,58258.14413,11573.17869,57736.82131,-3069.525533,57375.52553,-10912.19977,55845.19977,8670.591735,58170.40826,66841,58820.08,74861.91999,649.6717356,16691.51173
2000-01-05 9:00,-2583.25214,67740.00214,313.6551941,66833.09481,1545.209466,68307.04053,2445.782279,67785.71772,1737.839628,55854.41037,-6127.084606,54324.08461,280.1953278,68219.30467,68499.5,60279.56,76719.44,-7939.744672,8500.135328
2000-01-05 10:00,-1270.75214,67740.00214,1495.905194,66833.09481,2393.959466,68307.04053,3371.782279,67785.71772,3856.589628,55854.41037,-3349.084606,54324.08461,1325.195328,68219.30467,69544.5,61199.16,77889.84,-7020.144672,9670.535328
2000-01-05 11:00,-137.7521402,67740.00214,2637.155194,66833.09481,2885.709466,68307.04053,4464.032279,67785.71772,5065.589628,55854.41037,-874.3346061,54324.08461,2883.445328,68219.30467,71102.75,62570.42,79635.08,-5648.884672,11415.77533
