,residuals_2015,fitted_2015,residuals_2016,fitted_2016,residuals_2017,fitted_2017,residuals_2018,fitted_2018,residuals_2019,fitted_2019,residuals_2020,fitted_2020,residuals_2021,fitted_2021,load_2021,covid_shock,contre_covid,low_shock,high_shock
2000-04-15 0:00,-5386.422517,51940.67252,-6089.839312,52033.83931,-12100.96091,52507.71091,-13502.21223,52986.46223,-7140.842318,51625.09232,-7009.016552,50094.76655,-1447.725049,52419.97505,50972.25,50972.25,50972.25,-1447.725049,-1447.725049
2000-04-15 1:00,-6402.922517,51940.67252,-7107.089312,52033.83931,-12933.46091,52507.71091,-14614.71223,52986.46223,-7803.342318,51625.09232,-7437.016552,50094.76655,-1765.725049,52419.97505,50654.25,50654.25,50654.25,-1765.725049,-1765.725049
2000-04-15 2:00,-6137.422517,51940.67252,-6562.839312,52033.83931,-13179.96091,52507.71091,-14689.71223,52986.46223,-7571.592318,51625.09232,-7060.016552,50094.76655,-1123.475049,52419.97505,51296.5,51296.5,51296.5,-1123.475049,-1123.475049
2000-04-15 3:00,-4334.922517,51940.67252,-4862.839312,52033.83931,-12169.46091,52507.71091,-14365.96223,52986.46223,-5680.592318,51625.09232,-6117.266552,50094.76655,242.7749506,52419.97505,52662.75,52662.75,52662.75,242.7749506,242.7749506
2000-04-15 4:00,-117.6725174,51940.67252,-1115.589312,52033.83931,-10730.96091,52507.71091,-13894.71223,52986.46223,-1405.842318,51625.09232,-2768.766552,50094.76655,3376.774951,52419.97505,55796.75,55796.75,55796.75,3376.774951,3376.774951
2000-04-15 5:00,7400.077483,51940.67252,6540.160688,52033.83931,-9676.710911,52507.71091,-13645.21223,52986.46223,5890.157682,51625.09232,2359.483448,50094.76655,9273.274951,52419.97505,61693.25,61693.25,61693.25,9273.274951,9273.274951
2000-04-15 6:00,12915.57748,51940.67252,12348.66069,52033.83931,-7238.960911,52507.71091,-11418.96223,52986.46223,11242.65768,51625.09232,6134.483448,50094.76655,13563.52495,52419.97505,65983.5,65983.5,65983.5,13563.52495,13563.52495
2000-04-15 7:00,15584.57748,51940.67252,15663.16069,52033.83931,-3538.710911,52507.71091,-7696.712227,52986.46223,14021.65768,51625.09232,8860.983448,50094.76655,15870.77495,52419.97505,68290.75,68290.75,68290.75,15870.77495,15870.77495
2000-04-15 8:00,16284.07748,51940.67252,16487.66069,52033.83931,-695.7109108,52507.71091,-5131.712227,52986.46223,15176.15768,51625.09232,10186.98345,50094.76655,16661.27495,52419.97505,69081.25,69081.25,69081.25,16661.27495,16661.27495
2000-04-15 9:00,7904.681075,61989.56893,7459.26428,62082.73572,2777.40425,50986.59575,-1303.847066,51465.34707,5514.011274,61673.98873,1478.837041,60143.66296,7848.878543,62468.87146,70317.75,70317.75,70317.75,7848.878543,7848.878543
2000-04-15 10:00,9193.181075,61989.56893,8132.01428,62082.73572,4887.90425,50986.59575,780.152934,51465.34707,6133.511274,61673.98873,2733.837041,60143.66296,9432.128543,62468.87146,71901,71901,71901,9432.128543,9432.128543
2000-04-15 11:00,7835.931075,61989.56893,7024.51428,62082.73572,5044.65425,50986.59575,311.652934,51465.34707,4930.761274,61673.98873,2103.087041,60143.66296,8430.378543,62468.87146,70899.25,70899.25,70899.25,8430.378543,8430.378543
2000-04-15 12:00,7122.681075,61989.56893,4944.26428,62082.73572,3742.15425,50986.59575,-2124.097066,51465.34707,3886.761274,61673.98873,331.8370406,60143.66296,6909.378543,62468.87146,69378.25,69378.25,69378.25,6909.378543,6909.378543
2000-04-15 13:00,4598.931075,61989.56893,3304.26428,62082.73572,2319.15425,50986.59575,-3764.847066,51465.34707,2822.261274,61673.98873,-1609.412959,60143.66296,5856.628543,62468.87146,68325.5,68325.5,68325.5,5856.628543,5856.628543
2000-04-15 14:00,4287.181075,61989.56893,2268.51428,62082.73572,1730.40425,50986.59575,-5091.847066,51465.34707,1781.011274,61673.98873,-3075.912959,60143.66296,4883.628543,62468.87146,67352.5,67352.5,67352.5,4883.628543,4883.628543
2000-04-15 15:00,12306.32748,51940.67252,11111.41069,52033.83931,-274.4609108,52507.71091,-7113.712227,52986.46223,10654.15768,51625.09232,5832.983448,50094.76655,12958.77495,52419.97505,65378.75,65378.75,65378.75,12958.77495,12958.77495
2000-04-15 16:00,11666.07748,51940.67252,10170.41069,52033.83931,85.53908924,52507.71091,-5778.212227,52986.46223,10763.15768,51625.09232,5396.483448,50094.76655,13539.27495,52419.97505,65959.25,65959.25,65959.25,13539.27495,13539.27495
2000-04-15 17:00,11276.32748,51940.67252,9839.660688,52033.83931,1247.289089,52507.71091,-4215.212227,52986.46223,10930.65768,51625.09232,5327.983448,50094.76655,13727.52495,52419.97505,66147.5,66147.5,66147.5,13727.52495,13727.52495
2000-04-15 18:00,10993.32748,51940.67252,9005.660688,52033.83931,421.2890892,52507.71091,-2957.962227,52986.46223,11176.40768,51625.09232,5289.733448,50094.76655,14137.02495,52419.97505,66557,66557,66557,14137.02495,14137.02495
2000-04-15 19:00,1171.681075,61989.56893,-1956.98572,62082.73572,766.1542501,50986.59575,-539.597066,51465.34707,1026.511274,61673.98873,-4810.412959,60143.66296,3236.628543,62468.87146,65705.5,65705.5,65705.5,3236.628543,3236.628543
2000-04-15 20:00,-367.318925,61989.56893,-4103.98572,62082.73572,-823.3457499,50986.59575,-1716.097066,51465.34707,-908.4887257,61673.98873,-5991.912959,60143.66296,654.628543,62468.87146,63123.5,63123.5,63123.5,654.628543,654.628543
2000-04-15 21:00,-4889.318925,61989.56893,-7579.48572,62082.73572,-2646.59575,50986.59575,-2987.097066,51465.34707,-4400.488726,61673.98873,-8826.912959,60143.66296,-2244.121457,62468.87146,60224.75,60224.75,60224.75,-2244.121457,-2244.121457
2000-04-15 22:00,-9941.318925,61989.56893,-11835.48572,62082.73572,-5712.59575,50986.59575,-6450.847066,51465.34707,-8297.238726,61673.98873,-12958.41296,60143.66296,-5856.871457,62468.87146,56612,56612,56612,-5856.871457,-5856.871457
2000-04-15 23:00,152.0476763,48219.45232,-1730.369119,48312.61912,-10399.46091,52507.71091,-10698.46223,52986.46223,2273.877876,47903.87212,-1831.546358,46373.54636,4773.995144,48698.75486,53472.75,53472.75,53472.75,4773.995144,4773.995144
2000-04-16 0:00,-5749.422517,51940.67252,-7515.589312,52033.83931,-12692.46091,52507.71091,-12016.96223,52986.46223,-2997.342318,51625.09232,-7022.766552,50094.76655,-836.4750494,52419.97505,51583.5,51583.5,51583.5,-836.4750494,-836.4750494
2000-04-16 1:00,-6958.672517,51940.67252,-8650.589312,52033.83931,-13857.46091,52507.71091,-12446.71223,52986.46223,-3742.842318,51625.09232,-7471.266552,50094.76655,-1196.225049,52419.97505,51223.75,51223.75,51223.75,-1196.225049,-1196.225049
2000-04-16 2:00,-6660.922517,51940.67252,-9075.839312,52033.83931,-14180.21091,52507.71091,-11982.21223,52986.46223,-3237.842318,51625.09232,-7458.266552,50094.76655,-1127.975049,52419.97505,51292,51292,51292,-1127.975049,-1127.975049
2000-04-16 3:00,-4896.422517,51940.67252,-8387.839312,52033.83931,-13916.46091,52507.71091,-10021.21223,52986.46223,-1630.592318,51625.09232,-6000.516552,50094.76655,323.5249506,52419.97505,52743.5,52743.5,52743.5,323.5249506,323.5249506
2000-04-16 4:00,-839.9225174,51940.67252,-8095.339312,52033.83931,-14032.21091,52507.71091,-5395.462227,52986.46223,2403.907682,51625.09232,-3119.016552,50094.76655,3815.524951,52419.97505,56235.5,56235.5,56235.5,3815.524951,3815.524951
2000-04-16 5:00,6895.577483,51940.67252,-6974.839312,52033.83931,-14720.46091,52507.71091,3619.037773,52986.46223,8975.407682,51625.09232,2081.233448,50094.76655,9555.524951,52419.97505,61975.5,61975.5,61975.5,9555.524951,9555.524951
2000-04-16 6:00,12020.07748,51940.67252,-3570.089312,52033.83931,-12619.96091,52507.71091,9083.537773,52986.46223,13448.90768,51625.09232,6087.233448,50094.76655,13900.52495,52419.97505,66320.5,66320.5,66320.5,13900.52495,13900.52495
2000-04-16 7:00,15043.82748,51940.67252,874.6606877,52033.83931,-8368.960911,52507.71091,12146.03777,52986.46223,15627.40768,51625.09232,8711.233448,50094.76655,16590.52495,52419.97505,69010.5,69010.5,69010.5,16590.52495,16590.52495
2000-04-16 8:00,16089.57748,51940.67252,4019.660688,52033.83931,-5138.710911,52507.71091,12818.28777,52986.46223,16415.90768,51625.09232,10114.98345,50094.76655,17674.77495,52419.97505,70094.75,70094.75,70094.75,17674.77495,17674.77495
2000-04-16 9:00,6933.931075,61989.56893,7379.775849,50512.72415,-1820.34575,50986.59575,3741.641366,63035.35863,6268.761274,61673.98873,944.3370406,60143.66296,8896.378543,62468.87146,71365.25,71365.25,71365.25,8896.378543,8896.378543
2000-04-16 10:00,7785.431075,61989.56893,8002.025849,50512.72415,57.15425013,50986.59575,4743.141366,63035.35863,6521.511274,61673.98873,2456.587041,60143.66296,9593.628543,62468.87146,72062.5,72062.5,72062.5,9593.628543,9593.628543
2000-04-16 11:00,7165.431075,61989.56893,7019.025849,50512.72415,-1182.59575,50986.59575,3594.641366,63035.35863,5984.511274,61673.98873,1998.587041,60143.66296,8655.628543,62468.87146,71124.5,71124.5,71124.5,8655.628543,8655.628543
2000-04-16 12:00,6639.931075,61989.56893,4839.275849,50512.72415,-3996.59575,50986.59575,2945.141366,63035.35863,4955.011274,61673.98873,-231.9129594,60143.66296,6880.878543,62468.87146,69349.75,69349.75,69349.75,6880.878543,6880.878543
2000-04-16 13:00,5050.181075,61989.56893,3127.775849,50512.72415,-5491.34575,50986.59575,2135.141366,63035.35863,3430.261274,61673.98873,-1780.412959,60143.66296,4196.628543,62468.87146,66665.5,66665.5,66665.5,4196.628543,4196.628543
2000-04-16 14:00,4047.431075,61989.56893,2588.275849,50512.72415,-6532.59575,50986.59575,1708.641366,63035.35863,2723.761274,61673.98873,-2858.162959,60143.66296,2424.878543,62468.87146,64893.75,64893.75,64893.75,2424.878543,2424.878543
2000-04-16 15:00,12181.57748,51940.67252,121.9106877,52033.83931,-8198.960911,52507.71091,10227.28777,52986.46223,11887.40768,51625.09232,5515.733448,50094.76655,11459.02495,52419.97505,63879,63879,63879,11459.02495,11459.02495
2000-04-16 16:00,11475.32748,51940.67252,636.1606877,52033.83931,-7218.710911,52507.71091,9720.037773,52986.46223,11894.15768,51625.09232,6152.733448,50094.76655,11601.27495,52419.97505,64021.25,64021.25,64021.25,11601.27495,11601.27495
2000-04-16 17:00,11287.57748,51940.67252,894.9106877,52033.83931,-6144.960911,52507.71091,9599.287773,52986.46223,12077.65768,51625.09232,6083.483448,50094.76655,11929.52495,52419.97505,64349.5,64349.5,64349.5,11929.52495,11929.52495
2000-04-16 18:00,11071.82748,51940.67252,600.9106877,52033.83931,-5686.960911,52507.71091,9527.037773,52986.46223,11505.65768,51625.09232,5685.483448,50094.76655,11274.52495,52419.97505,63694.5,63694.5,63694.5,11274.52495,11274.52495
2000-04-16 19:00,730.681075,61989.56893,1855.275849,50512.72415,-3511.84575,50986.59575,-1525.358634,63035.35863,1475.011274,61673.98873,-4783.912959,60143.66296,81.87854301,62468.87146,62550.75,62550.75,62550.75,81.87854301,81.87854301
2000-04-16 20:00,-1371.318925,61989.56893,317.0258486,50512.72415,-3739.09575,50986.59575,-3838.358634,63035.35863,-228.4887257,61673.98873,-6478.912959,60143.66296,-2569.871457,62468.87146,59899,59899,59899,-2569.871457,-2569.871457
2000-04-16 21:00,-5511.068925,61989.56893,-1684.724151,50512.72415,-4873.09575,50986.59575,-8404.358634,63035.35863,-3892.488726,61673.98873,-9527.412959,60143.66296,-5021.371457,62468.87146,57447.5,57447.5,57447.5,-5021.371457,-5021.371457
2000-04-16 22:00,-10129.56893,61989.56893,-5095.724151,50512.72415,-7740.09575,50986.59575,-12684.60863,63035.35863,-8158.738726,61673.98873,-13231.41296,60143.66296,-8155.871457,62468.87146,54313,54313,54313,-8155.871457,-8155.871457
2000-04-16 23:00,-84.45232366,48219.45232,-10361.58931,52033.83931,-12315.71091,52507.71091,-2054.242033,49265.24203,2114.377876,47903.87212,-2518.046358,46373.54636,2334.245144,48698.75486,51033,51033,51033,2334.245144,2334.245144
2000-04-17 0:00,-5922.172517,51940.67252,-12756.58931,52033.83931,-14137.46091,52507.71091,-7533.962227,52986.46223,-3815.342318,51625.09232,-7791.766552,50094.76655,-3455.725049,52419.97505,48964.25,48964.25,48964.25,-3455.725049,-3455.725049
2000-04-17 1:00,-6779.922517,51940.67252,-13918.58931,52033.83931,-15019.96091,52507.71091,-8286.212227,52986.46223,-4378.842318,51625.09232,-8866.766552,50094.76655,-4664.225049,52419.97505,47755.75,47755.75,47755.75,-4664.225049,-4664.225049
2000-04-17 2:00,-6271.922517,51940.67252,-14050.83931,52033.83931,-15252.96091,52507.71091,-8120.462227,52986.46223,-4230.592318,51625.09232,-9020.016552,50094.76655,-5257.975049,52419.97505,47162,47162,47162,-5257.975049,-5257.975049
2000-04-17 3:00,-4689.172517,51940.67252,-13556.33931,52033.83931,-14882.21091,52507.71091,-6066.962227,52986.46223,-2708.342318,51625.09232,-7957.766552,50094.76655,-4878.975049,52419.97505,47541,47541,47541,-4878.975049,-4878.975049
2000-04-17 4:00,-531.6725174,51940.67252,-13087.58931,52033.83931,-14400.96091,52507.71091,-2134.962227,52986.46223,1001.157682,51625.09232,-5001.266552,50094.76655,-4575.225049,52419.97505,47844.75,47844.75,47844.75,-4575.225049,-4575.225049
2000-04-17 5:00,6701.327483,51940.67252,-13383.08931,52033.83931,-14807.46091,52507.71091,5157.537773,52986.46223,7328.407682,51625.09232,170.9834482,50094.76655,-4037.225049,52419.97505,48382.75,48382.75,48382.75,-4037.225049,-4037.225049
2000-04-17 6:00,12126.32748,51940.67252,-11322.83931,52033.83931,-13313.96091,52507.71091,10130.53777,52986.46223,12266.40768,51625.09232,4123.983448,50094.76655,-1646.475049,52419.97505,50773.5,50773.5,50773.5,-1646.475049,-1646.475049
2000-04-17 7:00,15012.57748,51940.67252,-7644.589312,52033.83931,-9752.960911,52507.71091,12387.03777,52986.46223,15062.90768,51625.09232,7137.483448,50094.76655,1355.024951,52419.97505,53775,53775,53775,1355.024951,1355.024951
2000-04-17 8:00,15569.82748,51940.67252,-4143.589312,52033.83931,-6304.710911,52507.71091,12985.03777,52986.46223,15740.40768,51625.09232,8342.233448,50094.76655,3857.774951,52419.97505,56277.75,56277.75,56277.75,3857.774951,3857.774951
2000-04-17 9:00,7295.681075,61989.56893,-29.22415141,50512.72415,-13396.85732,62556.60732,3882.391366,63035.35863,6720.511274,61673.98873,-610.4129594,60143.66296,6858.890111,50898.85989,57757.75,57757.75,57757.75,6858.890111,6858.890111
2000-04-17 10:00,7972.181075,61989.56893,2312.525849,50512.72415,-11174.35732,62556.60732,4959.141366,63035.35863,7308.011274,61673.98873,293.3370406,60143.66296,8106.640111,50898.85989,59005.5,59005.5,59005.5,8106.640111,8106.640111
2000-04-17 11:00,7010.931075,61989.56893,1569.275849,50512.72415,-11671.10732,62556.60732,4424.141366,63035.35863,5709.511274,61673.98873,-112.1629594,60143.66296,8043.640111,50898.85989,58942.5,58942.5,58942.5,8043.640111,8043.640111
2000-04-17 12:00,5538.931075,61989.56893,-612.7241514,50512.72415,-13678.60732,62556.60732,3713.391366,63035.35863,4548.511274,61673.98873,-1851.412959,60143.66296,6229.390111,50898.85989,57128.25,57128.25,57128.25,6229.390111,6229.390111
2000-04-17 13:00,3880.681075,61989.56893,-2228.974151,50512.72415,-15296.10732,62556.60732,2532.391366,63035.35863,3198.261274,61673.98873,-4019.162959,60143.66296,4240.640111,50898.85989,55139.5,55139.5,55139.5,4240.640111,4240.640111
2000-04-17 14:00,2563.181075,61989.56893,-3005.474151,50512.72415,-15781.35732,62556.60732,1262.641366,63035.35863,1624.761274,61673.98873,-5675.912959,60143.66296,3094.140111,50898.85989,53993,53993,53993,3094.140111,3094.140111
2000-04-17 15:00,11097.82748,51940.67252,-5312.589312,52033.83931,-5800.710911,52507.71091,9500.287773,52986.46223,10325.90768,51625.09232,2923.233448,50094.76655,830.5249506,52419.97505,53250.5,53250.5,53250.5,830.5249506,830.5249506
2000-04-17 16:00,10655.32748,51940.67252,-3994.839312,52033.83931,-4597.710911,52507.71091,8747.787773,52986.46223,10012.90768,51625.09232,3301.233448,50094.76655,1961.524951,52419.97505,54381.5,54381.5,54381.5,1961.524951,1961.524951
2000-04-17 17:00,9763.827483,51940.67252,-2445.839312,52033.83931,-3115.460911,52507.71091,8729.287773,52986.46223,10024.90768,51625.09232,3832.483448,50094.76655,3150.274951,52419.97505,55570.25,55570.25,55570.25,3150.274951,3150.274951
2000-04-17 18:00,9133.827483,51940.67252,-2148.839312,52033.83931,-2524.210911,52507.71091,8797.537773,52986.46223,10538.15768,51625.09232,3892.983448,50094.76655,3296.774951,52419.97505,55716.75,55716.75,55716.75,3296.774951,3296.774951
2000-04-17 19:00,-1782.068925,61989.56893,-289.9741514,50512.72415,-11908.60732,62556.60732,-1599.858634,63035.35863,499.5112743,61673.98873,-6377.662959,60143.66296,3572.390111,50898.85989,54471.25,54471.25,54471.25,3572.390111,3572.390111
2000-04-17 20:00,-3489.568925,61989.56893,-285.9741514,50512.72415,-12205.35732,62556.60732,-3681.358634,63035.35863,-1488.488726,61673.98873,-7983.412959,60143.66296,1518.640111,50898.85989,52417.5,52417.5,52417.5,1518.640111,1518.640111
2000-04-17 21:00,-6684.318925,61989.56893,-1128.974151,50512.72415,-13042.35732,62556.60732,-8055.108634,63035.35863,-4945.238726,61673.98873,-10842.66296,60143.66296,-294.8598885,50898.85989,50604,50604,50604,-294.8598885,-294.8598885
2000-04-17 22:00,-11000.31893,61989.56893,-4553.724151,50512.72415,-16127.35732,62556.60732,-12651.35863,63035.35863,-8792.488726,61673.98873,-14909.16296,60143.66296,-3305.609889,50898.85989,47593.25,47593.25,47593.25,-3305.609889,-3305.609889
2000-04-17 23:00,-1117.452324,48219.45232,-8850.339312,52033.83931,-4971.740717,48786.49072,-2515.492033,49265.24203,1287.627876,47903.87212,-4808.046358,46373.54636,-7691.475049,52419.97505,44728.5,44728.5,44728.5,-7691.475049,-7691.475049
2000-04-18 0:00,-7162.922517,51940.67252,-10378.83931,52033.83931,-10242.71091,52507.71091,-8066.212227,52986.46223,-4420.342318,51625.09232,-10500.26655,50094.76655,-9676.975049,52419.97505,42743,42743,42743,-9676.975049,-9676.975049
2000-04-18 1:00,-8244.422517,51940.67252,-10934.83931,52033.83931,-10750.71091,52507.71091,-9025.212227,52986.46223,-5102.592318,51625.09232,-11514.26655,50094.76655,-10738.47505,52419.97505,41681.5,41681.5,41681.5,-10738.47505,-10738.47505
2000-04-18 2:00,-7948.672517,51940.67252,-10145.83931,52033.83931,-10085.46091,52507.71091,-8656.212227,52986.46223,-5106.592318,51625.09232,-11422.01655,50094.76655,-10758.97505,52419.97505,41661,41661,41661,-10758.97505,-10758.97505
2000-04-18 3:00,-7655.172517,51940.67252,-8361.589312,52033.83931,-8113.460911,52507.71091,-7035.212227,52986.46223,-3793.592318,51625.09232,-10858.51655,50094.76655,-10558.47505,52419.97505,41861.5,41861.5,41861.5,-10558.47505,-10558.47505
2000-04-18 4:00,-7071.922517,51940.67252,-3539.589312,52033.83931,-4189.210911,52507.71091,-2492.462227,52986.46223,-63.34231808,51625.09232,-10008.26655,50094.76655,-10489.22505,52419.97505,41930.75,41930.75,41930.75,-10489.22505,-10489.22505
2000-04-18 5:00,-6477.172517,51940.67252,4896.160688,52033.83931,3426.539089,52507.71091,4957.537773,52986.46223,5776.407682,51625.09232,-9563.266552,50094.76655,-11201.72505,52419.97505,41218.25,41218.25,41218.25,-11201.72505,-11201.72505
2000-04-18 6:00,-3168.922517,51940.67252,11031.16069,52033.83931,10077.78909,52507.71091,9738.787773,52986.46223,10513.15768,51625.09232,-7359.516552,50094.76655,-9530.475049,52419.97505,42889.5,42889.5,42889.5,-9530.475049,-9530.475049
2000-04-18 7:00,1345.077483,51940.67252,13491.66069,52033.83931,13851.03909,52507.71091,12367.78777,52986.46223,13102.40768,51625.09232,-4186.516552,50094.76655,-6382.975049,52419.97505,46037,46037,46037,-6382.975049,-6382.975049
2000-04-18 8:00,4398.577483,51940.67252,14448.16069,52033.83931,15148.53909,52507.71091,12882.78777,52986.46223,13656.40768,51625.09232,-1938.266552,50094.76655,-3110.725049,52419.97505,49309.25,49309.25,49309.25,-3110.725049,-3110.725049
2000-04-18 9:00,7439.192643,50419.55736,5595.26428,62082.73572,6876.892682,62556.60732,3978.141366,63035.35863,4053.511274,61673.98873,1281.348609,48573.65139,835.3901115,50898.85989,51734.25,51734.25,51734.25,835.3901115,835.3901115
2000-04-18 10:00,7972.192643,50419.55736,6670.01428,62082.73572,7800.392682,62556.60732,4915.891366,63035.35863,3417.761274,61673.98873,2747.598609,48573.65139,3320.390111,50898.85989,54219.25,54219.25,54219.25,3320.390111,3320.390111
2000-04-18 11:00,5885.692643,50419.55736,6393.76428,62082.73572,7029.642682,62556.60732,4132.641366,63035.35863,2855.261274,61673.98873,2152.848609,48573.65139,2995.890111,50898.85989,53894.75,53894.75,53894.75,2995.890111,2995.890111
2000-04-18 12:00,3690.692643,50419.55736,6059.01428,62082.73572,6174.642682,62556.60732,3347.391366,63035.35863,2551.761274,61673.98873,1172.848609,48573.65139,1147.390111,50898.85989,52046.25,52046.25,52046.25,1147.390111,1147.390111
2000-04-18 13:00,2264.442643,50419.55736,4463.76428,62082.73572,4649.142682,62556.60732,2147.391366,63035.35863,942.0112743,61673.98873,2.848609101,48573.65139,-176.1098885,50898.85989,50722.75,50722.75,50722.75,-176.1098885,-176.1098885
2000-04-18 14:00,1020.192643,50419.55736,2999.26428,62082.73572,3660.142682,62556.60732,1256.891366,63035.35863,-143.7387257,61673.98873,-1225.651391,48573.65139,-1378.859889,50898.85989,49520,49520,49520,-1378.859889,-1378.859889
2000-04-18 15:00,-1079.672517,51940.67252,11442.16069,52033.83931,12372.28909,52507.71091,9669.037773,52986.46223,8566.157682,51625.09232,-3315.266552,50094.76655,-3029.975049,52419.97505,49390,49390,49390,-3029.975049,-3029.975049
2000-04-18 16:00,-630.9225174,51940.67252,10912.91069,52033.83931,11777.28909,52507.71091,9316.037773,52986.46223,8252.657682,51625.09232,-1608.766552,50094.76655,-1522.975049,52419.97505,50897,50897,50897,-1522.975049,-1522.975049
2000-04-18 17:00,43.82748257,51940.67252,10888.41069,52033.83931,11756.28909,52507.71091,9159.287773,52986.46223,7384.907682,51625.09232,-682.7665518,50094.76655,418.0249506,52419.97505,52838,52838,52838,418.0249506,418.0249506
2000-04-18 18:00,-493.1725174,51940.67252,10609.91069,52033.83931,11449.78909,52507.71091,9044.287773,52986.46223,7038.657682,51625.09232,-892.7665518,50094.76655,609.7749506,52419.97505,53029.75,53029.75,53029.75,609.7749506,609.7749506
2000-04-18 19:00,809.6926435,50419.55736,-308.9857199,62082.73572,533.1426817,62556.60732,-1894.108634,63035.35863,-3569.738726,61673.98873,536.0986091,48573.65139,1648.140111,50898.85989,52547,52547,52547,1648.140111,1648.140111
2000-04-18 20:00,60.44264347,50419.55736,-2397.23572,62082.73572,-1190.857318,62556.60732,-3457.358634,63035.35863,-5618.238726,61673.98873,-804.6513909,48573.65139,570.1401115,50898.85989,51469,51469,51469,570.1401115,570.1401115
2000-04-18 21:00,-1794.807357,50419.55736,-6461.98572,62082.73572,-4563.607318,62556.60732,-8029.108634,63035.35863,-9124.488726,61673.98873,-2970.901391,48573.65139,24.39011149,50898.85989,50923.25,50923.25,50923.25,24.39011149,24.39011149
2000-04-18 22:00,-5154.057357,50419.55736,-11288.48572,62082.73572,-8609.857318,62556.60732,-12853.10863,63035.35863,-13598.48873,61673.98873,-5972.651391,48573.65139,-2713.609889,50898.85989,48185.25,48185.25,48185.25,-2713.609889,-2713.609889
2000-04-18 23:00,-9593.672517,51940.67252,-833.3691185,48312.61912,2113.259283,48786.49072,-1959.492033,49265.24203,-3386.372124,47903.87212,-10017.01655,50094.76655,-6744.725049,52419.97505,45675.25,45675.25,45675.25,-6744.725049,-6744.725049
2000-04-19 0:00,-11586.42252,51940.67252,-6396.839312,52033.83931,-3218.460911,52507.71091,-7392.212227,52986.46223,-9336.592318,51625.09232,-12189.26655,50094.76655,-8131.225049,52419.97505,44288.75,44288.75,44288.75,-8131.225049,-8131.225049
2000-04-19 1:00,-12526.67252,51940.67252,-7181.839312,52033.83931,-3869.460911,52507.71091,-8264.962227,52986.46223,-10610.59232,51625.09232,-13394.76655,50094.76655,-8887.975049,52419.97505,43532,43532,43532,-8887.975049,-8887.975049
2000-04-19 2:00,-12535.67252,51940.67252,-6847.339312,52033.83931,-3536.710911,52507.71091,-7981.212227,52986.46223,-11159.59232,51625.09232,-14042.51655,50094.76655,-7940.225049,52419.97505,44479.75,44479.75,44479.75,-7940.225049,-7940.225049
2000-04-19 3:00,-12264.42252,51940.67252,-5410.339312,52033.83931,-2061.460911,52507.71091,-6764.212227,52986.46223,-11364.34232,51625.09232,-13760.26655,50094.76655,-5799.225049,52419.97505,46620.75,46620.75,46620.75,-5799.225049,-5799.225049
2000-04-19 4:00,-11774.42252,51940.67252,-1368.589312,52033.83931,988.0390892,52507.71091,-2910.212227,52986.46223,-11564.34232,51625.09232,-13084.26655,50094.76655,-1609.975049,52419.97505,50810,50810,50810,-1609.975049,-1609.975049
2000-04-19 5:00,-12480.42252,51940.67252,6212.910688,52033.83931,6855.539089,52507.71091,4382.037773,52986.46223,-12237.34232,51625.09232,-13292.01655,50094.76655,5592.524951,52419.97505,58012.5,58012.5,58012.5,5592.524951,5592.524951
2000-04-19 6:00,-10802.42252,51940.67252,11630.41069,52033.83931,11978.28909,52507.71091,9708.537773,52986.46223,-10070.84232,51625.09232,-11676.51655,50094.76655,11231.52495,52419.97505,63651.5,63651.5,63651.5,11231.52495,11231.52495
2000-04-19 7:00,-6944.672517,51940.67252,14178.16069,52033.83931,15060.53909,52507.71091,12521.28777,52986.46223,-6570.592318,51625.09232,-8125.016552,50094.76655,13953.52495,52419.97505,66373.5,66373.5,66373.5,13953.52495,13953.52495
2000-04-19 8:00,-3441.922517,51940.67252,15056.66069,52033.83931,15711.78909,52507.71091,13316.53777,52986.46223,-3847.092318,51625.09232,-4355.516552,50094.76655,14948.52495,52419.97505,67368.5,67368.5,67368.5,14948.52495,14948.52495
2000-04-19 9:00,122.1926435,50419.55736,6172.76428,62082.73572,7133.642682,62556.60732,4036.641366,63035.35863,-12393.73873,61673.98873,-612.1513909,48573.65139,6464.378543,62468.87146,68933.25,68933.25,68933.25,6464.378543,6464.378543
2000-04-19 10:00,1986.692643,50419.55736,7740.51428,62082.73572,8143.892682,62556.60732,5118.141366,63035.35863,-10755.23873,61673.98873,2078.848609,48573.65139,7817.378543,62468.87146,70286.25,70286.25,70286.25,7817.378543,7817.378543
2000-04-19 11:00,1001.692643,50419.55736,6756.26428,62082.73572,7476.392682,62556.60732,4354.391366,63035.35863,-11519.98873,61673.98873,2473.348609,48573.65139,7218.378543,62468.87146,69687.25,69687.25,69687.25,7218.378543,7218.378543
2000-04-19 12:00,-1212.057357,50419.55736,5919.01428,62082.73572,6686.642682,62556.60732,3796.641366,63035.35863,-13265.98873,61673.98873,173.5986091,48573.65139,6108.628543,62468.87146,68577.5,68577.5,68577.5,6108.628543,6108.628543
2000-04-19 13:00,-2965.307357,50419.55736,5016.76428,62082.73572,5222.392682,62556.60732,2354.141366,63035.35863,-14664.73873,61673.98873,-1746.651391,48573.65139,4700.128543,62468.87146,67169,67169,67169,4700.128543,4700.128543
2000-04-19 14:00,-4182.307357,50419.55736,3599.26428,62082.73572,4045.392682,62556.60732,1365.391366,63035.35863,-16078.23873,61673.98873,-2742.151391,48573.65139,3665.628543,62468.87146,66134.5,66134.5,66134.5,3665.628543,3665.628543
