labels,2015,2016,2017,2018,2019,2020,2021,low_shock,high_shock
6665,22653.25,26516,22415.25,20592.25,20071.25,17950,15483.25,22653.25,20592.25
6666,23723.25,26984.25,23369.75,19183.25,20050.5,18483.75,16619.75,23723.25,19183.25
6667,20920.25,24843.25,21894.75,17936,19986.5,18164,14453.75,20920.25,17936
6668,18991,23393.25,21275.25,15956.5,18034.5,15031.75,14877.5,18991,15956.5
6669,17743,23228.5,20833.5,15735,17267.5,14637.5,14310.25,17743,15735
6670,17039.5,23134.75,20937,16424.5,17044.25,14520.75,13409.75,17039.5,16424.5
6671,17116,21254.5,20001.75,15512.75,16827.75,14151.5,13417.5,17116,15512.75
6672,16564.75,21074.5,20046.75,15463,17025.5,14082.25,13415.25,16564.75,15463
6673,16774.25,21050,19796.5,15380.5,16819,14009,13495.75,16774.25,15380.5
6674,16412,20927.25,19850.25,15411.75,16796.75,13880,13476.5,16412,15411.75
6675,16515.75,21239.25,20027.75,15455,16807.75,14055.75,13442,16515.75,15455
6676,17526,21890,20635.75,15463.75,16790.25,14190.25,13374,17526,15463.75
6677,19872,22936.25,22103.25,16158.25,16795.25,15220.75,13854,19872,16158.25
6678,21465.5,24478,24534.75,16506.5,16767.75,18114.5,14410.75,21465.5,16506.5
6679,22395.5,26684.25,24640,16767.25,16833.75,19244.5,14392.75,22395.5,16767.25
6680,21288.75,25590,24382.5,17123.25,17163,17403,13895.25,21288.75,17123.25
6681,20632,24462.25,23975.25,16226.5,17221.75,15469.25,13876.25,20632,16226.5
6682,20201.75,24235.5,23212.25,16794.5,17099.25,14829,14119.75,20201.75,16794.5
6683,19438.25,24293.25,22487.25,15935.5,16974.25,14926.25,14753.75,19438.25,15935.5
6684,19961.25,23758.75,21528.75,15185.25,16753.75,14495.25,13868.75,19961.25,15185.25
6685,20528.5,23394,21543.5,15131.25,16477.5,14615,13881.25,20528.5,15131.25
6686,20303.5,23121,21844,15320.25,16493,14616.5,13839.5,20303.5,15320.25
6687,19871,22617,22444.75,16126,16682.5,14929.5,14211.25,19871,16126
6688,19907.75,25969.5,24446,17349.25,17612.25,15834,15396.5,19907.75,17349.25
6689,21277.5,26618,26008.25,17598.25,19039.5,17938.75,16105.75,21277.5,17598.25
6690,22274.75,28332.5,25540.75,18137,20413,18960,16661.75,22274.75,18137
6691,21097,25081,24333.5,17089.75,19203,17569.75,15887.75,21097,17089.75
6692,19343.75,23923.75,23267.25,16084.25,17025,15275.25,14074,19343.75,16084.25
6693,18314,22875.5,21356,15619,17434,15113,14152.25,18314,15619
6694,17634,22885.75,21175.25,15326.75,17354.25,14659.75,14055.5,17634,15326.75
6695,17104,23294,20310.5,15354,16603.5,14601.75,14043,17104,15354
6696,17246,22674,20368.25,15123.75,16601.75,14248,13944.5,17246,15123.75
6697,17297.5,22598.25,20499.5,14876.5,16576,14238,13751,17297.5,14876.5
6698,17222.5,22913.75,20208.5,14820.5,16817.75,14291,13787.5,17222.5,14820.5
6699,17211.75,23412.5,19920.75,14880.75,16670.5,14342.5,13683.25,17211.75,14880.75
6700,18434.75,23444.25,20457.75,15322,16866.75,14310.25,13832.25,18434.75,15322
6701,19662,26112,20711.75,15214,19102.75,15080.75,14974.5,19662,15214
6702,21061,26774,21581,15338.25,20570,18036,16865.25,21061,15338.25
6703,22114.25,26966.25,22006.5,15873.75,20146.25,18335.25,15910.75,22114.25,15873.75
6704,21805.5,27306.25,23167.75,15355.75,19086.5,18768.75,15791,21805.5,15355.75
6705,21080,27030.5,22070.5,15227.5,19349.75,17637.5,15337.75,21080,15227.5
6706,20662.25,27072.5,20853.25,15631.75,17873.5,15239.75,13925.5,20662.25,15631.75
6707,19917.75,26958.75,19889,15848,17451,15136.75,13815.25,19917.75,15848
6708,19810.5,26056.25,19702.75,15510.5,18073,14864.25,13858.25,19810.5,15510.5
6709,19937,25190,19250.75,15505.25,17880.5,14814.5,14104,19937,15505.25
6710,19953.75,25059.25,19309.25,15437.5,17549.25,14763.75,13979,19953.75,15437.5
6711,19741.25,25350.75,19249.5,15697.25,17597.25,14907,14040.5,19741.25,15697.25
6712,20434.75,24863.5,19581.75,16192.75,19447.25,15327,15065.75,20434.75,16192.75
6713,21231.5,25301.25,21527,18352,19712.75,17284.75,16056.5,21231.5,18352
6714,22580.75,26351,22395.75,20222.25,20259,19653.75,17587.75,22580.75,20222.25
6715,20768,25276.5,20500.75,19688.5,20117,16811.25,16994.75,20768,19688.5
6716,19187,24163,20499.75,17831.5,16938.75,14897.75,14726.25,19187,17831.5
6717,18201.75,23143,20309,16630,17329.75,14818.25,14177.25,18201.75,16630
6718,17550.5,23158,19483.75,15232,16759,14435.75,13904.5,17550.5,15232
6719,17255.75,22812.5,18856.25,14895.75,16751,14322.5,13880.25,17255.75,14895.75
6720,17032,22170.75,18766,14968.75,16338.25,14189.75,13722.5,17032,14968.75
6721,17228.5,22119.75,18949.75,14967.25,16158,14565.75,13714.5,17228.5,14967.25
6722,17189.25,22180,18641.5,14934.5,16149.25,14307.5,13673.75,17189.25,14934.5
6723,18192,22212.25,18863.25,14949,16142,14319.25,13628.5,18192,14949
6724,18306.75,21879.25,19805.75,15227.5,16403.25,14593,13814.75,18306.75,15227.5
6725,19406.75,22306.25,20262.25,16308.75,16520.25,16019.5,14326.75,19406.75,16308.75
6726,20862.75,22878.75,20226.25,19176,16825.5,18456.25,17294,20862.75,19176
6727,21867.25,23488.5,21387.25,20543.75,19047.5,18031.25,18241.5,21867.25,20543.75
6728,22305.5,23764.25,21969.5,20285.25,18047.5,17534.5,17073.75,22305.5,20285.25
6729,22313.75,23303,22040,18278.25,17567,15013.5,14670.25,22313.75,18278.25
6730,21670.75,22875.75,21423.25,16458.25,17547.75,14489,14517.5,21670.75,16458.25
6731,20012.5,22872.25,20997.75,15375.5,17707.25,14348.75,13609.25,20012.5,15375.5
6732,20039.25,22894.75,20460.25,15288.75,18154.75,14414.75,13417.75,20039.25,15288.75
6733,20179.75,22886.75,20550.75,15193.25,17425,14186,13748.25,20179.75,15193.25
6734,20023.5,22679,20639.25,15261,17659.25,14339,13812,20023.5,15261
6735,19942.5,23549.5,20765,15526.5,17748.25,14781.25,13849,19942.5,15526.5
6736,21088.25,23910.75,22085.25,17383.5,20325,15056.25,14232.5,21088.25,17383.5
6737,21948.5,25036,25087.75,19136,21508,15942.25,14436,21948.5,19136
6738,23386,26977.25,26883.5,21250.25,20349.75,15965.25,16183.75,23386,21250.25
6739,21421.75,24211.5,24731,19652.5,19521.25,14836.5,13808.5,21421.75,19652.5
6740,20268.75,22995.75,22255.75,16894.75,17624.5,14376,13368,20268.75,16894.75
6741,19138.75,23078.5,22497.75,15882.25,17132,14188.75,13826.75,19138.75,15882.25
6742,18663,22319,21549.5,15005.25,16886.5,14151.75,13578,18663,15005.25
6743,18610.25,21900.25,21051,14757,16550.75,13917,13363.25,18610.25,14757
6744,17999,21745,20511.25,14769.5,16533.5,13832.25,13206,17999,14769.5
6745,18224.75,22014,20385.25,14785.25,16528.25,13943.75,13267.25,18224.75,14785.25
6746,18328.75,22164.75,20389.5,14719.75,16484,14294.25,13275.25,18328.75,14719.75
6747,18730.5,22059.25,20457.25,14748.75,16419.25,14196,13233,18730.5,14748.75
6748,18631.5,21794.5,21041.5,14727.5,16713.75,14190.25,13553.5,18631.5,14727.5
6749,19991,22249.25,24240,15854.75,17280.25,16421.5,13346.75,19991,15854.75
6750,22269,22467.5,26153.75,19501.75,17493,19357,14002.75,22269,19501.75
6751,23211.5,22763.25,26900.75,19562.25,19138.75,19553.5,14676.75,23211.5,19562.25
6752,22369.25,23138.25,26444.5,17708.5,18422.5,19183.5,14675.5,22369.25,17708.5
6753,20954.75,23650.5,25409.75,17208.75,16886,18017.5,13840.5,20954.75,17208.75
6754,20555.25,23907.5,24544.25,16454.75,16880.75,15679,13148.75,20555.25,16454.75
6755,19864.5,23482.25,23798.5,14715.5,16980,15827.75,12629.5,19864.5,14715.5
6756,19703,22337,23755.25,14793,17227.75,15382.75,12632.5,19703,14793
6757,19646.25,21819.25,23983.5,14824.25,18077.25,14776.25,12562,19646.25,14824.25
6758,20201,21781.25,24662.75,14984,17274,14860.25,12602,20201,14984
6759,19813.75,22438.25,25240.25,15078.75,18032.5,15074.25,13143.25,19813.75,15078.75
6760,20032.25,23671.75,26194.75,16164,18906.25,16146.75,14369,20032.25,16164
6761,20944.25,25789.5,28695,18281,19881.25,17170.75,17467,20944.25,18281
6762,22477.75,27335.75,29370.75,20208.25,19885.75,18551.25,16148.5,22477.75,20208.25
6763,20757.75,26422.25,26272.5,17769.5,19053.5,18148,14757.25,20757.75,17769.5
6764,19767.5,24921.5,24051.5,15457.5,18023.5,16489.75,13544,19767.5,15457.5
6765,18927.25,25160,22550,15329,17358.25,15213.5,13446.5,18927.25,15329
6766,18430.25,23898.25,21913.75,15019.25,17271.75,15015.5,13598.5,18430.25,15019.25
6767,16824.75,22572,21436.5,14970,17134.5,14647,13548.25,16824.75,14970
6768,16797.25,22602,21415,14976.75,16833.25,14545.25,13252.5,16797.25,14976.75
6769,16720.75,22055.75,21744,14945.5,16828.5,14717.75,13048.25,16720.75,14945.5
6770,16586.5,21828,22192.5,15001.75,16738.25,14353.75,13102.25,16586.5,15001.75
6771,16792.25,22523.25,22055.25,15039.75,16883.75,14202.5,13120.5,16792.25,15039.75
6772,16977,23038.5,22756.5,15171.25,16900,14203.25,13050.25,16977,15171.25
6773,16960.5,24795.5,24952.25,16187,17753,14235.75,13177.5,16960.5,16187
6774,18039.75,27965.75,28083.75,19266.5,19287.25,14276.75,13568,18039.75,19266.5
6775,19137.5,29474.25,29448,19143,19697.5,14825,14069.5,19137.5,19143
6776,19948.25,29003,29914.75,18394,20930.25,15720,13989.25,19948.25,18394
6777,19095.5,29136,26063.5,17364.25,19196,14999.25,13669.75,19095.5,17364.25
6778,18221.5,27048.75,25213.5,16700.75,17356.5,14462,13106.5,18221.5,16700.75
6779,17470,26739.25,23903.75,15102.5,17074.5,14493,12560.5,17470,15102.5
6780,17202.75,27149,23326,15225,16626.25,14313,12790.25,17202.75,15225
6781,17329.5,26019.5,24400.75,15126.5,16554.25,14634,12582.75,17329.5,15126.5
6782,17013.25,26522.5,24568.25,15174.25,16538.75,14376.5,12533.75,17013.25,15174.25
6783,17474.5,26184.75,23625,16228,16250.25,14474,13220.5,17474.5,16228
6784,19141.25,25388.75,23891,16607.25,17463.75,15711.75,15400,19141.25,16607.25
6785,19357.5,26446.75,24691.25,16391.5,18323.25,18349.75,16304.5,19357.5,16391.5
6786,19719.25,27159.75,25010,16035.25,19844.5,17718.25,16597.25,19719.25,16035.25
6787,18925.25,25998.75,23316.75,15189.75,17996,17214.75,16137,18925.25,15189.75
6788,17900,24804.5,22399.5,15039,16771,15265.5,14645,17900,15039
6789,17731.5,23928.25,22133.25,14985,16545,14381.25,14536.5,17731.5,14985
6790,17144.75,23482,21451.5,14596,16069.25,14289.75,13605.5,17144.75,14596
6791,16803,22667.5,20471.5,14641.75,16136.5,14176.5,13101.25,16803,14641.75
6792,16739,22611.75,19973.5,14552,16105,14210,13119.25,16739,14552
6793,16162.5,22660.5,20469.5,14657.25,16098.25,14124,12948,16162.5,14657.25
6794,16253.25,22820.5,20482.5,14631.5,16098.5,14025.5,12726.25,16253.25,14631.5
6795,16639.5,22975.5,20580,14703,16053.25,13978.25,12781.75,16639.5,14703
6796,16675.5,23741,20692.25,14710.5,16380.25,14149.5,12858.5,16675.5,14710.5
6797,16408,24341.25,22604.75,15215.75,16762.5,14216.5,13731.25,16408,15215.75
6798,16533.25,27675,25451.75,16626.75,19067.5,14306,15272,16533.25,16626.75
6799,16997.5,27894.5,26245.25,16941.25,20258.75,14342,15307,16997.5,16941.25
6800,17779.5,25643.75,24792.75,16170.75,19464.75,14881,15549.5,17779.5,16170.75
6801,17057.75,24988.75,22686.75,15318.25,17999.25,14373.25,14764.75,17057.75,15318.25
6802,16384.25,24813.5,21864.25,15033.5,17037.25,14723.75,13799.75,16384.25,15033.5
6803,15808.5,24731.25,21712.5,14564.75,16515.5,14850.5,13265.5,15808.5,14564.75
6804,15315.5,24985,22042.25,15131.75,16479.75,14581,13239.5,15315.5,15131.75
6805,16390.5,24228,22145.5,15133.75,16012,14497.75,13525.5,16390.5,15133.75
6806,15775,24838.5,22845.5,14951.75,16251,14503.75,13772.25,15775,14951.75
6807,15999.75,24880.25,22479,15440.5,16533,14673,14523,15999.75,15440.5
6808,17714.25,25327.75,24002.25,17624.25,17226.5,16384.75,14700.5,17714.25,17624.25
6809,20378.25,27109.75,26197,18568.25,19778.5,18404,14754.75,20378.25,18568.25
6810,20794,27746,26387,18544.25,20043.25,18043.5,15611.5,20794,18544.25
6811,18607.75,25106.75,23169.5,16047,16880.75,16904.25,14424,18607.75,16047
6812,18014.75,24166.25,21773.25,15092.5,16368.25,15099,13851,18014.75,15092.5
6813,18320.5,24520.75,21779,14632.5,16314.5,14872.25,14000.5,18320.5,14632.5
6814,16860,23585.25,20856.25,14587.75,15609,14648.25,13918.25,16860,14587.75
6815,17016.25,22363.5,20556.5,14690,14604.75,14746.5,13171.75,17016.25,14690
6816,16832.5,22453,20069.75,14653.75,14061,14458,13022,16832.5,14653.75
6817,17229.25,21975.25,20097,14552.25,14031.75,14467.5,12972.75,17229.25,14552.25
6818,17436.25,22147.25,19986,14266.25,13991,14457.75,12923.75,17436.25,14266.25
6819,17693,22143,20265,14426.5,14169.25,14366.75,12984,17693,14426.5
6820,18172.25,23480.5,20149.75,14903.5,14447.5,14570.5,13076.25,18172.25,14903.5
6821,20216.5,25398.25,21696.5,16669,15525,15621.75,13314.5,20216.5,16669
6822,23104,28017.25,23444.75,18344,17132.5,17536.5,14587.25,23104,18344
6823,23318.25,28656.75,24837,17669.75,18523.25,20111.75,15621.75,23318.25,17669.75
6824,22132.5,27370,23306.5,17028.5,17894,19063.75,16102.25,22132.5,17028.5
6825,20493.25,27034.5,22109.5,16049.25,15864,17227.5,15184.25,20493.25,16049.25
6826,19210,26515.5,21882.5,15536.25,15173.75,16716,14814.25,19210,15536.25
6827,18924.75,24988.75,21825,15307.5,15348.25,15900.25,14218.75,18924.75,15307.5
6828,18955.25,24838.75,20581.25,14850,15820.5,15116.75,14075.5,18955.25,14850
6829,19124,24617.25,20627.5,14748.25,17062.5,14680.5,13748.5,19124,14748.25
6830,19150.25,24529.75,20538,14918,17115.25,14741.5,13816.5,19150.25,14918
6831,19882.75,24528,20598,16180.75,18097.5,14917.5,13785.75,19882.75,16180.75
6832,20865.25,25328.5,22681.5,18623,19628.25,16202.25,14375.75,20865.25,18623
6833,21517,27123.25,25094.5,19756.25,21245,18135.25,15557,21517,19756.25
6834,23285.75,27082,25988.25,18862,21695.5,19376.75,15980,23285.75,18862
6835,21652.25,25721.25,22895,17042,20838.75,16756,14932,21652.25,17042
6836,20397.75,24968.5,21868.75,14938,19424,15471,14109,20397.75,14938
6837,19653.75,24732.5,21331.5,14816.5,19150.5,14738.25,13902,19653.75,14816.5
6838,18631.75,24381.75,20296.5,14104.25,17770.75,14473,13497.5,18631.75,14104.25
6839,18308,22852.75,19972,13780.5,16918.5,14306.5,13462.25,18308,13780.5
6840,18604,22451,19815.5,13592,17357,14332.25,13435.75,18604,13592
6841,18247.25,22685,19753,13598.25,17246.5,14435.5,13363.25,18247.25,13598.25
6842,18153.75,23317,19731.5,13584.75,17030,14411.25,13266.25,18153.75,13584.75
6843,18866,23197.75,19816,13638.5,17436.75,14460.25,13344,18866,13638.5
6844,19893.75,23561.25,21121.5,13655.25,17104.5,14476.25,13390,19893.75,13655.25
6845,21195,25913.5,25501.25,14143.25,16824,15225.75,14015,21195,14143.25
6846,24206.5,29084.25,27192.25,15291.5,16744.25,18257.25,15058,24206.5,15291.5
6847,25315.75,29567.75,26766,15842.75,16527.75,18807.75,16198,25315.75,15842.75
6848,24452.75,28256,25511.5,15683,16289.5,17833.25,15445,24452.75,15683
6849,24101.75,26407.5,25173.75,14641.75,16150.25,17241.75,14853.25,24101.75,14641.75
6850,23221.25,25957.75,24528.25,14398.5,16464,16046.75,14329.5,23221.25,14398.5
6851,22330.5,24243.25,23510.5,14225.25,16859.25,14998.25,13619.25,22330.5,14225.25
6852,21861,23803.75,23312.5,13914.75,16955.25,15177.75,13849.75,21861,13914.75
6853,21498.5,23356.75,22780.75,13785,16509.25,15229,13723.25,21498.5,13785
6854,21356.5,23426.75,22974.25,13871.75,16539.75,14964.75,13567.5,21356.5,13871.75
6855,21748.75,23369.5,23668.25,14734,16578,15161.75,13788.5,21748.75,14734
6856,22099,23972,25714.25,16878.5,17348.5,16421.75,14800.25,22099,16878.5
6857,23360.25,24391.25,27624.25,19060,18786.25,18639.5,14803.5,23360.25,19060
6858,25422.75,25053.75,26720,17459.75,19315.25,17416.5,15306.5,25422.75,17459.75
6859,22447.5,24213.25,23665.75,14854.75,17972,16010,14203.5,22447.5,14854.75
6860,21058.5,23263.75,23439.5,14450.5,16665,15237.75,14179,21058.5,14450.5
6861,20669.75,22564.5,21698.25,14383.5,16856.25,14654.75,13936,20669.75,14383.5
6862,19355.75,22153.25,20739,14229.25,16698.25,14488,13861.75,19355.75,14229.25
6863,18394.25,20959.75,20092.5,14312,16567.5,14312.25,14022,18394.25,14312
6864,18081.25,20830.5,19612,14280.75,16368,14279,13984.5,18081.25,14280.75
6865,17763,20554.75,19965,14326.5,16158,14265.75,14044.25,17763,14326.5
6866,18207.75,21026.5,19692.25,14248.5,16392.75,14291.5,14140.25,18207.75,14248.5
6867,18730.75,21615.25,19593.25,14256.5,16563.5,14367.25,14408.5,18730.75,14256.5
6868,19749.75,22049.5,19566.5,14250.5,16919.5,14332.75,14332.75,19749.75,14250.5
6869,21182.25,23880.75,20428,14391.75,18663.25,15427.75,14785.75,21182.25,14391.75
6870,22939.25,24766.5,21372.5,15067.5,21535.5,17929,15661.5,22939.25,15067.5
6871,24857.5,26876.75,22452.75,15440.5,20319.5,19122,15929.75,24857.5,15440.5
6872,25129,26048.75,21268.5,16029,18818.25,18897.5,15894,25129,16029
6873,24152.5,24637.75,20277,15179.5,18963.75,16762,15456.75,24152.5,15179.5
6874,23204.75,23318.5,19906.5,14676.25,18691.5,15503.5,14943.25,23204.75,14676.25
6875,22054.25,22994.25,20341,14539,18069.25,15205.25,14604.25,22054.25,14539
6876,22355,22907.75,19817.25,14306.75,17500,14868.75,14943.25,22355,14306.75
6877,21579.25,23331,19849.5,14187.25,16888,14578.25,14782.5,21579.25,14187.25
6878,21297.25,22790.5,20801.25,14115.25,17185.25,14829.25,14671,21297.25,14115.25
6879,21846.25,22313,20636.75,14546,18067.25,14955.5,15191,21846.25,14546
6880,22105.25,23515.25,22787,16543.5,20579.5,15994.75,15947.75,22105.25,16543.5
6881,22744,24477,24807,16969.5,20054.25,17241.5,16845.5,22744,16969.5
6882,23941.5,25412.5,24828,17461,19364,17691.25,16712.5,23941.5,17461
6883,21541,23751.5,23244,14674.25,18331.75,15101.5,15582,21541,14674.25
6884,21080.5,23232.25,21846.75,14489.25,16913.5,14772,15269,21080.5,14489.25
6885,20317.25,23113.25,20429,15419.5,16831.75,14541.75,14933.75,20317.25,15419.5
6886,19532.75,22443.75,19581.25,14936.75,16307.5,14693.75,14783.5,19532.75,14936.75
6887,18739.25,20991.5,19260.75,14124.75,16134.5,14354.5,14715.25,18739.25,14124.75
6888,18333.25,20139.5,19021,14003.75,16033.75,14236.25,14523,18333.25,14003.75
6889,18054,20075.75,19045,14134.25,16272.75,14321.5,14449.25,18054,14134.25
6890,18171.25,20243.75,19356.25,14192.25,16426.75,14442,14504.25,18171.25,14192.25
6891,18591.5,20295.5,19460.25,14128.75,16437.5,14409,14414,18591.5,14128.75
6892,19746,19559.5,19723.75,14176,16906.25,14366,14507.25,19746,14176
6893,21055.5,20745,20021.25,15067.75,17290,15102.5,14957.75,21055.5,15067.75
6894,22539,21551.75,20261.25,16517.5,19042.25,17570.25,15131.75,22539,16517.5
6895,24219.5,22708.75,20402.25,16755.25,19291.75,18097,15687,24219.5,16755.25
6896,23726.25,21923.25,20248,15086.75,19246.5,17510.25,15470.25,23726.25,15086.75
6897,24421.5,22324.5,20729.25,14436.75,20129.5,16508.25,15580.25,24421.5,14436.75
6898,23825,22128.75,19777.25,14676,18038.25,17097,14649,23825,14676
6899,23568.5,22120.5,18958.5,14593,17294,16838.5,14879.25,23568.5,14593
6900,22864.75,22213,18757.25,14512.75,17268,16225.5,14935.5,22864.75,14512.75
6901,22545,22151.25,19548.25,14333.5,17278.5,15871.5,15029.25,22545,14333.5
6902,21522.75,22849.75,19761,14457,17308.75,15724.25,15039.25,21522.75,14457
6903,22040,23599,20402,15374,18918.5,15346,16019,22040,15374
6904,21785.5,24711.5,21553.75,17677.5,20039.5,17093,17710.5,21785.5,17677.5
6905,21780.25,27533.75,24683.5,18787.75,21383.75,17935.5,17700.5,21780.25,18787.75
6906,23082.5,28263,25092.75,19140.25,21923.75,18423.75,18114.75,23082.5,19140.25
6907,22344,25545.5,22720.75,16922.5,19791,17375.75,17622,22344,16922.5
6908,20907,23363.5,21301.5,15595.5,17590.25,15575.25,16030,20907,15595.5
6909,19453.75,24033.5,20457.25,14810.5,17377,14917.25,15571.5,19453.75,14810.5
6910,19349.75,23271,19450.25,14734,17036,14567.5,15445,19349.75,14734
6911,18341.25,21914.25,19483.25,14399.75,16831.5,14408,14903.75,18341.25,14399.75
6912,18393.25,21867.5,19528,14267,16690.5,14347.5,14774.25,18393.25,14267
6913,18297.75,21915.5,19479.25,14276.25,16631.5,14374.5,14668.75,18297.75,14276.25
6914,18611.75,21711.75,19260.5,14243.75,16735.25,14426,14675,18611.75,14243.75
6915,19024,22018,19549.75,14271.75,16815.25,14382,14593.25,19024,14271.75
6916,19290,22178.5,20015.5,14340,16914.25,14386.5,14715.75,19290,14340
6917,21069.25,22101.25,23379.25,15686.75,17594,15393.75,15018.75,21069.25,15686.75
6918,23360.75,21866.25,26874,18960.25,19648.25,16761.5,16231.75,23360.75,18960.25
6919,25210,22534.5,25325,18807.75,19796.75,18752.25,18102,25210,18807.75
6920,24424.75,23238.75,23660,17707,18369,19338.25,16814.5,24424.75,17707
6921,24966.25,22655.75,22665.75,16481.25,17429.25,17830.5,15942.25,24966.25,16481.25
6922,25604.75,22383.25,22343.5,15931.75,16973,16152,15133,25604.75,15931.75
6923,24053.75,22097.75,22278.25,15288.25,16970,15626.5,15183.5,24053.75,15288.25
6924,22703,21315,21209.75,15366.5,17110.75,15406,15085.5,22703,15366.5
6925,22548.25,21226.5,21795.5,15747.25,17339.25,15427.25,15308.75,22548.25,15747.25
6926,23054.5,21441,22262.75,15174,17065.5,15084.5,15208,23054.5,15174
6927,21699.75,21947.5,22684,16009,17153.75,15302.25,15308.75,21699.75,16009
6928,21564.75,22752.25,24989.75,17199,17755.75,16725.5,16407,21564.75,17199
6929,22878,24903.25,25737,18523.25,19943.5,17275.75,17642.75,22878,18523.25
6930,24092.25,25687.5,25706.75,19738.5,19396.5,17937.25,18217.75,24092.25,19738.5
6931,21971.5,23599.5,23340.75,17373.75,18323.5,15759,16673,21971.5,17373.75
6932,20961.5,22610.5,22947.25,15763.75,17539.25,14768.5,15593,20961.5,15763.75
6933,19952.25,23183,21660,15354,17211.5,14854.25,15309,19952.25,15354
6934,19192.75,22005.75,20686,15211,17324.5,14868.5,14990,19192.75,15211
6935,19190.25,21634.75,19902,15031.5,16905.5,14851.5,14635.25,19190.25,15031.5
6936,19318,21660.5,19758,14913.5,16672.75,14636.25,14574.5,19318,14913.5
6937,19033.25,22198.5,20001.25,14964.5,16799,14564,14507.25,19033.25,14964.5
6938,18990.5,22304.25,19675.5,14956.25,16694.25,14587.25,14601.25,18990.5,14956.25
6939,18922.75,22309.75,19587,15030,16710.5,14619.5,14572.25,18922.75,15030
6940,19176.25,23220,19893.5,15175.25,16836.25,14674.5,14592.75,19176.25,15175.25
6941,19496.75,24850.25,22879.5,16001.5,17619.5,14994,14524.75,19496.75,16001.5
6942,19654.5,28023.75,25001.5,17787.5,19594.5,15473.25,14540.25,19654.5,17787.5
6943,20186.5,28792.25,24165.25,18532.75,20394.5,15529.25,14961,20186.5,18532.75
6944,20843.25,26665,22782.5,16502.5,20274.25,16607.25,15268.5,20843.25,16502.5
6945,20456.5,26737.75,22431,15409.75,18733.25,16605,15667.5,20456.5,15409.75
6946,19954.5,27205.75,22029.25,15100.75,17496,14857,15721,19954.5,15100.75
6947,19902.5,26911,20961.25,15142.75,16829.25,14643.5,14940.5,19902.5,15142.75
6948,19883.25,26440,20451.25,15093.5,16924.75,14908,14835.25,19883.25,15093.5
6949,20371.5,26980.75,20182.75,15412,17100.75,15171.5,14763.25,20371.5,15412
6950,20583.25,27050.75,21870,15472.75,17435.25,15490.5,14861.5,20583.25,15472.75
6951,19822,27615.25,23757,16093,18186.5,15432.25,15176.75,19822,16093
6952,20123.25,28373.5,26350.5,17276.5,19836,16158.25,16785.5,20123.25,17276.5
6953,22712.5,29334,27057.75,18535.75,21182.25,18670.75,18873.25,22712.5,18535.75
6954,22031.25,29585.75,27984,19692.75,21532,18349.5,18620.25,22031.25,19692.75
6955,19950.5,26295.75,24652,17493.5,19298,16884.25,16810.75,19950.5,17493.5
6956,19013.75,25508,23367.5,15464.75,17526,15072.75,15924.75,19013.75,15464.75
6957,18640.25,26292.5,22016.5,15315.75,17466.75,14830,15876.5,18640.25,15315.75
6958,18344.25,25127.75,21473.75,15284.25,17360.75,14787,15604.25,18344.25,15284.25
6959,17820.5,23583.5,20797.75,14986.5,17355,14486.75,14865.75,17820.5,14986.5
6960,17649.75,23310.25,21246.25,14967.5,17372.5,14464.5,14732,17649.75,14967.5
6961,17117.5,23512.5,21260.5,14884.25,17361.25,14447.5,14711,17117.5,14884.25
6962,17101,23290.75,21095.5,14860.75,17484,14405.25,14706,17101,14860.75
6963,17268.25,23342,21292.25,14899.25,17795,14550,14664,17268.25,14899.25
6964,17476.25,24118.25,22099,14967.25,17539.25,14596.75,14735.5,17476.25,14967.25
6965,16975,25785.5,24398.25,16183.75,17484.25,14538.5,15987.25,16975,16183.75
6966,17841.5,29677.75,26665.25,18318.25,19358.25,14541.25,17707.75,17841.5,18318.25
6967,18541.5,30087.25,26993.25,18050.25,19306.5,14922.5,19055.5,18541.5,18050.25
6968,18774.5,30261.75,26425.5,18039.25,18726.75,14640.25,18260,18774.5,18039.25
6969,19397.25,29372.25,24505.5,16361.75,18368,14470,17087.75,19397.25,16361.75
6970,19676,28014.75,24380.25,15274,17585,14402.25,16118,19676,15274
6971,19063,27088.75,23764.25,14734.25,16991.25,14348.5,15486,19063,14734.25
6972,17911,26321.5,23686.75,14695.5,16769,14369.75,15089.75,17911,14695.5
6973,18035.25,26093.5,23621.75,14820.75,16764,14594.25,14911,18035.25,14820.75
6974,18502,26387.25,24127.5,14847.25,16765.5,14901.5,15473,18502,14847.25
6975,18780.5,26358.25,24711.5,15190,16837.75,15025.5,16105.5,18780.5,15190
6976,19189,27256,26169.25,15990.25,17393.5,15297.25,16998.75,19189,15990.25
6977,21834.75,27487.75,28090.25,17378.25,18259.75,17150.5,18321.25,21834.75,17378.25
6978,21824,27697,27908.75,17982,17943.75,18555.5,17785.5,21824,17982
6979,20340.25,26476,25822.25,16018.25,17326.75,17008.5,16236.75,20340.25,16018.25
6980,18983.75,25117,23986.25,15293,17369.25,15040.75,15323.25,18983.75,15293
6981,18390.25,23853.5,23258,15133,17429.75,15145,15174.5,18390.25,15133
6982,18217.75,24238.5,22313.25,15070,17036.5,14788.25,14862.25,18217.75,15070
6983,17892.5,23381.5,21268.25,14983.25,16923.25,14561.5,15184.25,17892.5,14983.25
6984,17660.25,23222.5,21440.75,15107.25,16887.5,14547.75,14680.75,17660.25,15107.25
