labels,2015,2016,2017,2018,2019,2020,2021,low_shock,high_shock
2427,19219.5,16657.25,15570.25,15371.25,17056,13936.5,14123,19219.5,15371.25
2428,19492,16831.25,15863.75,15519.75,17195.75,13929.25,14312.5,19492,15519.75
2429,18662.25,18320.75,17631.25,17753.25,18236.25,13928.5,15241.75,18662.25,17753.25
2430,19043.75,20656.5,19946,20817.25,21768,13946.5,17217.5,19043.75,20817.25
2431,20438.5,23471,20474.5,21213,24041.5,14548.25,18510.25,20438.5,21213
2432,19489.5,22641.5,19904,17654.5,21321.75,14706.5,15987.75,19489.5,17654.5
2433,18664.25,20614.75,18269.75,16417,17616.75,14177.25,15375.5,18664.25,16417
2434,19133.75,20195.25,18027,15819.25,18078.75,13980,15725.25,19133.75,15819.25
2435,18572.75,19635.25,16894.25,15568.75,17442.75,13833.5,14866.25,18572.75,15568.75
2436,18802.25,19447.75,16653.25,15647,17698,13050.25,14661,18802.25,15647
2437,17928.75,19291.25,16163.25,15450.75,18514,13256.75,14464.25,17928.75,15450.75
2438,18253,19223,16954.25,15750,18102.75,12791.5,14416.5,18253,15750
2439,18263.25,18914.5,17835.75,15579,18253.5,13271.75,14672,18263.25,15579
2440,18683.25,19717.75,19323.5,17161.75,18500.5,14373.25,14987.25,18683.25,17161.75
2441,20927.5,20640,19160,20500.5,18784,16161.5,15507.25,20927.5,20500.5
2442,23703.25,22375.5,20109.5,21876.75,18464.5,18452.75,16708,23703.25,21876.75
2443,23783.5,21824.5,20527,20523.25,18387.5,19500.75,17264.25,23783.5,20523.25
2444,22385.25,20666,18326.5,17097.5,18620.5,18062.75,17119,22385.25,17097.5
2445,21604.5,20413,17088.25,16096.75,17980.25,16876.5,15322,21604.5,16096.75
2446,19941.25,19659.5,16269,15577.25,17847.75,15156.25,14914,19941.25,15577.25
2447,19417.75,18835.25,15972.5,15284.75,17805,14100.75,14520,19417.75,15284.75
2448,18857,18563.25,15906.5,15198.5,17645.25,13637,14350.5,18857,15198.5
2449,18619.25,17661,15372.75,15084.75,17533.5,13549.25,14585.25,18619.25,15084.75
2450,18154.75,17635,15586,15329.5,17524,13360.75,14304.5,18154.75,15329.5
2451,18909.5,18249.5,16302,15416,17535.25,12358.25,14193,18909.5,15416
2452,19957.75,19094.75,17334.25,15713.75,17536,12462.25,14308.25,19957.75,15713.75
2453,22293.75,20333,18811.5,18657,17865,12182,15013.5,22293.75,18657
2454,24168.5,22302,20579.25,20241.75,18808.5,12387,16137.75,24168.5,20241.75
2455,22982.25,23495,21686.25,19805,19286.5,12198.5,16421,22982.25,19805
2456,21732.75,21816.5,20502.5,19223.5,18373.75,12410.75,14365.25,21732.75,19223.5
2457,21398.75,20800.25,19226,18688.25,17606.75,12972.25,15022.75,21398.75,18688.25
2458,20986,20445.25,19289.5,17428.25,17604.25,12605.25,14676,20986,17428.25
2459,20661,21145.5,18368.5,16935.25,17324,11732.5,14331.25,20661,16935.25
2460,20373.5,21709.75,17287.75,15796.25,17049.75,11483.25,14494.5,20373.5,15796.25
2461,20306,21678,16911.75,15832.25,16331.5,11397.5,14423.5,20306,15832.25
2462,20279.5,21217,16656.5,15568,16253,11379,14188,20279.5,15568
2463,20238.5,21334.75,17052.5,15789.5,16547.25,11371.75,14280.5,20238.5,15789.5
2464,21052,21360.25,17694.75,16554,17233.75,11732.25,14651.25,21052,16554
2465,22489,21276.25,18388.75,17312.75,18794.25,13930,14451.25,22489,17312.75
2466,23393.75,22485.75,19827.25,18494.75,19742.25,16090,15620,23393.75,18494.75
2467,24612,22255,21155.25,17929,18591,16635.5,17674.75,24612,17929
2468,24040.75,21544.25,19402.75,16445.5,17274,15444.25,15650,24040.75,16445.5
2469,22463.25,20717.5,19032.5,15743.75,16920.75,14814.75,14969,22463.25,15743.75
2470,21484.25,19378.5,17050.75,15576.75,16241.75,13913.75,14571.75,21484.25,15576.75
2471,21017.5,19694,16778,15277,15946.75,13571.5,14106.75,21017.5,15277
2472,21021.5,18847.5,16514,15194,15847.25,13445.5,14015.25,21021.5,15194
2473,20619.25,18319.25,15480.25,15143.25,15905.25,13449.75,14148.5,20619.25,15143.25
2474,20563.75,18757.75,15393.25,15211.75,16060.75,13292.5,14142.75,20563.75,15211.75
2475,20546.25,18534.5,15785.75,15198.5,15974.5,13736.5,14302.75,20546.25,15198.5
2476,22211.5,19186.5,15750.25,15145,16016.75,14278.75,14286.25,22211.5,15145
2477,23803,20102.5,16009.5,15351,16130.5,17047,15515,23803,15351
2478,24817,22759,17370,16187,16432.75,19009.25,16629.25,24817,16187
2479,24291.75,23468.5,18055.75,16581.25,16682.75,19505.25,16418.5,24291.75,16581.25
2480,23023.75,21725.75,17062.25,15859,16532.75,16677.5,15226.25,23023.75,15859
2481,22193.25,21194,16740.5,15518.5,16331,15230.75,14665.5,22193.25,15518.5
2482,21501.75,20535,16869.5,15242.75,16033.25,17336.5,15408.75,21501.75,15242.75
2483,20711.25,19580,16915.5,15168.25,16057.5,14938.75,15129.25,20711.25,15168.25
2484,20934.75,19854.5,17238,15266.5,15963.5,14254.5,14476.25,20934.75,15266.5
2485,20676.75,19454.25,17125.5,15117.75,16465.5,13885.5,14176,20676.75,15117.75
2486,20761.25,19565.5,16970.75,15190.75,16797.75,13820.5,14446.25,20761.25,15190.75
2487,20976.25,19978.5,16960.5,15481,16138,13824,14797.75,20976.25,15481
2488,20888.5,19880.25,17799,15376.5,16150.75,13880.25,15168.5,20888.5,15376.5
2489,23430.5,20534,18453.25,16354,17348.5,16114.75,15188.25,23430.5,16354
2490,24628,21088.75,19186,19640,18811.25,18949.25,18034.25,24628,19640
2491,24757,23016.5,19612.25,21212.5,19840,20247.25,17851,24757,21212.5
2492,23318.75,21663,19517.75,19258.75,17823,18292,17252.75,23318.75,19258.75
2493,22528,20441.25,19441.75,17647,18013.75,16892.25,15315.25,22528,17647
2494,22398.25,19307.25,17648,16621,17002,14686.75,14690.5,22398.25,16621
2495,22028.75,17911.75,16698,15622,15941.5,14495.5,14390.75,22028.75,15622
2496,21910.75,18121.75,16519.75,15055.75,15695.75,14220.75,14373.25,21910.75,15055.75
2497,21106.25,17738.5,16530.5,15016.25,15730.5,14236.5,14227,21106.25,15016.25
2498,20551.5,18356,15920,14914.25,15664.75,14580.5,14205,20551.5,14914.25
2499,20230.5,18108,15885,14877.75,15653.25,14007.75,14267.5,20230.5,14877.75
2500,20594,18410.75,16379.75,14914,15810.5,14554.75,14480.75,20594,14914
2501,23239.5,19953.25,16508.25,14958.25,17626.25,16984.25,14778.5,23239.5,14958.25
2502,25122.75,21161.25,16749.25,15041.75,20730,18054.25,16469,25122.75,15041.75
2503,24051.25,23431.25,17091.75,15868.5,20693,18298,15514.5,24051.25,15868.5
2504,23042.75,22925.75,16843,15487.5,18914.75,15051.25,14755,23042.75,15487.5
2505,21668,21436.5,16418.75,15192.5,18240.5,14123.5,14559,21668,15192.5
2506,21301.25,20596,16668,15238.25,16255.25,14161.25,14766,21301.25,15238.25
2507,20858,20427,17795.5,15224,15602.5,14359.75,14668,20858,15224
2508,21088.25,19485.75,16085.75,15291.25,15498.25,13965.75,14399.5,21088.25,15291.25
2509,20748,18780.5,16198.5,15067,15588,13977.75,14260.5,20748,15067
2510,20491,18361.75,15666.25,15066.5,15548.75,13851.5,14311,20491,15066.5
2511,20749,18619.75,15438.5,15065.5,15519,14104.25,14263,20749,15065.5
2512,21782,18868.75,16105.75,15849.75,15816.75,14160,14539.75,21782,15849.75
2513,22489.75,19384.75,16905.25,16418,17309.25,16480,15395.75,22489.75,16418
2514,24024.5,19660.75,18567.25,16332.75,19120,20208.75,16835.5,24024.5,16332.75
2515,25213.5,20810.75,19476.75,16602.25,18720.75,20498.5,17914.25,25213.5,16602.25
2516,23795.75,20336.5,18907.75,15745.25,16530.5,17510,17426.25,23795.75,15745.25
2517,21852,19493.25,17962.5,15770.5,16175.75,15811.75,15715,21852,15770.5
2518,22004,18282.25,17149.25,15401.25,15656.5,15454,15194,22004,15401.25
2519,22587.5,18869.5,16277.25,15147.75,15698.5,14098.25,15131,22587.5,15147.75
2520,22520,18040,15750.5,15141.25,15646.75,13760.5,15087,22520,15141.25
2521,21841.25,17753.5,14842.75,15052.75,15764.5,13797.25,15207,21841.25,15052.75
2522,21467.5,17482.75,15054.25,15084.5,15848.75,13936,15305,21467.5,15084.5
2523,22286.25,18129,15573.75,15114,15868.25,13970.5,15433.5,22286.25,15114
2524,23073,17952,14859.5,15401.25,16191.75,14402,15443.75,23073,15401.25
2525,25169.5,17625.25,14980.75,17535,17249.25,15774.75,16585.75,25169.5,17535
2526,27077,18388.25,15686.25,20756.5,19925,15991.5,18141.75,27077,20756.5
2527,25561.25,18290.5,17317.75,20480.75,20122.25,16385.75,17938.5,25561.25,20480.75
2528,24038.5,18497,17430.75,19924.5,18597,14800.5,16452.25,24038.5,19924.5
2529,23997.25,18938.75,16687.5,17755,17377.75,14562,15680.75,23997.25,17755
2530,23196.5,17411.5,16805.25,17545,16133.25,14072.25,15760.5,23196.5,17545
2531,22975.75,17328.5,16302,17556,15922.75,13940.75,15542.5,22975.75,17556
2532,23360.5,16730,15852.5,17354.5,16034.5,13562,15363,23360.5,17354.5
2533,23240.75,16570.5,15193.5,16509.25,16138,13269,15120.25,23240.75,16509.25
2534,22385.25,16055,15420,15567.25,16221.25,13038,15165.5,22385.25,15567.25
2535,23436,15876.75,16288.5,15634.75,16193,13025.25,15270,23436,15634.75
2536,23813,17169.5,16593.5,15757,16267.75,13623.25,15584.25,23813,15757
2537,24289.5,17037,17823.5,16474,18073.25,16889.5,16651.5,24289.5,16474
2538,25829.25,18411.5,20011.75,17205,21249.5,19131.25,18391.25,25829.25,17205
2539,27104.75,19266,20285.75,18325.75,20281.75,19304.5,19044,27104.75,18325.75
2540,26183.5,19228.75,19823.75,18299.75,17833.25,17702.75,17462.5,26183.5,18299.75
2541,25121.25,18486,19888.75,16748.5,16449.5,16312.75,16360.5,25121.25,16748.5
2542,24738.5,17360.75,17974.25,15758.5,16309.25,14366.75,15646.75,24738.5,15758.5
2543,23691.25,16998.5,16214.5,15569.25,15947.75,13362.5,15683.25,23691.25,15569.25
2544,22735.75,16831,16239.75,15455,15845.25,13407.25,15424.75,22735.75,15455
2545,21834.75,16727,16838.25,15517.25,15845.25,13316,15580.5,21834.75,15517.25
2546,22177.75,16745.5,16407.5,15448,15953.75,13383.25,15513.5,22177.75,15448
2547,22239.75,16389.5,15966.75,15467.5,15978.25,13596,15332.25,22239.75,15467.5
2548,23033.5,16644.5,16166.5,15581.75,16493.25,13930.5,15221.5,23033.5,15581.75
2549,24711,16602,16169.25,16566.25,18062.75,16398.25,15368.75,24711,16566.25
2550,25960.75,17841.5,16102.25,17374,19841.5,18991,15856,25960.75,17374
2551,27734.25,17752,15901.25,18672.75,21303.5,18865,16597.25,27734.25,18672.75
2552,25779.5,17340.75,16478.75,17713.75,19118.75,16447,15780,25779.5,17713.75
2553,25740.25,17805.5,16616.75,15930,16847.25,13910.5,15474.75,25740.25,15930
2554,26712.75,18362.25,17002.25,15614.75,15965,13741.25,15478.25,26712.75,15614.75
2555,25260,17392.5,16561.25,15531.75,15919.5,13557.75,15323.25,25260,15531.75
2556,24474.5,16305,15361.5,15535.25,15852.5,13596.25,15286.5,24474.5,15535.25
2557,25144.5,16332.5,15361.5,15491.25,15819.75,13606,15299.5,25144.5,15491.25
2558,24080.5,16595.75,15472,15595.25,16202.25,13791.25,15415,24080.5,15595.25
2559,23812.5,16069.75,15254.75,15685.5,16002.5,13846.25,15413.25,23812.5,15685.5
2560,24112.5,16598.5,16269,16567.75,16926.25,15511,15642,24112.5,16567.75
2561,24417.75,17719.5,17210,17611,17311,17124.5,16565.25,24417.75,17611
2562,24923.5,18309.5,17669.5,19207.75,17814.75,18847,18644,24923.5,19207.75
2563,25899.25,19305.75,18358.25,21404.5,17814.75,19079.25,18989.5,25899.25,21404.5
2564,25937.5,19407.5,18612,18567.75,16918.5,17940,18220.25,25937.5,18567.75
2565,25261.5,19177.5,18483.5,16403.5,16259,16507.25,16655.75,25261.5,16403.5
2566,24515,18418.5,17042,15817.25,16327.25,14480.25,15626.5,24515,15817.25
2567,23148,17261.75,17089.5,15613,15928.25,14096.25,15517.25,23148,15613
2568,21749,17276.5,16330.25,15481,15789,13889,15699.75,21749,15481
2569,20714.5,17286.25,16252.75,15458.5,15869.75,13866.75,15414,20714.5,15458.5
2570,20509.25,17025.5,16296.75,15426,15795,13835,15267,20509.25,15426
2571,20706.75,17343,16297.5,15520.25,15868.5,13819.5,15184.75,20706.75,15520.25
2572,20894.25,18268.75,18087.5,15558.5,16081,13906.25,15150.5,20894.25,15558.5
2573,21096.75,20256.75,18373.5,17377.75,17543.25,13817.5,15195,21096.75,17377.75
2574,21761.75,23499.5,21019,20324.75,18735.5,14003,15356,21761.75,20324.75
2575,22978.75,24401.25,22637.5,19972,20289.25,15406,15570.25,22978.75,19972
2576,23057.25,21520.25,22310.75,17279,19403,14296,15622.25,23057.25,17279
2577,20931.25,20373.5,21183.75,16723.25,18122.5,13911.75,15425.75,20931.25,16723.25
2578,21829.75,19760,21590.75,16062.5,16186.5,13986,15289.5,21829.75,16062.5
2579,21769.25,19562.5,19731,15453.75,15395.75,13777,15217,21769.25,15453.75
2580,21499.5,19842.75,19076.25,15397,15187.75,13753.5,15140.25,21499.5,15397
2581,21317.25,19288.5,18642.75,15329,15130.75,14070,15195.75,21317.25,15329
2582,20715.75,19044,18511.5,15433.25,15099.5,13946,15221,20715.75,15433.25
2583,21048,19125.25,19464.25,15873,15350.5,13839.25,15401.25,21048,15873
2584,21072.5,19837,19604.5,16085.25,15538.75,14930,15793.25,21072.5,16085.25
2585,21192.5,20497,20404.5,17177,18328.25,18756,16312.75,21192.5,17177
2586,22507,21101.5,21622.5,18360.25,21533.75,20361,17056,22507,18360.25
2587,23105.5,22280.75,22864.5,19662.5,21491.75,19558.75,18435.25,23105.5,19662.5
2588,22885.5,21560.75,22164.5,17745,19034.75,18019,18148.25,22885.5,17745
2589,23969,19807.5,19928.5,15608.5,17213.25,17267.75,17106.25,23969,15608.5
2590,23698,18366.75,19375.5,15324.25,16872.5,15276.75,15923.5,23698,15324.25
2591,22858.25,18312.75,18821,15286.5,16005.25,13940.5,15489.25,22858.25,15286.5
2592,21449.5,18559.75,18712,15302.75,15936,13775.25,15515.25,21449.5,15302.75
2593,21129.75,18040.25,18480.25,15282.25,16013.25,13657,15457.75,21129.75,15282.25
2594,20836.25,17488.25,18122,15183,16071.5,13663.75,15399.25,20836.25,15183
2595,21041.5,17617.5,18427.5,15222.5,15751.75,13648,15466.5,21041.5,15222.5
2596,20928.75,18071,18912.75,15490.75,15820.5,13704,15810.75,20928.75,15490.75
2597,20457,20667.75,20345,16368.75,16014.5,13728.5,16615.75,20457,16368.75
2598,20173.5,21402.5,22846.75,17970.5,17713.25,14063.75,18770.75,20173.5,17970.5
2599,20802.5,21114.25,24882,18777,17963.75,13405.75,19229.75,20802.5,18777
2600,20871.5,20021.25,21744.75,17872.5,17616.5,13247.75,18253.5,20871.5,17872.5
2601,20720.25,18064,21120,17189.75,16789.25,14935,18054.75,20720.25,17189.75
2602,20900.25,19146.5,22694,16415.75,16255.75,14357,16451.25,20900.25,16415.75
2603,21276.75,18832.75,21946,16329.75,15530.75,13283.5,15591.25,21276.75,16329.75
2604,20637,18448.5,20254,16161,14764.5,12974.25,15519.25,20637,16161
2605,19862.75,18160.25,19555.25,15667.5,14622,12455.75,15697.25,19862.75,15667.5
2606,19814.75,18083.25,19402.75,15609.25,14808.5,12238.75,15527,19814.75,15609.25
2607,20125,17935.25,19829.5,15682,15612.75,12430,15377.5,20125,15682
2608,20657.25,17601.5,20004,16674,15992.25,13476.25,15546.75,20657.25,16674
2609,21926.5,18509.5,20995.25,17538.25,16467,16031.25,16567.25,21926.5,17538.25
2610,23030,19565.75,22116.75,19197.5,19795.25,16825.5,17694,23030,19197.5
2611,23643.75,20967.75,22966.25,19691,20263.75,17439.5,17976,23643.75,19691
2612,23095.75,20683.75,22124,16911.75,18611,16347.75,17308.25,23095.75,16911.75
2613,22557.5,18667.25,20682,15578.5,17694.5,15826.5,16686.5,22557.5,15578.5
2614,23414.5,17842,19865.75,15471.25,16336.25,14538.5,15980.25,23414.5,15471.25
2615,22519.25,17136.25,19654,15381.25,15596.75,14239.75,15459,22519.25,15381.25
2616,21542,16864,20239,15363.75,15670.25,14405.25,15490.25,21542,15363.75
2617,21129.25,16516.25,19975.25,15303.75,16051.25,14246.75,15551.75,21129.25,15303.75
2618,20902.75,17070,19927.25,15369.25,16071.25,14014,15554.25,20902.75,15369.25
2619,21598.25,17894.5,19911,15423,16048,14028.25,15542.75,21598.25,15423
2620,22807.75,18061.25,19861.25,15571.5,16164.5,14485.5,15555.25,22807.75,15571.5
2621,25259.5,19843.5,20900.5,16136,15921.75,16537.25,16636.5,25259.5,16136
2622,27045.75,21097.25,22806,18758,16069,19725.75,17620.25,27045.75,18758
2623,27576.75,20599,23532.75,19409.5,16363,21097.5,17741.25,27576.75,19409.5
2624,25803.75,19873.25,21493.75,17803,16467.75,18045,16508,25803.75,17803
2625,23336,19035.5,20911.75,16593.75,15993.5,14017.25,15446,23336,16593.75
2626,22986,19038,20392,16807.5,15876.75,13045,15009.75,22986,16807.5
2627,21893.75,18107,19964.25,15785.25,15595.25,12714,14883.25,21893.75,15785.25
2628,21898,18094.25,19872.75,15536.5,15374.75,12467.75,14889,21898,15536.5
2629,22421.5,17811.75,19555.5,15545.25,14977,12139.5,14900,22421.5,15545.25
2630,22449.75,18297.5,19408.75,15428,15325.75,12121,15001.75,22449.75,15428
2631,22453,18536.25,19613.25,15739,16062.75,12063.5,15135.75,22453,15739
2632,23297.5,19706,20556.25,16872.25,16367.75,12748.75,15518.75,23297.5,16872.25
2633,25571.25,20247.5,22059.75,18466,17371.75,14316,15976,25571.25,18466
2634,27475.75,20755.75,23960.25,19258.5,20177,18293.25,17962.25,27475.75,19258.5
2635,27444,21690,24902,19473.5,18789.5,19587,18126.5,27444,19473.5
2636,27308.5,20611,24728.75,18658.5,18309.25,18036.5,17703,27308.5,18658.5
2637,26727.25,20340.5,22350.5,17272,17084.5,17187.25,16628.25,26727.25,17272
2638,25046.25,19307.5,20440.75,16696,15431,14904.5,15831.75,25046.25,16696
2639,23302.25,18472.75,19029.25,17295.25,15283.75,14420.5,15871.5,23302.25,17295.25
2640,22432,18149.5,18400.5,15308,14415,14425.75,15581.75,22432,15308
2641,22586,18052.75,18405.25,15090.75,14262,13845.25,15630.25,22586,15090.75
2642,22562.5,17452.5,18172.25,14859.5,14124.25,13781,15670.25,22562.5,14859.5
2643,22550.25,17497.25,18146.5,14669.5,13870.75,13751.75,15646.25,22550.25,14669.5
2644,23056.5,18352.5,18702.5,14634.25,13736.5,14521,15688.25,23056.5,14634.25
2645,24571.75,19954.5,21052.75,14756,14008,16621.5,17484,24571.75,14756
2646,26592.5,21576.5,23441.75,14917,13548,18636.5,17465,26592.5,14917
2647,27369.75,21374.5,23562.75,15592,13680.25,18242.75,17283,27369.75,15592
2648,24683.75,20365.25,21501,15669.75,14351.25,16801.5,16065.5,24683.75,15669.75
2649,23430.25,19377,19892,14914.75,13376,13679,15720.5,23430.25,14914.75
2650,22643.5,18810.25,18907.25,14694,12985,12518.25,15443.5,22643.5,14694
2651,22077.25,18795.5,19011,14552.75,12919.25,12563,15274.25,22077.25,14552.75
2652,21686.25,18578.75,18429.75,14460.25,12707.75,12519.5,15510,21686.25,14460.25
2653,21521.75,18356.25,18232,14313.75,12663.25,12528.75,15056.5,21521.75,14313.75
2654,21155.75,18566.5,18795.25,14587.25,12648,12327.25,15416.5,21155.75,14587.25
2655,21375,18092.5,19138.75,14481.25,13177,12039.5,15097.25,21375,14481.25
2656,22048.5,18847.5,20090,14583.5,13342.5,12804.5,15527.75,22048.5,14583.5
2657,22846.75,20940.75,20671.75,16228.75,14077.75,14749.25,15641.75,22846.75,16228.75
2658,24792,22159.5,21726.25,18136,17266.75,17714,16367.75,24792,18136
2659,24557.5,22580,21477.5,18904,18050.5,19304.5,17849.75,24557.5,18904
2660,23388.5,20426.25,19943.5,17691,16581.25,18219.75,16409,23388.5,17691
2661,22956.5,19772.75,19525,17373.25,16000.25,16479,15893.25,22956.5,17373.25
2662,23079.25,18739,18891.25,16047.75,14874,14328.75,15540.75,23079.25,16047.75
2663,22412.25,18272.75,17568,14964.75,13286.75,14301.25,15482.75,22412.25,14964.75
2664,21768.25,18115.25,16890.5,14814.75,12551.5,13968.75,15405,21768.25,14814.75
2665,21052.25,17864,16683.25,14525,12417.75,13959.25,15167.75,21052.25,14525
2666,21399.5,17503,16626.25,14242,12367.5,14114.25,15042.25,21399.5,14242
2667,21618.5,17979,16598.75,14351.5,12496,14674.25,15149.25,21618.5,14351.5
2668,22927.75,18655,16850.25,14360.75,12390.5,15252,15585.75,22927.75,14360.75
2669,24846.5,20427.75,17312.25,14267.5,12366,17361.5,17718.5,24846.5,14267.5
2670,26617.25,21221,17545.75,14309.5,12674.75,19561.5,17864,26617.25,14309.5
2671,25420,21760,17717.25,14760.75,13348.5,20454,16760.25,25420,14760.75
2672,25081.25,20320.5,18605.5,14939,13037,17932,15983,25081.25,14939
2673,24636.5,19829.25,17729.5,14228.25,12014,15447.5,15475,24636.5,14228.25
2674,24275.75,19849.75,17028.25,14250.25,11063,14210.75,15334.75,24275.75,14250.25
2675,23414.5,19690,16660,14213.75,10922.5,13879,15068.5,23414.5,14213.75
2676,22606.25,18409.25,17000,13666.5,10859.5,13552.25,15141,22606.25,13666.5
2677,22645.75,18329.5,16589.75,13618,10747,13584.25,14967.5,22645.75,13618
2678,22342.75,18453.25,16753.75,13655,10612.5,13863.75,14852.5,22342.75,13655
2679,22756.75,18891,17047.75,13972.75,10862.75,14209,14861.25,22756.75,13972.75
2680,24269.5,19556,16986,14209,11016.75,14208.75,15225,24269.5,14209
2681,25780.25,19820.25,18786.75,14742.25,12477.75,15346.5,16175.5,25780.25,14742.25
2682,26417.75,20634.75,19990.75,16882.5,12958.75,18854.75,17562,26417.75,16882.5
2683,26191.25,20505,21462,17342.25,13048,19164,17714.25,26191.25,17342.25
2684,26408.5,20444.5,21280.5,15823.25,12861.25,17269,17869.25,26408.5,15823.25
2685,25155.25,20482.75,20720.75,16401,12648,15893.75,17087.25,25155.25,16401
2686,23977.5,19894,18406,15131.75,12958.25,14655.75,15543.5,23977.5,15131.75
2687,22708.75,17928.75,17895.75,16993.75,12005.5,14197.75,15302.5,22708.75,16993.75
2688,22051,17307,17670.5,14806.25,12126,14058.5,15236,22051,14806.25
2689,22032.5,17500.75,17318.75,14646.25,11881.75,14265.5,15272.5,22032.5,14646.25
2690,21768,17380.5,18062.25,14170.5,11955.25,14060.75,15680,21768,14170.5
2691,22058.25,18214.5,18306.25,14086.25,11917.25,14068.75,15566,22058.25,14086.25
2692,22709.25,17230.5,17991.5,14164.75,12693.25,14255.5,15705,22709.25,14164.75
2693,24345,17546.25,18333.25,15670.75,15952.5,15997,16704.5,24345,15670.75
2694,26323.25,17508.75,18056,18332.5,18289.25,17516.75,18994,26323.25,18332.5
2695,26453,18317.75,18041.75,19925.25,18375.25,17812.75,17023.5,26453,19925.25
2696,25419,18282.25,17713.25,16644.5,18431.25,16205.75,16802,25419,16644.5
2697,24212.75,18330.5,18400.5,15348,15371.5,14335.5,16584,24212.75,15348
2698,24340.5,18321.25,18582.25,14589.75,15031.5,13902,15352,24340.5,14589.75
2699,23128.25,18283.25,17451.75,14621.25,14868,14022.75,15334.25,23128.25,14621.25
2700,23309,17661.5,16346,14281.5,14537.5,14210.5,15139.75,23309,14281.5
2701,23009,17637.75,16175.25,14138.5,15102.5,14203.5,15014.25,23009,14138.5
2702,23326.75,17613,15879.5,13917.75,15092.25,14171.25,14900.25,23326.75,13917.75
2703,23248,17767.25,17041.25,14140.25,14562.25,13987.5,15400,23248,14140.25
2704,24234.75,17788.75,17568.5,14435.5,14891.25,15093.25,15455.5,24234.75,14435.5
2705,25367.5,17743,18636.75,15190.5,16623.75,18291.5,15750.5,25367.5,15190.5
2706,26478.75,19280.5,19928.25,17436.75,18376.25,20361.5,17962,26478.75,17436.75
2707,26521.5,19400.5,21565,19100.75,18086.25,19839.75,19455.75,26521.5,19100.75
2708,26277.25,19130.5,20958,18158.75,16848.5,19341.5,18623.75,26277.25,18158.75
2709,24873,19431,20229,15097.5,15899.25,18308,16936.75,24873,15097.5
2710,24337.25,19353.5,18734.5,14342,14794.75,16264.75,16424.5,24337.25,14342
2711,22896.25,17933.25,17843.25,14263,13842,14471,16067.5,22896.25,14263
2712,22757.25,17468,17491.25,14361.75,14048,14106.5,15754.5,22757.25,14361.75
2713,21468,17476.75,17469.75,14048,13949.25,14108.75,15358,21468,14048
2714,21549.75,17345.75,17698,14051,13966.75,14198.25,15508,21549.75,14051
2715,21504,16878.75,18219,14091.5,14129.75,14211.5,15413.75,21504,14091.5
2716,22941.5,17343.5,18723.5,14135,14244.5,14735.75,15453.25,22941.5,14135
2717,24209.5,17545,20205.5,14835.25,15280.25,17034.5,15521.75,24209.5,14835.25
2718,26813.5,18183.75,21833.5,17116,16103,17820.75,15828.5,26813.5,17116
2719,26756.75,18342.5,21956,16682.5,16704.5,16602.25,16938.25,26756.75,16682.5
2720,26028.5,17952.25,20479.5,15061.75,16785.25,15336.75,15873.75,26028.5,15061.75
2721,24537.75,17990,18744.75,14410.5,14514.25,14378.5,15243.75,24537.75,14410.5
2722,23850.75,18245,18457.5,15175.25,14622.25,14544.5,15176.5,23850.75,15175.25
2723,22353.25,17285.5,18086,15181,14134,14196,15065.75,22353.25,15181
2724,22566,16384.75,18169.25,14536.25,14153.25,14075.25,14643.75,22566,14536.25
2725,22453.75,16349.75,18079.5,14398.25,14165,14198.5,14426.75,22453.75,14398.25
2726,21691.5,16211,18124.25,14220.75,14320,14162.25,14444.25,21691.5,14220.75
2727,22062.25,17201.75,17947.25,14242.25,14305.25,14134.75,14632.75,22062.25,14242.25
2728,23889.75,18754.5,19723,15210.5,14852.5,14067,15165,23889.75,15210.5
2729,25362.25,19594.5,22512.75,16538,15192,14580.25,15811.5,25362.25,16538
2730,25316.25,20514.75,24722.5,18033.25,17389,16454.75,18370.5,25316.25,18033.25
2731,25337.5,20168.5,25417,20035.5,17214.25,17853,20028.5,25337.5,20035.5
2732,25248.25,20989,24164.25,17857,14754,16905.25,18427.25,25248.25,17857
2733,25248,20718,22074.25,16788.5,14189.75,14949.25,17752.25,25248,16788.5
2734,23614.5,19404,20703.5,15443.5,13950,14265,16856.5,23614.5,15443.5
2735,20539,18664.75,19320.25,14829.75,13715,13973.5,15707.75,20539,14829.75
2736,20233.5,17724.5,18067.75,14432.25,14416,14003.75,15740.75,20233.5,14432.25
2737,19774.75,18494,18262.25,14061,14629,14172,15765.75,19774.75,14061
2738,20097.25,18357.5,18201.25,14009.25,14596.75,14348,15761,20097.25,14009.25
2739,19703.25,17875.25,18345.75,13793.5,14185.5,14232.25,15803.75,19703.25,13793.5
2740,19299.75,18567.5,19027,14141,14195.25,14395.25,15600,19299.75,14141
2741,19804,19944,20631.25,14974.75,16103.25,14350.25,15579,19804,14974.75
2742,20065.25,22664,21477.75,15212.5,19108.25,15970.25,15672.25,20065.25,15212.5
2743,20886,24038.25,23283.25,17509.5,18193.5,15654.5,16568,20886,17509.5
2744,21874.5,22992,20450.5,14766.75,15947.75,14495.75,15832,21874.5,14766.75
2745,21152.25,20766,20144.25,14403,15505.5,14374.25,15451,21152.25,14403
2746,20976,19960.25,21074,14345.5,14573.25,14350.25,15406.75,20976,14345.5
2747,20698.5,19660.5,20514.5,14989.25,14348.25,14184.5,15595.75,20698.5,14989.25
