labels,2015,2016,2017,2018,2019,2020,2021,2022
1536,20.152,14.268,15.7255,21.089,11.1,5.331,25.707,83.1
1537,20.17995833,14.25620833,15.7004375,21.13870833,11.06641667,5.360166667,26.03066667,85.51864583
1538,20.20791667,14.24441667,15.675375,21.18841667,11.03283333,5.389333333,26.35433333,87.93729167
1539,20.235875,14.232625,15.6503125,21.238125,10.99925,5.4185,26.678,90.3559375
1540,20.26383333,14.22083333,15.62525,21.28783333,10.96566667,5.447666667,27.00166667,92.77458333
1541,20.29179167,14.20904167,15.6001875,21.33754167,10.93208333,5.476833333,27.32533333,95.19322917
1542,20.31975,14.19725,15.575125,21.38725,10.8985,5.506,27.649,97.611875
1543,20.34770833,14.18545833,15.5500625,21.43695833,10.86491667,5.535166667,27.97266667,100.0305208
1544,20.37566667,14.17366667,15.525,21.48666667,10.83133333,5.564333333,28.29633333,102.4491667
1545,20.403625,14.161875,15.4999375,21.536375,10.79775,5.5935,28.62,104.8678125
1546,20.43158333,14.15008333,15.474875,21.58608333,10.76416667,5.622666667,28.94366667,107.2864583
1547,20.45954167,14.13829167,15.4498125,21.63579167,10.73058333,5.651833333,29.26733333,109.7051042
1548,20.4875,14.1265,15.42475,21.6855,10.697,5.681,29.591,112.12375
1549,20.51545833,14.11470833,15.3996875,21.73520833,10.66341667,5.710166667,29.91466667,114.5423958
1550,20.54341667,14.10291667,15.374625,21.78491667,10.62983333,5.739333333,30.23833333,116.9610417
1551,20.571375,14.091125,15.3495625,21.834625,10.59625,5.7685,30.562,119.3796875
1552,20.59933333,14.07933333,15.3245,21.88433333,10.56266667,5.797666667,30.88566667,121.7983333
1553,20.62729167,14.06754167,15.2994375,21.93404167,10.52908333,5.826833333,31.20933333,124.2169792
1554,20.65525,14.05575,15.274375,21.98375,10.4955,5.856,31.533,126.635625
1555,20.68320833,14.04395833,15.2493125,22.03345833,10.46191667,5.885166667,31.85666667,129.0542708
1556,20.71116667,14.03216667,15.22425,22.08316667,10.42833333,5.914333333,32.18033333,131.4729167
1557,20.739125,14.020375,15.1991875,22.132875,10.39475,5.9435,32.504,133.8915625
1558,20.76708333,14.00858333,15.174125,22.18258333,10.36116667,5.972666667,32.82766667,136.3102083
1559,20.79504167,13.99679167,15.1490625,22.23229167,10.32758333,6.001833333,33.15133333,138.7288542
1560,20.823,13.985,15.124,22.282,10.294,6.031,33.475,141.1475
1561,20.803625,13.97320833,15.11008333,22.281125,10.33158333,6.063125,33.79866667,143.5661458
1562,20.78425,13.96141667,15.09616667,22.28025,10.36916667,6.09525,34.12233333,145.9847917
1563,20.764875,13.949625,15.08225,22.279375,10.40675,6.127375,34.446,148.4034375
1564,20.7455,13.93783333,15.06833333,22.2785,10.44433333,6.1595,34.76966667,150.8220833
1565,20.726125,13.92604167,15.05441667,22.277625,10.48191667,6.191625,35.09333333,153.2407292
1566,20.70675,13.91425,15.0405,22.27675,10.5195,6.22375,35.417,155.659375
1567,20.687375,13.90245833,15.02658333,22.275875,10.55708333,6.255875,35.74066667,158.0780208
1568,20.668,13.89066667,15.01266667,22.275,10.59466667,6.288,36.06433333,160.4966667
1569,20.648625,13.878875,14.99875,22.274125,10.63225,6.320125,36.388,162.9153125
1570,20.62925,13.86708333,14.98483333,22.27325,10.66983333,6.35225,36.71166667,165.3339583
1571,20.609875,13.85529167,14.97091667,22.272375,10.70741667,6.384375,37.03533333,167.7526042
1572,20.5905,13.8435,14.957,22.2715,10.745,6.4165,37.359,170.17125
1573,20.571125,13.83170833,14.94308333,22.270625,10.78258333,6.448625,37.68266667,172.5898958
1574,20.55175,13.81991667,14.92916667,22.26975,10.82016667,6.48075,38.00633333,175.0085417
1575,20.532375,13.808125,14.91525,22.268875,10.85775,6.512875,38.33,177.4271875
1576,20.513,13.79633333,14.90133333,22.268,10.89533333,6.545,38.65366667,179.8458333
1577,20.493625,13.78454167,14.88741667,22.267125,10.93291667,6.577125,38.97733333,182.2644792
1578,20.47425,13.77275,14.8735,22.26625,10.9705,6.60925,39.301,184.683125
1579,20.454875,13.76095833,14.85958333,22.265375,11.00808333,6.641375,39.62466667,187.1017708
1580,20.4355,13.74916667,14.84566667,22.2645,11.04566667,6.6735,39.94833333,189.5204167
1581,20.416125,13.737375,14.83175,22.263625,11.08325,6.705625,40.272,191.9390625
1582,20.39675,13.72558333,14.81783333,22.26275,11.12083333,6.73775,40.59566667,194.3577083
1583,20.377375,13.71379167,14.80391667,22.261875,11.15841667,6.769875,40.91933333,196.7763542
1584,20.358,13.702,14.79,22.261,11.196,6.802,41.243,199.195
1585,20.33075,13.7415,14.85535417,22.42675,11.23358333,7.007458333,41.67058333,198.5848958
1586,20.3035,13.781,14.92070833,22.5925,11.27116667,7.212916667,42.09816667,197.9747917
1587,20.27625,13.8205,14.9860625,22.75825,11.30875,7.418375,42.52575,197.3646875
1588,20.249,13.86,15.05141667,22.924,11.34633333,7.623833333,42.95333333,196.7545833
1589,20.22175,13.8995,15.11677083,23.08975,11.38391667,7.829291667,43.38091667,196.1444792
1590,20.1945,13.939,15.182125,23.2555,11.4215,8.03475,43.8085,195.534375
1591,20.16725,13.9785,15.24747917,23.42125,11.45908333,8.240208333,44.23608333,194.9242708
1592,20.14,14.018,15.31283333,23.587,11.49666667,8.445666667,44.66366667,194.3141667
1593,20.11275,14.0575,15.3781875,23.75275,11.53425,8.651125,45.09125,193.7040625
1594,20.0855,14.097,15.44354167,23.9185,11.57183333,8.856583333,45.51883333,193.0939583
1595,20.05825,14.1365,15.50889583,24.08425,11.60941667,9.062041667,45.94641667,192.4838542
1596,20.031,14.176,15.57425,24.25,11.647,9.2675,46.374,191.87375
1597,20.00375,14.2155,15.63960417,24.41575,11.68458333,9.472958333,46.80158333,191.2636458
1598,19.9765,14.255,15.70495833,24.5815,11.72216667,9.678416667,47.22916667,190.6535417
1599,19.94925,14.2945,15.7703125,24.74725,11.75975,9.883875,47.65675,190.0434375
1600,19.922,14.334,15.83566667,24.913,11.79733333,10.08933333,48.08433333,189.4333333
1601,19.89475,14.3735,15.90102083,25.07875,11.83491667,10.29479167,48.51191667,188.8232292
1602,19.8675,14.413,15.966375,25.2445,11.8725,10.50025,48.9395,188.213125
1603,19.84025,14.4525,16.03172917,25.41025,11.91008333,10.70570833,49.36708333,187.6030208
1604,19.813,14.492,16.09708333,25.576,11.94766667,10.91116667,49.79466667,186.9929167
1605,19.78575,14.5315,16.1624375,25.74175,11.98525,11.116625,50.22225,186.3828125
1606,19.7585,14.571,16.22779167,25.9075,12.02283333,11.32208333,50.64983333,185.7727083
1607,19.73125,14.6105,16.29314583,26.07325,12.06041667,11.52754167,51.07741667,185.1626042
1608,19.704,14.65,16.3585,26.239,12.098,11.733,51.505,184.5525
1609,19.66591667,14.6895,16.42385417,26.27545833,12.26091667,11.77325,52.02660417,183.9423958
1610,19.62783333,14.729,16.48920833,26.31191667,12.42383333,11.8135,52.54820833,183.3322917
1611,19.58975,14.7685,16.5545625,26.348375,12.58675,11.85375,53.0698125,182.7221875
1612,19.55166667,14.808,16.61991667,26.38483333,12.74966667,11.894,53.59141667,182.1120833
1613,19.51358333,14.8475,16.68527083,26.42129167,12.91258333,11.93425,54.11302083,181.5019792
1614,19.4755,14.887,16.750625,26.45775,13.0755,11.9745,54.634625,180.891875
1615,19.43741667,14.9265,16.81597917,26.49420833,13.23841667,12.01475,55.15622917,180.2817708
1616,19.39933333,14.966,16.88133333,26.53066667,13.40133333,12.055,55.67783333,179.6716667
1617,19.36125,15.0055,16.9466875,26.567125,13.56425,12.09525,56.1994375,179.0615625
1618,19.32316667,15.045,17.01204167,26.60358333,13.72716667,12.1355,56.72104167,178.4514583
1619,19.28508333,15.0845,17.07739583,26.64004167,13.89008333,12.17575,57.24264583,177.8413542
1620,19.247,15.124,17.14275,26.6765,14.053,12.216,57.76425,177.23125
1621,19.20891667,15.1635,17.20810417,26.71295833,14.21591667,12.25625,58.28585417,176.6211458
1622,19.17083333,15.203,17.27345833,26.74941667,14.37883333,12.2965,58.80745833,176.0110417
1623,19.13275,15.2425,17.3388125,26.785875,14.54175,12.33675,59.3290625,175.4009375
1624,19.09466667,15.282,17.40416667,26.82233333,14.70466667,12.377,59.85066667,174.7908333
1625,19.05658333,15.3215,17.46952083,26.85879167,14.86758333,12.41725,60.37227083,174.1807292
1626,19.0185,15.361,17.534875,26.89525,15.0305,12.4575,60.893875,173.570625
1627,18.98041667,15.4005,17.60022917,26.93170833,15.19341667,12.49775,61.41547917,172.9605208
1628,18.94233333,15.44,17.66558333,26.96816667,15.35633333,12.538,61.93708333,172.3504167
1629,18.90425,15.4795,17.7309375,27.004625,15.51925,12.57825,62.4586875,171.7403125
1630,18.86616667,15.519,17.79629167,27.04108333,15.68216667,12.6185,62.98029167,171.1302083
1631,18.82808333,15.5585,17.86164583,27.07754167,15.84508333,12.65875,63.50189583,170.5201042
1632,18.79,15.598,17.927,27.114,16.008,12.699,64.0235,169.91
1633,18.75191667,15.73425,17.939,27.0716875,16.0030625,12.73925,64.54510417,168.0572917
1634,18.71383333,15.8705,17.951,27.029375,15.998125,12.7795,65.06670833,166.2045833
1635,18.67575,16.00675,17.963,26.9870625,15.9931875,12.81975,65.5883125,164.351875
1636,18.63766667,16.143,17.975,26.94475,15.98825,12.86,66.10991667,162.4991667
1637,18.59958333,16.27925,17.987,26.9024375,15.9833125,12.90025,66.63152083,160.6464583
1638,18.5615,16.4155,17.999,26.860125,15.978375,12.9405,67.153125,158.79375
1639,18.52341667,16.55175,18.011,26.8178125,15.9734375,12.98075,67.67472917,156.9410417
1640,18.48533333,16.688,18.023,26.7755,15.9685,13.021,68.19633333,155.0883333
1641,18.44725,16.82425,18.035,26.7331875,15.9635625,13.06125,68.7179375,153.235625
1642,18.40916667,16.9605,18.047,26.690875,15.958625,13.1015,69.23954167,151.3829167
1643,18.37108333,17.09675,18.059,26.6485625,15.9536875,13.14175,69.76114583,149.5302083
1644,18.333,17.233,18.071,26.60625,15.94875,13.182,70.28275,147.6775
1645,18.29491667,17.36925,18.083,26.5639375,15.9438125,13.22225,70.80435417,145.8247917
1646,18.25683333,17.5055,18.095,26.521625,15.938875,13.2625,71.32595833,143.9720833
1647,18.21875,17.64175,18.107,26.4793125,15.9339375,13.30275,71.8475625,142.119375
1648,18.18066667,17.778,18.119,26.437,15.929,13.343,72.36916667,140.2666667
1649,18.14258333,17.91425,18.131,26.3946875,15.9240625,13.38325,72.89077083,138.4139583
1650,18.1045,18.0505,18.143,26.352375,15.919125,13.4235,73.412375,136.56125
1651,18.06641667,18.18675,18.155,26.3100625,15.9141875,13.46375,73.93397917,134.7085417
1652,18.02833333,18.323,18.167,26.26775,15.90925,13.504,74.45558333,132.8558333
1653,17.99025,18.45925,18.179,26.2254375,15.9043125,13.54425,74.9771875,131.003125
1654,17.95216667,18.5955,18.191,26.183125,15.899375,13.5845,75.49879167,129.1504167
1655,17.91408333,18.73175,18.203,26.1408125,15.8944375,13.62475,76.02039583,127.2977083
1656,17.876,18.868,18.215,26.0985,15.8895,13.665,76.542,125.445
1657,17.85425,18.77288889,18.16520833,26.0561875,15.8845625,13.68491667,75.93147917,125.2932639
1658,17.8325,18.67777778,18.11541667,26.013875,15.879625,13.70483333,75.32095833,125.1415278
1659,17.81075,18.58266667,18.065625,25.9715625,15.8746875,13.72475,74.7104375,124.9897917
1660,17.789,18.48755556,18.01583333,25.92925,15.86975,13.74466667,74.09991667,124.8380556
1661,17.76725,18.39244444,17.96604167,25.8869375,15.8648125,13.76458333,73.48939583,124.6863194
1662,17.7455,18.29733333,17.91625,25.844625,15.859875,13.7845,72.878875,124.5345833
1663,17.72375,18.20222222,17.86645833,25.8023125,15.8549375,13.80441667,72.26835417,124.3828472
1664,17.702,18.10711111,17.81666667,25.76,15.85,13.82433333,71.65783333,124.2311111
1665,17.68025,18.012,17.766875,25.7176875,15.8450625,13.84425,71.0473125,124.079375
1666,17.6585,17.91688889,17.71708333,25.675375,15.840125,13.86416667,70.43679167,123.9276389
1667,17.63675,17.82177778,17.66729167,25.6330625,15.8351875,13.88408333,69.82627083,123.7759028
1668,17.615,17.72666667,17.6175,25.59075,15.83025,13.904,69.21575,123.6241667
1669,17.59325,17.63155556,17.56770833,25.5484375,15.8253125,13.92391667,68.60522917,123.4724306
1670,17.5715,17.53644444,17.51791667,25.506125,15.820375,13.94383333,67.99470833,123.3206944
1671,17.54975,17.44133333,17.468125,25.4638125,15.8154375,13.96375,67.3841875,123.1689583
1672,17.528,17.34622222,17.41833333,25.4215,15.8105,13.98366667,66.77366667,123.0172222
1673,17.50625,17.25111111,17.36854167,25.3791875,15.8055625,14.00358333,66.16314583,122.8654861
1674,17.4845,17.156,17.31875,25.336875,15.800625,14.0235,65.552625,122.71375
1675,17.46275,17.06088889,17.26895833,25.2945625,15.7956875,14.04341667,64.94210417,122.5620139
1676,17.441,16.96577778,17.21916667,25.25225,15.79075,14.06333333,64.33158333,122.4102778
1677,17.41925,16.87066667,17.169375,25.2099375,15.7858125,14.08325,63.7210625,122.2585417
1678,17.3975,16.77555556,17.11958333,25.167625,15.780875,14.10316667,63.11054167,122.1068056
1679,17.37575,16.68044444,17.06979167,25.1253125,15.7759375,14.12308333,62.50002083,121.9550694
1680,17.354,16.58533333,17.02,25.083,15.771,14.143,61.8895,121.8033333
1681,17.53208333,16.49022222,16.97020833,24.85433333,15.76908333,13.94058333,61.27897917,121.6515972
1682,17.71016667,16.39511111,16.92041667,24.62566667,15.76716667,13.73816667,60.66845833,121.4998611
1683,17.88825,16.3,16.870625,24.397,15.76525,13.53575,60.0579375,121.348125
1684,18.06633333,16.20488889,16.82083333,24.16833333,15.76333333,13.33333333,59.44741667,121.1963889
1685,18.24441667,16.10977778,16.77104167,23.93966667,15.76141667,13.13091667,58.83689583,121.0446528
1686,18.4225,16.01466667,16.72125,23.711,15.7595,12.9285,58.226375,120.8929167
1687,18.60058333,15.91955556,16.67145833,23.48233333,15.75758333,12.72608333,57.61585417,120.7411806
1688,18.77866667,15.82444444,16.62166667,23.25366667,15.75566667,12.52366667,57.00533333,120.5894444
1689,18.95675,15.72933333,16.571875,23.025,15.75375,12.32125,56.3948125,120.4377083
1690,19.13483333,15.63422222,16.52208333,22.79633333,15.75183333,12.11883333,55.78429167,120.2859722
1691,19.31291667,15.53911111,16.47229167,22.56766667,15.74991667,11.91641667,55.17377083,120.1342361
1692,19.491,15.444,16.4225,22.339,15.748,11.714,54.56325,119.9825
1693,19.66908333,15.34888889,16.37270833,22.11033333,15.74608333,11.51158333,53.95272917,119.8307639
1694,19.84716667,15.25377778,16.32291667,21.88166667,15.74416667,11.30916667,53.34220833,119.6790278
1695,20.02525,15.15866667,16.273125,21.653,15.74225,11.10675,52.7316875,119.5272917
1696,20.20333333,15.06355556,16.22333333,21.42433333,15.74033333,10.90433333,52.12116667,119.3755556
1697,20.38141667,14.96844444,16.17354167,21.19566667,15.73841667,10.70191667,51.51064583,119.2238194
1698,20.5595,14.87333333,16.12375,20.967,15.7365,10.4995,50.900125,119.0720833
1699,20.73758333,14.77822222,16.07395833,20.73833333,15.73458333,10.29708333,50.28960417,118.9203472
1700,20.91566667,14.68311111,16.02416667,20.50966667,15.73266667,10.09466667,49.67908333,118.7686111
1701,21.09375,14.588,15.974375,20.281,15.73075,9.89225,49.0685625,118.616875
1702,21.27183333,14.49288889,15.92458333,20.05233333,15.72883333,9.689833333,48.45804167,118.4651389
1703,21.44991667,14.39777778,15.87479167,19.82366667,15.72691667,9.487416667,47.84752083,118.3134028
1704,21.628,14.30266667,15.825,19.595,15.725,9.285,47.237,118.1616667
1705,21.62434722,14.20755556,15.82916667,19.54566667,15.71991667,9.277444444,46.62647917,118.0099306
1706,21.62069444,14.11244444,15.83333333,19.49633333,15.71483333,9.269888889,46.01595833,117.8581944
1707,21.61704167,14.01733333,15.8375,19.447,15.70975,9.262333333,45.4054375,117.7064583
1708,21.61338889,13.92222222,15.84166667,19.39766667,15.70466667,9.254777778,44.79491667,117.5547222
1709,21.60973611,13.82711111,15.84583333,19.34833333,15.69958333,9.247222222,44.18439583,117.4029861
1710,21.60608333,13.732,15.85,19.299,15.6945,9.239666667,43.573875,117.25125
1711,21.60243056,13.63688889,15.85416667,19.24966667,15.68941667,9.232111111,42.96335417,117.0995139
1712,21.59877778,13.54177778,15.85833333,19.20033333,15.68433333,9.224555556,42.35283333,116.9477778
1713,21.595125,13.44666667,15.8625,19.151,15.67925,9.217,41.7423125,116.7960417
1714,21.59147222,13.35155556,15.86666667,19.10166667,15.67416667,9.209444444,41.13179167,116.6443056
1715,21.58781944,13.25644444,15.87083333,19.05233333,15.66908333,9.201888889,40.52127083,116.4925694
1716,21.58416667,13.16133333,15.875,19.003,15.664,9.194333333,39.91075,116.3408333
1717,21.58051389,13.06622222,15.87916667,18.95366667,15.65891667,9.186777778,39.30022917,116.1890972
1718,21.57686111,12.97111111,15.88333333,18.90433333,15.65383333,9.179222222,38.68970833,116.0373611
1719,21.57320833,12.876,15.8875,18.855,15.64875,9.171666667,38.0791875,115.885625
1720,21.56955556,12.78088889,15.89166667,18.80566667,15.64366667,9.164111111,37.46866667,115.7338889
1721,21.56590278,12.68577778,15.89583333,18.75633333,15.63858333,9.156555556,36.85814583,115.5821528
1722,21.56225,12.59066667,15.9,18.707,15.6335,9.149,36.247625,115.4304167
1723,21.55859722,12.49555556,15.90416667,18.65766667,15.62841667,9.141444444,35.63710417,115.2786806
1724,21.55494444,12.40044444,15.90833333,18.60833333,15.62333333,9.133888889,35.02658333,115.1269444
1725,21.55129167,12.30533333,15.9125,18.559,15.61825,9.126333333,34.4160625,114.9752083
1726,21.54763889,12.21022222,15.91666667,18.50966667,15.61316667,9.118777778,33.80554167,114.8234722
1727,21.54398611,12.11511111,15.92083333,18.46033333,15.60808333,9.111222222,33.19502083,114.6717361
1728,21.54033333,12.02,15.925,18.411,15.603,9.103666667,32.5845,114.52
1729,21.53668056,12.021,15.93208333,18.43220833,15.588375,9.096111111,31.97397917,114.5583333
1730,21.53302778,12.022,15.93916667,18.45341667,15.57375,9.088555556,31.36345833,114.5966667
1731,21.529375,12.023,15.94625,18.474625,15.559125,9.081,30.7529375,114.635
1732,21.52572222,12.024,15.95333333,18.49583333,15.5445,9.073444444,30.14241667,114.6733333
1733,21.52206944,12.025,15.96041667,18.51704167,15.529875,9.065888889,29.53189583,114.7116667
1734,21.51841667,12.026,15.9675,18.53825,15.51525,9.058333333,28.921375,114.75
1735,21.51476389,12.027,15.97458333,18.55945833,15.500625,9.050777778,28.31085417,114.7883333
1736,21.51111111,12.028,15.98166667,18.58066667,15.486,9.043222222,27.70033333,114.8266667
1737,21.50745833,12.029,15.98875,18.601875,15.471375,9.035666667,27.0898125,114.865
1738,21.50380556,12.03,15.99583333,18.62308333,15.45675,9.028111111,26.47929167,114.9033333
1739,21.50015278,12.031,16.00291667,18.64429167,15.442125,9.020555556,25.86877083,114.9416667
1740,21.4965,12.032,16.01,18.6655,15.4275,9.013,25.25825,114.98
1741,21.49284722,12.033,16.01708333,18.68670833,15.412875,9.005444444,24.64772917,115.0183333
1742,21.48919444,12.034,16.02416667,18.70791667,15.39825,8.997888889,24.03720833,115.0566667
1743,21.48554167,12.035,16.03125,18.729125,15.383625,8.990333333,23.4266875,115.095
1744,21.48188889,12.036,16.03833333,18.75033333,15.369,8.982777778,22.81616667,115.1333333
1745,21.47823611,12.037,16.04541667,18.77154167,15.354375,8.975222222,22.20564583,115.1716667
1746,21.47458333,12.038,16.0525,18.79275,15.33975,8.967666667,21.595125,115.21
1747,21.47093056,12.039,16.05958333,18.81395833,15.325125,8.960111111,20.98460417,115.2483333
1748,21.46727778,12.04,16.06666667,18.83516667,15.3105,8.952555556,20.37408333,115.2866667
1749,21.463625,12.041,16.07375,18.856375,15.295875,8.945,19.7635625,115.325
1750,21.45997222,12.042,16.08083333,18.87758333,15.28125,8.937444444,19.15304167,115.3633333
1751,21.45631944,12.043,16.08791667,18.89879167,15.266625,8.929888889,18.54252083,115.4016667
1752,21.45266667,12.044,16.095,18.92,15.252,8.922333333,17.932,115.44
1753,21.44901389,12.04195833,16.09016667,18.90995833,15.24822222,8.914777778,17.92058333,114.9060417
1754,21.44536111,12.03991667,16.08533333,18.89991667,15.24444444,8.907222222,17.90916667,114.3720833
1755,21.44170833,12.037875,16.0805,18.889875,15.24066667,8.899666667,17.89775,113.838125
1756,21.43805556,12.03583333,16.07566667,18.87983333,15.23688889,8.892111111,17.88633333,113.3041667
1757,21.43440278,12.03379167,16.07083333,18.86979167,15.23311111,8.884555556,17.87491667,112.7702083
1758,21.43075,12.03175,16.066,18.85975,15.22933333,8.877,17.8635,112.23625
1759,21.42709722,12.02970833,16.06116667,18.84970833,15.22555556,8.869444444,17.85208333,111.7022917
1760,21.42344444,12.02766667,16.05633333,18.83966667,15.22177778,8.861888889,17.84066667,111.1683333
1761,21.41979167,12.025625,16.0515,18.829625,15.218,8.854333333,17.82925,110.634375
1762,21.41613889,12.02358333,16.04666667,18.81958333,15.21422222,8.846777778,17.81783333,110.1004167
1763,21.41248611,12.02154167,16.04183333,18.80954167,15.21044444,8.839222222,17.80641667,109.5664583
1764,21.40883333,12.0195,16.037,18.7995,15.20666667,8.831666667,17.795,109.0325
1765,21.40518056,12.01745833,16.03216667,18.78945833,15.20288889,8.824111111,17.78358333,108.4985417
1766,21.40152778,12.01541667,16.02733333,18.77941667,15.19911111,8.816555556,17.77216667,107.9645833
1767,21.397875,12.013375,16.0225,18.769375,15.19533333,8.809,17.76075,107.430625
1768,21.39422222,12.01133333,16.01766667,18.75933333,15.19155556,8.801444444,17.74933333,106.8966667
1769,21.39056944,12.00929167,16.01283333,18.74929167,15.18777778,8.793888889,17.73791667,106.3627083
1770,21.38691667,12.00725,16.008,18.73925,15.184,8.786333333,17.7265,105.82875
1771,21.38326389,12.00520833,16.00316667,18.72920833,15.18022222,8.778777778,17.71508333,105.2947917
1772,21.37961111,12.00316667,15.99833333,18.71916667,15.17644444,8.771222222,17.70366667,104.7608333
1773,21.37595833,12.001125,15.9935,18.709125,15.17266667,8.763666667,17.69225,104.226875
1774,21.37230556,11.99908333,15.98866667,18.69908333,15.16888889,8.756111111,17.68083333,103.6929167
1775,21.36865278,11.99704167,15.98383333,18.68904167,15.16511111,8.748555556,17.66941667,103.1589583
1776,21.365,11.995,15.979,18.679,15.16133333,8.741,17.658,102.625
1777,21.35583333,11.99754167,15.97916667,18.67980556,15.15755556,8.729708333,17.67108333,102.7277083
1778,21.34666667,12.00008333,15.97933333,18.68061111,15.15377778,8.718416667,17.68416667,102.8304167
1779,21.3375,12.002625,15.9795,18.68141667,15.15,8.707125,17.69725,102.933125
1780,21.32833333,12.00516667,15.97966667,18.68222222,15.14622222,8.695833333,17.71033333,103.0358333
1781,21.31916667,12.00770833,15.97983333,18.68302778,15.14244444,8.684541667,17.72341667,103.1385417
1782,21.31,12.01025,15.98,18.68383333,15.13866667,8.67325,17.7365,103.24125
1783,21.30083333,12.01279167,15.98016667,18.68463889,15.13488889,8.661958333,17.74958333,103.3439583
1784,21.29166667,12.01533333,15.98033333,18.68544444,15.13111111,8.650666667,17.76266667,103.4466667
1785,21.2825,12.017875,15.9805,18.68625,15.12733333,8.639375,17.77575,103.549375
1786,21.27333333,12.02041667,15.98066667,18.68705556,15.12355556,8.628083333,17.78883333,103.6520833
1787,21.26416667,12.02295833,15.98083333,18.68786111,15.11977778,8.616791667,17.80191667,103.7547917
1788,21.255,12.0255,15.981,18.68866667,15.116,8.6055,17.815,103.8575
1789,21.24583333,12.02804167,15.98116667,18.68947222,15.11222222,8.594208333,17.82808333,103.9602083
1790,21.23666667,12.03058333,15.98133333,18.69027778,15.10844444,8.582916667,17.84116667,104.0629167
1791,21.2275,12.033125,15.9815,18.69108333,15.10466667,8.571625,17.85425,104.165625
1792,21.21833333,12.03566667,15.98166667,18.69188889,15.10088889,8.560333333,17.86733333,104.2683333
1793,21.20916667,12.03820833,15.98183333,18.69269444,15.09711111,8.549041667,17.88041667,104.3710417
1794,21.2,12.04075,15.982,18.6935,15.09333333,8.53775,17.8935,104.47375
1795,21.19083333,12.04329167,15.98216667,18.69430556,15.08955556,8.526458333,17.90658333,104.5764583
1796,21.18166667,12.04583333,15.98233333,18.69511111,15.08577778,8.515166667,17.91966667,104.6791667
1797,21.1725,12.048375,15.9825,18.69591667,15.082,8.503875,17.93275,104.781875
1798,21.16333333,12.05091667,15.98266667,18.69672222,15.07822222,8.492583333,17.94583333,104.8845833
1799,21.15416667,12.05345833,15.98283333,18.69752778,15.07444444,8.481291667,17.95891667,104.9872917
1800,21.145,12.056,15.983,18.69833333,15.07066667,8.47,17.972,105.09
1801,21.15170833,12.05870833,15.98011111,18.69913889,15.06688889,8.461458333,17.96320833,105.088125
1802,21.15841667,12.06141667,15.97722222,18.69994444,15.06311111,8.452916667,17.95441667,105.08625
1803,21.165125,12.064125,15.97433333,18.70075,15.05933333,8.444375,17.945625,105.084375
1804,21.17183333,12.06683333,15.97144444,18.70155556,15.05555556,8.435833333,17.93683333,105.0825
1805,21.17854167,12.06954167,15.96855556,18.70236111,15.05177778,8.427291667,17.92804167,105.080625
1806,21.18525,12.07225,15.96566667,18.70316667,15.048,8.41875,17.91925,105.07875
1807,21.19195833,12.07495833,15.96277778,18.70397222,15.04422222,8.410208333,17.91045833,105.076875
1808,21.19866667,12.07766667,15.95988889,18.70477778,15.04044444,8.401666667,17.90166667,105.075
1809,21.205375,12.080375,15.957,18.70558333,15.03666667,8.393125,17.892875,105.073125
1810,21.21208333,12.08308333,15.95411111,18.70638889,15.03288889,8.384583333,17.88408333,105.07125
1811,21.21879167,12.08579167,15.95122222,18.70719444,15.02911111,8.376041667,17.87529167,105.069375
1812,21.2255,12.0885,15.94833333,18.708,15.02533333,8.3675,17.8665,105.0675
1813,21.23220833,12.09120833,15.94544444,18.70880556,15.02155556,8.358958333,17.85770833,105.065625
1814,21.23891667,12.09391667,15.94255556,18.70961111,15.01777778,8.350416667,17.84891667,105.06375
1815,21.245625,12.096625,15.93966667,18.71041667,15.014,8.341875,17.840125,105.061875
1816,21.25233333,12.09933333,15.93677778,18.71122222,15.01022222,8.333333333,17.83133333,105.06
1817,21.25904167,12.10204167,15.93388889,18.71202778,15.00644444,8.324791667,17.82254167,105.058125
1818,21.26575,12.10475,15.931,18.71283333,15.00266667,8.31625,17.81375,105.05625
1819,21.27245833,12.10745833,15.92811111,18.71363889,14.99888889,8.307708333,17.80495833,105.054375
1820,21.27916667,12.11016667,15.92522222,18.71444444,14.99511111,8.299166667,17.79616667,105.0525
1821,21.285875,12.112875,15.92233333,18.71525,14.99133333,8.290625,17.787375,105.050625
1822,21.29258333,12.11558333,15.91944444,18.71605556,14.98755556,8.282083333,17.77858333,105.04875
1823,21.29929167,12.11829167,15.91655556,18.71686111,14.98377778,8.273541667,17.76979167,105.046875
1824,21.306,12.121,15.91366667,18.71766667,14.98,8.265,17.761,105.045
1825,21.303125,12.11830556,15.91077778,18.71847222,14.98095833,8.276625,17.740375,104.9235694
1826,21.30025,12.11561111,15.90788889,18.71927778,14.98191667,8.28825,17.71975,104.8021389
1827,21.297375,12.11291667,15.905,18.72008333,14.982875,8.299875,17.699125,104.6807083
1828,21.2945,12.11022222,15.90211111,18.72088889,14.98383333,8.3115,17.6785,104.5592778
1829,21.291625,12.10752778,15.89922222,18.72169444,14.98479167,8.323125,17.657875,104.4378472
1830,21.28875,12.10483333,15.89633333,18.7225,14.98575,8.33475,17.63725,104.3164167
1831,21.285875,12.10213889,15.89344444,18.72330556,14.98670833,8.346375,17.616625,104.1949861
1832,21.283,12.09944444,15.89055556,18.72411111,14.98766667,8.358,17.596,104.0735556
