time,2015,2016,2017,2018,2019,favorable,adverse
02-14 22:00,56517.0,55848.0,64996.0,66034.0,62852.0,53659.76,68294.24
02-14 23:00,54293.0,52927.0,61207.0,62284.0,59065.0,52368.8,66651.20000000001
02-15 00:00,50939.0,49705.0,57375.0,58741.0,55284.0,49970.8,63599.200000000004
02-15 01:00,48505.0,47735.0,55074.0,56490.0,53479.0,48492.4,61717.600000000006
02-15 02:00,47378.0,46687.0,53583.0,55543.0,52378.0,48000.48,61091.520000000004
02-15 03:00,46929.0,47721.0,54046.0,55632.0,52672.0,47960.88,61041.12
02-15 04:00,46743.0,50373.0,55938.0,57251.0,54677.0,49639.92,63178.08000000001
02-15 05:00,46283.0,55665.0,60159.0,60766.0,59138.0,53411.6,67978.40000000001
02-15 06:00,45486.0,66206.0,68993.0,69119.0,67483.0,59396.48,75595.52
02-15 07:00,47217.0,70647.0,72143.0,73444.0,70926.0,63182.24,80413.76000000001
02-15 08:00,51168.0,73039.0,73001.0,75590.0,71534.0,65649.76,83554.24
02-15 09:00,53986.0,73372.0,72860.0,76556.0,71677.0,66171.6,84218.40000000001
02-15 10:00,56289.0,74615.0,74004.0,77604.0,71519.0,66758.56,84965.44
02-15 11:00,57732.0,74994.0,74023.0,77694.0,71351.0,68098.8,86671.20000000001
02-15 12:00,57166.0,74707.0,73159.0,77074.0,70421.0,68232.56,86841.44
02-15 13:00,54721.0,74367.0,72867.0,76824.0,69003.0,67748.56,86225.44
02-15 14:00,52915.0,73030.0,71021.0,75281.0,66540.0,66532.4,84677.6
02-15 15:00,51466.0,72606.0,69964.0,74624.0,65403.0,65762.4,83697.6
02-15 16:00,51991.0,70799.0,68657.0,73610.0,64944.0,64665.04,82300.96
02-15 17:00,57731.0,73458.0,72701.0,75516.0,68923.0,67615.68000000001,86056.32
02-15 18:00,60416.0,74570.0,75061.0,76065.0,71200.0,68242.24,86853.76000000001
02-15 19:00,59842.0,74187.0,74815.0,75305.0,70805.0,67253.12,85594.88
02-15 20:00,58003.0,70594.0,71557.0,71810.0,67549.0,63969.840000000004,81416.16
02-15 21:00,55880.0,66455.0,67016.0,68219.0,63486.0,60464.8,76955.20000000001
02-15 22:00,56524.0,63647.0,64644.0,65860.0,61051.0,58387.12,74310.88
02-15 23:00,54391.0,59155.0,60192.0,61946.0,57214.0,55031.68,70040.32
02-16 00:00,51832.0,55978.0,56108.0,58227.0,53155.0,51848.72,65989.28000000001
02-16 01:00,49725.0,53442.0,53745.0,55583.0,50862.0,49548.4,63061.600000000006
02-16 02:00,48900.0,52458.0,52711.0,53760.0,49436.0,48366.56,61557.44
02-16 03:00,49472.0,52524.0,53267.0,54087.0,48977.0,48140.4,61269.600000000006
02-16 04:00,51127.0,54274.0,55356.0,55973.0,48831.0,48446.64,61659.36000000001
02-16 05:00,55248.0,58429.0,59474.0,60351.0,49017.0,51757.2,65872.8
02-16 06:00,62813.0,67820.0,68606.0,67964.0,52030.0,57530.0,73220.0
02-16 07:00,67096.0,71221.0,72011.0,71564.0,55047.0,61649.28,78462.72
02-16 08:00,69562.0,72491.0,73440.0,73347.0,58140.0,63196.32,80431.68000000001
02-16 09:00,71071.0,73414.0,73447.0,73379.0,59594.0,63455.04,80760.96
02-16 10:00,72337.0,74195.0,73516.0,73905.0,59582.0,64309.52,81848.48000000001
02-16 11:00,72554.0,74474.0,73708.0,74368.0,60050.0,65250.24,83045.76000000001
02-16 12:00,72095.0,73614.0,73000.0,74139.0,59595.0,64743.36,82400.64000000001
02-16 13:00,71425.0,73148.0,72924.0,72962.0,57904.0,64012.08,81469.92000000001
02-16 14:00,69378.0,71772.0,71347.0,70835.0,55709.0,62230.08,79201.92000000001
02-16 15:00,68118.0,71029.0,70625.0,69995.0,54690.0,61832.32,78695.68000000001
02-16 16:00,66634.0,69498.0,69360.0,68352.0,54901.0,60821.2,77408.8
02-16 17:00,70650.0,72853.0,73409.0,70953.0,59913.0,62889.2,80040.8
02-16 18:00,73144.0,74396.0,75351.0,72896.0,62651.0,64533.04,82132.96
02-16 19:00,72582.0,74178.0,75004.0,72470.0,61928.0,63686.48,81055.52
02-16 20:00,69048.0,71290.0,71466.0,68777.0,59216.0,61259.44,77966.56000000001
02-16 21:00,65313.0,67603.0,67341.0,64780.0,55404.0,58546.4,74513.6
02-16 22:00,64074.0,64653.0,64510.0,62307.0,54049.0,56451.12,71846.88
02-16 23:00,60380.0,60488.0,59782.0,58766.0,51058.0,53422.16,67991.84000000001
02-17 00:00,56860.0,56757.0,56015.0,55675.0,47600.0,50526.08,64305.920000000006
02-17 01:00,54290.0,54573.0,53003.0,53264.0,45534.0,49032.72,62405.280000000006
02-17 02:00,52865.0,53266.0,51907.0,51039.0,44311.0,48214.32,61363.68000000001
02-17 03:00,53046.0,53617.0,52424.0,51209.0,44230.0,47860.56,60913.44
02-17 04:00,54638.0,55312.0,54217.0,51003.0,44553.0,49690.08,63241.920000000006
02-17 05:00,57998.0,59565.0,58831.0,51152.0,44317.0,53078.96,67555.04000000001
02-17 06:00,66011.0,68608.0,68047.0,52666.0,44081.0,58496.24,74449.76000000001
02-17 07:00,70398.0,72875.0,72382.0,55431.0,46151.0,62190.48,79151.52
02-17 08:00,72535.0,73722.0,73913.0,59722.0,49034.0,63863.36,81280.64000000001
02-17 09:00,73672.0,74173.0,73930.0,62191.0,52388.0,64240.0,81760.00000000001
02-17 10:00,74899.0,74815.0,74564.0,63620.0,53608.0,65042.56,82781.44
02-17 11:00,75629.0,75223.0,75299.0,63890.0,54765.0,66370.48,84471.52
02-17 12:00,75193.0,74566.0,74504.0,63761.0,54108.0,66257.84,84328.16
02-17 13:00,74256.0,74188.0,73740.0,61993.0,52331.0,65092.72,82845.28000000001
02-17 14:00,72713.0,72671.0,71650.0,60142.0,50365.0,63290.48,80551.52
02-17 15:00,71641.0,71776.0,70002.0,59054.0,49348.0,62204.56,79169.44
02-17 16:00,70540.0,70641.0,68832.0,58486.0,50189.0,60624.96,77159.04000000001
02-17 17:00,73708.0,73820.0,71224.0,61819.0,55906.0,62969.28,80142.72
02-17 18:00,74931.0,75373.0,72369.0,64018.0,59461.0,64183.68,81688.32
02-17 19:00,74251.0,74915.0,71659.0,63023.0,58938.0,63521.92,80846.08
02-17 20:00,70477.0,71543.0,68005.0,59778.0,56393.0,60593.28,77118.72
02-17 21:00,66412.0,66721.0,64002.0,56305.0,53888.0,57214.08,72817.92000000001
02-17 22:00,64385.0,64055.0,61596.0,55624.0,54357.0,54842.48,69799.52
02-17 23:00,60352.0,59906.0,57487.0,53366.0,51693.0,51695.6,65794.40000000001
02-18 00:00,56381.0,55616.0,53294.0,50430.0,48944.0,48578.64,61827.36000000001
02-18 01:00,53834.0,52929.0,50817.0,47788.0,47106.0,46434.08,59097.920000000006
02-18 02:00,52011.0,51808.0,49133.0,46515.0,46370.0,45740.64,58215.36000000001
02-18 03:00,52621.0,52238.0,48600.0,46465.0,47535.0,46247.52,58860.48
02-18 04:00,54395.0,53706.0,48981.0,46553.0,49916.0,47502.4,60457.600000000006
02-18 05:00,58495.0,58090.0,49114.0,46346.0,55596.0,51169.36,65124.64000000001
02-18 06:00,67179.0,67602.0,51019.0,45538.0,65610.0,57601.28,73310.72
02-18 07:00,71705.0,71517.0,54142.0,47816.0,68533.0,60763.12,77334.88
02-18 08:00,73727.0,72162.0,57990.0,51829.0,69655.0,62276.72,79261.28000000001
02-18 09:00,74261.0,72261.0,60556.0,54608.0,69553.0,62537.2,79592.8
02-18 10:00,75037.0,72776.0,61496.0,56355.0,69649.0,63514.88,80837.12000000001
02-18 11:00,75526.0,73269.0,62185.0,57904.0,70141.0,63846.64,81259.36
02-18 12:00,74744.0,72550.0,61937.0,57392.0,69452.0,63611.68,80960.32
02-18 13:00,74082.0,72197.0,60770.0,55354.0,68373.0,62991.28,80170.72
02-18 14:00,72798.0,70464.0,58758.0,53522.0,66758.0,61482.96,78251.04000000001
02-18 15:00,71879.0,69939.0,57547.0,53201.0,66173.0,60944.4,77565.6
02-18 16:00,70410.0,68793.0,57377.0,53925.0,65121.0,60821.2,77408.8
02-18 17:00,73392.0,72218.0,61086.0,58197.0,69213.0,64336.8,81883.20000000001
02-18 18:00,75748.0,73812.0,63598.0,61213.0,71502.0,65394.56,83229.44
02-18 19:00,75308.0,73198.0,63031.0,60788.0,70898.0,64894.72,82593.28000000001
02-18 20:00,71572.0,70016.0,59756.0,59251.0,67563.0,61830.56,78693.44
02-18 21:00,67912.0,65249.0,55931.0,56903.0,63792.0,58143.36,74000.64000000001
02-18 22:00,65481.0,63138.0,55307.0,57552.0,60990.0,55970.64,71235.36
02-18 23:00,61452.0,58983.0,52479.0,54904.0,56496.0,52774.48,67167.52
02-19 00:00,57348.0,54620.0,49293.0,52636.0,53174.0,49954.96,63579.04000000001
02-19 01:00,54934.0,52354.0,47122.0,50342.0,51133.0,47280.64,60175.36000000001
02-19 02:00,54012.0,51580.0,46022.0,49263.0,50407.0,46506.24,59189.76
02-19 03:00,53941.0,52115.0,45930.0,49862.0,51107.0,47140.72,59997.280000000006
02-19 04:00,55861.0,53792.0,46208.0,52251.0,53099.0,48621.76,61882.240000000005
02-19 05:00,59194.0,57870.0,45867.0,57250.0,57869.0,51773.04,65892.96
02-19 06:00,67727.0,66791.0,45143.0,66181.0,67736.0,57543.2,73236.8
02-19 07:00,71782.0,70963.0,47633.0,70283.0,71656.0,61314.88,78037.12000000001
02-19 08:00,73481.0,72012.0,51354.0,71933.0,72893.0,62811.76,79942.24
02-19 09:00,74208.0,73123.0,54396.0,72360.0,72936.0,63196.32,80431.68000000001
02-19 10:00,74291.0,73745.0,56645.0,72694.0,73131.0,62712.32,79815.68000000001
02-19 11:00,75091.0,74184.0,58127.0,73300.0,73621.0,62797.68,79924.32
02-19 12:00,74063.0,73381.0,57684.0,72719.0,73017.0,62399.04,79416.96
02-19 13:00,73810.0,72411.0,55903.0,72630.0,72300.0,61306.96,78027.04000000001
02-19 14:00,72482.0,70432.0,54299.0,71216.0,70780.0,59057.68,75164.32
02-19 15:00,71471.0,69440.0,53712.0,70927.0,70420.0,57944.48,73747.52
02-19 16:00,69517.0,68429.0,53887.0,69502.0,69272.0,56466.08,71865.92000000001
02-19 17:00,72616.0,71155.0,57923.0,72038.0,72535.0,59099.04,75216.96
02-19 18:00,76016.0,73049.0,60653.0,73683.0,74577.0,60886.32,77491.68000000001
02-19 19:00,75578.0,72377.0,59924.0,73397.0,73942.0,60513.2,77016.8
02-19 20:00,72311.0,68790.0,58246.0,70095.0,70131.0,57896.96,73687.04000000001
02-19 21:00,68309.0,65358.0,55196.0,65804.0,66010.0,54552.08,69429.92000000001
02-19 22:00,66264.0,63423.0,55677.0,63183.0,63125.0,52355.6,66634.40000000001
02-19 23:00,62093.0,59317.0,52872.0,59363.0,58491.0,49140.96,62543.04000000001
02-20 00:00,58202.0,55570.0,49907.0,55650.0,54979.0,45864.72,58373.280000000006
02-20 01:00,55826.0,52648.0,47598.0,53415.0,52743.0,43363.76,55190.240000000005
02-20 02:00,54378.0,51011.0,47331.0,52471.0,51424.0,42043.76,53510.240000000005
02-20 03:00,54044.0,50571.0,48119.0,53075.0,52006.0,42010.32,53467.68000000001
02-20 04:00,55449.0,51175.0,50556.0,55426.0,53932.0,42528.64,54127.36000000001
02-20 05:00,59114.0,51133.0,55846.0,59369.0,58824.0,42848.08,54533.920000000006
02-20 06:00,67169.0,53116.0,66206.0,67432.0,67819.0,44398.64,56507.36000000001
02-20 07:00,70788.0,56178.0,70794.0,70783.0,71348.0,46788.72,59549.280000000006
02-20 08:00,72315.0,59809.0,72832.0,72640.0,71895.0,49880.16,63483.840000000004
02-20 09:00,73267.0,62983.0,73541.0,72727.0,71831.0,51584.72,65653.28000000001
02-20 10:00,74044.0,64684.0,74927.0,72979.0,71556.0,52289.6,66550.40000000001
02-20 11:00,74156.0,65920.0,76286.0,73487.0,71925.0,52178.72,66409.28000000001
02-20 12:00,73575.0,65529.0,75518.0,73013.0,71195.0,51665.68,65756.32
02-20 13:00,72362.0,63534.0,75559.0,73200.0,70881.0,50343.04,64072.96000000001
02-20 14:00,69695.0,61351.0,74175.0,72187.0,68887.0,47977.6,61062.40000000001
02-20 15:00,68039.0,60522.0,73621.0,71717.0,68434.0,46438.48,59103.520000000004
02-20 16:00,67054.0,60716.0,72100.0,70658.0,67108.0,47341.36,60252.64000000001
02-20 17:00,70660.0,64218.0,74638.0,73121.0,70804.0,51646.32,65731.68000000001
02-20 18:00,72685.0,65493.0,75747.0,75541.0,72967.0,54885.6,69854.40000000001
02-20 19:00,72049.0,64113.0,75583.0,75332.0,72539.0,54540.64,69415.36
02-20 20:00,68280.0,60777.0,72546.0,72047.0,68999.0,52185.76,66418.24
02-20 21:00,64089.0,56523.0,67945.0,67857.0,64986.0,49201.68,62620.32000000001
02-20 22:00,62441.0,56220.0,64480.0,65053.0,62130.0,47789.28,60822.72000000001
02-20 23:00,58721.0,53421.0,60065.0,61139.0,57759.0,45503.04,57912.96000000001
02-21 00:00,54055.0,49612.0,55134.0,57497.0,54047.0,42981.840000000004,54704.16
02-21 01:00,51380.0,46715.0,51820.0,55210.0,51934.0,40591.76,51662.240000000005
02-21 02:00,49676.0,44784.0,50850.0,54384.0,51017.0,39565.68,50356.32000000001
02-21 03:00,49032.0,44169.0,51263.0,54655.0,51300.0,39404.64,50151.36000000001
02-21 04:00,48948.0,44520.0,53144.0,56316.0,53573.0,39568.32,50359.68000000001
02-21 05:00,49164.0,44559.0,57983.0,60124.0,58170.0,39749.6,50590.4
02-21 06:00,51469.0,43863.0,67350.0,68629.0,67068.0,39844.64,50711.36000000001
02-21 07:00,54745.0,45941.0,71749.0,71647.0,70330.0,41641.6,52998.4
02-21 08:00,58727.0,49623.0,73524.0,72707.0,71559.0,44096.8,56123.200000000004
02-21 09:00,61564.0,53443.0,74317.0,73057.0,72188.0,46398.88,59053.12
02-21 10:00,63278.0,56044.0,75447.0,73177.0,72490.0,46687.52,59420.48
02-21 11:00,64430.0,57994.0,76420.0,73442.0,72520.0,47480.4,60429.600000000006
02-21 12:00,63434.0,57829.0,75016.0,72701.0,71129.0,46881.12,59666.880000000005
02-21 13:00,61468.0,56249.0,74417.0,72652.0,70569.0,44498.08,56633.920000000006
02-21 14:00,59201.0,54280.0,72806.0,71258.0,69421.0,41825.52,53232.48
02-21 15:00,57959.0,53466.0,71747.0,71048.0,69387.0,41156.72,52381.280000000006
02-21 16:00,56990.0,53478.0,70096.0,69843.0,68349.0,42642.16,54271.840000000004
02-21 17:00,60208.0,58315.0,71820.0,71984.0,70876.0,47096.72,59941.280000000006
02-21 18:00,62903.0,61431.0,73698.0,74989.0,72469.0,50724.96,64559.04000000001
02-21 19:00,62250.0,61265.0,73445.0,74764.0,72225.0,50467.12,64230.880000000005
02-21 20:00,59162.0,59125.0,70211.0,71693.0,68888.0,48566.32,61811.68000000001
02-21 21:00,55508.0,56477.0,65760.0,67887.0,64141.0,46219.36,58824.64000000001
02-21 22:00,55256.0,56708.0,63244.0,64988.0,61721.0,45955.36,58488.64000000001
02-21 23:00,53128.0,53315.0,59049.0,61656.0,57234.0,43750.08,55681.920000000006
02-22 00:00,49989.0,50029.0,54770.0,57427.0,53345.0,41024.72,52213.280000000006
02-22 01:00,47496.0,47504.0,52459.0,55842.0,50812.0,40069.04,50996.96000000001
02-22 02:00,45969.0,46338.0,51286.0,54638.0,49323.0,39629.92,50438.08
02-22 03:00,45577.0,47370.0,52164.0,54572.0,50490.0,40581.2,51648.8
02-22 04:00,45504.0,50102.0,54082.0,56130.0,52563.0,42966.88,54685.12
02-22 05:00,45477.0,55676.0,58656.0,59990.0,57584.0,47346.64,60259.36000000001
02-22 06:00,44641.0,66004.0,67931.0,68394.0,65996.0,54905.840000000004,69880.16
02-22 07:00,46629.0,70758.0,72192.0,71514.0,69631.0,58821.840000000004,74864.16
02-22 08:00,50202.0,72100.0,73891.0,73017.0,71011.0,60520.24,77025.76000000001
02-22 09:00,53504.0,73015.0,74900.0,73567.0,72040.0,60693.6,77246.40000000001
02-22 10:00,55543.0,73859.0,75825.0,73849.0,72075.0,60595.92,77122.08
02-22 11:00,57887.0,74750.0,76493.0,74256.0,72346.0,61374.72,78113.28000000001
02-22 12:00,57241.0,74026.0,75789.0,73198.0,71713.0,60904.8,77515.20000000001
02-22 13:00,55262.0,74103.0,75415.0,73206.0,70359.0,59880.48,76211.52
02-22 14:00,53272.0,72547.0,73797.0,72505.0,68168.0,58284.16,74179.84000000001
02-22 15:00,52242.0,71710.0,72882.0,72063.0,66825.0,57028.4,72581.6
02-22 16:00,52575.0,69673.0,72083.0,71465.0,65693.0,56330.56,71693.44
02-22 17:00,56795.0,72168.0,73710.0,73699.0,67541.0,58926.56,74997.44
02-22 18:00,61132.0,73807.0,75422.0,75746.0,70120.0,61668.64,78487.36
02-22 19:00,61303.0,73171.0,75072.0,75300.0,69476.0,61792.72,78645.28000000001
02-22 20:00,59362.0,69486.0,71587.0,71747.0,66141.0,59019.840000000004,75116.16
02-22 21:00,56742.0,65668.0,66629.0,68133.0,62195.0,55588.72,70749.28000000001
02-22 22:00,57631.0,63280.0,63826.0,65345.0,59796.0,53042.88,67509.12000000001
02-22 23:00,55180.0,58217.0,59345.0,62242.0,56679.0,49607.36,63136.64000000001
02-23 00:00,52156.0,53817.0,54980.0,58535.0,52501.0,46518.56,59205.44
02-23 01:00,50574.0,51529.0,52181.0,56097.0,50250.0,44451.44,56574.560000000005
02-23 02:00,49634.0,50307.0,50795.0,55339.0,48683.0,43584.64,55471.36000000001
02-23 03:00,50105.0,51104.0,51417.0,55619.0,48661.0,43882.08,55849.920000000006
02-23 04:00,52773.0,52914.0,53703.0,57292.0,48754.0,45994.08,58537.920000000006
02-23 05:00,57800.0,57315.0,57645.0,60956.0,49103.0,49760.48,63331.520000000004
02-23 06:00,66517.0,66485.0,66712.0,69138.0,50776.0,56987.04,72528.96
02-23 07:00,70768.0,69839.0,70292.0,71968.0,53853.0,60323.12,76774.88
02-23 08:00,72909.0,71215.0,71974.0,73413.0,57800.0,61970.48,78871.52
02-23 09:00,75067.0,72031.0,72902.0,74115.0,59673.0,61889.52,78768.48000000001
02-23 10:00,75771.0,72900.0,75037.0,74773.0,59968.0,61429.28,78182.72
02-23 11:00,76518.0,73505.0,75344.0,75369.0,60260.0,61680.08,78501.92000000001
02-23 12:00,75632.0,73197.0,74786.0,75361.0,59392.0,61254.16,77959.84000000001
02-23 13:00,75389.0,72869.0,74769.0,74249.0,57416.0,60287.04,76728.96
02-23 14:00,73624.0,71838.0,73290.0,72274.0,55635.0,57813.36,73580.64000000001
02-23 15:00,72181.0,70944.0,71729.0,71246.0,54484.0,57345.2,72984.8
02-23 16:00,71059.0,69178.0,70861.0,69865.0,54437.0,55959.2,71220.8
02-23 17:00,72756.0,71187.0,73657.0,71495.0,57987.0,58602.72,74585.28000000001
02-23 18:00,75155.0,74445.0,75350.0,74547.0,61290.0,61659.840000000004,78476.16
02-23 19:00,74820.0,74207.0,75144.0,74112.0,60934.0,61609.68,78412.32
02-23 20:00,71515.0,70742.0,71499.0,70775.0,57988.0,59560.16,75803.84000000001
02-23 21:00,67197.0,66323.0,66869.0,66670.0,55057.0,56461.68,71860.32
02-23 22:00,64928.0,63876.0,63890.0,64063.0,54183.0,52627.52,66980.48000000001
02-23 23:00,60535.0,59277.0,59997.0,61238.0,51278.0,49053.840000000004,62432.16
02-24 00:00,56680.0,55301.0,55655.0,57831.0,47653.0,45862.96,58371.04000000001
02-24 01:00,53938.0,52892.0,52716.0,56140.0,45120.0,44490.16,56623.840000000004
02-24 02:00,52809.0,51664.0,51983.0,54331.0,44022.0,44263.12,56334.880000000005
02-24 03:00,53280.0,51974.0,52640.0,53899.0,43664.0,44976.8,57243.200000000004
02-24 04:00,55382.0,53699.0,54326.0,53595.0,43983.0,47052.72,59885.280000000006
02-24 05:00,59587.0,58103.0,58291.0,53593.0,43804.0,50269.12,63978.880000000005
02-24 06:00,68303.0,67541.0,66424.0,55234.0,43670.0,57706.88,73445.12000000001
02-24 07:00,71232.0,70635.0,69922.0,58121.0,45784.0,60845.840000000004,77440.16
02-24 08:00,73046.0,71420.0,71876.0,62563.0,49112.0,62321.6,79318.40000000001
02-24 09:00,73228.0,71854.0,72042.0,65218.0,51767.0,62057.6,78982.40000000001
02-24 10:00,74281.0,72318.0,72701.0,66214.0,53147.0,61531.36,78312.64000000001
02-24 11:00,75397.0,73128.0,73170.0,66649.0,54379.0,61963.44,78862.56000000001
02-24 12:00,74780.0,72458.0,72241.0,65508.0,53630.0,61530.48,78311.52
02-24 13:00,74972.0,72060.0,71922.0,63912.0,51623.0,60580.08,77101.92000000001
02-24 14:00,72720.0,69849.0,69640.0,61755.0,49934.0,58256.0,74144.0
02-24 15:00,71948.0,69171.0,68792.0,60358.0,48865.0,57301.2,72928.8
02-24 16:00,70151.0,67421.0,67175.0,60808.0,49500.0,56343.76,71710.24
02-24 17:00,72013.0,69933.0,67734.0,64133.0,53878.0,58748.8,74771.20000000001
02-24 18:00,75081.0,73206.0,71332.0,67013.0,58282.0,61869.28,78742.72
02-24 19:00,74599.0,72943.0,71185.0,66915.0,57940.0,61748.72,78589.28000000001
02-24 20:00,71118.0,70464.0,67564.0,63500.0,55734.0,58989.92,75078.08
02-24 21:00,67065.0,65863.0,63111.0,59835.0,52909.0,55836.0,71064.0
02-24 22:00,64915.0,63098.0,60522.0,59392.0,53199.0,53422.16,67991.84000000001
02-24 23:00,60554.0,58821.0,57464.0,56784.0,50407.0,49385.6,62854.40000000001
02-25 00:00,56373.0,55303.0,53738.0,53973.0,47731.0,46064.48,58627.520000000004
02-25 01:00,53856.0,53016.0,51781.0,52037.0,46532.0,44733.04,56932.96000000001
02-25 02:00,52317.0,51718.0,50209.0,50515.0,45776.0,43755.36,55688.64000000001
02-25 03:00,52572.0,52170.0,49652.0,49642.0,46654.0,44037.840000000004,56048.16
02-25 04:00,54429.0,54116.0,49639.0,49371.0,49257.0,46106.72,58681.280000000006
02-25 05:00,58763.0,58255.0,49593.0,49087.0,54820.0,50158.24,63837.76000000001
02-25 06:00,67623.0,67265.0,50634.0,48192.0,64672.0,56724.8,72195.20000000001
02-25 07:00,70795.0,70100.0,53837.0,50231.0,67686.0,59803.92,76114.08
02-25 08:00,71982.0,70870.0,57531.0,54105.0,68655.0,60948.8,77571.20000000001
02-25 09:00,72011.0,71468.0,59868.0,56492.0,68726.0,60734.08,77297.92000000001
02-25 10:00,73074.0,71659.0,61289.0,58248.0,69029.0,61020.08,77661.92000000001
02-25 11:00,73839.0,72519.0,61864.0,60023.0,69341.0,61283.2,77996.8
02-25 12:00,73124.0,72144.0,60799.0,59925.0,68682.0,60785.12,77362.88
02-25 13:00,72804.0,72120.0,59785.0,57781.0,68334.0,59555.76,75798.24
02-25 14:00,71132.0,70732.0,57622.0,56286.0,67061.0,57991.12,73806.88
02-25 15:00,70366.0,70160.0,56722.0,55839.0,66150.0,57260.72,72877.28000000001
02-25 16:00,68657.0,68562.0,57035.0,56151.0,64781.0,56232.88,71569.12000000001
02-25 17:00,70963.0,70357.0,60838.0,59992.0,67676.0,58310.56,74213.44
02-25 18:00,74533.0,73706.0,63921.0,64514.0,71294.0,61290.24,78005.76000000001
02-25 19:00,74126.0,73256.0,63407.0,64165.0,71047.0,60923.28,77538.72
02-25 20:00,70443.0,70349.0,59946.0,62488.0,67559.0,58503.28,74458.72
02-25 21:00,66367.0,66336.0,55992.0,60361.0,63477.0,55027.28,70034.72
02-25 22:00,63901.0,63660.0,54910.0,60919.0,60815.0,52506.96,66827.04000000001
02-25 23:00,59530.0,59399.0,51340.0,58787.0,56608.0,48829.44,62146.560000000005
02-26 00:00,55642.0,56106.0,48786.0,56162.0,51968.0,45258.4,57601.600000000006
02-26 01:00,53096.0,53353.0,46337.0,54756.0,49961.0,43619.840000000004,55516.16
02-26 02:00,51804.0,51827.0,44848.0,53984.0,49120.0,43069.840000000004,54816.16
02-26 03:00,52100.0,51866.0,44057.0,54316.0,49867.0,43828.4,55781.600000000006
02-26 04:00,53989.0,53617.0,44406.0,56335.0,51424.0,45444.08,57837.920000000006
02-26 05:00,58068.0,57678.0,44637.0,61099.0,56676.0,49073.2,62456.8
02-26 06:00,67467.0,66327.0,44093.0,69990.0,65525.0,55441.76,70562.24
02-26 07:00,70446.0,69820.0,46106.0,72925.0,68181.0,58879.92,74938.08
02-26 08:00,71791.0,71202.0,49766.0,74782.0,68833.0,60613.52,77144.48000000001
02-26 09:00,72121.0,71518.0,52689.0,75012.0,68835.0,61121.28,77790.72
02-26 10:00,72520.0,71397.0,55232.0,75824.0,68841.0,61561.28,78350.72
02-26 11:00,72792.0,71485.0,57028.0,76708.0,69256.0,62297.840000000004,79288.16
02-26 12:00,72735.0,70737.0,56244.0,76400.0,68682.0,62597.92,79670.08
02-26 13:00,72974.0,69553.0,54226.0,76761.0,67849.0,61317.52,78040.48000000001
02-26 14:00,71248.0,67800.0,52031.0,75929.0,66505.0,59431.68,75640.32
02-26 15:00,70542.0,66361.0,50909.0,75178.0,65959.0,58106.4,73953.6
02-26 16:00,69049.0,65520.0,50939.0,74310.0,64576.0,57063.6,72626.40000000001
02-26 17:00,70843.0,67528.0,54935.0,76007.0,67049.0,59075.28,75186.72
02-26 18:00,74597.0,70756.0,58898.0,78915.0,70895.0,60837.92,77430.08
02-26 19:00,74569.0,70211.0,58784.0,78448.0,70562.0,60552.8,77067.20000000001
02-26 20:00,71305.0,66366.0,56378.0,76078.0,67160.0,57640.88,73361.12000000001
02-26 21:00,67269.0,61923.0,54094.0,71816.0,63068.0,54524.8,69395.20000000001
02-26 22:00,64599.0,59802.0,54490.0,69471.0,59864.0,52020.32,66207.68000000001
02-26 23:00,59939.0,55942.0,52175.0,66107.0,55794.0,48957.04,62308.96000000001
02-27 00:00,55659.0,52727.0,49015.0,63067.0,51963.0,45864.72,58373.280000000006
02-27 01:00,53367.0,50335.0,46922.0,60687.0,49958.0,43832.8,55787.200000000004
02-27 02:00,51491.0,49004.0,46002.0,59375.0,49178.0,43082.16,54831.840000000004
02-27 03:00,52115.0,48819.0,47228.0,58913.0,50527.0,42153.76,53650.240000000005
02-27 04:00,54304.0,48712.0,49175.0,60134.0,52767.0,41527.2,52852.8
02-27 05:00,58116.0,48735.0,53655.0,63743.0,57369.0,41668.0,53032.00000000001
02-27 06:00,67211.0,49930.0,61111.0,71894.0,65794.0,43183.36,54960.64000000001
02-27 07:00,71192.0,53080.0,66130.0,74537.0,68727.0,45509.2,57920.8
02-27 08:00,72475.0,56526.0,68475.0,76384.0,69757.0,48300.56,61473.44
02-27 09:00,73162.0,58976.0,69355.0,76303.0,69610.0,50254.16,63959.840000000004
02-27 10:00,73487.0,59756.0,70267.0,76364.0,69945.0,51210.72,65177.280000000006
02-27 11:00,73950.0,60281.0,71060.0,76244.0,69921.0,51756.32,65871.68000000001
02-27 12:00,73298.0,59252.0,70628.0,76169.0,68851.0,51232.72,65205.280000000006
02-27 13:00,72689.0,57399.0,69770.0,76283.0,68022.0,49609.12,63138.880000000005
02-27 14:00,70319.0,55218.0,67134.0,75026.0,67125.0,48098.16,61215.840000000004
02-27 15:00,69705.0,54431.0,66642.0,74700.0,65855.0,47292.96,60191.04000000001
02-27 16:00,68441.0,54714.0,65240.0,73066.0,64521.0,46966.48,59775.520000000004
02-27 17:00,69829.0,57963.0,67938.0,75579.0,67371.0,50050.88,63701.12
02-27 18:00,72781.0,61893.0,70999.0,79325.0,71971.0,52944.32,67383.68000000001
02-27 19:00,72305.0,61498.0,70902.0,79102.0,71713.0,52539.52,66868.48000000001
02-27 20:00,68852.0,58460.0,68162.0,76325.0,68670.0,49767.52,63340.48
