,fit_capacity_factor_2015,fit_capacity_factor_2016,fit_capacity_factor_2017,fit_capacity_factor_2018,fit_capacity_factor_2019,fit_capacity_factor_2020
2001-04-04 5:00,0.051879425,0.123582696,0.033704753,0.269997073,0.079329656,0.078554606
2001-04-04 6:00,0.051231233,0.142864654,0.025884565,0.268172302,0.067913443,0.075853346
2001-04-04 7:00,0.049481875,0.154537698,0.01770868,0.236121734,0.0516978,0.071195849
2001-04-04 8:00,0.043377983,0.139133728,0.00949333,0.157346564,0.036130868,0.051490834
2001-04-04 9:00,0.048401504,0.118258884,0.008159864,0.108503624,0.028438621,0.040470357
2001-04-04 10:00,0.057637455,0.130105337,0.012791141,0.117757013,0.028518129,0.046686789
2001-04-04 11:00,0.060317453,0.149023254,0.009128673,0.13628948,0.033443622,0.050268509
2001-04-04 12:00,0.067546802,0.164813639,0.001934188,0.1522333,0.041563193,0.051947051
2001-04-04 13:00,0.082616927,0.17841941,-0.003889405,0.171806714,0.055577349,0.051795882
2001-04-04 14:00,0.101106471,0.184832766,-0.00661615,0.173557381,0.067708584,0.048710691
2001-04-04 15:00,0.120533715,0.183174876,-0.006015165,0.154152975,0.074580206,0.044096713
2001-04-04 16:00,0.137239003,0.16918529,-0.003432207,0.148440393,0.076100836,0.039189836
2001-04-04 17:00,0.147698671,0.142541674,-0.00079733,0.18084655,0.071111363,0.034019227
2001-04-04 18:00,0.132550786,0.104590307,0.00194537,0.220732774,0.078653166,0.031419384
2001-04-04 19:00,0.132315176,0.077359127,0.009928898,0.262518637,0.10598688,0.051145215
2001-04-04 20:00,0.148756429,0.058906535,0.017491214,0.295109829,0.121767087,0.090471888
2001-04-04 21:00,0.154750111,0.058093889,0.018260357,0.293525103,0.121832734,0.136440764
2001-04-04 22:00,0.14821334,0.066631522,0.016486478,0.299227043,0.114231008,0.180956208
2001-04-04 23:00,0.13644345,0.073715507,0.014078025,0.308468763,0.106253423,0.220457985
2001-04-05 0:00,0.124590664,0.079087402,0.013631699,0.310848604,0.096185087,0.251653567
2001-04-05 1:00,0.111117306,0.086098521,0.016869706,0.317037762,0.083881128,0.27077225
2001-04-05 2:00,0.096361908,0.090219386,0.024617345,0.31764245,0.079236512,0.277065948
2001-04-05 3:00,0.083135285,0.088926954,0.035870158,0.319417227,0.079135388,0.274204313
2001-04-05 4:00,0.073981912,0.087801161,0.050616519,0.317607223,0.07576026,0.269867384
2001-04-05 5:00,0.062367648,0.084162879,0.070436032,0.321175178,0.074365362,0.264414895
2001-04-05 6:00,0.049115145,0.079645265,0.086378735,0.335725861,0.074233601,0.264322627
2001-04-05 7:00,0.031851305,0.07425473,0.088813674,0.33465923,0.069901797,0.243030497
2001-04-05 8:00,0.013732871,0.057844183,0.075764457,0.367959361,0.061485669,0.16184797
2001-04-05 9:00,0.024138658,0.041165775,0.095560544,0.475906063,0.057589755,0.140545473
2001-04-05 10:00,0.044555603,0.046114926,0.128834251,0.527306697,0.060021926,0.246688226
2001-04-05 11:00,0.054251212,0.053595917,0.157528499,0.544449404,0.064676763,0.313995585
2001-04-05 12:00,0.063077778,0.059167527,0.198297602,0.554295724,0.067516954,0.319458178
2001-04-05 13:00,0.074793533,0.070330296,0.245217304,0.575741458,0.064586476,0.308939656
2001-04-05 14:00,0.090213416,0.081552191,0.289077023,0.590905382,0.058764083,0.296086766
2001-04-05 15:00,0.104667155,0.096636471,0.324901262,0.597159251,0.051406695,0.286092511
2001-04-05 16:00,0.118305438,0.109170998,0.352789451,0.579615883,0.044586479,0.28530918
2001-04-05 17:00,0.125476641,0.108233176,0.38478816,0.545874042,0.037938002,0.288379
2001-04-05 18:00,0.113097166,0.112537395,0.397584288,0.493846086,0.032577767,0.291500409
2001-04-05 19:00,0.114378717,0.140384924,0.386115584,0.444669667,0.033214366,0.353952343
2001-04-05 20:00,0.132348115,0.178005161,0.374599107,0.406058861,0.039655748,0.423100441
2001-04-05 21:00,0.141899238,0.208971569,0.375951441,0.362732409,0.044914809,0.440247695
2001-04-05 22:00,0.13810723,0.237794292,0.38587726,0.325214054,0.046974325,0.428849047
2001-04-05 23:00,0.124884773,0.257762252,0.379122501,0.273916688,0.046122509,0.410866636
2001-04-06 0:00,0.109083257,0.26688599,0.375582228,0.236645822,0.046524288,0.391857743
2001-04-06 1:00,0.09587061,0.265557075,0.373135847,0.210850576,0.046435102,0.374719568
2001-04-06 2:00,0.086269913,0.257324185,0.366465522,0.196001641,0.043833661,0.359591288
2001-04-06 3:00,0.078509442,0.252959024,0.347598725,0.186985478,0.041318373,0.349466384
2001-04-06 4:00,0.074295794,0.232548903,0.325950765,0.171976898,0.041440404,0.342755133
2001-04-06 5:00,0.071896567,0.21864205,0.302768337,0.15966578,0.040537211,0.336906616
2001-04-06 6:00,0.070221903,0.215528727,0.278544841,0.14761073,0.038775485,0.333749681
2001-04-06 7:00,0.062567091,0.208973449,0.253082877,0.134111756,0.037672422,0.29823036
2001-04-06 8:00,0.054292223,0.22196985,0.261668347,0.10927818,0.032204673,0.205981063
2001-04-06 9:00,0.072428927,0.268848184,0.271601172,0.106919279,0.041099866,0.165125028
2001-04-06 10:00,0.100460588,0.31902357,0.27030028,0.122493872,0.060519074,0.204783763
2001-04-06 11:00,0.115315312,0.359650266,0.269332839,0.124790689,0.081259553,0.223741824
2001-04-06 12:00,0.123717474,0.388635838,0.26724642,0.130264949,0.105241766,0.219403604
2001-04-06 13:00,0.129878385,0.407369408,0.261949512,0.138746289,0.123900944,0.215352701
2001-04-06 14:00,0.132198543,0.421699059,0.260552006,0.148713439,0.135662287,0.209287235
2001-04-06 15:00,0.129596408,0.435118202,0.27181564,0.16128889,0.140434939,0.198279201
2001-04-06 16:00,0.121697546,0.443375699,0.285057998,0.177221369,0.139976579,0.178262274
2001-04-06 17:00,0.111121507,0.428976399,0.292388006,0.188102842,0.131451554,0.146800489
2001-04-06 18:00,0.08635791,0.394335118,0.281058394,0.195454529,0.129837005,0.13593609
2001-04-06 19:00,0.082456514,0.393635531,0.268020386,0.252754169,0.168926332,0.155114385
2001-04-06 20:00,0.08969348,0.411895449,0.265011891,0.3411738,0.216509369,0.174880699
2001-04-06 21:00,0.081363389,0.417521381,0.258392805,0.384910091,0.239395199,0.183875969
2001-04-06 22:00,0.063995477,0.423561203,0.266393323,0.401656927,0.235670685,0.185025629
2001-04-06 23:00,0.046444996,0.418168588,0.279224493,0.408491162,0.215764411,0.189606212
2001-04-07 0:00,0.031960173,0.412204903,0.287032736,0.40835611,0.190437047,0.195983348
2001-04-07 1:00,0.025235022,0.401616451,0.301895484,0.401993142,0.164189406,0.197518365
2001-04-07 2:00,0.030306309,0.385057621,0.31551092,0.392802128,0.137285149,0.188995191
2001-04-07 3:00,0.04234422,0.372219642,0.3212173,0.381052985,0.113569216,0.176404939
2001-04-07 4:00,0.059615841,0.360939116,0.317180895,0.369951359,0.095541237,0.162071364
2001-04-07 5:00,0.078785352,0.340260308,0.31984429,0.359099069,0.083585942,0.141407876
2001-04-07 6:00,0.09762076,0.319964816,0.326606786,0.349279124,0.07855453,0.114339114
2001-04-07 7:00,0.109038643,0.290927386,0.31581339,0.312624055,0.071734249,0.086027104
2001-04-07 8:00,0.08772824,0.284057991,0.301201728,0.237318071,0.041389796,0.055363313
2001-04-07 9:00,0.094756321,0.334141639,0.3172831,0.232502934,0.031134208,0.051683177
2001-04-07 10:00,0.156006583,0.357035305,0.338585937,0.290449284,0.071161718,0.063023337
2001-04-07 11:00,0.183886527,0.36326333,0.353066281,0.297612025,0.105419185,0.064249511
2001-04-07 12:00,0.200586672,0.367634398,0.361734562,0.298941336,0.11535895,0.054361194
2001-04-07 13:00,0.219785591,0.375276313,0.362511826,0.30507563,0.113517956,0.043880825
2001-04-07 14:00,0.24107031,0.378300805,0.356736159,0.307568659,0.106384222,0.035404571
2001-04-07 15:00,0.260036892,0.376511789,0.345792259,0.300462048,0.098308179,0.030857663
2001-04-07 16:00,0.271085453,0.361014586,0.326940832,0.273010356,0.092268088,0.030754647
2001-04-07 17:00,0.266966509,0.322213932,0.310088542,0.229661296,0.087261127,0.036686203
2001-04-07 18:00,0.236177925,0.25537768,0.291494952,0.227419397,0.085057864,0.055272232
2001-04-07 19:00,0.211275346,0.212404817,0.276663222,0.272161992,0.113512927,0.107456027
2001-04-07 20:00,0.207850796,0.203157007,0.262219267,0.32020613,0.144332101,0.17084175
2001-04-07 21:00,0.20062211,0.202506674,0.247403986,0.337973975,0.157049183,0.210164911
2001-04-07 22:00,0.189760591,0.202091381,0.219593584,0.335842971,0.153765276,0.225259023
2001-04-07 23:00,0.184256975,0.209232873,0.190830363,0.322927347,0.140137732,0.230927189
2001-04-08 0:00,0.179396813,0.211992006,0.166440609,0.303900631,0.121920087,0.233334994
2001-04-08 1:00,0.17143352,0.206014556,0.146308698,0.282251447,0.101834735,0.230714826
2001-04-08 2:00,0.159507144,0.189599315,0.13167886,0.259629494,0.083264387,0.222577061
2001-04-08 3:00,0.156603218,0.16923839,0.115853441,0.240021007,0.068994946,0.212009809
2001-04-08 4:00,0.15782112,0.15829694,0.100947642,0.223755523,0.060949085,0.198624001
2001-04-08 5:00,0.154184857,0.141609162,0.08629314,0.208714172,0.056056857,0.182103778
2001-04-08 6:00,0.151868205,0.128103703,0.076556171,0.194224109,0.055110484,0.169486836
2001-04-08 7:00,0.146735347,0.108199791,0.063313044,0.168448407,0.052736891,0.145029103
2001-04-08 8:00,0.150697115,0.073739069,0.056419692,0.132253248,0.043028321,0.090464404
2001-04-08 9:00,0.151204537,0.084416475,0.054448618,0.111981107,0.046477189,0.053918289
2001-04-08 10:00,0.145201383,0.094091691,0.058544014,0.105074091,0.070437342,0.055085852
2001-04-08 11:00,0.132566511,0.09091251,0.062763095,0.104780782,0.089610072,0.051704732
2001-04-08 12:00,0.119548685,0.085466182,0.06294484,0.103705192,0.096150237,0.040745782
2001-04-08 13:00,0.10597795,0.080648276,0.061399427,0.097192083,0.099028159,0.031314186
2001-04-08 14:00,0.092173472,0.075265085,0.059123567,0.086301612,0.102180944,0.023478143
2001-04-08 15:00,0.077581989,0.069072609,0.054867661,0.07359296,0.107281661,0.016941866
2001-04-08 16:00,0.06124769,0.062039251,0.046966792,0.061972915,0.114147926,0.013138282
2001-04-08 17:00,0.046797573,0.053081677,0.034318452,0.054132036,0.124161628,0.010431623
2001-04-08 18:00,0.030150516,0.038967683,0.020801186,0.060160671,0.136785768,0.015023413
2001-04-08 19:00,0.023421301,0.030292679,0.019030038,0.095999118,0.162288065,0.033983286
2001-04-08 20:00,0.026520325,0.026384596,0.022718106,0.134530767,0.195860571,0.06089574
2001-04-08 21:00,0.026554172,0.019689042,0.022898009,0.152072018,0.204591334,0.078609848
2001-04-08 22:00,0.024652643,0.014186385,0.02192496,0.152309764,0.200847858,0.082219858
2001-04-08 23:00,0.023237483,0.010014914,0.021618013,0.139791605,0.19193842,0.078268689
2001-04-09 0:00,0.021001717,0.008309127,0.022000148,0.121938837,0.178706821,0.074094163
2001-04-09 1:00,0.019914955,0.009022064,0.021686089,0.105528301,0.1659008,0.072028523
2001-04-09 2:00,0.022101286,0.011830681,0.021352611,0.095553037,0.154763946,0.075211716
2001-04-09 3:00,0.030108744,0.015597648,0.021403808,0.094735662,0.146423299,0.078104914
2001-04-09 4:00,0.043101983,0.019653695,0.022548033,0.101493661,0.140600362,0.080007114
2001-04-09 5:00,0.054829126,0.020305458,0.02334375,0.101635936,0.131086489,0.084834694
2001-04-09 6:00,0.061147007,0.020359272,0.023410377,0.093381408,0.125571785,0.088947519
2001-04-09 7:00,0.055366611,0.0193382,0.0225794,0.078872049,0.125854883,0.079996638
2001-04-09 8:00,0.040258113,0.007971669,0.011405918,0.047572622,0.127033434,0.049797478
2001-04-09 9:00,0.044655939,0.010976015,0.004819531,0.024853565,0.131431592,0.057363711
2001-04-09 10:00,0.042875516,0.023427142,0.009350383,0.026703006,0.138862344,0.081468685
2001-04-09 11:00,0.02978087,0.023100218,0.010221475,0.035842003,0.145010876,0.089575644
2001-04-09 12:00,0.015463452,0.019057853,0.00967728,0.045286159,0.146155773,0.098023117
2001-04-09 13:00,0.003293182,0.015771026,0.009273351,0.055292529,0.146417615,0.110689949
2001-04-09 14:00,-0.005936493,0.015267394,0.009594913,0.062861566,0.149480743,0.124050952
2001-04-09 15:00,-0.012200944,0.016805649,0.010442247,0.07230591,0.158737646,0.137743328
2001-04-09 16:00,-0.015840365,0.020089378,0.011187408,0.082958784,0.174252611,0.15157818
2001-04-09 17:00,-0.017193744,0.027217183,0.01066363,0.093995877,0.190055293,0.163422301
2001-04-09 18:00,-0.016500412,0.039676334,0.008569875,0.117399499,0.202034066,0.167670511
2001-04-09 19:00,-0.008291049,0.075161211,0.01649198,0.163921844,0.222893333,0.18503903
2001-04-09 20:00,0.006465132,0.124566488,0.04058052,0.206737184,0.2629117,0.208934675
2001-04-09 21:00,0.02043866,0.157472762,0.083338333,0.232369862,0.2637798,0.202728665
2001-04-09 22:00,0.031786629,0.175170892,0.140781205,0.238863967,0.244996176,0.183141733
2001-04-09 23:00,0.037759754,0.177096327,0.204096201,0.234431403,0.222319446,0.162125765
2001-04-10 0:00,0.038227763,0.169608076,0.262608094,0.226427245,0.203045471,0.140121881
2001-04-10 1:00,0.036502497,0.161180625,0.30660979,0.219429164,0.185029516,0.117715118
2001-04-10 2:00,0.034341946,0.149399109,0.336310373,0.215079231,0.170438005,0.097081662
2001-04-10 3:00,0.032123318,0.135050209,0.350715322,0.205765281,0.156992127,0.080070552
2001-04-10 4:00,0.030872584,0.120499796,0.350471126,0.19913622,0.145946148,0.066274125
2001-04-10 5:00,0.028691956,0.108335208,0.342953845,0.193486982,0.140729561,0.053197611
2001-04-10 6:00,0.027607435,0.09541112,0.335505499,0.18536492,0.137502165,0.041396127
2001-04-10 7:00,0.026115078,0.076711099,0.302353456,0.167266712,0.127770196,0.027907478
2001-04-10 8:00,0.010620517,0.048517792,0.25294681,0.136377164,0.13596147,0.010614649
2001-04-10 9:00,-0.007713224,0.034335419,0.264903147,0.142806317,0.165517084,0.007216848
2001-04-10 10:00,-0.008599594,0.034929924,0.315596443,0.18357472,0.180679809,0.014792267
2001-04-10 11:00,-0.005334201,0.037559845,0.344490221,0.20483352,0.181392949,0.018920368
2001-04-10 12:00,-0.003922086,0.042309743,0.364554008,0.218548492,0.173483963,0.022197009
2001-04-10 13:00,-0.003557104,0.048940628,0.38709681,0.233394155,0.167621031,0.027818929
2001-04-10 14:00,-0.003340364,0.056483948,0.407053046,0.252419813,0.165979172,0.036379705
2001-04-10 15:00,-0.00262268,0.065709888,0.424177492,0.274716063,0.169002012,0.046875023
2001-04-10 16:00,-0.0011366,0.07951992,0.44025417,0.296031,0.177136744,0.058208037
2001-04-10 17:00,0.000996378,0.097424671,0.446863918,0.310723194,0.192033561,0.070450519
2001-04-10 18:00,0.007902844,0.11591236,0.422433538,0.329336832,0.206202836,0.083360531
2001-04-10 19:00,0.029639336,0.158905437,0.381015774,0.360877717,0.228669152,0.112871925
2001-04-10 20:00,0.065387239,0.2245698,0.354216916,0.383525041,0.279186404,0.14942288
2001-04-10 21:00,0.106147436,0.255805753,0.333592843,0.386474453,0.292362057,0.159756418
2001-04-10 22:00,0.145235996,0.256895923,0.316542079,0.370449593,0.28040279,0.153087469
2001-04-10 23:00,0.176379045,0.247914738,0.307699705,0.346513878,0.259296122,0.137918974
2001-04-11 0:00,0.195967921,0.232779399,0.294878773,0.314951317,0.234346639,0.118176118
2001-04-11 1:00,0.210340128,0.215676182,0.290308092,0.29536919,0.214042469,0.098778717
2001-04-11 2:00,0.223213277,0.203011798,0.283334045,0.275582419,0.199533995,0.082428952
2001-04-11 3:00,0.228122942,0.190086871,0.273933714,0.267185569,0.187440812,0.070709622
2001-04-11 4:00,0.228743466,0.177581251,0.271209209,0.246751446,0.173015423,0.06243778
2001-04-11 5:00,0.235776892,0.163823497,0.269754456,0.232046145,0.160055109,0.057496488
2001-04-11 6:00,0.243144632,0.153403733,0.265265608,0.224505228,0.149518779,0.054508746
2001-04-11 7:00,0.222654446,0.137422036,0.258313786,0.219727239,0.123386291,0.046002972
2001-04-11 8:00,0.168274853,0.129391513,0.272795035,0.225741571,0.10517167,0.018928236
2001-04-11 9:00,0.162619533,0.163756054,0.309496263,0.232195985,0.135787531,0.006739177
2001-04-11 10:00,0.23464841,0.191485086,0.31802326,0.245866835,0.138481374,0.011129567
2001-04-11 11:00,0.312921952,0.20583413,0.31969183,0.249621768,0.126405409,0.00962907
2001-04-11 12:00,0.367801255,0.205108063,0.322881628,0.245099061,0.118021491,0.004992446
2001-04-11 13:00,0.411834271,0.199137761,0.322626032,0.242057812,0.115987026,-0.000166281
2001-04-11 14:00,0.44393691,0.194863726,0.323231691,0.24515606,0.117626966,-0.004339638
2001-04-11 15:00,0.470256338,0.193327634,0.318490711,0.250111247,0.122324312,-0.00665899
2001-04-11 16:00,0.482651604,0.194161777,0.308273752,0.257393635,0.12910798,-0.006883853
2001-04-11 17:00,0.461684265,0.199393159,0.282933156,0.265226432,0.14030711,-0.004338683
2001-04-11 18:00,0.426441208,0.193390285,0.23291033,0.27092832,0.150445786,0.001952751
2001-04-11 19:00,0.421140397,0.20009869,0.197943151,0.296040949,0.159698719,0.020626649
2001-04-11 20:00,0.424209496,0.224472895,0.204045597,0.326658182,0.198668511,0.050651666
2001-04-11 21:00,0.413049571,0.232526665,0.214702431,0.338136529,0.21372087,0.082272798
2001-04-11 22:00,0.389256695,0.218478813,0.230206052,0.329247568,0.205654906,0.109563725
2001-04-11 23:00,0.368925314,0.205220675,0.245293556,0.318399989,0.193001235,0.135713995
2001-04-12 0:00,0.353432633,0.182506068,0.267761375,0.298571574,0.182319987,0.159724099
2001-04-12 1:00,0.329524861,0.168669265,0.281518422,0.283182257,0.171894509,0.174942953
2001-04-12 2:00,0.311402442,0.156675707,0.294635201,0.27372607,0.166055528,0.182213718
2001-04-12 3:00,0.296884976,0.141691961,0.318817063,0.274137934,0.162994575,0.183757359
2001-04-12 4:00,0.266183631,0.132383639,0.337911159,0.263602401,0.160130147,0.181185265
2001-04-12 5:00,0.227229289,0.128394021,0.342253176,0.259635905,0.156095943,0.174537958
2001-04-12 6:00,0.203280333,0.118533428,0.338799895,0.26028353,0.152254002,0.166961163
2001-04-12 7:00,0.18824279,0.097357987,0.335968872,0.258974711,0.133316635,0.139002917
2001-04-12 8:00,0.166464948,0.068369529,0.328719593,0.260470824,0.134069139,0.075545552
2001-04-12 9:00,0.194980762,0.056672341,0.365611176,0.291655592,0.155853055,0.035097974
2001-04-12 10:00,0.23120165,0.045156868,0.455598888,0.32753984,0.150123301,0.037583732
2001-04-12 11:00,0.241808532,0.036094453,0.512391867,0.343454955,0.138414097,0.058343198
2001-04-12 12:00,0.24861818,0.029031293,0.530957926,0.352764689,0.130715432,0.072256917
2001-04-12 13:00,0.25575621,0.025534603,0.530803834,0.360997227,0.129241566,0.081098469
2001-04-12 14:00,0.262564677,0.023562468,0.526005927,0.355786471,0.131929153,0.088002705
2001-04-12 15:00,0.269147196,0.024679422,0.521254776,0.347132188,0.134728065,0.09386452
2001-04-12 16:00,0.27624692,0.02732788,0.499165328,0.335228478,0.137639514,0.098253433
2001-04-12 17:00,0.275178795,0.028492607,0.467486484,0.317564232,0.14094775,0.096061742
2001-04-12 18:00,0.253093751,0.027973384,0.439419378,0.311949745,0.141434454,0.092088644
2001-04-12 19:00,0.270473145,0.028307782,0.427414444,0.323208383,0.138167573,0.106616005
2001-04-12 20:00,0.32163507,0.030269409,0.398168629,0.343869651,0.161892329,0.127613604
2001-04-12 21:00,0.378004516,0.031221913,0.370305298,0.330927081,0.175521282,0.138522144
2001-04-12 22:00,0.428300215,0.030672311,0.347594062,0.296871544,0.171152097,0.144332294
2001-04-12 23:00,0.459648033,0.031192,0.33912123,0.28305516,0.163535349,0.15324424
2001-04-13 0:00,0.499080807,0.033269989,0.346460059,0.265249991,0.151577404,0.174171683
2001-04-13 1:00,0.537892801,0.035522773,0.341158458,0.237452736,0.140529113,0.206093323
2001-04-13 2:00,0.556883113,0.040439652,0.331993765,0.219418024,0.135310425,0.24770263
2001-04-13 3:00,0.550211891,0.037539223,0.314406121,0.202766491,0.133686925,0.282078629
2001-04-13 4:00,0.511802065,0.03473753,0.298579358,0.192235899,0.134974153,0.315008683
2001-04-13 5:00,0.470963,0.044505645,0.290919275,0.185312893,0.135785227,0.348636519
2001-04-13 6:00,0.430811586,0.041050136,0.294208358,0.196139015,0.136278315,0.389058827
2001-04-13 7:00,0.394354306,0.026527143,0.290661328,0.181343205,0.126739181,0.398445486
2001-04-13 8:00,0.396708712,0.01437445,0.308301161,0.161373583,0.133339041,0.413270727
2001-04-13 9:00,0.385895234,0.016852749,0.36006443,0.151065303,0.164885717,0.423857424
2001-04-13 10:00,0.373175102,0.021723009,0.391260473,0.145347125,0.174283584,0.43343191
2001-04-13 11:00,0.371449887,0.023981063,0.420920997,0.162059908,0.170814121,0.437119469
2001-04-13 12:00,0.377229826,0.027372909,0.446213293,0.167328039,0.166472801,0.438769735
2001-04-13 13:00,0.385796555,0.031977009,0.462368227,0.176468507,0.162617516,0.437046171
2001-04-13 14:00,0.392227457,0.034843164,0.46958058,0.17847039,0.162356546,0.427135675
2001-04-13 15:00,0.391266306,0.037842046,0.466698189,0.16968217,0.16594611,0.421924221
2001-04-13 16:00,0.376456114,0.042579379,0.452781889,0.156164757,0.171774637,0.431314049
2001-04-13 17:00,0.347822407,0.047738885,0.423631329,0.146241899,0.179417187,0.450168682
2001-04-13 18:00,0.298934743,0.054450708,0.354973106,0.150909583,0.181687847,0.452713191
2001-04-13 19:00,0.246552357,0.068310132,0.294689308,0.16287003,0.182480021,0.419840664
2001-04-13 20:00,0.215373439,0.084358518,0.280584338,0.173258219,0.207326137,0.398061729
2001-04-13 21:00,0.18764939,0.089208113,0.264114878,0.173250735,0.223788436,0.361991601
2001-04-13 22:00,0.16030198,0.084696515,0.250132644,0.173299824,0.221380505,0.334180436
2001-04-13 23:00,0.130439815,0.076566995,0.245947009,0.176233702,0.211819095,0.313944422
2001-04-14 0:00,0.107247133,0.069287979,0.240121343,0.190380977,0.197951732,0.296155962
2001-04-14 1:00,0.093508298,0.064086873,0.236644691,0.202326213,0.181030912,0.279700948
2001-04-14 2:00,0.090990277,0.064212189,0.232173705,0.218297826,0.167911049,0.253547247
2001-04-14 3:00,0.099986439,0.070194666,0.227552952,0.223031082,0.159857472,0.235360505
2001-04-14 4:00,0.122475959,0.076671149,0.21660113,0.22416485,0.153536444,0.225584747
2001-04-14 5:00,0.145775487,0.072906976,0.198490921,0.216477827,0.149466896,0.213975702
2001-04-14 6:00,0.164537371,0.067245012,0.180911343,0.188556397,0.1437659,0.199692394
2001-04-14 7:00,0.165392056,0.059510534,0.160667973,0.162646212,0.133225384,0.162428071
2001-04-14 8:00,0.148280262,0.060096138,0.168966744,0.150069628,0.134793661,0.159037736
2001-04-14 9:00,0.169483278,0.062147155,0.197376165,0.16243498,0.165253184,0.173791139
2001-04-14 10:00,0.209940923,0.057111523,0.212228419,0.190805028,0.18790521,0.163503371
2001-04-14 11:00,0.247217254,0.051613413,0.220541545,0.213685003,0.201422431,0.158972014
2001-04-14 12:00,0.285758865,0.049396673,0.22854239,0.227604418,0.209232783,0.165834946
2001-04-14 13:00,0.328100028,0.052605707,0.236112739,0.232082852,0.215439585,0.170656599
2001-04-14 14:00,0.364774639,0.056903911,0.24251754,0.224489547,0.219998073,0.17476339
2001-04-14 15:00,0.390433152,0.057926733,0.245889006,0.205062865,0.221694957,0.180806367
2001-04-14 16:00,0.395458867,0.053939416,0.242325895,0.174737219,0.222624642,0.184213372
2001-04-14 17:00,0.369675094,0.041968471,0.225457394,0.132276647,0.220790447,0.184651825
2001-04-14 18:00,0.336614175,0.01852839,0.179354377,0.093025918,0.210487123,0.179644406
2001-04-14 19:00,0.318901471,0.001384716,0.134730575,0.077492529,0.210964847,0.171573543
2001-04-14 20:00,0.314801196,-0.003957975,0.123095072,0.075549437,0.238426559,0.17560253
2001-04-14 21:00,0.299088147,0.003858826,0.124070343,0.073757359,0.246756382,0.182668662
2001-04-14 22:00,0.270859793,0.027979648,0.131629948,0.069169053,0.232645056,0.198317407
2001-04-14 23:00,0.249042607,0.064096191,0.141732767,0.06439096,0.221932384,0.204459948
2001-04-15 0:00,0.240709875,0.106765411,0.157956777,0.061309753,0.216736232,0.201198959
2001-04-15 1:00,0.22745923,0.142584641,0.171720559,0.057918122,0.204357532,0.195014051
2001-04-15 2:00,0.216709638,0.164745916,0.184303502,0.055211683,0.192673255,0.191019741
2001-04-15 3:00,0.215555705,0.174897155,0.194761038,0.050408269,0.179640017,0.194235058
2001-04-15 4:00,0.22807111,0.176185515,0.207290322,0.048368799,0.165577227,0.200066925
2001-04-15 5:00,0.23688542,0.174558339,0.230313249,0.044962382,0.152249889,0.199710875
2001-04-15 6:00,0.238840559,0.180363704,0.271823696,0.042817462,0.146466018,0.19967413
2001-04-15 7:00,0.216001162,0.159724801,0.290112653,0.041007363,0.123651177,0.185118586
2001-04-15 8:00,0.172874823,0.125182428,0.296186341,0.028650542,0.118916596,0.199903584
2001-04-15 9:00,0.197519882,0.12590164,0.363958285,0.019773951,0.131667427,0.231290572
2001-04-15 10:00,0.258496447,0.160201326,0.451770493,0.021538527,0.160747366,0.231398903
2001-04-15 11:00,0.323033008,0.203136345,0.507850011,0.020872815,0.193544581,0.22320073
2001-04-15 12:00,0.377608102,0.242294196,0.548837107,0.018933303,0.210161761,0.214537189
2001-04-15 13:00,0.422237659,0.271318347,0.581029483,0.01630578,0.212163727,0.208082959
2001-04-15 14:00,0.453757066,0.28794709,0.597948506,0.012945813,0.20625828,0.201103804
2001-04-15 15:00,0.468078476,0.292327136,0.599366567,0.01038661,0.201197287,0.193914548
2001-04-15 16:00,0.459353469,0.288838553,0.575328156,0.00808575,0.205470672,0.18303011
2001-04-15 17:00,0.427153113,0.256097858,0.540369961,0.006451417,0.223182922,0.171950128
2001-04-15 18:00,0.38076493,0.188282228,0.48936671,0.005939753,0.237131963,0.151948106
2001-04-15 19:00,0.351576817,0.159115528,0.443258679,0.014237879,0.274261354,0.142448043
2001-04-15 20:00,0.333360127,0.16066608,0.417934395,0.031736113,0.34569379,0.146122789
2001-04-15 21:00,0.31753012,0.16052359,0.393985558,0.049530086,0.374330014,0.14744368
2001-04-15 22:00,0.300678667,0.162761621,0.377041143,0.061353358,0.368423561,0.150245446
2001-04-15 23:00,0.283008734,0.167971826,0.371096116,0.060917673,0.353641909,0.163309301
2001-04-16 0:00,0.262855153,0.179234066,0.365127742,0.059084357,0.334739594,0.178680236
2001-04-16 1:00,0.241622831,0.188214456,0.354975076,0.058416359,0.319852551,0.187842324
2001-04-16 2:00,0.213818537,0.200432349,0.335436381,0.05653308,0.296880554,0.185535537
2001-04-16 3:00,0.18759798,0.202765648,0.313211215,0.053695501,0.278119875,0.178640564
2001-04-16 4:00,0.169784341,0.204335805,0.291577724,0.048737346,0.259837463,0.168612851
2001-04-16 5:00,0.156689884,0.227028193,0.269149204,0.047646806,0.243621803,0.155963717
2001-04-16 6:00,0.148750631,0.245167055,0.246843652,0.049618484,0.230616505,0.148946219
2001-04-16 7:00,0.131168315,0.23488268,0.217816717,0.044796107,0.198080874,0.122548605
2001-04-16 8:00,0.119337061,0.232720229,0.217493733,0.027538833,0.155551666,0.076856738
2001-04-16 9:00,0.121516347,0.289494435,0.245056436,0.022880679,0.160589584,0.070607993
2001-04-16 10:00,0.132825579,0.368319775,0.242203305,0.027483653,0.194323848,0.077856984
2001-04-16 11:00,0.145471026,0.426448295,0.234215766,0.029952675,0.206359256,0.074655542
