,fit_capacity_factor_2015,fit_capacity_factor_2016,fit_capacity_factor_2017,fit_capacity_factor_2018,fit_capacity_factor_2019,fit_capacity_factor_2020
2001-05-27 14:00,0.179549093,0.001848239,0.148697151,0.090514585,0.235126601,0.062932882
2001-05-27 15:00,0.174679789,0.006008947,0.163209863,0.098413306,0.227752342,0.085180838
2001-05-27 16:00,0.160605231,0.012554693,0.170063405,0.101784158,0.217563224,0.108433539
2001-05-27 17:00,0.13904863,0.018622403,0.167321128,0.103862669,0.20130783,0.136787423
2001-05-27 18:00,0.112202574,0.024105539,0.148955039,0.108352242,0.178044458,0.165698926
2001-05-27 19:00,0.077737206,0.0304394,0.142096211,0.122166219,0.146061752,0.192035718
2001-05-27 20:00,0.052720003,0.043767782,0.183545756,0.159900719,0.122746819,0.204946928
2001-05-27 21:00,0.059485602,0.062669417,0.247979092,0.204456352,0.107849748,0.209605728
2001-05-27 22:00,0.084315195,0.073240624,0.295942245,0.220699479,0.091007632,0.210043463
2001-05-27 23:00,0.118124783,0.07612481,0.312188908,0.212451117,0.079223102,0.211511521
2001-05-28 0:00,0.14813712,0.074105992,0.300853429,0.190891279,0.07267242,0.212213008
2001-05-28 1:00,0.171109919,0.069687052,0.278244854,0.171278024,0.066331527,0.210815976
2001-05-28 2:00,0.190237563,0.065434953,0.257174206,0.15826048,0.062454918,0.22416815
2001-05-28 3:00,0.207697804,0.061529482,0.235024874,0.145139413,0.062282999,0.242026495
2001-05-28 4:00,0.23352668,0.05813261,0.209048151,0.127553797,0.06617372,0.224452637
2001-05-28 5:00,0.247831863,0.053926863,0.188121449,0.113053455,0.069293615,0.186390971
2001-05-28 6:00,0.238894856,0.039315032,0.157971804,0.088905354,0.061830825,0.158638522
2001-05-28 7:00,0.224523464,0.017940201,0.113801306,0.05331755,0.047975461,0.175401979
2001-05-28 8:00,0.275727648,0.016811254,0.08031372,0.036319338,0.041888839,0.196048147
2001-05-28 9:00,0.327785659,0.02015969,0.083370903,0.05490547,0.042160193,0.198893388
2001-05-28 10:00,0.358392678,0.019896456,0.087894788,0.073860132,0.048833507,0.19619927
2001-05-28 11:00,0.374016376,0.018189825,0.092588675,0.083088829,0.057572557,0.18524558
2001-05-28 12:00,0.381733436,0.017482377,0.10366924,0.080486816,0.068829455,0.174468972
2001-05-28 13:00,0.383211285,0.020863969,0.114245079,0.073958838,0.084626501,0.16791785
2001-05-28 14:00,0.377547409,0.028636206,0.116870575,0.069296303,0.099095983,0.167473379
2001-05-28 15:00,0.363095315,0.038034976,0.113956045,0.071136649,0.11019261,0.168846083
2001-05-28 16:00,0.340426272,0.047050053,0.112819303,0.079796714,0.117268436,0.170552466
2001-05-28 17:00,0.308294779,0.057171749,0.109903519,0.094950774,0.124968256,0.174103042
2001-05-28 18:00,0.264055367,0.07066373,0.096659267,0.114555148,0.132957922,0.173758275
2001-05-28 19:00,0.218533719,0.087110636,0.079510175,0.142895657,0.138413481,0.156711261
2001-05-28 20:00,0.190246725,0.113034682,0.069186196,0.192245188,0.15298537,0.151996344
2001-05-28 21:00,0.170660224,0.144878501,0.069738374,0.240334044,0.179166879,0.179420369
2001-05-28 22:00,0.152259794,0.163862802,0.077319444,0.258538566,0.19744905,0.19482678
2001-05-28 23:00,0.131250639,0.162921037,0.08489983,0.251681742,0.193870891,0.187905668
2001-05-29 0:00,0.112967731,0.156292456,0.089560187,0.232459508,0.180340503,0.167836348
2001-05-29 1:00,0.106473865,0.152535952,0.08737349,0.213637898,0.162955599,0.144042393
2001-05-29 2:00,0.105617756,0.143809962,0.083891803,0.197653037,0.146125371,0.120619918
2001-05-29 3:00,0.108935601,0.136867106,0.083544227,0.185511801,0.129715373,0.099614292
2001-05-29 4:00,0.113117473,0.13137662,0.082760535,0.17532195,0.110642479,0.080495739
2001-05-29 5:00,0.109192174,0.122961515,0.077025908,0.159729126,0.089390686,0.064446163
2001-05-29 6:00,0.091116671,0.099074576,0.057317055,0.120169515,0.063074041,0.040004825
2001-05-29 7:00,0.069118541,0.080408888,0.033555272,0.076343039,0.060612358,0.01632057
2001-05-29 8:00,0.068782899,0.093884252,0.018569283,0.071706074,0.05742047,0.026792975
2001-05-29 9:00,0.084761774,0.109025841,0.014920464,0.114671116,0.047457911,0.040969574
2001-05-29 10:00,0.104417529,0.123770837,0.015821118,0.148470008,0.041520153,0.049058355
2001-05-29 11:00,0.121908217,0.139807474,0.019161402,0.178025405,0.037321381,0.05361824
2001-05-29 12:00,0.140188811,0.15378085,0.022027863,0.203658046,0.034123558,0.058217672
2001-05-29 13:00,0.160436672,0.162548598,0.024693333,0.221262194,0.031008902,0.06614287
2001-05-29 14:00,0.184107755,0.164675154,0.027787821,0.22643512,0.027646735,0.077076884
2001-05-29 15:00,0.211687233,0.158900984,0.025519358,0.222563445,0.023498759,0.090425051
2001-05-29 16:00,0.235147867,0.148743607,0.022342473,0.210771558,0.01924885,0.106529951
2001-05-29 17:00,0.237305173,0.140746697,0.018467821,0.202841072,0.015680366,0.12308805
2001-05-29 18:00,0.215334728,0.138828064,0.02026936,0.201201604,0.012480167,0.136324416
2001-05-29 19:00,0.192131197,0.152542537,0.025490058,0.20932825,0.009882372,0.132157093
2001-05-29 20:00,0.206304181,0.187546564,0.044616413,0.225229002,0.018505887,0.136855703
2001-05-29 21:00,0.240534643,0.224178645,0.069218562,0.23914467,0.050321693,0.165574457
2001-05-29 22:00,0.269949148,0.242252517,0.079558669,0.234586834,0.095268464,0.178155518
2001-05-29 23:00,0.299318743,0.239790244,0.07860811,0.207524249,0.138236515,0.179938826
2001-05-30 0:00,0.314097586,0.22984742,0.077064518,0.179106279,0.171834053,0.176134463
2001-05-30 1:00,0.32007888,0.219410166,0.078494755,0.15632538,0.192972285,0.166272846
2001-05-30 2:00,0.31215617,0.21446832,0.081785221,0.132349287,0.205946051,0.155238411
2001-05-30 3:00,0.303804387,0.219036822,0.086177261,0.114992405,0.218724507,0.144699275
2001-05-30 4:00,0.303820127,0.224344681,0.099401444,0.103733853,0.232384397,0.133374123
2001-05-30 5:00,0.287555575,0.223889402,0.110479308,0.09463005,0.235505126,0.117973518
2001-05-30 6:00,0.274207104,0.207879713,0.100464055,0.071013317,0.220500075,0.081008532
2001-05-30 7:00,0.294144586,0.195021426,0.074752396,0.040951837,0.195815164,0.052645038
2001-05-30 8:00,0.343196893,0.214171027,0.068653857,0.030433436,0.215939852,0.077650695
2001-05-30 9:00,0.385096701,0.246517307,0.092001633,0.033598365,0.247544884,0.122333606
2001-05-30 10:00,0.405527412,0.271289202,0.120308953,0.036545849,0.267815245,0.152802772
2001-05-30 11:00,0.418501811,0.285145604,0.144188172,0.035805952,0.273029731,0.173259034
2001-05-30 12:00,0.42519451,0.288862006,0.166697095,0.030550007,0.278898247,0.187057537
2001-05-30 13:00,0.425591005,0.287283515,0.190348343,0.02382808,0.283379435,0.199178275
2001-05-30 14:00,0.419520977,0.278097907,0.211858857,0.017978359,0.281438238,0.206509386
2001-05-30 15:00,0.40533776,0.262026079,0.226181313,0.015110047,0.273776171,0.209980016
2001-05-30 16:00,0.38226612,0.236952861,0.227280865,0.01558102,0.257209512,0.210344824
2001-05-30 17:00,0.352016984,0.218333567,0.216885889,0.019964591,0.236292982,0.212271112
2001-05-30 18:00,0.314936488,0.202780566,0.204683728,0.027351153,0.204906425,0.212808576
2001-05-30 19:00,0.254733519,0.189173954,0.196850226,0.032809793,0.165585429,0.197188131
2001-05-30 20:00,0.193556619,0.18038901,0.192873643,0.045028069,0.148935991,0.182463244
2001-05-30 21:00,0.177913341,0.177725938,0.199483815,0.065889228,0.162310708,0.19796937
2001-05-30 22:00,0.171638193,0.176694437,0.207814453,0.085199382,0.186300682,0.203480194
2001-05-30 23:00,0.169059482,0.173213783,0.219966439,0.093216551,0.202827425,0.193652265
2001-05-31 0:00,0.16868709,0.170508988,0.235098945,0.089414198,0.214153509,0.175776008
2001-05-31 1:00,0.171226091,0.161232559,0.24108649,0.082033046,0.210832192,0.159279238
2001-05-31 2:00,0.178182687,0.149005477,0.23935867,0.073795033,0.205702356,0.147577717
2001-05-31 3:00,0.187029799,0.135796602,0.240273539,0.068037066,0.204992853,0.141191657
2001-05-31 4:00,0.192019112,0.127318159,0.240386306,0.064307163,0.204630692,0.137794159
2001-05-31 5:00,0.187174481,0.118637605,0.23152406,0.063921469,0.19421216,0.129842202
2001-05-31 6:00,0.159768052,0.091293862,0.196875087,0.049755424,0.16110738,0.108200675
2001-05-31 7:00,0.134901671,0.060415856,0.203764427,0.027106622,0.119653176,0.098829021
2001-05-31 8:00,0.151056131,0.060558853,0.233286901,0.023296705,0.117272774,0.140753267
2001-05-31 9:00,0.198958868,0.060124764,0.254145871,0.042625063,0.129809927,0.179001158
2001-05-31 10:00,0.238707351,0.060771803,0.269454021,0.056016736,0.139348044,0.206803195
2001-05-31 11:00,0.260788284,0.05935877,0.276483087,0.058549871,0.146338708,0.223954394
2001-05-31 12:00,0.282784051,0.056017938,0.27995101,0.054251926,0.152741898,0.232986415
2001-05-31 13:00,0.311448778,0.053309562,0.282142846,0.050149252,0.157921621,0.238777142
2001-05-31 14:00,0.337259504,0.052659344,0.281352,0.048453888,0.156017282,0.245096179
2001-05-31 15:00,0.355594655,0.052536069,0.276782547,0.050356779,0.146247902,0.254634026
2001-05-31 16:00,0.364176363,0.05320753,0.26673671,0.055215691,0.131005212,0.264070888
2001-05-31 17:00,0.365036242,0.0567195,0.254172299,0.063726436,0.114188741,0.270750248
2001-05-31 18:00,0.358205146,0.06242746,0.236622607,0.072567486,0.093232148,0.269888172
2001-05-31 19:00,0.351158871,0.065784724,0.207334347,0.080951456,0.063262381,0.25031975
2001-05-31 20:00,0.36132014,0.071795834,0.189055978,0.094601991,0.040126071,0.241425917
2001-05-31 21:00,0.362479671,0.084083397,0.192886148,0.113580192,0.026552564,0.267871185
2001-05-31 22:00,0.361315082,0.090639023,0.198302001,0.123534417,0.017243359,0.272903174
2001-05-31 23:00,0.367001454,0.09427049,0.191696746,0.119995584,0.015695656,0.256418589
2001-06-01 0:00,0.365296433,0.100491576,0.176792317,0.10794525,0.021683808,0.236560587
2001-06-01 1:00,0.349375881,0.109050505,0.156273641,0.096184017,0.034270345,0.212766903
2001-06-01 2:00,0.325175604,0.117100656,0.13470171,0.088377692,0.0532744,0.189930048
2001-06-01 3:00,0.302056444,0.119414168,0.118638971,0.08214463,0.076671803,0.170627406
2001-06-01 4:00,0.274282745,0.121153216,0.110501063,0.075764163,0.099203786,0.157832862
2001-06-01 5:00,0.237287433,0.118092378,0.100284728,0.069715442,0.115369385,0.146567511
2001-06-01 6:00,0.198331106,0.101408242,0.085602055,0.054129187,0.112565962,0.115149267
2001-06-01 7:00,0.15756611,0.083650676,0.081814944,0.03632557,0.084278108,0.086503654
2001-06-01 8:00,0.171322127,0.086450552,0.078932396,0.033387032,0.10362188,0.098300783
2001-06-01 9:00,0.166995592,0.109269497,0.08063849,0.041907398,0.124489031,0.123040636
2001-06-01 10:00,0.147937627,0.135475648,0.083411738,0.053925573,0.133498214,0.149751863
2001-06-01 11:00,0.136831864,0.162260037,0.083078176,0.061099441,0.136544255,0.16358942
2001-06-01 12:00,0.13110555,0.187680922,0.08016592,0.066733099,0.137194025,0.170660563
2001-06-01 13:00,0.120547238,0.209462059,0.074624207,0.070932396,0.135458408,0.177464234
2001-06-01 14:00,0.101508813,0.222321488,0.066397463,0.072453796,0.128723669,0.182773478
2001-06-01 15:00,0.083935386,0.225699913,0.05777585,0.075231682,0.117893947,0.186782798
2001-06-01 16:00,0.071354591,0.219622913,0.051578995,0.078519257,0.104855514,0.187976655
2001-06-01 17:00,0.060888954,0.20992688,0.048374379,0.07905806,0.091643526,0.184724708
2001-06-01 18:00,0.048781349,0.193999869,0.0453815,0.072128327,0.074776609,0.171306344
2001-06-01 19:00,0.031880226,0.177990459,0.039834883,0.060639797,0.052166904,0.148791289
2001-06-01 20:00,0.018082622,0.179391486,0.041871679,0.058596502,0.033561045,0.166126043
2001-06-01 21:00,0.026380913,0.186527092,0.059265482,0.064758075,0.028073842,0.210280316
2001-06-01 22:00,0.058969305,0.179195371,0.069313451,0.06829272,0.027971475,0.221527669
2001-06-01 23:00,0.104490697,0.164397623,0.069003222,0.073655855,0.029547681,0.206388236
2001-06-02 0:00,0.152475283,0.14671473,0.061084113,0.081987466,0.035017655,0.18300048
2001-06-02 1:00,0.202121309,0.129329465,0.051452676,0.088481412,0.045983608,0.163409733
2001-06-02 2:00,0.240314642,0.114762748,0.043181877,0.092069866,0.060699063,0.147157329
2001-06-02 3:00,0.271527133,0.10195127,0.037398943,0.095492183,0.077321723,0.128980089
2001-06-02 4:00,0.307881014,0.09357102,0.032472848,0.096892156,0.09424891,0.111742249
2001-06-02 5:00,0.328240734,0.082306964,0.02825912,0.091547952,0.107721455,0.093594053
2001-06-02 6:00,0.325154696,0.057812682,0.021312883,0.072367149,0.101951571,0.063709329
2001-06-02 7:00,0.341204195,0.036747947,0.004525673,0.06602027,0.06286459,0.025348881
2001-06-02 8:00,0.461614104,0.040439095,-0.008430885,0.068630529,0.042346114,0.015436099
2001-06-02 9:00,0.540848524,0.052675192,-0.012041627,0.069342111,0.059014115,0.02748594
2001-06-02 10:00,0.574983814,0.067497701,-0.014132983,0.074020862,0.0796889,0.035695739
2001-06-02 11:00,0.595185186,0.079409703,-0.013691649,0.078564169,0.089717831,0.03965671
2001-06-02 12:00,0.60862505,0.087338975,-0.012451964,0.079458026,0.104829659,0.038221555
2001-06-02 13:00,0.620075795,0.092041565,-0.010874598,0.078288847,0.124805211,0.035493692
2001-06-02 14:00,0.633563612,0.09364753,-0.010112511,0.074663148,0.143851891,0.032588435
2001-06-02 15:00,0.64141253,0.093055102,-0.010163646,0.069836955,0.158823399,0.029733898
2001-06-02 16:00,0.635758316,0.092866993,-0.010143042,0.063695943,0.164823895,0.026841881
2001-06-02 17:00,0.618671834,0.095169856,-0.009795604,0.057128091,0.1530884,0.027612649
2001-06-02 18:00,0.587198797,0.094347627,-0.005389357,0.048599617,0.134346541,0.031098218
2001-06-02 19:00,0.540553646,0.090960144,0.004966378,0.039959049,0.134961444,0.034863717
2001-06-02 20:00,0.522346352,0.090192871,0.03340504,0.03719493,0.170017388,0.057929891
2001-06-02 21:00,0.523631793,0.09937301,0.08159893,0.046575694,0.221288201,0.09005199
2001-06-02 22:00,0.515362791,0.108757285,0.125808347,0.058836292,0.266076508,0.107535803
2001-06-02 23:00,0.509461051,0.107235779,0.149725022,0.068717675,0.297344061,0.110820432
2001-06-03 0:00,0.503134429,0.102064488,0.1577066,0.073271762,0.304597255,0.104610006
2001-06-03 1:00,0.492807798,0.093127363,0.156517534,0.07473311,0.294582268,0.093525666
2001-06-03 2:00,0.473888455,0.085408909,0.151839505,0.075467274,0.277878228,0.081908708
2001-06-03 3:00,0.451408168,0.07548303,0.146886904,0.072737367,0.25824429,0.074355819
2001-06-03 4:00,0.423099358,0.069056686,0.141409936,0.066182794,0.237884615,0.071971446
2001-06-03 5:00,0.386277351,0.063860189,0.131514464,0.056741219,0.198121504,0.070425175
2001-06-03 6:00,0.336975288,0.046021913,0.10831939,0.04077776,0.130495049,0.059235301
2001-06-03 7:00,0.31986542,0.030775493,0.083019745,0.031387421,0.076087438,0.033636345
2001-06-03 8:00,0.385606313,0.045052441,0.072794161,0.031822826,0.061068099,0.022615851
2001-06-03 9:00,0.425385264,0.07919496,0.077121611,0.030860537,0.069019316,0.032827319
2001-06-03 10:00,0.453382063,0.112741021,0.081487396,0.027203528,0.067076552,0.043200595
2001-06-03 11:00,0.474232321,0.137359744,0.085098864,0.025220381,0.081816734,0.048650593
2001-06-03 12:00,0.486818893,0.152342522,0.085296713,0.024698456,0.106382589,0.050880678
2001-06-03 13:00,0.489558997,0.160510884,0.080833269,0.025580972,0.138801361,0.050759208
2001-06-03 14:00,0.480438245,0.162110698,0.075325929,0.026925289,0.175973288,0.048676699
2001-06-03 15:00,0.457434975,0.16001413,0.068249376,0.027034214,0.186025102,0.047068358
2001-06-03 16:00,0.422573775,0.151660135,0.057743576,0.025043777,0.149103717,0.048093267
2001-06-03 17:00,0.378802911,0.141089711,0.050425691,0.022777184,0.112543,0.056310702
2001-06-03 18:00,0.329900168,0.121317434,0.044182312,0.021492435,0.084888204,0.066649198
2001-06-03 19:00,0.267713579,0.097169187,0.040130263,0.022306923,0.056240084,0.078685641
2001-06-03 20:00,0.20491051,0.10194076,0.045033938,0.030235497,0.038943051,0.089759794
2001-06-03 21:00,0.17015112,0.125259164,0.054601438,0.049630565,0.03054117,0.098861201
2001-06-03 22:00,0.15681473,0.133512319,0.059625589,0.065703333,0.0254698,0.105332489
2001-06-03 23:00,0.142839813,0.122919141,0.059545148,0.068865508,0.023950735,0.103368844
2001-06-04 0:00,0.125453456,0.1056038,0.059398651,0.064097812,0.019265035,0.104203631
2001-06-04 1:00,0.105294212,0.087919811,0.063839506,0.05702421,0.012422316,0.10516509
2001-06-04 2:00,0.086343593,0.071642361,0.074079589,0.051396804,0.007679464,0.103371724
2001-06-04 3:00,0.070705413,0.05732127,0.087318958,0.04705083,0.010110189,0.100869356
2001-06-04 4:00,0.059830733,0.045189993,0.099386307,0.045183456,0.016891705,0.101986208
2001-06-04 5:00,0.047849749,0.037727986,0.099389958,0.044796009,0.022556181,0.101067337
2001-06-04 6:00,0.027028578,0.025848745,0.097276981,0.035394857,0.020712735,0.081542419
2001-06-04 7:00,0.009814768,0.008683464,0.109292813,0.024696922,0.015260001,0.061326297
2001-06-04 8:00,0.00243516,0.010711823,0.130140124,0.030622424,0.015442992,0.06678223
2001-06-04 9:00,-0.00265333,0.029122983,0.15664148,0.046303663,0.019417121,0.086827623
2001-06-04 10:00,-0.00761977,0.046415223,0.194969297,0.052085744,0.021920986,0.11048334
2001-06-04 11:00,-0.010941127,0.056295759,0.248244518,0.054301885,0.025388286,0.13102799
2001-06-04 12:00,-0.013242583,0.058834824,0.315816235,0.056542223,0.03186811,0.145463807
2001-06-04 13:00,-0.014086428,0.057512969,0.358946242,0.061944472,0.042829158,0.153209358
2001-06-04 14:00,-0.013514398,0.055276494,0.368976847,0.07195796,0.056660456,0.155997659
2001-06-04 15:00,-0.011442329,0.053570583,0.366596124,0.084900433,0.072815367,0.162535339
2001-06-04 16:00,-0.007712942,0.053724245,0.349172974,0.097982102,0.092443768,0.172576556
2001-06-04 17:00,-0.001069174,0.057857601,0.311139651,0.109323238,0.115491361,0.175614369
2001-06-04 18:00,0.009053218,0.059841848,0.256604689,0.118935928,0.14286516,0.16303209
2001-06-04 19:00,0.027125783,0.0581122,0.191725676,0.120597524,0.190213448,0.153111522
2001-06-04 20:00,0.067588994,0.056888569,0.152435944,0.125887833,0.261979002,0.153544012
2001-06-04 21:00,0.135801656,0.062829642,0.136739898,0.14771116,0.3308553,0.162674881
2001-06-04 22:00,0.189708515,0.063396175,0.128236451,0.161883689,0.362235886,0.173869673
2001-06-04 23:00,0.212574252,0.058910625,0.119501587,0.158300702,0.364637715,0.181278756
2001-06-05 0:00,0.2196705,0.051827163,0.110007266,0.147814526,0.358874677,0.190958474
2001-06-05 1:00,0.223058779,0.043765248,0.09833895,0.13665546,0.33676159,0.195811605
2001-06-05 2:00,0.226857821,0.036579864,0.088197494,0.127311987,0.289151687,0.197651585
2001-06-05 3:00,0.229724134,0.031466356,0.079395074,0.11946499,0.243501769,0.196430812
2001-06-05 4:00,0.231139447,0.028857376,0.070049038,0.111193065,0.206906092,0.189072603
2001-06-05 5:00,0.22033362,0.02490914,0.061614743,0.100339434,0.178910705,0.175420146
2001-06-05 6:00,0.170398635,0.014268344,0.046439728,0.072019028,0.133643333,0.16462075
2001-06-05 7:00,0.115482341,0.000628493,0.034070067,0.048672176,0.079652048,0.176841431
2001-06-05 8:00,0.126377243,-0.002525207,0.036830437,0.033185371,0.049406213,0.198329614
2001-06-05 9:00,0.141455679,0.007008463,0.049936679,0.023035236,0.037023252,0.225868519
2001-06-05 10:00,0.139313966,0.010265582,0.064154237,0.016963164,0.031355663,0.252209231
2001-06-05 11:00,0.130704785,0.010913821,0.069661742,0.014385008,0.024647866,0.273408321
2001-06-05 12:00,0.121212848,0.013333564,0.06920624,0.014932975,0.018437896,0.302992729
2001-06-05 13:00,0.10698104,0.017725847,0.065314977,0.019010169,0.014755418,0.336198728
2001-06-05 14:00,0.089640222,0.023021682,0.057630764,0.025368458,0.015589548,0.359678505
2001-06-05 15:00,0.076537523,0.029161957,0.048880098,0.032266992,0.024009183,0.381576758
2001-06-05 16:00,0.068815588,0.03679176,0.040024311,0.038836023,0.040683479,0.404370223
2001-06-05 17:00,0.070689541,0.045564944,0.031263541,0.046046654,0.064304931,0.423542404
2001-06-05 18:00,0.085176721,0.056742998,0.02505683,0.053557568,0.099276281,0.443581621
2001-06-05 19:00,0.108944634,0.067952144,0.022917338,0.062278835,0.139043827,0.437774532
2001-06-05 20:00,0.168542343,0.0771325,0.034351252,0.080186341,0.180458406,0.406746169
2001-06-05 21:00,0.243060011,0.091967118,0.073907776,0.118364185,0.233495465,0.414514431
2001-06-05 22:00,0.292308131,0.098511642,0.130981495,0.14749419,0.273540794,0.438364459
2001-06-05 23:00,0.311222824,0.094007466,0.186045071,0.158679093,0.281993069,0.446573613
2001-06-06 0:00,0.313167181,0.087221278,0.218962215,0.161578857,0.276022861,0.441278272
2001-06-06 1:00,0.312737493,0.080849891,0.229575927,0.161489969,0.290563636,0.409345658
2001-06-06 2:00,0.293919731,0.074956321,0.229565536,0.159647927,0.316186825,0.377053242
2001-06-06 3:00,0.255065048,0.070610282,0.229799955,0.157158201,0.348116497,0.348912082
2001-06-06 4:00,0.223333636,0.067407054,0.22754187,0.154853259,0.347239657,0.331522235
2001-06-06 5:00,0.204705551,0.061167622,0.217242753,0.148264924,0.317034627,0.305626301
2001-06-06 6:00,0.17649929,0.042207397,0.184512143,0.117942178,0.269015529,0.286757384
2001-06-06 7:00,0.147789267,0.029147241,0.163516194,0.10040934,0.250072951,0.323371375
2001-06-06 8:00,0.157704181,0.026499745,0.198899687,0.105014712,0.269110724,0.36848407
2001-06-06 9:00,0.182001073,0.027851992,0.251009275,0.111258875,0.281242826,0.403671688
2001-06-06 10:00,0.199712748,0.029105444,0.30877584,0.118053385,0.270382331,0.421950794
2001-06-06 11:00,0.213340209,0.029449437,0.364464413,0.120538289,0.246710908,0.418114415
2001-06-06 12:00,0.226916626,0.030023264,0.407356105,0.119098906,0.226192393,0.403329433
2001-06-06 13:00,0.236916073,0.031684669,0.428238345,0.116269102,0.225198326,0.388000486
2001-06-06 14:00,0.243113905,0.035609367,0.445476511,0.114492766,0.236326321,0.377057306
2001-06-06 15:00,0.245989184,0.042886059,0.460462254,0.114715435,0.239377049,0.363448657
2001-06-06 16:00,0.240625865,0.052167344,0.458032682,0.117226925,0.234896479,0.343024051
2001-06-06 17:00,0.2210856,0.0636474,0.461610027,0.121089157,0.215638982,0.318823589
2001-06-06 18:00,0.197298273,0.077768426,0.456089777,0.124051804,0.184939569,0.279401283
2001-06-06 19:00,0.17749655,0.093299193,0.445661819,0.13377554,0.144745721,0.214421264
2001-06-06 20:00,0.161254833,0.116321046,0.411446357,0.17517502,0.102068892,0.155921833
2001-06-06 21:00,0.162767603,0.148578973,0.377082883,0.226186741,0.0827896,0.14481591
2001-06-06 22:00,0.161519043,0.164385309,0.373042016,0.248479178,0.08204774,0.160008756
2001-06-06 23:00,0.150652453,0.16131333,0.385129936,0.24479811,0.074985613,0.186780965
2001-06-07 0:00,0.143826177,0.148199983,0.40492947,0.230745887,0.062298571,0.214532628
2001-06-07 1:00,0.134422856,0.13566451,0.405334677,0.212962372,0.058944348,0.23108856
2001-06-07 2:00,0.127292084,0.122251029,0.40160929,0.195137328,0.061103177,0.241848172
2001-06-07 3:00,0.124282467,0.110487189,0.403449079,0.183621023,0.063044122,0.239914476
2001-06-07 4:00,0.122323198,0.099889651,0.408296671,0.174198752,0.065500876,0.232939846
2001-06-07 5:00,0.11835981,0.087426316,0.414208728,0.154686465,0.065590273,0.217579555
2001-06-07 6:00,0.095353538,0.056336505,0.409506775,0.109282414,0.051837992,0.176083778
2001-06-07 7:00,0.077858487,0.019451054,0.509599854,0.069387226,0.044604896,0.144573666
2001-06-07 8:00,0.08882008,0.003055696,0.585301995,0.069160417,0.080032639,0.189406676
2001-06-07 9:00,0.093226824,0.000644387,0.615760223,0.079748047,0.106011842,0.208747197
2001-06-07 10:00,0.098068752,0.001359297,0.638689564,0.088831764,0.118797016,0.205145788
2001-06-07 11:00,0.102664874,0.001944707,0.651689551,0.089964945,0.128369459,0.202487765
2001-06-07 12:00,0.105950493,0.00050461,0.660086786,0.077048648,0.140147745,0.199532978
2001-06-07 13:00,0.108313395,-0.001416385,0.659958363,0.05600679,0.154656267,0.197306302
2001-06-07 14:00,0.110135692,-0.002902344,0.658577309,0.034360703,0.171827237,0.196701397
2001-06-07 15:00,0.112147969,-0.002709373,0.655156287,0.017570421,0.192426036,0.189930307
2001-06-07 16:00,0.113747516,-0.001137869,0.640540707,0.006652484,0.216699162,0.173327576
2001-06-07 17:00,0.115623272,0.002452667,0.616015992,0.002828642,0.23456343,0.153661928
2001-06-07 18:00,0.119520171,0.007443737,0.570843947,0.005208552,0.239669177,0.131133618
2001-06-07 19:00,0.127282924,0.013229657,0.499273036,0.014427739,0.224192208,0.104089349
2001-06-07 20:00,0.146245261,0.022165845,0.441058841,0.042282195,0.241783251,0.082192673
2001-06-07 21:00,0.182067002,0.039164404,0.421161119,0.088182674,0.302966908,0.074771882
2001-06-07 22:00,0.199476826,0.056340153,0.405434953,0.122215159,0.374543326,0.071814097
2001-06-07 23:00,0.19108633,0.066882777,0.376753343,0.130367569,0.383797185,0.068293944
2001-06-08 0:00,0.173979323,0.074769944,0.36202655,0.118326065,0.385129167,0.060432025
2001-06-08 1:00,0.156296522,0.083884854,0.357313004,0.096817776,0.415348952,0.051246844
2001-06-08 2:00,0.139878981,0.093103003,0.34670957,0.072793282,0.435456443,0.041902919
2001-06-08 3:00,0.127387099,0.099712183,0.329994939,0.051103447,0.451798088,0.035999986
2001-06-08 4:00,0.120694986,0.102674496,0.306829281,0.032418773,0.426799896,0.032896495
2001-06-08 5:00,0.112760111,0.096181617,0.27662836,0.019048121,0.396474834,0.028878707
2001-06-08 6:00,0.107262681,0.074214032,0.2317487,0.008697736,0.40872446,0.016327779
2001-06-08 7:00,0.120125354,0.055104544,0.206696316,-0.003726299,0.502330571,0.003806153
2001-06-08 8:00,0.13063448,0.05224614,0.233279382,-0.008232407,0.601660705,0.005672145
2001-06-08 9:00,0.13882524,0.0615289,0.256670167,-0.000749173,0.632601144,0.009400381
2001-06-08 10:00,0.140760582,0.077886572,0.269046344,0.009148569,0.643746855,0.011302449
2001-06-08 11:00,0.13908051,0.095374432,0.278409584,0.012010294,0.642938815,0.011882205
2001-06-08 12:00,0.136015063,0.115394076,0.276660549,0.008705282,0.637552224,0.011914108
2001-06-08 13:00,0.139650213,0.139212805,0.258692115,0.004754873,0.630589701,0.010434672
2001-06-08 14:00,0.152260368,0.165463592,0.232222848,0.00385324,0.619052364,0.008819921
2001-06-08 15:00,0.165153078,0.188063405,0.205358287,0.007884833,0.600688949,0.006603576
2001-06-08 16:00,0.17334285,0.20152354,0.17505643,0.017002422,0.57503193,0.00460696
2001-06-08 17:00,0.186930626,0.20673895,0.141119083,0.031548437,0.543520177,0.006486889
2001-06-08 18:00,0.205000579,0.202474663,0.108469696,0.048718824,0.498058811,0.0109815
2001-06-08 19:00,0.213542023,0.187213623,0.089619869,0.06844443,0.428339582,0.018619755
2001-06-08 20:00,0.206886501,0.173328187,0.102015164,0.09976412,0.355172988,0.033794518
