hour_of_year;2015;2016;2017;2018;2019;2020
2749;81;59;114;107;114;95
2750;81;59;114;107;114;95
2751;81;59;114;107;114;95
2752;81;59;114;107;114;95
2753;81;59;114;107;114;95
2754;81;59;114;107;114;95
2755;81;59;114;107;114;95
2756;81;59;114;107;114;95
2757;81;59;114;107;114;95
2758;81;59;114;107;114;95
2759;81;59;114;107;114;95
2760;81;59;114;107;114;95
2761;81;59;114;107;114;95
2762;81;59;114;107;114;95
2763;81;59;114;107;114;95
2764;81;59;114;107;114;95
2765;81;59;114;107;114;95
2766;81;59;114;107;114;95
2767;81;59;114;107;114;95
2768;81;59;114;107;114;95
2769;81;59;114;107;114;95
2770;81;59;114;107;114;95
2771;81;59;114;107;114;95
2772;81;59;114;107;114;95
2773;81;59;114;107;114;95
2774;81;59;114;107;114;95
2775;81;59;114;107;114;95
2776;81;59;114;107;114;95
2777;81;59;114;107;114;95
2778;81;59;114;107;114;95
2779;81;59;114;107;114;95
2780;81;59;114;107;114;95
2781;81;59;114;107;114;95
2782;81;59;114;107;114;95
2783;81;59;114;107;114;95
2784;81;59;114;107;114;95
2785;81;59;114;107;114;95
2786;81;59;114;107;114;95
2787;81;59;114;107;114;95
2788;81;59;114;107;114;95
2789;81;59;114;107;114;95
2790;81;59;114;107;114;95
2791;81;59;114;107;114;95
2792;81;59;114;107;114;95
2793;81;59;114;107;114;95
2794;81;59;114;107;114;95
2795;81;59;114;107;114;95
2796;81;59;114;107;114;95
2797;81;59;114;107;114;95
2798;81;59;114;107;114;95
2799;81;59;114;107;114;95
2800;81;59;114;107;114;95
2801;81;59;114;107;114;95
2802;81;59;114;107;114;95
2803;81;59;114;107;114;95
2804;81;59;114;107;114;95
2805;81;59;114;107;114;95
2806;81;59;114;107;114;95
2807;81;59;114;107;114;95
2808;81;59;114;107;114;95
2809;81;59;114;107;114;95
2810;81;59;114;107;114;95
2811;81;59;114;107;114;95
2812;81;59;114;107;114;95
2813;81;59;114;107;114;95
2814;81;59;114;107;114;95
2815;81;59;114;107;114;95
2816;81;59;114;107;114;95
2817;81;59;114;107;114;95
2818;81;59;114;107;114;95
2819;81;59;114;107;114;95
2820;81;59;114;107;114;95
2821;81;59;114;107;114;95
2822;81;59;114;107;114;95
2823;81;59;114;107;114;95
2824;81;59;114;107;114;95
2825;81;59;114;107;114;95
2826;81;59;114;107;114;95
2827;81;59;114;107;114;95
2828;81;59;114;107;114;95
2829;81;59;114;107;114;95
2830;81;59;114;107;114;95
2831;81;59;114;107;114;95
2832;81;59;115;107;114;95
2833;81;59;115;107;114;95
2834;81;59;115;107;114;95
2835;81;59;115;107;114;95
2836;81;59;115;107;114;95
2837;81;59;115;107;114;95
2838;81;59;115;107;114;95
2839;81;59;115;107;114;95
2840;81;59;115;107;114;95
2841;81;59;115;107;114;95
2842;81;59;115;107;114;95
2843;81;59;115;107;114;95
2844;81;59;115;107;114;95
2845;81;59;115;107;114;95
2846;81;59;115;107;114;95
2847;81;59;115;107;114;95
2848;81;59;115;107;114;95
2849;81;59;115;107;114;95
2850;81;59;115;107;114;95
2851;81;59;115;107;114;95
2852;81;59;115;107;114;95
2853;81;59;115;107;114;95
2854;81;59;115;107;114;95
2855;81;59;115;107;114;95
2856;81;59;117;107;114;95
2857;81;59;117;107;114;95
2858;81;59;117;107;114;95
2859;81;59;117;107;114;95
2860;81;59;117;107;114;95
2861;81;59;117;107;114;95
2862;81;59;117;107;114;95
2863;81;59;117;107;114;95
2864;81;59;117;107;114;95
2865;81;59;117;107;114;95
2866;81;59;117;107;114;95
2867;81;59;117;107;114;95
2868;81;59;117;107;114;95
2869;81;59;117;107;114;95
2870;81;59;117;107;114;95
2871;81;59;117;107;114;95
2872;81;59;117;107;114;95
2873;81;59;117;107;114;95
2874;81;59;117;107;114;95
2875;81;59;117;107;114;95
2876;81;59;117;107;114;95
2877;81;59;117;107;114;95
2878;81;59;117;107;114;95
2879;81;59;117;107;114;95
2880;77;59.66666667;118;129;107;95
2881;77;59.66666667;118;129;107;95
2882;77;59.66666667;118;129;107;95
2883;77;59.66666667;118;129;107;95
2884;77;59.66666667;118;129;107;95
2885;77;59.66666667;118;129;107;95
2886;77;59.66666667;118;129;107;95
2887;77;59.66666667;118;129;107;95
2888;77;59.66666667;118;129;107;95
2889;77;59.66666667;118;129;107;95
2890;77;59.66666667;118;129;107;95
2891;77;59.66666667;118;129;107;95
2892;77;59.66666667;118;129;107;95
2893;77;59.66666667;118;129;107;95
2894;77;59.66666667;118;129;107;95
2895;77;59.66666667;118;129;107;95
2896;77;59.66666667;118;129;107;95
2897;77;59.66666667;118;129;107;95
2898;77;59.66666667;118;129;107;95
2899;77;59.66666667;118;129;107;95
2900;77;59.66666667;118;129;107;95
2901;77;59.66666667;118;129;107;95
2902;77;59.66666667;118;129;107;95
2903;77;59.66666667;118;129;107;95
2904;77;60.33333333;118;129;107;90
2905;77;60.33333333;118;129;107;90
2906;77;60.33333333;118;129;107;90
2907;77;60.33333333;118;129;107;90
2908;77;60.33333333;118;129;107;90
2909;77;60.33333333;118;129;107;90
2910;77;60.33333333;118;129;107;90
2911;77;60.33333333;118;129;107;90
2912;77;60.33333333;118;129;107;90
2913;77;60.33333333;118;129;107;90
2914;77;60.33333333;118;129;107;90
2915;77;60.33333333;118;129;107;90
2916;77;60.33333333;118;129;107;90
2917;77;60.33333333;118;129;107;90
2918;77;60.33333333;118;129;107;90
2919;77;60.33333333;118;129;107;90
2920;77;60.33333333;118;129;107;90
2921;77;60.33333333;118;129;107;90
2922;77;60.33333333;118;129;107;90
2923;77;60.33333333;118;129;107;90
2924;77;60.33333333;118;129;107;90
2925;77;60.33333333;118;129;107;90
2926;77;60.33333333;118;129;107;90
2927;77;60.33333333;118;129;107;90
2928;77;61;118;129;107;90
2929;77;61;118;129;107;90
2930;77;61;118;129;107;90
2931;77;61;118;129;107;90
2932;77;61;118;129;107;90
2933;77;61;118;129;107;90
2934;77;61;118;129;107;90
2935;77;61;118;129;107;90
2936;77;61;118;129;107;90
2937;77;61;118;129;107;90
2938;77;61;118;129;107;90
2939;77;61;118;129;107;90
2940;77;61;118;129;107;90
2941;77;61;118;129;107;90
2942;77;61;118;129;107;90
2943;77;61;118;129;107;90
2944;77;61;118;129;107;90
2945;77;61;118;129;107;90
2946;77;61;118;129;107;90
2947;77;61;118;129;107;90
2948;77;61;118;129;107;90
2949;77;61;118;129;107;90
2950;77;61;118;129;107;90
2951;77;61;118;129;107;90
2952;77;61;118;129;107;90
2953;77;61;118;129;107;90
2954;77;61;118;129;107;90
2955;77;61;118;129;107;90
2956;77;61;118;129;107;90
2957;77;61;118;129;107;90
2958;77;61;118;129;107;90
2959;77;61;118;129;107;90
2960;77;61;118;129;107;90
2961;77;61;118;129;107;90
2962;77;61;118;129;107;90
2963;77;61;118;129;107;90
2964;77;61;118;129;107;90
2965;77;61;118;129;107;90
2966;77;61;118;129;107;90
2967;77;61;118;129;107;90
2968;77;61;118;129;107;90
2969;77;61;118;129;107;90
2970;77;61;118;129;107;90
2971;77;61;118;129;107;90
2972;77;61;118;129;107;90
2973;77;61;118;129;107;90
2974;77;61;118;129;107;90
2975;77;61;118;129;107;90
2976;77;61;118;129;107;90
2977;77;61;118;129;107;90
2978;77;61;118;129;107;90
2979;77;61;118;129;107;90
2980;77;61;118;129;107;90
2981;77;61;118;129;107;90
2982;77;61;118;129;107;90
2983;77;61;118;129;107;90
2984;77;61;118;129;107;90
2985;77;61;118;129;107;90
2986;77;61;118;129;107;90
2987;77;61;118;129;107;90
2988;77;61;118;129;107;90
2989;77;61;118;129;107;90
2990;77;61;118;129;107;90
2991;77;61;118;129;107;90
2992;77;61;118;129;107;90
2993;77;61;118;129;107;90
2994;77;61;118;129;107;90
2995;77;61;118;129;107;90
2996;77;61;118;129;107;90
2997;77;61;118;129;107;90
2998;77;61;118;129;107;90
2999;77;61;118;129;107;90
3000;77;61;118;129;107;90
3001;77;61;118;129;107;90
3002;77;61;118;129;107;90
3003;77;61;118;129;107;90
3004;77;61;118;129;107;90
3005;77;61;118;129;107;90
3006;77;61;118;129;107;90
3007;77;61;118;129;107;90
3008;77;61;118;129;107;90
3009;77;61;118;129;107;90
3010;77;61;118;129;107;90
3011;77;61;118;129;107;90
3012;77;61;118;129;107;90
3013;77;61;118;129;107;90
3014;77;61;118;129;107;90
3015;77;61;118;129;107;90
3016;77;61;118;129;107;90
3017;77;61;118;129;107;90
3018;77;61;118;129;107;90
3019;77;61;118;129;107;90
3020;77;61;118;129;107;90
3021;77;61;118;129;107;90
3022;77;61;118;129;107;90
3023;77;61;118;129;107;90
3024;77;61;118;129;107;90
3025;77;61;118;129;107;90
3026;77;61;118;129;107;90
3027;77;61;118;129;107;90
3028;77;61;118;129;107;90
3029;77;61;118;129;107;90
3030;77;61;118;129;107;90
3031;77;61;118;129;107;90
3032;77;61;118;129;107;90
3033;77;61;118;129;107;90
3034;77;61;118;129;107;90
3035;77;61;118;129;107;90
3036;77;61;118;129;107;90
3037;77;61;118;129;107;90
3038;77;61;118;129;107;90
3039;77;61;118;129;107;90
3040;77;61;118;129;107;90
3041;77;61;118;129;107;90
3042;77;61;118;129;107;90
3043;77;61;118;129;107;90
3044;77;61;118;129;107;90
3045;77;61;118;129;107;90
3046;77;61;118;129;107;90
3047;77;61;118;129;107;90
3048;77;61;118;129;107;90
3049;77;61;118;129;107;90
3050;77;61;118;129;107;90
3051;77;61;118;129;107;90
3052;77;61;118;129;107;90
3053;77;61;118;129;107;90
3054;77;61;118;129;107;90
3055;77;61;118;129;107;90
3056;77;61;118;129;107;90
3057;77;61;118;129;107;90
3058;77;61;118;129;107;90
3059;77;61;118;129;107;90
3060;77;61;118;129;107;90
3061;77;61;118;129;107;90
3062;77;61;118;129;107;90
3063;77;61;118;129;107;90
3064;77;61;118;129;107;90
3065;77;61;118;129;107;90
3066;77;61;118;129;107;90
3067;77;61;118;129;107;90
3068;77;61;118;129;107;90
3069;77;61;118;129;107;90
3070;77;61;118;129;107;90
3071;77;61;118;129;107;90
3072;77;61;118;129;107;90
3073;77;61;118;129;107;90
3074;77;61;118;129;107;90
3075;77;61;118;129;107;90
3076;77;61;118;129;107;90
3077;77;61;118;129;107;90
3078;77;61;118;129;107;90
3079;77;61;118;129;107;90
3080;77;61;118;129;107;90
3081;77;61;118;129;107;90
3082;77;61;118;129;107;90
3083;77;61;118;129;107;90
3084;77;61;118;129;107;90
3085;77;61;118;129;107;90
3086;77;61;118;129;107;90
3087;77;61;118;129;107;90
3088;77;61;118;129;107;90
3089;77;61;118;129;107;90
3090;77;61;118;129;107;90
3091;77;61;118;129;107;90
3092;77;61;118;129;107;90
3093;77;61;118;129;107;90
3094;77;61;118;129;107;90
3095;77;61;118;129;107;90
3096;77;61;118;129;107;90
3097;77;61;118;129;107;90
3098;77;61;118;129;107;90
3099;77;61;118;129;107;90
3100;77;61;118;129;107;90
3101;77;61;118;129;107;90
3102;77;61;118;129;107;90
3103;77;61;118;129;107;90
3104;77;61;118;129;107;90
3105;77;61;118;129;107;90
3106;77;61;118;129;107;90
3107;77;61;118;129;107;90
3108;77;61;118;129;107;90
3109;77;61;118;129;107;90
3110;77;61;118;129;107;90
3111;77;61;118;129;107;90
3112;77;61;118;129;107;90
3113;77;61;118;129;107;90
3114;77;61;118;129;107;90
3115;77;61;118;129;107;90
3116;77;61;118;129;107;90
3117;77;61;118;129;107;90
3118;77;61;118;129;107;90
3119;77;61;118;129;107;90
3120;77;61;118;129;107;90
3121;77;61;118;129;107;90
3122;77;61;118;129;107;90
3123;77;61;118;129;107;90
3124;77;61;118;129;107;90
3125;77;61;118;129;107;90
3126;77;61;118;129;107;90
3127;77;61;118;129;107;90
3128;77;61;118;129;107;90
3129;77;61;118;129;107;90
3130;77;61;118;129;107;90
3131;77;61;118;129;107;90
3132;77;61;118;129;107;90
3133;77;61;118;129;107;90
3134;77;61;118;129;107;90
3135;77;61;118;129;107;90
3136;77;61;118;129;107;90
3137;77;61;118;129;107;90
3138;77;61;118;129;107;90
3139;77;61;118;129;107;90
3140;77;61;118;129;107;90
3141;77;61;118;129;107;90
3142;77;61;118;129;107;90
3143;77;61;118;129;107;90
3144;77;61;118;129;107;90
3145;77;61;118;129;107;90
3146;77;61;118;129;107;90
3147;77;61;118;129;107;90
3148;77;61;118;129;107;90
3149;77;61;118;129;107;90
3150;77;61;118;129;107;90
3151;77;61;118;129;107;90
3152;77;61;118;129;107;90
3153;77;61;118;129;107;90
3154;77;61;118;129;107;90
3155;77;61;118;129;107;90
3156;77;61;118;129;107;90
3157;77;61;118;129;107;90
3158;77;61;118;129;107;90
3159;77;61;118;129;107;90
3160;77;61;118;129;107;90
3161;77;61;118;129;107;90
3162;77;61;118;129;107;90
3163;77;61;118;129;107;90
3164;77;61;118;129;107;90
3165;77;61;118;129;107;90
3166;77;61;118;129;107;90
3167;77;61;118;129;107;90
3168;77;61;118;129;107;90
3169;77;61;118;129;107;90
3170;77;61;118;129;107;90
3171;77;61;118;129;107;90
3172;77;61;118;129;107;90
3173;77;61;118;129;107;90
3174;77;61;118;129;107;90
3175;77;61;118;129;107;90
3176;77;61;118;129;107;90
3177;77;61;118;129;107;90
3178;77;61;118;129;107;90
3179;77;61;118;129;107;90
3180;77;61;118;129;107;90
3181;77;61;118;129;107;90
3182;77;61;118;129;107;90
3183;77;61;118;129;107;90
3184;77;61;118;129;107;90
3185;77;61;118;129;107;90
3186;77;61;118;129;107;90
3187;77;61;118;129;107;90
3188;77;61;118;129;107;90
3189;77;61;118;129;107;90
3190;77;61;118;129;107;90
3191;77;61;118;129;107;90
3192;77;61;118;129;107;90
3193;77;61;118;129;107;90
3194;77;61;118;129;107;90
3195;77;61;118;129;107;90
3196;77;61;118;129;107;90
3197;77;61;118;129;107;90
3198;77;61;118;129;107;90
3199;77;61;118;129;107;90
3200;77;61;118;129;107;90
3201;77;61;118;129;107;90
3202;77;61;118;129;107;90
3203;77;61;118;129;107;90
3204;77;61;118;129;107;90
3205;77;61;118;129;107;90
3206;77;61;118;129;107;90
3207;77;61;118;129;107;90
3208;77;61;118;129;107;90
3209;77;61;118;129;107;90
3210;77;61;118;129;107;90
3211;77;61;118;129;107;90
3212;77;61;118;129;107;90
3213;77;61;118;129;107;90
3214;77;61;118;129;107;90
3215;77;61;118;129;107;90
3216;77;61;118;129;107;90
3217;77;61;118;129;107;90
3218;77;61;118;129;107;90
3219;77;61;118;129;107;90
3220;77;61;118;129;107;90
3221;77;61;118;129;107;90
3222;77;61;118;129;107;90
3223;77;61;118;129;107;90
3224;77;61;118;129;107;90
3225;77;61;118;129;107;90
3226;77;61;118;129;107;90
3227;77;61;118;129;107;90
3228;77;61;118;129;107;90
3229;77;61;118;129;107;90
3230;77;61;118;129;107;90
3231;77;61;118;129;107;90
3232;77;61;118;129;107;90
3233;77;61;118;129;107;90
3234;77;61;118;129;107;90
3235;77;61;118;129;107;90
3236;77;61;118;129;107;90
3237;77;61;118;129;107;90
3238;77;61;118;129;107;90
3239;77;61;118;129;107;90
3240;77;61;118;129;107;90
3241;77;61;118;129;107;90
3242;77;61;118;129;107;90
3243;77;61;118;129;107;90
3244;77;61;118;129;107;90
3245;77;61;118;129;107;90
3246;77;61;118;129;107;90
3247;77;61;118;129;107;90
3248;77;61;118;129;107;90
3249;77;61;118;129;107;90
3250;77;61;118;129;107;90
3251;77;61;118;129;107;90
3252;77;61;118;129;107;90
3253;77;61;118;129;107;90
3254;77;61;118;129;107;90
3255;77;61;118;129;107;90
3256;77;61;118;129;107;90
3257;77;61;118;129;107;90
3258;77;61;118;129;107;90
3259;77;61;118;129;107;90
3260;77;61;118;129;107;90
3261;77;61;118;129;107;90
3262;77;61;118;129;107;90
3263;77;61;118;129;107;90
3264;77;61;118;129;107;90
3265;77;61;118;129;107;90
3266;77;61;118;129;107;90
3267;77;61;118;129;107;90
3268;77;61;118;129;107;90
3269;77;61;118;129;107;90
3270;77;61;118;129;107;90
3271;77;61;118;129;107;90
3272;77;61;118;129;107;90
3273;77;61;118;129;107;90
3274;77;61;118;129;107;90
3275;77;61;118;129;107;90
3276;77;61;118;129;107;90
3277;77;61;118;129;107;90
3278;77;61;118;129;107;90
3279;77;61;118;129;107;90
3280;77;61;118;129;107;90
3281;77;61;118;129;107;90
3282;77;61;118;129;107;90
3283;77;61;118;129;107;90
3284;77;61;118;129;107;90
3285;77;61;118;129;107;90
3286;77;61;118;129;107;90
3287;77;61;118;129;107;90
3288;77;61;118;129;107;90
3289;77;61;118;129;107;90
3290;77;61;118;129;107;90
3291;77;61;118;129;107;90
3292;77;61;118;129;107;90
3293;77;61;118;129;107;90
3294;77;61;118;129;107;90
3295;77;61;118;129;107;90
3296;77;61;118;129;107;90
3297;77;61;118;129;107;90
3298;77;61;118;129;107;90
3299;77;61;118;129;107;90
3300;77;61;118;129;107;90
3301;77;61;118;129;107;90
3302;77;61;118;129;107;90
3303;77;61;118;129;107;90
3304;77;61;118;129;107;90
3305;77;61;118;129;107;90
3306;77;61;118;129;107;90
3307;77;61;118;129;107;90
3308;77;61;118;129;107;90
3309;77;61;118;129;107;90
3310;77;61;118;129;107;90
3311;77;61;118;129;107;90
3312;77;61;118;129;107;90
3313;77;61;118;129;107;90
3314;77;61;118;129;107;90
3315;77;61;118;129;107;90
3316;77;61;118;129;107;90
3317;77;61;118;129;107;90
3318;77;61;118;129;107;90
3319;77;61;118;129;107;90
3320;77;61;118;129;107;90
3321;77;61;118;129;107;90
3322;77;61;118;129;107;90
3323;77;61;118;129;107;90
3324;77;61;118;129;107;90
3325;77;61;118;129;107;90
3326;77;61;118;129;107;90
3327;77;61;118;129;107;90
3328;77;61;118;129;107;90
3329;77;61;118;129;107;90
3330;77;61;118;129;107;90
3331;77;61;118;129;107;90
3332;77;61;118;129;107;90
3333;77;61;118;129;107;90
3334;77;61;118;129;107;90
3335;77;61;118;129;107;90
3336;77;61;118;129;107;90
3337;77;61;118;129;107;90
3338;77;61;118;129;107;90
3339;77;61;118;129;107;90
3340;77;61;118;129;107;90
3341;77;61;118;129;107;90
3342;77;61;118;129;107;90
3343;77;61;118;129;107;90
3344;77;61;118;129;107;90
3345;77;61;118;129;107;90
3346;77;61;118;129;107;90
3347;77;61;118;129;107;90
3348;77;61;118;129;107;90
3349;77;61;118;129;107;90
3350;77;61;118;129;107;90
3351;77;61;118;129;107;90
3352;77;61;118;129;107;90
3353;77;61;118;129;107;90
3354;77;61;118;129;107;90
3355;77;61;118;129;107;90
3356;77;61;118;129;107;90
3357;77;61;118;129;107;90
3358;77;61;118;129;107;90
3359;77;61;118;129;107;90
3360;77;61;118;129;107;90
3361;77;61;118;129;107;90
3362;77;61;118;129;107;90
3363;77;61;118;129;107;90
3364;77;61;118;129;107;90
3365;77;61;118;129;107;90
3366;77;61;118;129;107;90
3367;77;61;118;129;107;90
3368;77;61;118;129;107;90
3369;77;61;118;129;107;90
3370;77;61;118;129;107;90
3371;77;61;118;129;107;90
3372;77;61;118;129;107;90
3373;77;61;118;129;107;90
3374;77;61;118;129;107;90
3375;77;61;118;129;107;90
3376;77;61;118;129;107;90
3377;77;61;118;129;107;90
3378;77;61;118;129;107;90
3379;77;61;118;129;107;90
3380;77;61;118;129;107;90
3381;77;61;118;129;107;90
3382;77;61;118;129;107;90
3383;77;61;118;129;107;90
3384;77;61;118;129;107;90
3385;77;61;118;129;107;90
3386;77;61;118;129;107;90
3387;77;61;118;129;107;90
3388;77;61;118;129;107;90
3389;77;61;118;129;107;90
3390;77;61;118;129;107;90
3391;77;61;118;129;107;90
3392;77;61;118;129;107;90
3393;77;61;118;129;107;90
3394;77;61;118;129;107;90
3395;77;61;118;129;107;90
3396;77;61;118;129;107;90
3397;77;61;118;129;107;90
3398;77;61;118;129;107;90
3399;77;61;118;129;107;90
3400;77;61;118;129;107;90
3401;77;61;118;129;107;90
3402;77;61;118;129;107;90
3403;77;61;118;129;107;90
3404;77;61;118;129;107;90
3405;77;61;118;129;107;90
3406;77;61;118;129;107;90
3407;77;61;118;129;107;90
3408;77;61;118;129;107;90
3409;77;61;118;129;107;90
3410;77;61;118;129;107;90
3411;77;61;118;129;107;90
3412;77;61;118;129;107;90
3413;77;61;118;129;107;90
3414;77;61;118;129;107;90
3415;77;61;118;129;107;90
3416;77;61;118;129;107;90
3417;77;61;118;129;107;90
3418;77;61;118;129;107;90
3419;77;61;118;129;107;90
3420;77;61;118;129;107;90
3421;77;61;118;129;107;90
3422;77;61;118;129;107;90
3423;77;61;118;129;107;90
3424;77;61;118;129;107;90
3425;77;61;118;129;107;90
3426;77;61;118;129;107;90
3427;77;61;118;129;107;90
3428;77;61;118;129;107;90
3429;77;61;118;129;107;90
3430;77;61;118;129;107;90
3431;77;61;118;129;107;90
3432;77;61;118;129;107;90
3433;77;61;118;129;107;90
3434;77;61;118;129;107;90
3435;77;61;118;129;107;90
3436;77;61;118;129;107;90
3437;77;61;118;129;107;90
3438;77;61;118;129;107;90
3439;77;61;118;129;107;90
3440;77;61;118;129;107;90
3441;77;61;118;129;107;90
3442;77;61;118;129;107;90
3443;77;61;118;129;107;90
3444;77;61;118;129;107;90
3445;77;61;118;129;107;90
3446;77;61;118;129;107;90
3447;77;61;118;129;107;90
3448;77;61;118;129;107;90
3449;77;61;118;129;107;90
3450;77;61;118;129;107;90
3451;77;61;118;129;107;90
3452;77;61;118;129;107;90
3453;77;61;118;129;107;90
3454;77;61;118;129;107;90
3455;77;61;118;129;107;90
3456;77;61;118;129;107;90
3457;77;61;118;129;107;90
3458;77;61;118;129;107;90
3459;77;61;118;129;107;90
3460;77;61;118;129;107;90
3461;77;61;118;129;107;90
3462;77;61;118;129;107;90
3463;77;61;118;129;107;90
3464;77;61;118;129;107;90
3465;77;61;118;129;107;90
3466;77;61;118;129;107;90
3467;77;61;118;129;107;90
